,traffic_speed_deltas,traffic_absolute_speed
0,-2.4899999999999984,31.06
1,-0.620000000000001,24.23
2,8.079999999999998,31.06
3,-8.079999999999998,31.06
4,6.210000000000001,31.06
5,-6.210000000000001,31.06
6,6.210000000000001,31.06
7,9.32,29.2
8,2.480000000000004,32.31
9,0.6200000000000045,32.31
10,-0.6199999999999974,16.77
11,1.2399999999999949,16.77
12,-0.6200000000000045,16.77
13,1.240000000000002,16.77
14,-1.240000000000002,29.2
15,1.240000000000002,29.2
16,-1.240000000000002,29.2
17,1.240000000000002,29.2
18,-0.6199999999999974,14.29
19,1.8599999999999994,17.39
20,13.050000000000004,13.67
21,-3.1099999999999994,19.88
22,8.7,19.88
23,-4.349999999999998,20.5
24,2.479999999999997,20.5
25,3.099999999999998,20.5
26,-3.7300000000000004,24.23
27,8.700000000000003,20.5
28,-1.25,24.23
29,1.25,24.23
30,-1.25,24.23
31,11.809999999999999,24.23
32,-3.1099999999999994,24.23
33,-4.970000000000002,24.23
34,29.210000000000004,23.61
35,24.85,23.61
36,-24.85,45.36
37,24.85,23.61
38,4.969999999999999,23.61
39,-4.969999999999999,51.57
40,5.589999999999996,45.98
41,-2.4799999999999986,45.98
42,24.229999999999997,52.81
43,22.99,52.81
44,-3.1000000000000014,52.81
45,3.1000000000000014,52.81
46,8.079999999999998,52.81
47,-8.079999999999998,52.81
48,-0.620000000000001,52.81
49,-0.620000000000001,52.81
50,-1.8600000000000012,52.81
51,-2.490000000000002,52.81
52,-4.98,52.81
53,-0.620000000000001,52.81
54,-0.6199999999999974,52.81
55,6.840000000000003,52.81
56,-4.350000000000001,46.6
57,45.36,56.54
58,-49.08,46.6
59,6.220000000000002,27.96
60,-12.419999999999998,46.6
61,4.979999999999997,19.26
62,-5.599999999999998,46.6
63,6.219999999999999,19.26
64,-6.219999999999999,19.26
65,9.32,21.74
66,-5.59,19.26
67,-19.26,19.26
68,13.05,12.42
69,3.729999999999997,12.42
70,1.8599999999999994,30.44
71,-1.8599999999999994,13.04
72,3.729999999999997,13.04
73,1.8599999999999994,10.56
74,1.240000000000002,10.56
75,-6.210000000000001,29.82
76,13.670000000000002,29.82
77,18.65,29.82
78,-18.65,17.39
79,-20.500000000000004,17.39
80,39.150000000000006,17.39
81,-0.6199999999999992,15.53
82,1.2399999999999984,15.53
83,-0.6199999999999992,19.88
84,-21.13,10.56
85,9.940000000000001,21.12
86,8.699999999999996,25.47
87,-8.699999999999996,26.09
88,9.939999999999998,21.12
89,-14.909999999999997,18.01
90,-20.499999999999996,26.09
91,-6.210000000000001,18.64
92,-5.59,50.95
93,5.59,26.09
94,-8.079999999999998,26.09
95,3.1099999999999994,52.81
96,-3.1099999999999994,53.43
97,1.8699999999999974,50.33
98,3.729999999999997,50.33
99,0.629999999999999,26.09
100,7.450000000000003,45.98
101,-8.080000000000002,49.7
102,17.400000000000002,49.08
103,1.240000000000002,49.7
104,3.1099999999999994,49.7
105,-3.1099999999999994,49.08
106,-21.130000000000003,50.95
107,1.8599999999999994,50.95
108,-4.969999999999999,49.08
109,11.809999999999999,50.95
110,0.6199999999999974,50.95
111,-22.99,50.95
112,-0.620000000000001,50.95
113,4.969999999999999,50.95
114,-3.7300000000000004,50.95
115,-2.4800000000000004,50.95
116,3.7299999999999986,50.95
117,-6.839999999999999,50.95
118,1.2399999999999993,50.95
119,-0.620000000000001,50.95
120,23.61,50.95
121,-23.61,50.95
122,14.29,53.43
123,-14.29,53.43
124,-3.729999999999997,50.95
125,-37.900000000000006,28.58
126,37.900000000000006,53.43
127,-31.69,20.5
128,31.69,53.43
129,-39.769999999999996,18.01
130,6.84,22.36
131,-3.1099999999999994,11.18
132,3.729999999999997,13.67
133,25.480000000000004,22.36
134,-28.590000000000003,12.42
135,2.490000000000002,12.42
136,-2.490000000000002,13.04
137,0.629999999999999,13.04
138,-0.629999999999999,11.8
139,3.1099999999999994,11.8
140,-10.559999999999999,27.34
141,10.559999999999999,27.34
142,-13.669999999999998,27.34
143,13.669999999999998,23.61
144,-11.18,16.15
145,5.59,16.15
146,-1.8600000000000003,16.15
147,-7.45,16.77
148,7.45,16.77
149,6.210000000000001,16.15
150,6.210000000000001,16.15
151,-6.210000000000001,13.04
152,-12.43,16.77
153,34.17,12.42
154,-34.17,13.04
155,34.17,14.91
156,1.25,14.29
157,-1.25,17.39
158,4.350000000000001,14.29
159,-2.490000000000002,17.39
160,-18.019999999999996,27.34
161,20.509999999999998,21.74
162,-4.350000000000001,26.09
163,0.6200000000000045,26.09
164,-3.7300000000000004,21.74
165,-9.940000000000001,21.74
166,5.59,26.09
167,-5.59,45.36
168,6.84,51.57
169,-6.84,45.36
170,3.7300000000000004,49.7
171,-0.6199999999999992,45.36
172,0.6199999999999992,51.57
173,3.110000000000003,42.87
174,5.59,42.87
175,-6.209999999999999,54.05
176,3.110000000000001,53.43
177,12.43,58.4
178,-9.32,53.43
179,11.189999999999998,53.43
180,-1.2399999999999949,53.43
181,6.210000000000001,53.43
182,-6.210000000000001,53.43
183,-0.6199999999999974,53.43
184,0.6199999999999974,53.43
185,-0.6199999999999974,53.43
186,1.240000000000002,53.43
187,14.290000000000006,53.43
188,15.54,53.43
189,-0.6199999999999974,53.43
190,3.1099999999999994,53.43
191,-3.1099999999999994,53.43
192,-1.2399999999999984,53.43
193,5.59,52.19
194,-5.59,52.19
195,3.1099999999999994,52.19
196,2.4800000000000004,52.19
197,4.970000000000002,55.92
198,-4.970000000000002,55.92
199,-0.6199999999999974,55.92
200,11.18,55.92
201,-1.240000000000002,55.92
202,1.240000000000002,16.77
203,-1.240000000000002,21.12
204,2.490000000000002,21.12
205,-29.82,13.67
206,-7.460000000000001,13.67
207,-4.349999999999998,19.88
208,0.6199999999999974,18.01
209,-8.079999999999998,21.12
210,-1.2399999999999984,21.12
211,3.1099999999999994,27.96
212,-1.8599999999999994,21.12
213,8.69,22.36
214,-4.969999999999999,27.96
215,14.920000000000002,31.68
216,6.210000000000001,19.88
217,-21.130000000000003,19.88
218,-11.809999999999995,19.88
219,2.490000000000002,19.88
220,3.730000000000004,26.71
221,6.210000000000001,22.99
222,-2.480000000000004,22.99
223,2.480000000000004,19.26
224,-4.969999999999999,24.85
225,4.969999999999999,22.99
226,14.29,22.99
227,19.89,22.99
228,-19.89,8.07
229,-16.150000000000002,9.94
230,2.4800000000000004,6.21
231,1.240000000000002,9.94
232,-6.830000000000002,9.32
233,5.59,13.67
234,6.210000000000001,15.53
235,23.61,6.83
236,-23.61,13.67
237,14.909999999999997,13.67
238,0.6199999999999974,13.67
239,-10.560000000000002,31.68
240,-1.8699999999999974,46.6
241,-6.830000000000002,46.6
242,6.830000000000002,46.6
243,-6.830000000000002,52.19
244,-8.7,52.19
245,15.530000000000001,52.19
246,-15.530000000000001,52.19
247,0.620000000000001,52.19
248,0.6199999999999992,52.19
249,-0.6199999999999992,52.19
250,11.809999999999999,52.19
251,-3.7300000000000004,52.19
252,16.16,52.19
253,-16.16,52.19
254,-4.349999999999998,52.19
255,-2.479999999999997,52.19
256,2.479999999999997,52.19
257,-4.969999999999999,52.19
258,-3.729999999999997,52.19
259,3.729999999999997,52.19
260,-3.729999999999997,52.19
261,-22.37,52.19
262,-8.07,52.19
263,-13.049999999999997,52.19
264,13.049999999999997,52.19
265,-14.29,52.19
266,1.240000000000002,52.19
267,-1.240000000000002,52.19
268,-0.620000000000001,52.19
269,16.77,52.19
270,-16.77,52.19
271,16.77,52.19
272,3.1099999999999994,52.19
273,-1.2399999999999984,52.19
274,4.970000000000001,52.19
275,-4.970000000000001,52.19
276,-3.1099999999999994,52.19
277,3.1099999999999994,52.19
278,-4.35,52.19
279,1.2400000000000002,52.19
280,-1.2400000000000002,52.19
281,1.8599999999999994,52.19
282,-0.6199999999999974,52.19
283,1.8599999999999994,52.19
284,-1.8599999999999994,52.19
285,-1.240000000000002,52.19
286,1.8599999999999994,52.19
287,-1.240000000000002,52.19
288,34.8,52.19
289,-36.66,52.19
290,3.729999999999997,52.19
291,-3.729999999999997,52.19
292,14.3,52.19
293,-14.3,52.19
294,11.189999999999998,52.19
295,-11.190000000000001,52.19
296,-3.1099999999999994,52.19
297,0.6199999999999992,52.19
298,-0.6199999999999992,52.19
299,0.6199999999999992,52.19
300,0.620000000000001,52.19
301,3.1000000000000014,52.19
302,12.419999999999998,52.19
303,31.060000000000002,52.19
304,0.6299999999999955,52.19
305,4.350000000000001,52.19
306,-4.969999999999999,52.19
307,2.480000000000004,52.19
308,-5.600000000000001,52.19
309,-16.150000000000002,52.19
310,-8.079999999999998,52.19
311,-9.940000000000001,52.19
312,-4.35,52.19
313,14.290000000000001,52.19
314,19.89,52.19
315,-19.89,52.19
316,-0.620000000000001,52.19
317,0.620000000000001,52.19
318,1.8600000000000012,52.19
319,-7.450000000000001,52.19
320,7.450000000000001,52.19
321,-0.6300000000000008,52.19
322,4.350000000000001,52.19
323,-5.59,52.19
324,-0.620000000000001,52.19
325,0.620000000000001,52.19
326,-0.620000000000001,52.19
327,1.2400000000000002,52.19
