,traffic_speed_deltas,traffic_absolute_speed
328,-0.6199999999999992,52.19
329,0.6199999999999992,52.19
330,1.2400000000000002,52.19
331,-4.35,52.19
332,0.6199999999999992,52.19
333,3.7300000000000004,52.19
334,-0.620000000000001,52.19
335,-3.7299999999999986,52.19
336,13.049999999999999,52.19
337,13.049999999999999,52.19
338,-9.32,52.19
339,-3.7300000000000004,52.19
340,3.7300000000000004,52.19
341,-3.7300000000000004,52.19
342,1.8599999999999994,52.19
343,-22.989999999999995,52.19
344,-19.879999999999995,52.19
345,16.769999999999996,52.19
346,4.350000000000001,52.19
347,-11.810000000000002,52.19
348,17.4,52.19
349,-12.419999999999998,52.19
350,12.419999999999998,52.19
351,22.99,52.19
352,-25.47,52.19
353,0.620000000000001,52.19
354,-0.620000000000001,52.19
355,3.1000000000000014,52.19
356,4.349999999999998,52.19
357,-18.64,52.19
358,13.05,52.19
359,-6.84,52.19
360,6.84,52.19
361,-4.350000000000001,52.19
362,4.350000000000001,52.19
363,12.430000000000003,52.19
364,-12.430000000000003,52.19
365,13.05,52.19
366,5.599999999999998,52.19
367,-3.1099999999999994,52.19
368,-2.480000000000004,52.19
369,2.480000000000004,52.19
370,19.269999999999996,52.19
371,-19.269999999999996,52.19
372,-2.490000000000002,52.19
373,3.730000000000004,52.19
374,-5.600000000000001,52.19
375,0.6199999999999974,52.19
376,1.8700000000000045,52.19
377,-0.6200000000000045,52.19
378,4.350000000000001,52.19
379,-23.62,52.19
380,19.27,52.19
381,-4.350000000000001,52.19
382,-13.049999999999997,52.19
383,7.459999999999997,52.19
384,0.6199999999999974,52.19
385,-1.2399999999999984,52.19
386,-1.2399999999999984,52.19
387,-8.07,52.19
388,9.939999999999998,52.19
389,-21.119999999999997,52.19
390,-32.93,52.19
391,11.180000000000001,52.19
392,-11.180000000000001,52.19
393,11.180000000000001,52.19
394,-1.240000000000002,52.19
395,-36.66,52.19
396,-35.42,52.19
397,-5.590000000000002,52.19
398,-1.240000000000002,52.19
399,5.59,52.19
400,-4.349999999999998,52.19
401,11.809999999999999,52.19
402,-6.839999999999996,52.19
403,-2.4899999999999984,52.19
404,2.4899999999999984,52.19
405,-26.72,52.19
406,-26.09,52.19
407,26.09,52.19
408,1.8599999999999994,52.19
409,-1.8599999999999994,52.19
410,0.620000000000001,52.19
411,-0.620000000000001,52.19
412,3.1099999999999994,52.19
413,15.530000000000001,52.19
414,-15.530000000000001,52.19
415,1.8599999999999994,52.19
416,-1.8599999999999994,52.19
417,-4.350000000000001,52.19
418,-0.6199999999999974,52.19
419,11.799999999999997,52.19
420,-0.6199999999999974,52.19
421,-6.83,52.19
422,6.83,52.19
423,-6.83,52.19
424,-3.7300000000000004,52.19
425,3.7300000000000004,52.19
426,-4.350000000000001,52.19
427,1.870000000000001,52.19
428,-0.6199999999999974,52.19
429,-5.59,52.19
430,-9.940000000000001,52.19
431,9.940000000000001,52.19
432,-9.940000000000001,52.19
433,-6.840000000000003,52.19
434,8.080000000000005,52.19
435,-1.8699999999999974,52.19
436,-38.53,52.19
437,38.53,52.19
438,-33.56,52.19
439,-4.970000000000002,52.19
440,9.939999999999998,52.19
441,-4.349999999999998,52.19
442,-12.429999999999996,52.19
443,-3.1000000000000014,52.19
444,1.8699999999999974,52.19
445,-1.2399999999999984,52.19
446,1.2399999999999984,52.19
447,-1.2399999999999984,52.19
448,1.2399999999999984,52.19
449,-6.84,52.19
450,1.8699999999999992,52.19
451,0.6199999999999992,52.19
452,27.340000000000003,52.19
453,1.8599999999999994,52.19
454,-1.8599999999999994,52.19
455,-13.670000000000002,52.19
456,13.670000000000002,52.19
457,6.219999999999999,52.19
458,-6.219999999999999,52.19
459,2.490000000000002,52.19
460,3.729999999999997,52.19
461,-15.54,52.19
462,1.870000000000001,52.19
463,-1.870000000000001,52.19
464,-14.29,52.19
465,4.969999999999999,52.19
466,8.7,52.19
467,9.939999999999998,52.19
468,-6.209999999999997,52.19
469,1.8599999999999994,52.19
470,5.59,52.19
471,-9.940000000000001,52.19
472,4.350000000000001,52.19
473,4.970000000000002,52.19
474,-9.940000000000001,52.19
475,-1.8599999999999994,52.19
476,-1.25,52.19
477,-0.6199999999999992,52.19
478,-35.41,52.19
479,10.559999999999999,52.19
480,25.48,52.19
481,-25.48,52.19
482,1.8599999999999994,52.19
483,-1.8699999999999974,52.19
484,1.8699999999999974,52.19
485,14.910000000000004,52.19
486,14.910000000000004,52.19
487,-14.29,52.19
488,-5.600000000000001,52.19
489,1.870000000000001,52.19
490,-1.870000000000001,52.19
491,-8.690000000000001,52.19
492,8.690000000000001,52.19
493,-8.690000000000001,52.19
494,-3.7299999999999995,52.19
495,-1.2400000000000002,52.19
496,0.620000000000001,52.19
497,-0.620000000000001,52.19
498,-1.2399999999999984,52.19
499,-1.870000000000001,52.19
500,-1.8699999999999974,52.19
501,1.8699999999999974,52.19
502,-1.8699999999999974,52.19
503,2.4899999999999984,52.19
504,-4.349999999999998,20.5
505,19.88,17.39
506,-3.1099999999999994,20.5
507,4.969999999999999,20.5
508,-8.699999999999996,16.77
509,11.800000000000004,16.77
510,-8.079999999999998,11.18
511,-22.360000000000003,11.18
512,22.360000000000003,11.18
513,-1.8599999999999994,11.18
514,1.8599999999999994,18.01
515,-0.6199999999999992,11.18
516,8.700000000000001,25.47
517,-3.7300000000000004,22.99
518,-4.349999999999998,22.99
519,14.29,22.99
520,22.990000000000002,20.5
521,-8.700000000000003,20.5
522,14.299999999999997,23.61
523,-14.299999999999997,23.61
524,9.950000000000003,41.63
525,-15.540000000000003,41.63
526,5.59,47.84
527,5.59,47.84
528,-5.59,54.05
529,19.270000000000003,55.92
530,-1.240000000000002,47.22
531,-6.209999999999994,47.84
532,4.969999999999999,47.84
533,1.2399999999999949,52.19
534,-3.729999999999997,47.84
535,-2.490000000000002,48.46
536,-2.479999999999997,55.3
537,2.479999999999997,55.3
538,-1.8700000000000045,55.3
539,-22.369999999999997,53.43
540,16.78,53.43
541,-1.240000000000002,53.43
542,-1.8599999999999994,53.43
543,1.2399999999999984,53.43
544,-11.18,53.43
545,-14.910000000000004,53.43
546,-6.219999999999999,53.43
547,1.25,53.43
548,4.969999999999999,53.43
549,-24.850000000000005,53.43
550,22.37,53.43
551,-22.37,53.43
552,27.339999999999996,53.43
553,-27.339999999999996,53.43
554,0.620000000000001,51.57
555,-14.29,53.43
556,9.940000000000001,51.57
557,-6.210000000000001,59.03
558,6.829999999999998,24.23
559,-6.829999999999998,24.23
560,20.499999999999996,27.34
561,-13.669999999999998,21.12
562,-4.969999999999999,27.34
563,1.2500000000000036,19.88
564,-1.8599999999999994,11.18
565,3.110000000000003,11.18
566,-23.610000000000003,19.88
567,15.540000000000003,11.8
568,-15.540000000000003,11.8
569,-14.91,11.8
570,-3.7300000000000004,21.74
571,3.7300000000000004,21.74
572,-3.7300000000000004,19.26
573,3.7300000000000004,21.74
574,3.7300000000000004,36.03
575,1.240000000000002,13.67
576,-6.830000000000005,13.67
577,6.830000000000005,36.03
578,-6.830000000000005,17.39
579,6.830000000000005,13.04
580,-9.939999999999998,20.5
581,-3.730000000000002,19.26
582,3.730000000000002,19.26
583,-2.490000000000002,21.12
584,2.479999999999997,21.12
585,6.829999999999998,21.12
586,-19.259999999999998,19.26
587,6.83,19.26
588,-11.18,22.36
589,-8.08,24.23
590,-6.83,27.96
591,-4.969999999999999,27.96
592,4.349999999999998,27.34
593,-4.349999999999998,27.34
594,7.449999999999999,27.34
595,1.8599999999999994,27.34
596,-27.34,24.85
597,19.889999999999997,24.85
598,3.720000000000006,35.41
599,-1.240000000000002,24.85
600,0.6199999999999974,24.85
601,1.25,33.55
602,-1.8700000000000045,33.55
603,1.8700000000000045,41.01
604,2.479999999999997,41.01
605,-24.85,44.11
606,24.85,49.7
607,-11.18,49.7
608,-9.94,41.01
609,0.6199999999999992,53.43
610,-1.2399999999999984,49.7
611,-0.620000000000001,53.43
612,1.8599999999999994,53.43
613,-1.2399999999999984,53.43
614,-6.84,53.43
615,15.54,53.43
616,3.7300000000000004,53.43
617,0.620000000000001,53.43
618,-0.620000000000001,53.43
619,-3.7300000000000004,53.43
620,3.7300000000000004,53.43
621,-3.1000000000000014,53.43
622,13.05,53.43
623,-10.57,53.43
624,4.969999999999999,53.43
625,-4.969999999999999,40.38
626,9.32,53.43
627,18.639999999999997,18.64
628,6.840000000000003,40.38
629,-6.210000000000001,50.95
630,1.8699999999999974,40.38
631,4.969999999999999,20.5
632,3.730000000000004,52.19
633,-31.69,17.39
634,31.69,17.39
635,-34.8,17.39
636,34.8,17.39
637,1.240000000000002,16.15
638,-3.1099999999999994,18.64
639,-1.8699999999999974,15.53
640,3.1099999999999994,15.53
641,-9.32,31.06
642,9.32,21.74
643,-9.32,20.5
644,7.449999999999999,31.06
645,-7.449999999999999,13.04
646,-5.59,20.5
647,0.6199999999999974,14.91
648,13.049999999999999,20.5
649,-13.049999999999999,12.42
650,-1.8699999999999992,14.91
651,3.7299999999999995,14.91
652,-0.6199999999999992,13.04
653,-6.84,13.67
654,-1.8599999999999994,16.77
655,7.450000000000001,13.67
656,1.240000000000002,16.77
657,-1.240000000000002,18.64
658,-5.59,22.99
659,5.59,16.77
660,-5.59,22.99
661,6.830000000000002,22.36
662,18.020000000000003,22.99
663,-18.020000000000003,15.53
664,-1.8699999999999974,20.5
665,-34.8,20.5
666,8.7,18.64
667,-8.7,18.01
668,0.620000000000001,24.23
669,10.559999999999999,18.01
670,6.210000000000001,22.99
671,-6.210000000000001,21.12
672,6.210000000000001,43.49
673,6.220000000000002,43.49
674,1.8599999999999994,40.38
675,1.2399999999999984,43.49
676,-1.2399999999999984,47.22
677,1.2399999999999984,49.08
678,-1.2399999999999984,49.08
679,-1.8599999999999994,47.22
680,3.7300000000000004,48.46
681,-4.970000000000002,48.46
682,-8.699999999999996,48.46
683,21.75,48.46
684,-13.050000000000004,48.46
685,7.460000000000001,48.46
686,7.460000000000001,48.46
687,3.1000000000000014,48.46
688,-3.1000000000000014,48.46
689,8.690000000000005,48.46
690,3.729999999999997,48.46
691,-3.729999999999997,48.46
692,-3.729999999999997,48.46
693,3.729999999999997,48.46
694,-21.740000000000002,48.46
695,21.740000000000002,48.46
696,-10.57,48.46
697,6.219999999999999,54.05
698,-26.1,54.05
699,31.689999999999998,54.05
700,-31.689999999999998,54.05
701,31.689999999999998,54.05
702,-34.8,57.78
703,1.8600000000000012,20.5
704,-1.240000000000002,57.78
705,2.490000000000002,57.78
706,3.730000000000002,17.39
707,-3.730000000000002,17.39
708,15.53,17.39
709,7.460000000000001,17.39
710,-5.59,22.99
711,-2.49,26.71
712,2.49,18.01
713,0.6300000000000008,18.64
714,-6.219999999999999,18.64
715,-0.629999999999999,18.64
716,-6.219999999999999,18.64
717,22.37,11.8
718,6.839999999999996,11.8
719,-37.28,18.01
720,37.28,9.32
721,3.7200000000000024,9.32
722,-8.7,18.01
723,4.979999999999997,9.94
724,-4.349999999999998,18.01
725,-0.629999999999999,9.94
726,0.629999999999999,18.01
727,-1.870000000000001,10.56
728,6.210000000000001,18.01
729,8.070000000000002,16.77
730,-8.070000000000002,16.77
731,8.070000000000002,10.56
732,-8.070000000000002,16.77
733,7.450000000000001,16.77
734,-7.450000000000001,15.53
735,-6.209999999999999,15.53
736,3.7299999999999986,15.53
737,0.6199999999999992,11.8
738,-0.6199999999999992,16.15
739,0.6199999999999992,16.15
740,0.620000000000001,16.15
741,-0.620000000000001,16.15
742,5.59,21.74
743,5.59,37.9
744,17.400000000000002,39.14
745,-17.400000000000002,39.14
