,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-hud_valley,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-millwd
0,166.27,158.07,181.8,165.97,162.55,153.64,197.19,154.51,126.95,192.8,164.87,60.6,198.48,68.93,165.81
1,224.28,212.62,153.57,222.81,218.65,207.12,166.43,207.62,140.18,162.86,221.58,59.39,167.04,75.51,222.6
2,224.5,212.41,206.57,222.81,218.65,207.34,223.24,207.41,140.11,219.27,221.37,61.45,224.5,75.31,222.6
3,182.19,172.55,206.57,181.18,177.62,168.07,223.24,168.66,112.77,219.27,180.0,61.44,224.69,70.55,181.0
4,162.48,154.16,167.64,162.48,158.85,150.43,181.51,150.84,124.78,178.12,161.43,59.84,182.7,68.42,162.33
5,226.19,214.79,149.92,227.46,221.54,209.87,163.1,210.15,167.74,153.05,225.54,59.13,164.0,76.07,227.02
6,228.6,216.03,209.09,229.86,223.48,210.62,228.5,211.58,168.96,216.06,227.96,61.76,229.56,75.93,229.44
7,227.19,213.68,210.52,228.03,221.28,209.83,231.14,209.9,160.68,218.65,226.15,61.77,232.62,75.62,227.83
8,174.16,164.29,208.43,174.97,169.63,154.09,229.52,161.22,128.66,224.87,173.35,61.53,232.48,91.46,174.81
9,195.89,184.62,159.93,196.8,190.61,180.2,175.94,180.8,140.29,172.67,194.99,60.41,178.54,72.1,196.61
10,172.42,162.65,179.71,173.39,167.94,158.53,197.7,159.13,118.06,194.06,171.94,60.34,200.44,69.27,173.22
11,169.85,160.08,158.33,170.79,165.12,155.65,174.35,156.61,116.5,169.86,169.21,59.44,176.6,68.94,170.64
12,174.32,164.13,155.82,175.14,169.63,160.49,171.59,160.9,119.34,167.33,173.52,59.33,173.95,69.58,174.97
13,172.4,162.48,159.93,173.03,167.6,158.36,175.78,158.96,92.96,171.57,171.61,59.54,178.38,69.28,173.03
14,168.19,158.35,158.16,168.81,163.51,154.6,173.84,155.08,89.96,169.84,167.42,59.44,176.23,68.82,168.67
15,174.33,163.8,154.3,174.97,169.15,160.15,169.43,160.25,93.92,165.69,173.5,59.3,171.93,69.34,174.97
16,174.33,163.8,159.77,174.97,169.15,159.99,175.61,160.4,79.93,171.73,173.5,59.53,178.36,69.31,174.8
17,171.67,161.16,159.77,172.45,166.57,157.53,175.77,157.96,78.44,171.25,171.03,59.35,178.21,69.04,172.3
18,158.53,147.68,157.34,159.41,153.4,140.18,173.26,145.64,73.08,168.8,157.95,59.26,175.8,79.32,159.25
19,193.48,42.33,144.16,152.17,64.53,54.49,160.28,59.92,106.32,156.0,149.84,67.53,162.63,58.34,152.9
20,192.79,42.38,41.44,151.62,63.86,54.53,152.49,59.67,106.01,174.6,149.26,55.69,152.89,58.15,152.37
21,199.32,38.08,41.54,155.01,60.83,51.37,151.99,56.71,106.91,173.98,152.51,55.53,152.77,56.16,155.79
22,148.21,136.46,37.28,149.58,143.02,133.31,155.35,136.46,121.66,178.78,147.93,53.71,156.09,129.67,149.44
23,149.17,137.36,133.87,150.55,143.54,133.5,150.68,136.67,122.02,146.57,148.9,125.25,153.12,129.42,150.27
24,168.59,97.73,134.61,152.0,110.55,100.3,151.51,104.71,107.27,147.52,150.02,125.12,153.83,91.94,152.25
25,194.61,44.34,95.78,153.65,65.91,56.37,152.82,61.62,85.31,157.72,151.23,87.33,154.39,60.04,154.36
26,171.07,97.54,43.41,153.59,110.7,100.63,153.94,105.01,99.71,170.93,151.59,57.42,154.45,92.25,153.75
27,163.15,116.85,95.59,154.09,127.12,116.66,154.21,120.77,107.6,159.71,152.34,87.58,155.87,109.94,154.17
28,155.28,132.03,114.74,153.46,139.66,129.06,154.93,132.89,102.59,156.2,151.72,105.39,157.27,123.99,153.25
29,153.78,141.34,129.52,155.06,147.85,137.51,154.38,140.92,107.75,152.12,153.5,119.56,156.76,133.87,154.93
30,153.63,140.92,138.65,155.05,147.85,138.36,157.3,141.06,108.02,152.23,153.35,129.3,158.59,135.29,154.78
31,153.22,139.99,138.23,154.91,147.31,137.44,201.34,140.55,99.36,152.08,153.22,130.87,158.72,133.95,154.64
32,153.65,140.23,0.0,155.34,147.72,138.38,201.33,141.36,100.31,151.82,153.5,129.55,159.13,135.59,155.06
33,153.8,140.25,0.0,155.63,147.73,137.7,201.48,140.95,99.63,152.09,153.65,130.75,159.71,134.34,155.06
34,155.71,141.75,0.0,157.23,149.47,139.47,190.43,142.61,106.92,152.24,155.38,129.79,158.58,136.07,156.82
35,154.22,140.64,0.0,155.76,148.13,138.36,191.82,141.48,105.87,154.26,153.93,131.61,160.23,135.28,155.35
36,160.87,124.87,0.0,155.69,134.61,124.92,190.53,128.24,100.29,152.8,153.72,130.86,159.02,122.94,155.44
37,153.93,140.37,0.0,155.63,147.86,138.24,190.41,141.22,91.17,155.91,153.78,118.86,158.59,135.44,155.2
38,153.51,140.27,137.83,155.2,147.6,138.15,190.41,141.11,90.92,152.52,153.38,130.9,159.01,135.47,154.79
39,153.22,139.87,137.58,154.91,146.89,137.6,190.18,140.42,90.51,152.1,153.09,130.96,158.59,134.4,154.64
40,153.39,139.92,137.47,155.05,146.96,137.66,197.14,140.49,83.87,151.96,153.22,129.86,159.42,134.74,154.77
41,152.93,126.43,137.38,150.59,134.71,125.44,190.18,128.41,76.28,152.11,148.61,130.34,159.56,122.86,150.41
42,145.07,132.56,124.27,146.82,139.35,130.28,189.64,133.09,76.16,149.6,144.95,118.75,154.41,127.65,146.41
43,147.2,134.62,130.16,148.82,141.52,132.71,182.91,135.56,69.36,143.88,146.93,123.35,149.6,130.58,148.41
44,153.47,140.35,0.0,155.44,147.69,138.5,184.64,141.19,75.36,145.85,153.47,126.08,151.66,135.99,154.88
45,153.78,140.5,0.0,155.61,147.85,138.8,190.42,141.34,75.52,152.21,153.63,131.44,158.69,136.26,155.05
46,153.45,140.07,0.0,155.29,147.4,138.09,190.56,140.49,64.72,152.5,153.31,131.87,159.01,135.13,154.87
47,148.91,135.79,0.0,150.83,142.9,133.74,190.27,136.34,60.49,152.19,148.91,130.91,158.67,130.87,150.42
48,147.98,135.2,0.0,149.89,142.14,133.02,186.55,135.61,59.74,147.82,147.98,126.63,153.98,130.17,149.48
49,147.2,134.37,0.0,148.97,141.26,132.32,185.74,135.04,58.74,146.9,147.07,126.09,153.01,129.92,148.43
50,147.07,134.37,0.0,148.82,141.4,132.47,184.81,135.17,58.74,145.99,147.07,125.57,152.07,130.2,148.43
51,153.65,140.37,0.0,155.63,147.58,138.24,184.81,141.08,64.89,145.99,153.65,125.84,151.93,135.58,155.06
52,153.65,140.37,0.0,155.63,147.58,138.24,209.49,140.93,54.48,152.52,153.65,131.18,158.72,135.56,155.2
53,153.64,140.37,0.0,155.62,147.57,137.97,202.29,140.93,54.18,152.52,153.64,131.19,158.72,135.14,155.19
54,144.39,65.78,0.0,124.87,78.44,70.95,201.59,74.59,10.29,152.51,122.98,130.76,158.72,71.95,125.0
55,166.53,72.21,0.0,142.83,87.06,78.61,125.3,82.85,39.01,132.42,140.65,69.42,126.24,80.02,143.01
56,160.73,85.33,0.0,142.79,98.3,89.47,143.31,93.45,43.3,152.11,140.68,77.16,144.41,89.66,142.89
57,154.79,47.37,0.0,126.29,63.29,55.58,143.34,59.79,20.64,149.3,124.23,86.6,144.89,58.4,126.69
58,124.24,105.22,0.0,123.46,112.0,104.1,126.63,107.01,36.54,138.03,121.86,55.86,127.55,102.03,123.08
59,124.81,103.94,0.0,123.46,110.91,102.81,124.1,105.85,35.89,122.11,121.84,98.52,126.12,100.53,123.09
60,121.97,110.76,0.0,123.49,116.93,108.76,123.99,111.78,38.37,122.27,121.93,97.15,125.99,106.12,123.15
61,122.04,110.93,0.0,123.49,117.1,109.14,124.16,111.94,55.73,120.93,121.91,102.49,126.17,106.49,123.15
62,124.85,104.33,0.0,123.46,111.34,103.45,124.16,106.37,53.46,121.02,121.85,102.87,126.17,101.45,123.19
63,132.12,88.61,0.0,123.52,98.0,89.86,124.09,93.28,48.19,122.4,121.8,97.96,126.1,88.95,123.34
64,176.63,50.12,0.0,142.74,68.66,59.97,123.98,64.74,34.19,125.78,140.38,85.71,125.69,63.42,143.18
65,179.43,43.7,0.0,142.67,63.2,54.58,143.05,59.52,32.09,156.81,140.32,60.6,144.08,58.61,143.24
66,179.49,43.74,0.0,142.67,63.2,54.62,142.96,59.48,32.07,158.1,140.31,55.88,143.77,58.66,143.23
67,182.92,43.06,0.0,144.92,63.12,54.42,143.0,59.38,53.07,158.11,142.52,55.97,143.59,58.68,145.51
68,185.96,42.62,0.0,146.92,63.28,54.31,145.25,59.29,54.16,160.88,144.54,55.92,145.84,58.74,147.51
69,168.23,45.29,0.0,135.04,63.36,55.16,147.2,59.49,47.59,163.31,132.94,55.97,147.82,58.42,135.51
70,185.98,42.44,0.0,146.9,63.16,54.29,135.36,59.17,50.58,148.85,144.52,56.09,135.97,58.48,147.48
71,185.97,42.5,0.0,146.91,63.21,54.38,147.17,59.23,50.6,163.31,144.53,56.04,147.75,58.53,147.49
72,179.71,43.45,0.0,142.72,63.29,54.57,147.23,59.32,48.26,163.31,140.43,56.12,147.76,58.4,143.27
73,156.07,47.04,0.0,126.91,63.41,55.64,143.0,59.62,38.42,158.16,124.94,56.0,143.64,58.31,127.31
74,182.92,42.96,0.0,144.87,63.27,54.52,127.2,59.23,48.27,138.85,142.53,56.09,127.88,58.25,145.44
75,184.53,42.92,0.0,145.95,63.41,54.5,145.15,59.39,48.94,160.79,143.64,56.11,145.69,58.48,146.53
76,186.06,42.57,0.0,146.91,63.32,54.31,146.27,59.29,48.99,162.12,144.58,56.04,146.77,58.65,147.5
77,192.68,41.57,0.0,151.34,63.33,54.03,147.23,59.2,51.39,163.32,148.92,55.88,147.69,58.71,151.97
78,170.47,43.52,0.0,136.0,62.08,53.13,151.62,58.2,36.62,168.72,133.87,55.93,152.06,41.05,136.5
79,177.55,50.43,0.0,143.26,69.39,59.78,136.23,65.17,34.66,150.32,141.05,36.68,136.69,42.91,143.73
80,193.06,44.82,49.62,152.44,66.85,56.21,143.52,62.35,39.24,157.36,150.04,37.73,144.09,42.08,152.98
81,184.48,58.0,44.05,150.41,77.72,67.13,152.64,72.97,42.83,169.41,148.15,37.28,153.25,53.09,150.84
82,191.45,56.09,57.07,154.73,76.87,66.05,150.7,72.03,48.19,164.29,152.38,48.13,151.42,52.83,155.15
83,246.43,82.3,55.13,155.17,99.29,87.75,154.97,93.66,51.87,169.72,153.1,48.01,155.72,58.13,155.37
84,160.61,130.81,80.98,155.97,140.59,118.11,155.47,133.75,68.35,239.49,154.31,51.05,156.55,134.23,155.67
85,166.97,97.46,128.7,150.44,111.2,99.74,156.52,105.17,74.22,155.69,148.49,67.93,158.1,68.42,150.44
86,176.18,96.09,95.88,156.53,111.2,99.14,150.86,105.07,74.78,155.82,154.46,61.11,152.14,60.88,156.5
87,156.07,141.93,94.54,156.49,150.2,125.28,156.85,143.07,92.75,163.25,154.78,52.63,158.12,152.25,155.91
88,159.43,144.87,139.51,159.59,153.31,130.22,156.92,145.89,68.95,153.5,157.98,71.94,158.91,137.09,159.14
89,164.59,149.71,142.53,164.75,158.27,144.35,160.03,150.45,62.78,173.71,163.09,69.51,162.49,72.05,164.29
90,164.89,151.14,147.14,164.89,159.0,145.11,165.04,150.99,65.86,178.78,163.38,59.04,167.75,79.84,164.45
91,164.45,152.2,148.27,164.75,159.3,135.6,165.51,150.99,72.69,178.91,163.1,67.55,168.22,145.99,164.3
92,219.15,202.44,148.72,219.15,212.29,192.35,165.2,200.82,100.91,161.27,217.15,78.88,167.78,92.35,218.54
93,192.94,176.65,198.19,192.76,186.91,169.53,219.76,177.01,82.61,214.92,190.99,74.83,223.19,86.42,192.4
94,219.35,201.23,173.83,218.94,212.49,193.23,193.48,201.23,59.08,189.21,216.93,71.37,196.13,107.64,218.54
95,216.83,198.72,197.61,216.43,210.05,167.92,219.73,199.32,74.89,215.1,214.45,91.86,222.77,249.29,216.03
96,167.62,153.92,195.35,167.78,162.54,132.77,217.21,154.39,33.65,212.64,166.08,101.18,220.41,187.83,167.31
97,175.32,160.84,151.16,175.65,170.17,139.83,193.57,161.48,117.56,164.4,173.88,86.32,171.16,187.42,175.17
98,191.7,176.19,158.11,191.87,186.41,141.17,176.36,177.26,142.95,171.95,190.11,87.02,179.35,287.22,191.51
99,260.15,238.66,173.03,259.67,252.74,195.45,217.76,240.56,182.46,187.82,257.29,105.32,195.75,367.61,259.19
100,338.57,310.91,234.12,337.61,329.55,291.06,285.79,313.08,226.6,254.66,334.2,114.5,262.53,424.73,336.99
101,338.57,310.91,305.02,337.61,329.55,291.06,423.4,313.08,226.6,331.42,334.2,69.16,339.16,424.73,336.99
102,287.26,199.97,305.02,219.06,212.41,201.8,423.4,201.37,82.02,331.42,217.05,69.16,339.16,67.77,218.65
103,257.92,205.5,197.14,225.77,218.73,206.6,245.03,207.56,87.25,289.74,223.5,54.58,237.22,80.59,225.35
104,296.75,208.72,203.0,228.65,221.5,205.99,226.63,210.61,93.76,256.63,226.33,52.08,244.39,120.93,228.23
105,235.94,197.13,205.77,215.52,208.39,198.39,317.09,197.92,78.56,299.15,213.54,53.81,230.33,64.67,215.12
106,215.25,196.7,194.17,215.06,208.14,197.97,303.9,197.89,132.01,233.81,213.08,51.22,217.49,64.67,214.66
107,218.83,200.15,193.54,218.61,211.79,195.91,303.44,201.76,145.42,210.9,216.61,51.03,217.17,165.7,218.21
108,208.28,190.69,196.93,208.48,201.96,186.91,307.01,192.22,136.48,214.41,206.37,54.9,220.79,144.74,208.1
109,200.42,183.66,187.62,201.15,194.33,184.74,296.83,184.58,119.94,204.08,199.12,53.86,210.39,62.85,200.79
110,198.04,181.47,180.9,199.15,192.4,182.7,289.67,182.57,118.54,196.74,197.14,50.45,203.2,62.57,198.78
111,217.94,199.71,178.73,218.75,211.53,200.92,287.46,200.91,132.42,194.6,216.55,50.35,200.99,67.29,218.34
112,200.4,183.63,196.69,200.97,194.5,184.35,219.56,184.92,150.4,214.15,199.12,53.75,220.36,71.9,200.77
113,216.65,198.52,180.86,217.26,210.27,195.41,201.89,200.11,164.18,270.96,215.06,60.05,202.8,119.64,216.86
114,214.74,197.37,195.52,215.14,208.62,197.49,218.04,197.96,159.48,286.91,213.17,53.56,219.59,73.31,214.74
115,200.59,184.18,194.01,201.16,194.87,184.89,215.94,184.73,146.89,285.04,199.31,60.43,253.17,62.67,200.79
116,175.32,160.98,181.23,175.82,170.32,161.04,201.89,161.78,133.38,239.63,174.21,50.45,205.77,68.88,175.5
117,196.42,180.68,158.23,197.15,190.8,181.16,176.45,181.04,144.05,214.64,195.34,59.03,179.68,62.04,196.78
118,170.15,156.38,177.61,170.78,165.14,155.55,197.86,156.54,98.64,235.7,169.21,50.29,201.47,68.19,170.46
119,160.75,148.02,153.72,161.48,156.15,146.12,171.41,148.02,98.66,202.77,159.86,58.94,174.53,85.25,161.18
120,178.32,164.04,145.36,178.99,173.06,163.28,162.08,164.2,103.91,193.53,177.34,77.76,164.88,69.16,178.65
121,167.16,153.18,161.25,167.77,162.08,152.1,179.63,153.64,134.02,210.81,166.24,59.13,182.59,85.86,167.47
122,169.72,155.37,150.72,170.34,164.57,154.48,168.39,156.15,135.82,227.63,168.79,77.9,171.3,86.16,170.04
123,167.15,152.73,152.88,167.77,161.93,151.96,170.97,153.64,134.17,230.15,166.22,78.0,173.93,85.86,167.46
124,160.59,146.87,150.42,161.33,155.56,145.86,168.37,147.45,111.25,227.63,159.84,77.89,171.29,85.17,161.03
125,159.0,145.41,144.65,159.73,154.17,144.84,161.91,146.28,110.31,216.9,158.26,77.75,164.71,84.96,159.43
126,160.59,147.01,143.06,161.47,155.71,146.15,160.33,147.6,111.46,215.33,160.0,77.56,163.08,85.11,161.17
127,160.59,147.31,144.49,161.47,155.71,146.32,211.63,147.75,101.67,217.05,160.0,77.77,165.01,85.01,161.17
128,160.89,147.72,144.49,161.63,156.0,146.72,211.63,148.02,101.76,226.74,160.14,77.63,165.16,85.09,161.33
129,161.03,147.86,144.92,161.61,156.29,147.17,188.54,148.3,101.97,226.88,160.28,77.64,165.16,85.01,161.47
130,160.75,147.74,145.04,161.49,155.86,147.05,162.1,148.04,105.66,227.02,160.0,77.52,165.31,84.96,161.19
131,163.26,150.5,144.79,163.72,158.46,150.62,161.93,150.5,97.81,222.5,162.36,77.5,164.58,58.19,163.56
132,163.26,150.65,147.34,163.72,158.61,150.78,164.31,150.65,98.07,224.82,162.36,48.94,166.87,58.2,163.42
133,163.12,150.65,147.34,163.72,158.61,150.79,164.17,150.65,96.49,224.66,162.22,48.8,166.87,58.09,163.42
134,163.12,150.8,147.34,163.72,158.46,150.87,164.17,150.5,92.87,202.61,162.22,48.66,166.72,48.05,163.42
135,162.96,150.81,147.34,163.71,158.3,150.54,164.17,150.05,92.91,202.61,162.36,38.07,166.57,47.84,163.41
136,162.96,150.81,147.2,163.71,158.3,150.54,164.16,150.05,90.77,202.61,162.2,38.2,166.71,48.0,163.41
137,158.84,147.29,147.2,159.73,154.31,146.57,164.16,146.26,88.12,198.74,158.26,38.05,166.71,47.46,159.43
138,162.8,151.26,143.78,163.55,158.0,150.11,160.17,149.76,90.61,194.84,162.21,38.16,162.51,47.9,163.41
139,157.61,145.88,147.22,158.47,152.67,145.02,164.16,144.71,103.86,198.59,157.03,38.33,166.55,47.14,158.18
140,158.55,146.6,141.96,159.57,153.74,145.9,158.9,145.87,104.69,190.73,158.26,37.96,161.37,47.37,159.28
141,161.35,149.34,142.8,162.55,156.16,148.34,160.17,148.0,106.43,191.94,161.05,38.01,162.49,47.54,162.25
142,159.86,147.94,145.47,161.19,154.85,147.19,216.59,146.76,103.4,194.71,159.86,38.24,165.5,45.95,161.03
143,157.34,145.76,144.25,158.65,152.41,142.71,211.6,144.74,119.91,213.92,157.19,38.27,164.12,98.98,158.36
144,150.79,139.69,141.99,152.18,146.06,138.14,207.0,138.57,101.03,211.29,150.79,92.89,161.25,56.27,151.89
145,153.76,142.58,136.07,155.19,149.09,141.6,195.62,141.58,96.88,204.81,153.76,48.39,154.81,46.54,155.04
146,153.76,142.58,138.89,155.19,149.09,141.6,182.76,141.58,96.88,189.43,153.76,37.7,157.87,46.54,155.04
147,153.76,142.58,138.89,155.19,149.09,141.6,182.76,141.58,96.88,189.43,153.76,37.7,157.87,46.54,155.04
148,134.48,124.45,138.89,135.84,130.14,122.78,182.76,123.34,83.22,189.43,134.6,37.7,157.87,54.37,135.6
149,117.23,108.49,121.36,118.31,113.45,106.47,163.32,107.62,74.91,166.44,117.23,47.85,138.19,61.61,118.09
150,134.11,123.99,105.79,135.47,129.66,119.9,118.84,123.12,103.88,149.38,134.23,56.64,120.35,114.31,135.23
151,126.0,116.14,121.02,127.28,121.82,113.13,136.21,115.79,85.37,166.21,126.11,110.96,137.57,108.94,127.05
152,122.36,112.46,113.58,123.61,118.2,109.64,127.98,112.57,81.98,156.53,122.48,105.81,129.13,105.48,123.27
153,126.18,116.18,110.09,127.47,121.88,113.27,124.06,116.07,85.41,152.82,126.3,102.33,125.51,108.74,127.35
154,122.01,112.34,113.85,123.25,117.74,109.53,154.83,112.0,77.0,156.71,122.12,105.72,130.13,105.15,123.14
155,117.0,107.84,110.09,118.42,113.12,105.04,150.59,107.63,72.45,152.33,117.22,102.33,125.72,101.16,118.09
156,110.63,101.97,105.57,112.06,106.76,98.91,135.62,101.47,66.32,147.38,110.93,98.35,120.02,94.94,111.75
157,110.62,102.06,99.73,112.06,106.86,99.0,112.66,101.56,76.12,141.05,110.94,92.4,113.58,95.03,111.85
158,110.75,102.18,99.82,112.09,106.98,99.22,112.67,101.87,76.34,154.28,111.06,92.48,113.68,95.44,111.88
159,143.51,107.71,99.93,137.54,116.47,106.81,112.59,110.39,93.85,154.31,136.04,92.79,113.81,103.58,137.37
160,119.78,110.51,105.34,121.33,115.7,107.43,138.21,110.18,83.48,182.85,120.12,100.81,139.39,103.56,121.11
161,145.59,50.06,108.08,120.34,65.43,57.0,121.99,60.95,63.23,154.99,118.71,100.69,123.31,58.53,120.71
162,116.91,108.26,48.96,118.1,112.91,105.35,120.68,107.62,80.99,166.83,117.01,56.63,121.2,101.67,117.98
163,119.82,111.3,105.99,120.82,115.73,107.53,118.75,110.3,81.28,152.14,119.71,99.08,120.36,103.54,120.59
164,125.51,116.36,108.86,126.33,121.12,112.65,121.37,115.32,86.48,158.54,125.17,-597.24,122.59,108.48,126.1
165,119.38,110.46,113.93,120.05,115.2,107.16,126.92,109.69,80.77,164.06,118.94,-592.2,127.95,103.3,119.82
166,119.14,110.34,108.26,119.91,114.96,107.04,120.7,109.35,80.73,157.88,118.81,-597.24,121.69,103.19,119.69
167,117.03,108.48,108.25,117.78,113.03,105.56,120.47,107.62,78.98,155.08,116.7,100.77,121.56,102.0,117.56
168,112.46,104.46,106.42,113.19,108.51,101.35,118.32,103.42,74.73,152.99,112.15,99.72,119.41,97.91,112.98
169,111.86,103.9,102.27,112.48,107.93,101.11,113.82,102.97,80.24,148.36,111.56,95.62,114.65,97.79,112.38
170,105.52,98.01,101.82,106.1,101.81,95.56,113.11,97.23,74.43,161.82,105.23,95.52,114.25,92.64,106.01
171,57.13,53.12,96.05,57.5,55.23,51.64,106.69,52.69,29.26,155.54,56.98,90.58,107.67,50.05,57.4
172,106.75,99.07,52.0,107.25,103.02,96.12,57.77,98.18,99.36,107.7,106.27,48.89,58.09,92.86,107.06
173,106.16,98.42,97.0,106.25,102.34,95.68,107.64,97.64,98.71,166.75,105.37,90.69,108.24,92.74,106.05
174,186.58,150.81,96.36,179.14,160.33,149.01,106.64,152.42,161.4,165.95,177.81,90.58,107.24,145.02,179.11
175,178.75,107.7,147.8,160.5,121.44,111.59,179.45,114.99,57.48,241.91,158.9,141.85,181.12,111.02,160.73
176,144.65,128.07,105.44,142.25,134.36,126.37,160.65,128.33,52.8,198.12,141.29,-3488.56,162.17,123.37,142.14
177,148.91,104.33,125.5,138.1,113.99,105.39,142.51,108.13,42.17,172.71,136.94,-3476.34,143.78,103.87,138.18
178,188.59,71.61,102.14,156.73,91.32,80.93,138.32,85.15,39.43,172.42,154.88,-3495.68,139.15,83.52,157.25
179,225.42,20.45,70.18,167.56,51.62,38.77,156.85,45.2,29.03,211.89,164.96,81.24,157.51,45.68,168.64
180,211.59,24.77,20.04,158.99,53.39,41.43,167.67,47.29,25.11,234.75,156.57,43.83,167.93,47.57,159.96
181,156.23,104.47,24.3,143.75,115.39,105.84,159.11,109.02,49.23,223.84,142.51,45.79,159.39,103.83,143.88
182,153.13,104.81,102.48,141.63,115.23,105.97,143.98,109.03,48.01,188.12,140.43,101.56,144.94,103.82,141.74
183,123.44,93.98,102.82,117.17,101.16,94.22,141.97,96.08,29.4,185.67,116.26,101.55,142.82,92.45,117.19
184,129.08,80.55,92.19,117.1,90.1,82.88,117.46,85.1,42.99,159.0,116.03,90.51,118.13,82.21,117.23
185,129.03,80.69,79.02,117.1,90.21,83.0,117.36,85.37,43.12,144.12,115.95,80.47,117.93,82.39,117.16
186,128.85,80.63,79.15,116.98,90.28,83.0,117.36,85.46,43.14,144.1,115.92,80.49,117.93,82.39,117.12
187,129.02,80.51,79.1,117.07,90.2,82.91,117.24,85.37,39.29,143.96,115.92,80.41,118.06,82.31,117.13
188,129.44,80.05,78.98,117.14,89.87,82.7,117.25,84.94,39.23,163.13,115.99,80.41,118.22,82.23,117.29
189,189.41,22.29,78.53,142.34,47.91,37.08,117.24,42.37,35.86,163.4,140.19,80.41,118.29,42.56,143.24
190,189.39,22.57,21.84,142.39,48.15,37.35,142.43,42.61,48.54,204.42,140.25,40.95,142.81,42.81,143.29
191,190.74,22.17,22.11,143.25,48.03,37.14,142.48,42.45,48.92,182.54,141.08,41.2,142.84,42.65,144.14
192,190.77,22.17,21.75,143.26,48.03,37.12,143.33,42.43,48.91,183.63,141.1,41.04,143.69,42.61,144.17
193,192.14,21.76,21.75,144.15,47.89,36.86,143.37,42.26,59.46,183.66,141.95,41.02,143.71,42.38,145.05
194,192.1,21.78,21.37,144.24,47.91,36.91,144.24,42.28,59.53,215.23,142.03,40.78,144.55,42.47,145.14
195,163.45,76.54,21.37,140.11,91.57,82.38,144.33,85.89,75.09,215.28,138.58,40.88,144.64,83.34,140.47
196,190.68,22.72,74.79,143.45,48.48,37.5,140.15,42.84,50.95,199.83,141.28,81.25,141.15,43.0,144.33
197,191.67,0.91,22.24,137.62,29.44,18.29,143.53,24.07,40.01,203.78,135.28,41.36,143.85,25.22,138.66
198,117.66,108.36,0.9,117.22,112.79,105.98,137.72,107.6,62.7,201.16,116.58,23.86,137.76,102.95,117.22
199,117.87,108.88,106.2,117.34,113.0,106.06,117.44,107.8,60.35,156.14,116.58,100.89,118.63,102.92,117.22
200,117.87,109.19,106.7,117.32,113.09,106.59,117.44,108.21,60.66,150.97,116.57,100.63,118.63,103.76,117.22
201,118.18,109.8,106.79,117.53,113.4,106.1,117.44,108.17,60.51,150.96,116.88,101.59,118.85,102.73,117.53
202,135.16,125.33,107.4,134.66,129.8,121.33,117.75,123.83,60.84,151.27,133.79,100.54,119.17,117.48,134.54
203,118.17,109.36,122.71,117.62,113.27,106.09,134.79,108.05,44.87,179.09,116.97,114.86,136.53,102.72,117.62
204,117.92,109.13,107.18,117.37,113.03,105.87,117.73,107.83,44.75,162.32,116.73,100.54,119.26,102.71,117.37
205,117.92,109.13,106.95,117.37,113.03,105.87,117.49,107.83,44.75,162.07,116.73,100.55,118.9,102.71,117.37
206,118.02,109.21,106.95,117.37,113.13,106.17,117.49,107.91,54.58,162.07,116.71,100.55,118.9,103.13,117.25
207,118.02,109.21,107.04,117.37,113.13,106.17,117.47,107.91,54.58,168.57,116.71,100.96,118.78,103.13,117.37
208,118.09,109.5,107.04,117.33,113.41,106.77,117.47,108.3,48.04,168.57,116.68,100.84,118.78,104.16,117.33
209,118.01,109.43,107.21,117.36,113.24,106.38,117.44,108.12,47.87,160.39,116.71,101.87,118.74,103.55,117.36
210,136.03,126.38,107.15,135.28,130.64,122.5,117.58,124.63,64.47,160.32,134.53,101.37,118.77,119.11,135.16
211,140.91,130.79,123.62,140.01,135.46,126.89,135.41,129.36,130.91,178.1,139.23,116.6,136.67,123.51,140.01
212,140.3,129.83,127.93,139.4,134.87,126.59,140.01,128.8,130.47,189.5,138.63,120.66,141.31,123.37,139.27
213,140.14,129.69,127.38,139.25,134.72,126.59,139.4,128.65,130.33,188.9,138.47,120.51,140.69,123.36,139.25
214,140.28,129.69,127.23,139.25,134.59,126.59,139.25,128.4,130.2,188.75,138.59,120.64,140.54,123.23,139.25
215,140.43,129.83,127.23,139.53,134.74,126.59,139.25,128.54,130.34,189.95,138.75,120.64,140.66,123.24,139.53
216,140.73,130.11,127.38,139.82,135.03,126.74,139.66,128.82,130.5,190.11,139.04,120.65,140.95,123.24,139.82
217,140.43,129.83,127.65,139.53,134.74,126.59,139.82,128.54,130.34,190.4,138.75,120.51,141.26,123.24,139.53
218,140.43,129.83,127.38,139.53,134.74,126.73,139.66,128.67,130.34,209.64,138.75,120.65,140.95,123.24,139.4
219,137.01,126.66,127.38,136.12,131.45,123.38,139.53,125.4,127.16,209.64,135.36,120.65,140.95,119.98,136.12
220,123.89,114.76,124.27,123.2,118.87,111.67,136.25,113.5,114.99,206.26,122.52,117.45,137.38,108.37,123.2
