,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-hud_valley,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-millwd
657,93.69,31.22,30.93,76.11,40.33,35.77,76.22,38.21,57.75,84.45,75.07,35.63,76.71,36.79,76.29
658,87.57,47.57,47.54,76.17,52.6,45.15,76.43,48.42,61.52,81.76,75.3,43.59,77.02,45.09,76.24
659,94.52,28.94,28.62,76.09,38.57,34.31,76.23,36.64,57.13,84.83,75.03,34.39,76.65,35.47,76.32
660,96.59,23.79,23.53,76.07,34.24,29.96,76.17,32.39,55.4,96.03,74.93,30.57,76.54,31.59,76.32
661,94.34,29.4,29.07,76.1,38.96,34.73,76.22,37.02,57.29,95.01,75.05,34.79,76.7,35.88,76.33
662,87.55,47.77,47.73,76.23,52.84,45.47,76.39,48.68,61.64,91.98,75.36,43.94,77.23,45.44,76.3
663,82.45,62.0,62.18,76.41,63.7,53.83,76.54,57.81,65.06,110.1,75.68,50.93,77.75,52.8,76.36
664,95.16,50.03,50.03,82.23,55.72,47.47,82.21,51.06,65.83,118.99,81.27,45.89,83.48,47.5,82.32
665,99.81,49.04,49.04,85.23,55.5,47.2,84.97,50.9,67.48,122.69,84.21,45.88,86.61,47.56,85.35
666,107.39,28.35,28.03,85.11,39.87,35.13,85.17,37.81,62.65,94.2,83.89,35.66,86.02,36.88,85.41
667,136.46,24.08,23.79,104.44,39.72,33.89,104.48,37.52,73.24,117.67,102.91,35.62,105.23,36.94,104.91
668,104.05,13.01,12.87,78.02,25.49,21.1,78.08,23.97,53.09,88.88,76.83,22.9,78.27,23.83,78.43
669,122.84,-4.62,-4.56,86.18,12.1,7.07,86.23,10.79,52.32,101.79,84.63,11.08,86.19,11.86,86.8
670,151.11,-9.94,-9.83,104.76,11.04,4.92,104.83,9.55,62.18,124.54,102.82,10.27,104.69,11.17,105.54
671,116.58,10.75,10.63,86.27,25.11,20.19,86.32,23.47,57.46,98.98,84.91,22.56,86.6,23.54,86.76
672,116.36,11.2,11.08,86.25,25.5,20.58,86.3,23.83,57.58,98.87,84.9,22.89,114.63,23.86,86.73
673,161.8,-3.02,-2.99,114.42,18.68,12.05,114.49,16.87,70.5,134.55,112.4,17.05,114.43,18.12,115.21
674,161.67,-3.03,-3.0,114.32,18.65,12.03,114.4,16.86,70.44,134.45,112.31,17.02,114.34,18.1,115.11
675,122.87,-4.6,-4.57,86.19,12.08,7.07,86.24,10.78,52.34,101.81,84.64,11.09,104.75,11.87,86.8
676,114.25,11.91,11.82,85.0,25.92,21.0,85.07,24.23,56.95,97.23,83.69,22.9,105.01,23.88,85.46
677,80.32,74.99,75.69,78.31,74.5,61.89,78.47,66.63,69.24,78.07,77.84,57.65,89.61,59.83,78.24
678,89.27,48.02,48.23,77.56,53.74,45.96,77.62,49.39,62.52,81.83,76.75,44.13,84.7,45.75,77.63
679,94.47,29.13,28.98,76.13,39.11,34.77,76.22,37.24,57.37,83.51,75.2,34.65,89.82,35.89,76.41
680,96.93,26.7,26.59,77.14,37.22,32.83,77.22,35.4,57.16,85.16,76.13,33.05,84.87,34.26,77.41
681,102.7,16.16,16.09,78.06,28.42,23.94,78.11,26.77,54.21,92.87,76.91,25.43,84.94,26.43,78.44
682,104.09,12.84,12.78,78.05,25.58,21.05,78.09,23.97,53.09,93.5,76.86,22.89,84.94,23.84,78.46
683,101.01,20.28,20.19,78.09,31.93,27.47,78.12,30.17,55.57,92.12,76.98,28.48,82.4,29.54,78.43
684,88.76,49.57,49.92,77.53,55.08,47.18,77.59,50.72,63.04,84.88,76.74,45.35,79.2,47.07,77.65
685,90.68,40.88,40.99,76.48,48.13,41.77,76.5,44.8,60.3,85.23,75.63,40.75,77.83,42.2,76.67
686,119.32,17.48,17.41,90.3,31.86,26.63,90.36,29.94,62.31,105.61,88.96,28.48,90.93,29.61,90.76
687,171.79,-9.95,-9.88,119.48,13.98,6.65,119.3,12.05,71.33,152.44,117.3,12.59,119.29,13.65,120.39
688,122.82,-4.57,-4.55,86.17,12.27,7.02,85.95,10.84,52.31,112.41,84.64,11.03,86.11,11.82,86.8
689,122.42,10.12,10.09,90.3,25.59,20.28,89.93,23.81,59.83,114.44,88.87,22.9,90.71,23.93,90.82
690,119.67,13.79,13.74,89.42,28.52,23.28,89.47,26.68,60.49,126.39,88.06,25.44,89.96,26.5,89.92
691,128.29,-4.38,-4.36,90.17,13.28,7.74,90.23,11.64,54.89,130.74,88.57,11.91,90.12,12.75,90.83
692,121.06,-4.7,-4.68,84.92,12.01,6.78,84.97,10.47,51.49,124.64,83.4,10.76,84.86,11.55,85.55
693,103.2,16.23,16.17,78.47,28.57,23.98,78.56,26.78,54.43,115.32,77.33,25.44,144.2,26.37,78.87
694,105.89,9.58,9.55,78.4,22.92,18.32,78.47,21.28,52.21,116.5,77.17,20.56,79.08,21.42,78.85
695,105.27,9.57,9.56,77.98,22.86,18.29,78.05,21.23,51.97,115.98,76.75,20.51,78.47,21.38,78.42
696,101.01,13.2,13.18,76.03,25.59,21.16,76.11,23.95,51.98,101.35,74.88,22.9,76.53,23.8,76.44
697,101.01,13.2,13.16,76.02,25.56,21.15,76.09,23.93,51.96,101.34,74.87,22.88,76.51,23.79,76.42
698,101.03,13.25,13.19,76.04,25.59,21.16,76.09,23.95,51.98,101.36,74.89,22.9,76.53,23.79,76.44
699,96.78,23.54,23.43,76.11,34.34,29.99,76.19,32.52,55.48,100.14,75.08,30.64,76.92,31.66,76.44
700,94.6,28.84,28.7,76.16,38.82,34.53,76.25,36.95,57.32,99.17,75.19,34.62,77.14,35.73,76.44
701,94.53,28.98,28.8,76.15,38.88,34.5,76.21,36.95,57.25,99.14,75.18,34.47,77.1,35.55,76.43
702,94.42,29.22,29.04,76.15,39.08,34.62,76.21,37.09,57.25,96.17,75.19,34.53,77.08,35.59,76.4
703,94.52,28.89,28.77,76.15,39.0,34.45,76.23,36.97,57.29,96.21,75.18,34.41,77.13,35.52,76.42
704,94.52,28.92,28.77,76.15,39.0,34.42,76.23,36.88,57.2,96.24,75.18,34.38,77.13,35.43,76.42
705,96.13,25.03,24.9,76.12,35.66,31.12,76.2,33.65,55.89,99.95,75.1,31.53,76.98,32.51,76.42
706,96.2,24.93,24.83,76.12,35.63,31.09,76.22,33.61,55.9,100.0,75.12,31.53,76.98,32.54,76.42
707,94.44,29.13,28.98,76.12,39.17,34.57,76.24,37.11,57.3,99.17,75.15,34.5,77.13,35.59,76.39
708,94.38,29.13,28.98,76.08,39.14,34.57,76.17,37.14,57.27,99.35,75.11,34.36,77.09,35.47,76.35
709,94.25,28.91,28.79,75.93,38.94,34.35,76.04,36.92,57.08,99.21,74.96,34.19,76.91,35.27,76.2
710,98.49,19.38,19.31,76.08,30.89,26.39,76.17,29.04,54.08,101.23,74.99,27.46,76.76,28.41,76.43
711,100.75,13.88,13.86,76.03,26.24,21.71,76.1,24.47,52.24,107.31,74.88,23.41,76.56,24.29,76.43
712,100.73,13.88,13.88,76.02,26.26,21.73,76.07,24.5,52.22,107.28,74.87,23.41,76.52,24.29,76.41
713,113.4,4.56,4.56,82.24,19.49,14.44,82.29,17.72,52.92,116.35,80.87,17.3,82.46,18.15,82.75
714,117.3,-4.79,-4.79,82.17,11.52,6.38,82.22,9.92,49.74,110.02,80.69,10.22,82.11,10.99,82.77
715,106.19,3.97,3.96,76.96,18.03,13.23,77.02,16.33,49.42,102.23,75.65,15.94,77.16,16.72,77.45
716,101.9,10.21,10.2,75.78,23.09,18.39,75.87,21.31,50.76,99.65,74.56,20.37,76.19,21.2,76.22
717,91.42,12.01,11.99,68.85,23.29,19.01,68.93,21.64,46.97,86.59,67.77,20.33,69.3,21.12,69.22
718,84.43,16.9,16.83,65.33,26.72,22.66,65.42,25.03,46.39,81.53,64.36,23.33,65.92,24.14,65.63
719,91.42,12.03,11.97,68.85,23.26,18.99,68.92,21.6,46.95,86.6,67.77,20.35,69.29,21.12,69.21
720,87.07,12.49,12.42,65.89,23.1,19.02,65.97,21.56,45.34,88.46,64.88,20.37,66.34,21.11,66.23
721,87.07,12.49,12.42,65.89,23.1,19.02,65.97,21.56,45.34,88.46,64.88,20.37,66.34,21.11,66.23
722,87.07,12.49,12.42,65.89,23.1,19.02,65.97,21.56,45.34,88.46,64.88,20.37,66.34,21.11,66.23
723,91.43,11.71,11.65,68.77,22.99,18.77,68.85,21.41,46.9,97.17,67.69,20.37,69.19,21.14,69.13
724,87.16,12.36,12.28,65.92,22.98,18.94,66.0,21.44,45.32,93.71,64.89,20.36,66.35,21.1,66.25
725,79.86,24.56,24.39,64.37,32.88,28.94,64.52,31.13,48.34,89.61,63.51,28.96,65.12,29.8,64.58
726,79.86,24.59,24.39,64.37,32.85,28.94,64.49,31.13,48.32,91.7,63.51,28.96,65.15,29.82,64.58
727,71.89,22.6,22.42,58.05,29.94,26.46,58.16,28.36,43.71,84.72,57.29,26.44,58.76,27.17,58.23
728,61.94,39.94,39.87,55.9,43.14,38.05,56.07,40.29,47.11,79.03,55.3,36.18,57.13,37.18,55.91
729,91.94,-5.91,-5.87,63.86,7.28,3.25,63.88,6.07,37.99,94.27,62.69,6.43,63.75,7.0,64.36
730,73.49,18.32,18.15,57.91,26.35,22.9,58.01,24.87,42.3,82.76,57.11,23.41,58.5,24.12,58.16
731,73.44,18.53,18.36,57.91,26.48,23.0,58.01,24.97,42.31,82.75,57.11,23.41,58.49,24.16,58.14
732,73.48,18.34,18.15,57.91,26.32,22.84,58.01,24.81,42.24,88.76,57.11,23.3,58.47,24.06,58.14
733,73.51,18.31,18.12,57.93,26.3,22.82,58.03,24.79,42.26,88.79,57.12,23.28,58.48,24.06,58.16
734,73.53,18.26,18.08,57.91,26.26,22.8,58.01,24.77,42.25,88.78,57.11,23.28,58.46,24.06,58.14
735,73.46,18.32,18.13,57.9,26.3,22.82,58.01,24.81,42.24,85.47,57.09,23.28,58.45,24.08,58.12
736,75.22,14.13,14.0,57.91,22.82,19.35,57.99,21.41,40.89,86.26,57.05,20.27,58.33,20.99,58.17
737,71.92,22.62,22.41,57.98,29.85,26.39,58.07,28.29,43.66,84.85,57.24,26.34,58.6,27.19,58.19
738,97.19,14.68,14.54,73.65,26.27,21.85,73.71,24.53,50.92,96.16,72.55,23.3,74.05,24.09,74.03
739,97.35,10.74,10.63,72.48,23.08,18.57,72.53,21.16,48.89,95.52,71.33,20.27,72.77,20.97,72.88
740,98.98,6.61,6.55,72.45,19.66,15.05,72.5,17.76,47.49,96.22,71.24,17.24,72.64,17.87,72.88
741,71.28,44.71,45.46,62.44,45.31,33.8,62.59,38.49,49.27,81.37,61.84,32.21,63.47,33.5,62.53
742,76.7,84.59,89.71,72.64,64.5,21.05,72.91,37.89,50.81,89.5,72.05,18.78,74.64,21.8,72.58
743,74.24,81.82,86.64,70.34,62.51,21.28,70.51,37.08,49.46,87.05,69.68,18.71,72.0,21.62,70.19
744,64.18,68.97,72.43,61.09,55.0,24.0,61.23,36.0,45.15,77.08,60.61,21.4,62.62,23.87,61.03
745,70.62,78.55,83.41,66.8,59.07,17.85,66.96,33.71,46.2,83.17,66.25,15.75,68.66,18.68,66.74
746,69.98,77.82,82.63,66.19,58.54,17.73,66.35,33.43,45.8,82.55,65.64,15.73,67.94,18.55,66.13
747,64.6,71.42,75.7,61.16,54.26,17.56,61.24,31.77,42.53,75.78,60.66,15.58,62.85,18.21,61.11
748,64.51,71.34,75.62,61.08,54.11,17.54,61.08,31.61,42.37,75.7,60.66,15.65,62.92,18.21,61.03
749,77.31,2.23,2.21,55.74,12.76,9.19,55.77,11.34,35.22,78.28,54.78,11.16,55.86,11.61,56.1
750,34.94,8.51,8.43,27.45,12.43,10.87,27.48,11.7,20.07,30.54,27.07,11.14,27.74,11.47,27.55
751,39.49,7.91,7.83,30.52,12.57,10.62,30.56,11.68,21.78,34.27,30.07,11.14,30.79,11.49,30.65
752,32.43,29.54,29.22,31.99,30.68,28.95,32.05,29.72,29.99,31.9,31.78,27.4,32.93,28.15,31.93
753,484.32,12.36,12.23,40.59,37.07,15.66,40.65,17.02,29.55,236.91,56.97,16.17,41.02,16.66,40.76
754,399.54,25.5,25.22,27.59,42.68,25.02,27.69,25.58,25.86,194.41,41.98,23.73,28.38,24.3,27.56
755,89.35,34.27,34.06,51.5,39.21,33.73,51.62,35.58,43.13,82.64,52.21,32.69,52.55,33.63,51.57
756,33.51,30.56,30.19,32.96,31.73,30.01,33.05,30.68,31.02,59.71,32.77,28.56,33.91,29.3,32.93
757,32.4,29.51,29.19,31.83,30.68,29.07,31.92,29.75,30.05,58.58,31.66,27.73,32.73,28.47,31.8
758,99.54,25.91,25.62,77.49,36.75,31.81,77.58,34.39,57.24,113.44,76.52,32.6,78.3,33.56,77.82
759,85.8,12.45,12.31,40.59,19.77,15.7,40.63,17.09,29.58,73.15,41.35,16.2,41.01,16.69,40.74
760,92.39,2.95,2.91,52.39,13.66,9.25,52.43,11.29,33.76,83.08,52.26,11.16,52.54,11.59,52.71
761,72.86,9.24,9.09,54.65,18.39,14.8,54.7,16.8,37.28,76.4,53.78,16.21,65.62,16.75,54.93
762,65.36,24.2,23.72,53.59,30.38,26.99,53.63,28.72,41.59,93.09,52.96,26.85,54.33,27.64,53.75
763,71.1,9.64,9.46,53.56,18.51,14.91,53.61,16.84,36.72,95.68,52.76,16.21,53.88,16.76,53.84
764,94.03,2.78,2.72,53.5,13.74,9.19,53.54,11.22,34.37,105.07,53.42,11.16,53.65,11.6,53.83
765,97.15,2.18,2.14,55.73,13.7,9.02,55.77,11.14,35.59,92.65,55.6,11.16,55.86,11.61,56.09
766,95.08,2.19,2.15,55.74,13.62,9.03,55.77,11.15,35.6,91.81,55.52,11.17,55.87,11.61,56.09
767,77.13,2.2,2.16,55.73,12.85,9.03,55.77,11.15,35.59,84.53,54.8,11.16,55.87,11.61,56.09
768,96.21,-2.02,-1.99,56.85,10.28,5.6,56.89,7.87,34.85,84.61,56.47,8.14,56.86,8.53,57.24
769,97.76,-2.26,-2.22,57.97,10.3,5.54,58.01,7.86,35.46,85.92,57.56,8.14,57.96,8.53,58.37
770,98.67,-5.13,-5.03,59.07,8.09,3.24,59.12,5.69,35.17,87.0,58.53,6.12,58.99,6.49,59.51
771,89.58,-5.85,-5.75,62.3,7.53,3.04,62.34,5.63,36.94,83.45,61.14,6.13,62.2,6.5,62.76
772,79.07,-1.78,-1.75,55.69,9.59,5.66,55.73,7.87,34.21,75.14,54.72,8.14,55.7,8.52,56.08
773,78.69,-1.78,-1.75,55.69,9.57,5.66,55.73,7.88,34.21,74.99,54.71,8.14,55.7,8.52,56.08
774,77.03,-1.54,-1.52,54.58,9.54,5.72,54.62,7.88,33.6,64.19,53.61,8.14,54.59,8.51,54.95
775,77.08,-1.55,-1.52,54.62,9.47,5.72,54.65,7.88,33.62,64.23,53.63,8.14,54.63,8.52,55.0
776,73.75,-1.05,-1.04,52.38,9.43,5.85,52.41,7.91,32.39,61.53,51.44,8.14,52.4,8.51,52.75
777,55.87,5.42,5.32,41.5,12.62,9.89,41.53,11.39,27.78,47.61,40.83,11.15,41.69,11.53,41.73
778,73.66,-1.04,-1.02,52.32,9.43,5.85,52.35,7.91,32.35,61.45,51.38,8.13,52.33,8.51,52.68
779,72.13,2.96,2.9,52.39,12.74,9.23,52.42,11.2,33.74,60.81,51.5,11.08,52.51,11.59,52.72
780,78.74,-1.8,-1.76,55.74,9.48,5.66,55.77,7.86,34.21,65.58,54.72,8.05,55.74,8.52,56.13
781,78.68,-1.78,-1.74,55.7,9.49,5.66,55.73,7.87,34.19,65.53,54.69,8.05,55.71,8.52,56.09
782,78.74,-1.78,-1.75,55.73,9.49,5.66,55.77,7.87,34.21,65.58,54.72,8.05,55.74,8.52,56.13
783,78.74,-1.79,-1.76,55.74,9.49,5.66,55.77,7.86,34.21,65.58,54.72,8.05,55.74,8.52,56.13
784,77.08,-1.55,-1.52,54.62,9.47,5.72,54.65,7.88,33.6,64.23,53.63,8.05,54.63,8.51,55.0
785,69.55,-0.42,-0.41,49.57,9.4,6.03,49.6,7.96,30.83,58.11,48.68,8.05,49.6,8.49,49.91
786,66.28,3.86,3.78,48.46,12.71,9.48,48.49,11.28,31.59,56.06,47.66,11.09,48.61,11.57,48.76
787,66.29,3.86,3.78,48.46,12.69,9.48,48.49,11.3,31.59,56.06,47.66,11.09,48.61,11.57,48.75
788,66.67,3.79,3.71,48.71,12.69,9.46,48.74,11.28,31.73,56.37,47.91,11.09,48.86,11.57,49.01
789,69.56,-0.42,-0.41,49.56,9.39,6.02,49.6,7.98,30.83,58.11,48.68,8.05,49.6,8.49,49.9
790,69.56,-0.42,-0.41,49.56,9.39,6.02,49.6,7.98,30.83,58.11,48.68,8.05,49.6,8.49,49.9
791,66.66,3.8,3.73,48.71,12.7,9.46,48.74,11.29,31.73,56.37,47.9,11.09,48.86,11.57,49.01
792,66.67,3.8,3.73,48.71,12.7,9.46,48.74,11.29,31.73,56.37,47.91,11.09,48.86,11.57,49.01
793,66.67,3.79,3.72,48.71,12.7,9.46,48.74,11.29,31.73,56.37,47.91,11.09,48.86,11.57,49.01
794,66.28,3.9,3.82,48.46,12.72,9.48,48.49,11.26,31.58,56.06,47.66,11.09,48.61,11.56,48.76
795,64.6,4.18,4.09,47.34,12.73,9.56,47.37,11.31,30.98,54.7,46.56,11.09,47.5,11.56,47.63
796,64.61,4.17,4.08,47.34,12.72,9.56,47.37,11.3,30.98,54.7,46.56,11.09,47.5,11.57,47.63
797,60.67,11.12,10.92,46.54,18.3,15.3,46.56,16.88,32.84,52.52,45.87,16.15,46.91,16.71,46.76
798,53.49,28.59,28.16,46.5,32.75,29.94,46.54,31.24,38.77,49.32,46.08,29.15,47.37,29.97,46.58
799,53.49,28.43,27.97,46.49,32.61,29.83,46.5,31.16,38.75,49.3,46.07,29.05,47.32,29.91,46.57
800,55.12,24.46,24.07,46.48,29.33,26.53,46.49,27.92,37.4,50.03,46.0,26.11,47.2,26.91,46.59
801,92.75,-0.1,-0.09,66.22,12.91,8.4,66.27,10.94,41.32,77.57,65.05,11.08,66.3,11.65,66.67
802,67.98,3.62,3.57,49.58,12.73,9.42,49.62,11.23,32.2,57.43,48.77,11.09,49.75,11.57,49.9
803,63.63,10.6,10.43,48.48,18.28,15.15,48.51,16.8,33.9,54.91,47.79,16.14,48.83,16.72,48.74
804,55.5,28.46,28.0,47.83,32.94,30.09,47.87,31.39,39.56,50.95,47.41,29.37,48.67,30.21,47.95
805,53.85,28.57,28.11,46.71,32.81,30.07,46.75,31.32,38.91,49.59,46.31,29.32,47.55,30.15,46.82
806,53.85,28.57,28.11,46.71,32.81,30.07,46.75,31.32,38.91,49.59,46.31,29.32,47.55,30.15,46.82
807,57.19,28.43,27.95,48.97,33.18,30.28,48.99,31.6,40.3,52.34,48.53,29.7,49.86,30.58,49.1
808,68.05,27.9,27.42,56.58,34.23,30.83,56.6,32.42,44.87,61.34,55.99,30.6,57.39,31.51,56.73
809,43.4,26.66,26.31,38.7,29.82,27.68,38.77,28.63,33.43,40.56,38.42,26.8,39.44,27.58,38.77
810,55.55,23.1,22.89,46.43,28.47,25.89,46.49,27.1,37.08,58.84,45.93,25.72,47.1,26.47,46.55
811,57.11,24.02,23.78,47.81,29.58,26.89,47.85,28.11,38.29,60.27,47.29,26.71,48.51,27.54,47.94
812,67.06,9.8,9.7,50.74,18.26,14.97,50.77,16.63,35.12,66.32,49.95,16.14,51.08,16.74,51.01
813,442.88,9.25,9.16,52.98,34.94,14.8,53.01,16.52,36.31,224.37,66.75,16.12,53.31,16.73,53.28
814,64.69,19.71,19.51,51.9,26.81,23.64,51.92,25.12,39.26,70.25,51.23,23.95,52.54,24.72,52.11
815,55.58,28.14,27.85,47.88,33.03,30.38,47.94,31.52,39.69,63.96,47.41,29.8,48.76,30.7,48.0
816,58.11,28.02,27.7,49.64,33.31,30.53,49.69,31.71,40.75,65.73,49.14,30.03,50.49,30.94,49.75
817,454.41,26.8,26.55,66.3,52.34,31.78,66.35,33.52,50.76,236.48,80.1,32.1,67.17,33.12,66.56
818,404.8,29.19,28.92,31.64,47.49,29.39,31.7,29.81,29.96,195.36,46.07,28.15,32.54,28.92,31.61
819,50.24,34.69,34.37,37.68,37.15,34.97,37.82,35.43,35.71,57.26,37.93,33.53,38.79,34.44,37.68
820,51.94,28.61,28.32,45.54,33.05,30.55,45.66,31.5,38.38,62.78,45.09,29.83,46.39,30.71,45.64
821,32.13,28.95,28.69,31.54,30.66,29.45,31.66,29.69,29.95,46.25,31.33,28.34,32.33,29.16,31.51
822,38.38,34.49,34.17,37.75,36.59,35.05,37.89,35.43,35.82,56.3,37.46,33.68,38.83,34.66,37.68
823,43.9,39.34,38.98,43.22,41.78,39.9,43.38,40.42,40.9,61.8,42.94,38.22,44.52,39.38,43.18
824,40.38,36.28,35.91,39.78,38.57,37.02,39.9,37.43,37.79,58.26,39.49,35.62,40.93,36.76,39.71
825,46.18,41.46,41.08,45.59,44.12,42.13,45.76,42.64,43.06,65.27,45.25,40.41,46.9,41.63,45.51
826,47.07,42.21,41.86,46.42,44.96,43.02,46.59,43.5,43.88,66.13,46.08,41.3,47.79,42.51,46.37
827,44.8,40.22,39.85,44.14,42.83,40.99,44.31,41.48,41.85,63.83,43.82,39.36,45.45,40.58,44.1
828,45.97,41.38,41.01,45.38,44.04,42.23,45.55,42.65,43.03,68.83,45.05,40.63,46.77,41.85,45.34
829,46.18,41.58,41.16,45.63,44.2,42.39,45.76,42.72,43.19,69.0,45.26,40.78,47.0,42.01,45.55
830,47.06,42.46,41.98,46.46,45.13,43.32,46.59,43.66,44.09,69.86,46.12,41.68,47.89,42.97,46.38
831,47.06,42.41,41.98,46.46,45.13,43.36,46.59,43.71,44.09,74.85,46.12,41.72,47.89,43.02,46.38
832,49.15,44.25,43.85,48.57,47.13,45.24,48.66,45.65,46.05,76.9,48.16,43.49,50.01,44.84,48.48
833,40.28,36.05,35.79,39.91,38.55,36.86,40.1,37.3,37.67,68.24,39.58,35.24,41.12,36.31,39.84
834,45.8,40.91,40.62,45.55,43.8,41.79,45.8,42.37,42.84,86.96,45.13,39.87,126.1,41.12,45.42
835,46.03,41.28,40.86,45.69,44.1,42.16,45.95,42.75,43.13,87.09,45.27,40.27,65.12,41.58,45.61
836,45.65,40.94,40.57,45.23,43.73,41.98,45.48,42.44,42.77,86.68,44.82,40.27,46.58,41.56,45.15
837,45.97,41.23,40.81,45.55,44.0,42.24,45.8,42.61,43.08,90.05,45.13,40.56,46.91,41.82,45.47
838,46.81,41.98,41.56,46.38,44.8,43.01,46.59,43.35,43.77,90.86,45.95,41.3,48.19,42.54,46.25
839,46.77,42.02,41.56,46.38,44.8,43.01,46.59,43.39,43.77,90.83,45.95,41.25,47.76,42.54,46.25
840,47.07,42.25,41.82,46.72,45.09,43.28,46.93,43.63,44.1,94.05,46.29,41.47,48.09,42.77,46.59
841,47.11,42.29,41.86,46.67,45.12,43.4,46.93,43.75,44.18,94.05,46.25,41.68,48.05,42.97,46.59
842,46.76,41.94,41.51,46.33,44.75,42.97,46.59,43.35,43.73,93.71,45.91,41.21,47.74,42.45,46.25
843,72.28,46.37,45.86,51.09,49.49,47.5,51.32,47.88,48.31,102.63,47.06,45.62,52.59,47.04,51.0
844,74.4,46.08,45.57,50.77,49.13,47.16,51.0,47.54,47.96,104.1,46.33,45.24,52.31,46.6,50.68
845,71.83,44.94,44.44,49.55,47.91,45.95,49.83,46.36,46.72,101.93,45.3,43.98,50.83,45.35,49.46
846,49.53,41.15,40.69,45.45,43.87,42.07,45.75,42.4,42.82,90.46,44.39,40.27,46.79,41.53,45.37
847,45.89,41.23,40.78,45.59,44.0,42.16,45.89,42.57,42.99,87.77,45.18,40.31,46.93,41.61,45.51
848,50.9,41.7,41.32,46.34,44.59,42.55,46.63,43.11,43.57,91.77,45.16,40.51,47.7,41.83,46.25
849,55.15,43.63,43.23,48.43,46.65,44.43,48.66,45.1,45.54,61.77,46.87,42.25,49.77,43.63,48.3
850,52.95,42.62,42.23,47.31,45.58,43.49,47.58,44.01,44.49,59.89,45.94,41.45,48.62,42.75,47.23
851,61.77,45.69,45.27,50.72,48.86,46.62,50.95,47.18,47.65,67.32,48.36,44.43,52.22,45.83,50.58
852,77.13,49.85,49.34,55.28,53.25,50.81,55.53,51.47,52.03,116.41,50.97,48.38,340.82,50.0,55.13
853,51.23,44.65,44.19,49.51,47.69,45.6,49.83,46.15,46.64,95.55,48.81,43.51,295.24,44.92,49.42
854,57.02,44.65,44.19,49.51,47.69,45.6,49.83,46.15,46.64,99.91,47.74,43.46,66.26,44.92,49.37
855,82.45,49.69,49.18,54.9,53.08,50.75,55.1,51.41,51.81,88.2,49.67,48.37,56.52,49.99,54.8
856,77.04,47.89,47.4,52.96,51.11,48.86,53.2,49.45,49.89,83.72,48.35,46.52,54.57,48.04,52.86
857,127.32,46.0,45.44,50.72,48.99,46.66,50.95,47.31,47.69,121.14,36.75,44.32,52.21,45.77,50.63
858,58.14,44.38,43.84,48.97,47.3,44.96,49.29,45.64,46.04,60.0,46.98,42.66,50.41,44.1,48.88
859,59.63,44.9,44.36,49.55,47.82,45.54,49.78,46.18,46.59,61.23,47.41,43.26,51.07,44.68,49.46
860,60.68,44.46,43.92,49.01,47.26,45.09,49.24,45.63,46.04,61.84,46.6,42.84,51.02,44.23,48.88
861,54.51,42.71,42.24,47.27,45.49,43.32,47.54,43.84,44.28,51.89,45.63,41.07,48.72,42.37,47.19
862,54.34,42.63,42.2,47.23,45.5,43.29,47.49,43.89,44.33,51.75,45.61,41.03,52.38,42.38,47.1
863,57.15,43.84,43.36,48.48,46.7,44.47,48.7,45.14,45.54,54.2,46.58,42.15,50.39,43.53,48.39
864,127.85,46.08,45.57,50.86,49.08,46.83,51.0,47.44,47.77,107.82,36.92,44.49,52.37,45.94,50.72
865,127.8,45.99,45.53,50.81,49.04,46.79,50.95,47.44,47.77,107.77,36.87,44.5,52.37,45.95,50.67
866,56.71,43.76,43.27,48.44,46.7,44.52,48.66,45.14,45.54,53.81,46.61,42.29,49.96,43.72,48.3
867,46.49,41.74,41.27,46.19,44.54,42.46,46.49,43.05,43.48,45.55,45.73,40.34,47.6,41.69,46.06
868,46.3,41.56,41.1,46.05,44.44,42.37,46.3,42.96,43.34,45.41,45.58,40.3,138.68,41.65,45.92
869,90.39,60.72,59.98,66.95,64.79,61.52,67.19,62.44,62.88,121.16,62.31,58.31,116.16,60.23,66.76
870,90.86,61.09,60.34,67.28,65.17,61.89,67.53,62.82,63.25,121.56,62.71,58.66,69.34,60.59,67.16
871,68.62,61.03,60.28,67.41,65.05,61.89,67.85,62.7,63.32,104.95,66.6,58.8,119.57,60.65,67.22
872,74.38,64.19,63.41,70.9,68.42,65.03,71.29,65.95,66.53,110.05,69.67,61.64,115.11,63.67,70.7
873,94.17,64.19,63.41,70.9,68.42,65.03,71.29,65.88,66.47,113.05,66.19,61.64,115.11,63.67,70.7
874,94.17,64.19,63.41,70.9,68.42,64.97,71.22,65.88,66.47,113.05,66.19,61.64,115.11,63.6,70.7
875,93.84,63.96,63.18,70.57,68.17,64.8,70.97,65.71,66.23,112.73,65.87,61.42,115.03,63.44,70.38
876,95.53,64.73,64.01,71.5,68.94,65.52,71.83,66.37,66.96,123.36,66.64,62.1,468.88,64.08,71.3
