,size,qual,vlue,mtum,usmv
0,0.0,0.20410047645658125,0.0,0.0,-0.15745588734361604
1,0.0,0.0,0.0,0.46953786424008825,-0.08887218859854329
2,0.0,0.13604384519716461,0.0,-0.24455266079925764,0.08887218859854329
3,0.0,0.08161742419954265,0.13514426671079605,0.0,-0.021827525133133463
4,0.0,0.2584112386356807,0.13512600520471096,0.0,0.0233866158403373
5,0.0,0.0,0.0,0.24315138325459174,-0.07795751319417121
6,0.0,-0.27395690110409987,0.0,-0.3980423098646213,-0.38987875264862026
7,0.0,0.07869743124899742,0.13510774863512154,-0.3021413855384125,0.0779879119132687
8,0.0,0.0,0.0,0.09184381370008765,0.07798183027318828
9,0.0,0.6808142256922167,0.7427665016193075,0.3154297756813307,0.5457026056294723
10,0.21372088134352651,-0.09709209192543256,0.06749687829454842,0.0,0.0810504134012291
11,0.0,0.0,0.0,-0.14298250311028937,0.15117264022190824
12,0.0,0.09709209192543256,0.0,0.38824800424386297,0.313181923082162
13,0.0,0.0,0.2024633042179147,0.1401247112218229,-0.07789678679692713
14,0.0,0.3882741264078504,0.20242232112543945,-0.24523113156948995,0.17292265026025433
15,0.8544270518742181,0.0,0.0,0.10510642034766704,0.1386280960868902
16,0.0,0.0,0.0,0.07006480997784337,0.2335993781308332
17,0.0,0.291106692658083,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.350373150986627,0.0
19,0.0,-0.09702614862394654,0.5409412374310918,-0.2102828311816296,-0.15572685541087594
20,0.0,0.1940428840860875,0.0,-0.14021312417789034,0.0
21,0.0,0.09700732412909474,0.0,0.49065994745944863,0.0
22,0.0,0.357875619251935,0.0,-0.016818641783267196,-0.0015573910276955871
23,0.0,0.0,0.40315486074682383,0.15696299069212216,0.29586075451693006
24,0.0,0.0,0.0,0.2101797044202769,0.08251396709191283
25,0.0,0.4178443847395741,0.0,-0.35032405332913186,0.09029050196751598
26,0.0,0.0,0.13479813998973356,-0.3504468232815583,0.15565413682328
27,0.0,-0.28985493399869,0.0,-0.35056967931357264,0.0
28,0.0,0.0,0.13477997189959012,0.0,-0.04046774487864724
29,2.132879127861642,0.09598133897537053,-0.006738567178032895,-0.288260336847479,-0.11362973064077408
30,0.0,0.004847297994992061,0.0,-0.062432284667401916,0.3097273879024698
31,0.15339187820018196,0.23942727559322918,0.4109695232994426,0.07014836381902256,0.0
32,0.05964604335506607,-0.25784713297571926,0.0,0.0,0.0
33,0.0,0.20744615441081748,0.5387205517495275,-0.22800017637258918,0.31118718159994785
34,0.0,0.3876344655573405,0.1346348032997824,-0.12279086100619452,-0.15558148611738432
35,0.0,-1.0304697109919658,0.0,-1.1233589610739614,-0.15560569548256353
36,0.0,-0.13288475855688375,0.0,-0.14050864151293752,-0.23345395226836985
37,0.0,0.08729854653477531,0.0,-0.9841136742512191,0.23345395226836985
38,0.0,-0.281322606126011,0.0,0.0,-0.15562991238304846
39,0.0,0.0,0.0,0.0,0.295676127863409
40,0.0,-0.291106692658083,-0.7865235527511061,-0.3207490925536405,-0.295676127863409
41,-0.6392499684979569,0.0,0.24787554619098984,0.0,0.2630004318096013
42,0.0,-0.09705439906682045,0.0,-0.31240721267433713,0.04823517605601069
