,noaa_wind_speed_46078,noaa_wind_direction_46078,noaa_wind_direction_46073,noaa_wind_speed_46076,noaa_wind_direction_46077,noaa_wind_speed_46077,noaa_wind_speed_46073,noaa_wind_direction_46076
60,0.93,0.5277777777777778,0.5638888888888889,0.43,0.4722222222222222,0.53,0.8300000000000001,0.6527777777777778
61,0.93,0.5277777777777778,0.5638888888888889,0.43,0.4722222222222222,0.53,0.8300000000000001,0.6527777777777778
62,0.93,0.5083333333333333,0.5666666666666667,0.35,0.44166666666666665,0.42000000000000004,0.82,0.6166666666666667
63,0.93,0.5083333333333333,0.5666666666666667,0.35,0.44166666666666665,0.42000000000000004,0.82,0.6166666666666667
64,0.93,0.5083333333333333,0.5666666666666667,0.35,0.44166666666666665,0.42000000000000004,0.82,0.6166666666666667
65,0.9400000000000001,0.5194444444444445,0.575,0.15,0.425,0.24,0.77,0.7305555555555555
66,0.95,0.5111111111111111,0.5527777777777778,0.09,0.425,0.24,0.95,0.41388888888888886
67,0.95,0.5111111111111111,0.5527777777777778,0.09,0.4111111111111111,0.27,0.95,0.41388888888888886
68,0.95,0.5111111111111111,0.5527777777777778,0.09,0.4111111111111111,0.27,0.95,0.41388888888888886
69,0.95,0.49722222222222223,0.5805555555555556,0.21000000000000002,0.4111111111111111,0.27,0.97,0.5472222222222223
70,0.95,0.49722222222222223,0.5805555555555556,0.21000000000000002,0.09444444444444444,0.33999999999999997,0.97,0.5472222222222223
71,0.95,0.49722222222222223,0.5805555555555556,0.21000000000000002,0.09444444444444444,0.33999999999999997,0.97,0.5472222222222223
72,0.95,0.49722222222222223,0.5805555555555556,0.21000000000000002,0.09444444444444444,0.33999999999999997,0.97,0.5472222222222223
73,0.9,0.5,0.6861111111111111,0.33999999999999997,0.09444444444444444,0.35,1.08,0.4361111111111111
74,0.9,0.5,0.6861111111111111,0.33999999999999997,0.09444444444444444,0.35,1.08,0.4361111111111111
75,0.8800000000000001,0.49722222222222223,0.5944444444444444,0.45,0.09444444444444444,0.35,0.8400000000000001,0.46944444444444444
76,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.09166666666666666,0.4,0.76,0.49722222222222223
77,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
78,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
79,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
80,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
81,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
82,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
83,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
84,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
85,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
86,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
87,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
88,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
89,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
90,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
91,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
92,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
93,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
94,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
95,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
96,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
97,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
98,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
99,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
100,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
101,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
102,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
103,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
104,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
105,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
106,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
107,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
108,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
109,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
110,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
111,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
112,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
113,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
114,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
115,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
116,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
117,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
118,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
119,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
120,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
121,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
122,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
123,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
124,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
125,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
126,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
127,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
128,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
129,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
130,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
131,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
132,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
133,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
134,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
135,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
136,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
137,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
138,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
139,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
140,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
141,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
142,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
143,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
144,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
145,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
146,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
147,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
148,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
149,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
150,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
151,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
152,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
153,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
154,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
155,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
156,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
157,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
158,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
159,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
160,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
161,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
162,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
163,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
164,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
165,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
166,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
167,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
168,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
169,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
170,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
171,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
172,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
173,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
174,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
175,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
176,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
177,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
178,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
179,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
180,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
181,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
182,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
183,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
184,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
185,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
186,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
187,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
188,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
189,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
190,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
191,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
192,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
193,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
194,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
195,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
196,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
197,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
198,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
199,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
200,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
201,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
202,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
203,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
204,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
205,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
206,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
207,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
208,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
209,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
210,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
211,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
212,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
213,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
214,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
215,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
216,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
217,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
218,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
219,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
220,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
221,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
222,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
223,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
224,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
225,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
226,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
227,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
228,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
229,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
230,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
231,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
232,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
233,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
234,0.8800000000000001,0.49166666666666664,0.6722222222222223,0.48,0.075,0.42000000000000004,0.76,0.49722222222222223
