,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-other_fossil_fuels
90,3748.0,3546.0,4685.0,2716.0,144.0,250.0,3.0
91,3696.0,3545.0,4680.0,2716.0,151.0,248.0,3.0
92,3726.0,3508.0,4673.0,2715.0,152.0,248.0,3.0
93,3731.0,3481.0,4665.0,2716.0,157.0,248.0,3.0
94,3731.0,3457.0,4661.0,2714.0,163.0,246.0,3.0
95,3743.0,3504.0,4662.0,2715.0,171.0,240.0,3.0
96,3722.0,3485.0,4665.0,2717.0,182.0,239.0,3.0
97,3695.0,3413.0,4667.0,2716.0,193.0,243.0,3.0
98,3738.0,3387.0,4670.0,2717.0,202.0,247.0,3.0
99,3779.0,3391.0,4677.0,2714.0,217.0,247.0,3.0
100,3805.0,3398.0,4684.0,2716.0,240.0,248.0,3.0
101,3814.0,3400.0,4692.0,2716.0,258.0,247.0,3.0
102,3840.0,3380.0,4699.0,2714.0,270.0,246.0,3.0
103,3858.0,3380.0,4704.0,2715.0,288.0,247.0,3.0
104,3867.0,3394.0,4709.0,2715.0,299.0,248.0,3.0
105,3863.0,3441.0,4705.0,2717.0,317.0,246.0,3.0
106,3871.0,3467.0,4708.0,2716.0,337.0,237.0,3.0
107,3846.0,3550.0,4718.0,2716.0,354.0,235.0,3.0
108,3706.0,3614.0,4728.0,2717.0,375.0,238.0,3.0
109,3583.0,3482.0,4710.0,2715.0,397.0,240.0,3.0
110,3565.0,3454.0,4702.0,2718.0,421.0,238.0,3.0
111,3527.0,3417.0,4689.0,2716.0,444.0,238.0,3.0
112,3519.0,3375.0,4652.0,2717.0,469.0,238.0,3.0
113,3531.0,3355.0,4611.0,2716.0,493.0,238.0,3.0
114,3537.0,3348.0,4578.0,2716.0,509.0,237.0,3.0
115,3570.0,3354.0,4544.0,2715.0,526.0,237.0,3.0
116,3543.0,3359.0,4518.0,2716.0,546.0,237.0,3.0
117,3501.0,3318.0,4488.0,2715.0,560.0,237.0,3.0
118,3406.0,3293.0,4467.0,2716.0,575.0,237.0,3.0
119,3308.0,3266.0,4449.0,2715.0,583.0,239.0,3.0
120,3349.0,3315.0,4370.0,2715.0,591.0,239.0,3.0
121,3402.0,3318.0,4367.0,2715.0,607.0,238.0,3.0
122,3370.0,3269.0,4359.0,2755.0,623.0,242.0,3.0
123,3369.0,3209.0,4370.0,2851.0,643.0,243.0,3.0
124,3363.0,3169.0,4356.0,2851.0,653.0,243.0,3.0
125,3347.0,3123.0,4308.0,2747.0,666.0,242.0,3.0
126,3344.0,3101.0,4274.0,2715.0,682.0,242.0,3.0
127,3309.0,3119.0,4277.0,2717.0,703.0,243.0,3.0
128,3226.0,3106.0,4292.0,2716.0,727.0,241.0,3.0
129,3182.0,3074.0,4265.0,2715.0,736.0,241.0,3.0
130,3166.0,3093.0,4225.0,2717.0,750.0,245.0,3.0
131,3125.0,3096.0,4209.0,2714.0,766.0,243.0,3.0
132,3082.0,3002.0,4076.0,2713.0,780.0,248.0,3.0
133,3138.0,2916.0,4032.0,2713.0,800.0,247.0,3.0
134,3180.0,2879.0,4020.0,2714.0,815.0,246.0,3.0
135,3119.0,2884.0,4025.0,2714.0,819.0,245.0,3.0
136,3087.0,2849.0,4012.0,2713.0,821.0,246.0,3.0
137,3072.0,2820.0,3959.0,2715.0,825.0,242.0,3.0
138,3061.0,2818.0,3891.0,2714.0,830.0,245.0,3.0
139,3006.0,2805.0,3824.0,2717.0,830.0,245.0,3.0
140,3020.0,2753.0,3818.0,2714.0,821.0,247.0,3.0
141,3013.0,2717.0,3816.0,2717.0,826.0,247.0,3.0
142,2959.0,2685.0,3829.0,2718.0,832.0,248.0,3.0
143,2903.0,2613.0,3885.0,2719.0,821.0,248.0,3.0
144,2751.0,2544.0,3941.0,2716.0,821.0,252.0,3.0
145,2690.0,2403.0,4000.0,2716.0,828.0,244.0,3.0
146,2682.0,2323.0,4071.0,2717.0,829.0,246.0,3.0
147,2600.0,2292.0,4106.0,2717.0,826.0,247.0,3.0
148,2591.0,2272.0,4119.0,2717.0,815.0,251.0,3.0
149,2559.0,2247.0,4058.0,2716.0,817.0,250.0,3.0
150,2566.0,2222.0,4042.0,2717.0,817.0,250.0,3.0
151,2576.0,2201.0,4018.0,2715.0,803.0,251.0,3.0
152,2539.0,2186.0,3965.0,2719.0,800.0,250.0,3.0
153,2503.0,2182.0,3929.0,2718.0,796.0,249.0,3.0
154,2436.0,2180.0,3902.0,2719.0,797.0,250.0,3.0
155,2363.0,2178.0,3887.0,2719.0,793.0,250.0,3.0
156,2306.0,2172.0,3991.0,2717.0,791.0,250.0,3.0
157,2291.0,2174.0,3977.0,2716.0,794.0,250.0,3.0
158,2259.0,2183.0,3886.0,2718.0,791.0,250.0,3.0
159,2291.0,2187.0,3867.0,2716.0,793.0,253.0,3.0
160,2264.0,2186.0,3848.0,2718.0,798.0,257.0,3.0
161,2218.0,2199.0,3812.0,2720.0,794.0,255.0,3.0
162,2199.0,2172.0,3812.0,2718.0,798.0,252.0,3.0
163,2213.0,2175.0,3780.0,2718.0,808.0,253.0,3.0
164,2197.0,2193.0,3737.0,2719.0,803.0,253.0,3.0
165,2200.0,2201.0,3742.0,2719.0,812.0,252.0,3.0
166,2287.0,2187.0,3532.0,2717.0,826.0,254.0,3.0
167,2242.0,2190.0,3427.0,2717.0,849.0,254.0,3.0
168,2243.0,2125.0,3303.0,2718.0,879.0,255.0,3.0
169,2253.0,2097.0,3295.0,2721.0,894.0,255.0,3.0
170,2255.0,2054.0,3284.0,2718.0,904.0,257.0,3.0
171,2264.0,2030.0,3245.0,2718.0,912.0,255.0,3.0
172,2261.0,2092.0,3171.0,2719.0,909.0,253.0,3.0
173,2243.0,2094.0,3222.0,2720.0,907.0,252.0,3.0
174,2188.0,2078.0,3257.0,2721.0,902.0,247.0,3.0
175,2207.0,2076.0,3264.0,2718.0,892.0,245.0,3.0
176,2208.0,2093.0,3210.0,2719.0,871.0,246.0,3.0
177,2289.0,2152.0,3144.0,2720.0,852.0,249.0,3.0
178,2408.0,2218.0,3228.0,2719.0,838.0,257.0,3.0
179,2399.0,2235.0,3237.0,2718.0,829.0,251.0,3.0
180,2401.0,2227.0,3233.0,2718.0,805.0,252.0,3.0
181,2399.0,2208.0,3222.0,2718.0,791.0,251.0,3.0
182,2405.0,2150.0,3253.0,2718.0,777.0,251.0,3.0
183,2404.0,2137.0,3243.0,2718.0,757.0,256.0,3.0
184,2403.0,2139.0,3229.0,2717.0,750.0,254.0,3.0
185,2405.0,1762.0,3248.0,2718.0,741.0,255.0,3.0
186,2405.0,1595.0,3319.0,2719.0,723.0,254.0,3.0
187,2402.0,1607.0,3329.0,2718.0,715.0,253.0,3.0
188,2407.0,1714.0,3365.0,2718.0,690.0,248.0,3.0
189,2385.0,1747.0,3391.0,2719.0,678.0,246.0,3.0
190,2385.0,1767.0,3451.0,2718.0,675.0,244.0,3.0
191,2350.0,1762.0,3473.0,2719.0,674.0,251.0,3.0
192,2369.0,1762.0,3490.0,2718.0,664.0,247.0,3.0
193,2368.0,1732.0,3489.0,2719.0,652.0,249.0,3.0
194,2357.0,1774.0,3487.0,2720.0,643.0,245.0,3.0
195,2353.0,1792.0,3479.0,2718.0,636.0,248.0,3.0
196,2347.0,1803.0,3478.0,2719.0,625.0,251.0,3.0
197,2321.0,1820.0,3453.0,2720.0,614.0,250.0,3.0
198,2318.0,1846.0,3395.0,2719.0,610.0,249.0,3.0
199,2353.0,1770.0,3366.0,2719.0,604.0,253.0,3.0
200,2354.0,1720.0,3364.0,2722.0,598.0,254.0,3.0
201,2324.0,1710.0,3374.0,2719.0,599.0,249.0,3.0
202,2319.0,1700.0,3358.0,2721.0,595.0,250.0,3.0
203,2317.0,1692.0,3340.0,2721.0,588.0,248.0,3.0
204,2317.0,1692.0,3340.0,2721.0,588.0,248.0,3.0
205,2347.0,1729.0,3339.0,2722.0,581.0,248.0,3.0
206,2340.0,1803.0,3310.0,2723.0,583.0,245.0,3.0
207,2316.0,1779.0,3296.0,2718.0,595.0,247.0,3.0
208,2329.0,1739.0,3300.0,2720.0,594.0,248.0,3.0
209,2347.0,1823.0,3277.0,2722.0,592.0,244.0,3.0
210,2380.0,1855.0,3199.0,2723.0,585.0,243.0,3.0
211,2381.0,1829.0,3143.0,2722.0,573.0,242.0,3.0
212,2377.0,1895.0,3135.0,2723.0,579.0,239.0,3.0
213,2354.0,1908.0,3052.0,2722.0,576.0,238.0,3.0
214,2362.0,1929.0,3046.0,2721.0,565.0,236.0,3.0
215,2305.0,1895.0,3085.0,2721.0,561.0,235.0,3.0
216,2329.0,1872.0,3094.0,2723.0,565.0,236.0,3.0
217,2369.0,1885.0,3079.0,2723.0,567.0,235.0,3.0
218,2374.0,1884.0,3097.0,2723.0,576.0,233.0,3.0
219,2362.0,1893.0,3086.0,2723.0,573.0,232.0,3.0
220,2352.0,1910.0,3096.0,2723.0,578.0,233.0,3.0
221,2349.0,1893.0,3159.0,2723.0,569.0,235.0,3.0
222,2367.0,1897.0,3173.0,2723.0,553.0,235.0,3.0
223,2373.0,1900.0,3182.0,2722.0,532.0,238.0,3.0
224,2371.0,1918.0,3187.0,2724.0,525.0,239.0,3.0
225,2328.0,1938.0,3224.0,2724.0,535.0,240.0,3.0
226,2195.0,1973.0,3265.0,2721.0,524.0,240.0,3.0
227,2074.0,2122.0,3302.0,2722.0,512.0,239.0,3.0
228,2012.0,2165.0,3294.0,2723.0,508.0,244.0,3.0
229,2008.0,2203.0,3291.0,2723.0,506.0,245.0,3.0
230,2062.0,2242.0,3301.0,2724.0,488.0,246.0,3.0
231,2056.0,2271.0,3324.0,2724.0,475.0,248.0,3.0
232,2079.0,2281.0,3338.0,2723.0,462.0,250.0,3.0
233,2055.0,2302.0,3355.0,2726.0,468.0,251.0,3.0
234,2098.0,2335.0,3387.0,2723.0,474.0,250.0,3.0
235,2249.0,2362.0,3340.0,2724.0,472.0,252.0,3.0
236,2360.0,2399.0,3289.0,2726.0,465.0,252.0,3.0
237,2445.0,2448.0,3300.0,2722.0,468.0,251.0,3.0
238,2559.0,2466.0,3316.0,2724.0,474.0,253.0,3.0
239,2706.0,2544.0,3413.0,2723.0,473.0,254.0,3.0
240,2786.0,2534.0,3476.0,2724.0,464.0,252.0,3.0
241,2891.0,2498.0,3438.0,2724.0,455.0,250.0,3.0
242,3026.0,2523.0,3455.0,2723.0,450.0,252.0,3.0
243,3076.0,2512.0,3476.0,2724.0,447.0,250.0,3.0
244,3144.0,2478.0,3539.0,2725.0,451.0,252.0,3.0
245,3297.0,2517.0,3585.0,2723.0,453.0,252.0,3.0
246,3323.0,2535.0,3575.0,2725.0,450.0,250.0,3.0
247,3339.0,2537.0,3516.0,2724.0,459.0,253.0,3.0
248,3288.0,2529.0,3539.0,2727.0,472.0,254.0,3.0
249,3239.0,2531.0,3616.0,2728.0,491.0,253.0,3.0
250,3112.0,2500.0,3672.0,2726.0,505.0,252.0,3.0
251,3070.0,2455.0,3815.0,2726.0,520.0,251.0,3.0
252,3051.0,2459.0,3861.0,2724.0,522.0,247.0,3.0
253,3144.0,2486.0,3923.0,2724.0,521.0,247.0,3.0
254,3169.0,2496.0,4001.0,2725.0,528.0,242.0,3.0
255,3104.0,2507.0,3979.0,2726.0,541.0,243.0,3.0
256,3079.0,2506.0,3963.0,2727.0,551.0,243.0,3.0
257,3092.0,2510.0,3971.0,2727.0,559.0,245.0,3.0
258,3093.0,2523.0,4028.0,2728.0,565.0,246.0,3.0
259,3055.0,2516.0,4083.0,2728.0,554.0,247.0,3.0
260,3062.0,2545.0,4111.0,2726.0,552.0,248.0,3.0
261,3108.0,2592.0,4049.0,2726.0,544.0,247.0,3.0
262,3180.0,2592.0,4011.0,2728.0,530.0,242.0,3.0
263,3221.0,2557.0,4078.0,2726.0,522.0,241.0,3.0
264,3224.0,2575.0,4129.0,2726.0,527.0,248.0,3.0
265,3211.0,2622.0,4145.0,2727.0,526.0,252.0,6.0
266,3223.0,2668.0,4157.0,2726.0,508.0,251.0,20.0
267,3232.0,2686.0,4212.0,2725.0,505.0,249.0,20.0
268,3206.0,2705.0,4276.0,2726.0,492.0,248.0,20.0
269,3171.0,2737.0,4292.0,2725.0,487.0,247.0,20.0
270,3171.0,2729.0,4286.0,2726.0,487.0,248.0,20.0
271,3144.0,2733.0,4283.0,2726.0,476.0,251.0,20.0
272,3162.0,2756.0,4306.0,2725.0,474.0,249.0,20.0
273,3134.0,2799.0,4338.0,2726.0,461.0,247.0,20.0
274,3062.0,2864.0,4417.0,2725.0,463.0,248.0,20.0
275,3033.0,2898.0,4447.0,2724.0,450.0,248.0,20.0
276,3006.0,2912.0,4422.0,2725.0,442.0,243.0,20.0
277,3008.0,2891.0,4370.0,2724.0,445.0,244.0,20.0
278,3004.0,2851.0,4325.0,2724.0,449.0,243.0,20.0
279,3013.0,2819.0,4334.0,2725.0,446.0,245.0,20.0
280,3011.0,2821.0,4338.0,2727.0,434.0,246.0,20.0
281,2999.0,2840.0,4336.0,2725.0,422.0,244.0,20.0
282,2984.0,2847.0,4340.0,2725.0,407.0,245.0,20.0
283,3028.0,2873.0,4391.0,2723.0,394.0,242.0,20.0
284,3031.0,2904.0,4403.0,2726.0,381.0,244.0,20.0
285,3038.0,2920.0,4360.0,2727.0,377.0,246.0,20.0
286,3134.0,2904.0,4258.0,2724.0,359.0,249.0,13.0
287,3136.0,2881.0,4276.0,2722.0,341.0,247.0,3.0
288,3129.0,2845.0,4311.0,2724.0,334.0,249.0,3.0
289,3119.0,2843.0,4298.0,2722.0,328.0,245.0,3.0
290,3129.0,2843.0,4297.0,2723.0,317.0,243.0,3.0
291,3128.0,2839.0,4279.0,2722.0,308.0,255.0,3.0
292,3127.0,2836.0,4290.0,2723.0,306.0,258.0,3.0
293,3127.0,2823.0,4248.0,2722.0,303.0,259.0,3.0
294,3122.0,2821.0,4241.0,2722.0,300.0,252.0,3.0
295,3119.0,2814.0,4249.0,2721.0,303.0,252.0,3.0
296,3129.0,2798.0,4245.0,2723.0,301.0,256.0,3.0
297,3164.0,2789.0,4275.0,2720.0,300.0,255.0,3.0
298,3287.0,2776.0,4314.0,2721.0,300.0,252.0,3.0
299,3420.0,2784.0,4341.0,2721.0,287.0,255.0,3.0
300,3476.0,2779.0,4354.0,2720.0,280.0,252.0,4.0
301,3498.0,2789.0,4357.0,2719.0,272.0,250.0,3.0
302,3507.0,2812.0,4375.0,2722.0,271.0,250.0,3.0
303,3499.0,2812.0,4372.0,2720.0,269.0,253.0,3.0
304,3483.0,2799.0,4371.0,2720.0,279.0,257.0,3.0
305,3484.0,2804.0,4373.0,2721.0,276.0,252.0,3.0
306,3477.0,2803.0,4366.0,2719.0,288.0,253.0,3.0
307,3481.0,2789.0,4369.0,2720.0,289.0,252.0,3.0
308,3484.0,2784.0,4374.0,2719.0,286.0,254.0,3.0
309,3495.0,2785.0,4353.0,2720.0,288.0,258.0,3.0
310,3471.0,2815.0,4278.0,2719.0,286.0,263.0,3.0
311,3471.0,2815.0,4278.0,2719.0,286.0,263.0,3.0
312,3464.0,2762.0,4241.0,2720.0,296.0,261.0,3.0
313,3521.0,2754.0,4265.0,2718.0,294.0,264.0,3.0
314,3535.0,2758.0,4267.0,2718.0,288.0,265.0,3.0
315,3539.0,2765.0,4285.0,2718.0,284.0,263.0,3.0
316,3539.0,2792.0,4318.0,2716.0,289.0,267.0,3.0
317,3557.0,2822.0,4348.0,2716.0,289.0,262.0,3.0
318,3569.0,2844.0,4351.0,2719.0,281.0,261.0,3.0
319,3558.0,2876.0,4364.0,2716.0,279.0,259.0,3.0
320,3576.0,2900.0,4373.0,2716.0,284.0,265.0,3.0
321,3533.0,2933.0,4385.0,2717.0,276.0,258.0,3.0
322,3509.0,3006.0,4399.0,2718.0,267.0,255.0,3.0
323,3464.0,3040.0,4421.0,2716.0,259.0,258.0,3.0
324,3455.0,3052.0,4479.0,2715.0,255.0,251.0,3.0
325,3417.0,3060.0,4500.0,2716.0,243.0,249.0,3.0
326,3395.0,3059.0,4512.0,2714.0,247.0,260.0,3.0
327,3404.0,3056.0,4525.0,2715.0,245.0,265.0,12.0
328,3411.0,3052.0,4516.0,2716.0,244.0,272.0,22.0
329,3396.0,3057.0,4517.0,2715.0,244.0,271.0,21.0
330,3335.0,3063.0,4490.0,2713.0,254.0,263.0,21.0
331,3335.0,3063.0,4490.0,2713.0,254.0,263.0,21.0
332,3436.0,3085.0,4329.0,2714.0,249.0,259.0,21.0
333,3450.0,3060.0,4369.0,2714.0,248.0,264.0,21.0
334,3443.0,3046.0,4394.0,2713.0,252.0,266.0,21.0
335,3415.0,3050.0,4436.0,2713.0,248.0,265.0,21.0
336,3368.0,3043.0,4476.0,2713.0,251.0,257.0,21.0
337,3419.0,3052.0,4486.0,2713.0,248.0,254.0,21.0
338,3405.0,3103.0,4466.0,2713.0,241.0,256.0,21.0
339,3415.0,3084.0,4434.0,2709.0,237.0,251.0,21.0
340,3461.0,3023.0,4427.0,2710.0,231.0,250.0,21.0
341,3461.0,3023.0,4427.0,2710.0,231.0,250.0,21.0
342,3463.0,3013.0,4469.0,2709.0,232.0,254.0,21.0
343,3452.0,3020.0,4508.0,2711.0,242.0,251.0,21.0
344,3486.0,3029.0,4529.0,2709.0,250.0,248.0,21.0
345,3472.0,3030.0,4551.0,2712.0,258.0,249.0,21.0
346,3413.0,3022.0,4555.0,2711.0,248.0,248.0,14.0
347,3409.0,3031.0,4583.0,2711.0,252.0,253.0,3.0
348,3411.0,3048.0,4606.0,2709.0,249.0,260.0,3.0
349,3409.0,3054.0,4606.0,2709.0,258.0,258.0,3.0
350,3384.0,3063.0,4623.0,2708.0,260.0,256.0,3.0
351,3375.0,3075.0,4641.0,2707.0,271.0,253.0,3.0
352,3334.0,3103.0,4656.0,2709.0,264.0,250.0,3.0
353,3358.0,3124.0,4643.0,2709.0,269.0,248.0,3.0
354,3403.0,3144.0,4603.0,2707.0,290.0,249.0,3.0
355,3322.0,3168.0,4614.0,2711.0,283.0,248.0,3.0
356,3379.0,3166.0,4605.0,2707.0,277.0,250.0,3.0
357,3382.0,3132.0,4718.0,2710.0,271.0,253.0,3.0
358,3329.0,3054.0,4877.0,2706.0,267.0,251.0,3.0
359,3350.0,3031.0,5047.0,2707.0,253.0,253.0,3.0
360,3353.0,3048.0,5058.0,2708.0,244.0,250.0,3.0
361,3430.0,3062.0,5085.0,2706.0,243.0,246.0,3.0
362,3479.0,3071.0,5118.0,2708.0,248.0,247.0,3.0
363,3498.0,3071.0,5113.0,2709.0,255.0,248.0,3.0
364,3520.0,3048.0,5074.0,2707.0,262.0,247.0,3.0
365,3584.0,3025.0,5045.0,2707.0,261.0,250.0,3.0
366,3597.0,3043.0,5066.0,2708.0,257.0,248.0,3.0
367,3588.0,3046.0,5074.0,2709.0,262.0,247.0,3.0
368,3611.0,3046.0,5096.0,2708.0,266.0,244.0,3.0
369,3683.0,3053.0,5151.0,2709.0,259.0,245.0,3.0
370,3721.0,3052.0,5199.0,2707.0,250.0,246.0,3.0
371,3779.0,3086.0,5227.0,2708.0,239.0,249.0,3.0
372,3748.0,3149.0,5256.0,2709.0,240.0,248.0,3.0
373,3760.0,3197.0,5256.0,2708.0,243.0,249.0,3.0
374,3780.0,3312.0,5219.0,2710.0,245.0,248.0,3.0
375,3762.0,3396.0,5234.0,2709.0,240.0,248.0,3.0
376,3684.0,3407.0,5272.0,2709.0,237.0,247.0,3.0
377,3744.0,3396.0,5207.0,2706.0,231.0,250.0,3.0
378,3737.0,3374.0,5182.0,2709.0,235.0,250.0,3.0
379,3739.0,3367.0,5182.0,2709.0,241.0,245.0,3.0
380,3737.0,3308.0,5216.0,2708.0,250.0,246.0,3.0
381,3751.0,3247.0,5190.0,2709.0,247.0,242.0,3.0
382,3753.0,3292.0,5173.0,2710.0,242.0,250.0,3.0
383,3781.0,3312.0,5177.0,2709.0,242.0,249.0,3.0
384,3861.0,3348.0,5155.0,2707.0,239.0,248.0,3.0
385,3854.0,3388.0,5130.0,2708.0,240.0,248.0,3.0
386,3866.0,3385.0,5146.0,2709.0,236.0,251.0,3.0
387,3873.0,3396.0,5187.0,2709.0,238.0,249.0,3.0
388,3867.0,3412.0,5230.0,2711.0,231.0,247.0,3.0
389,3867.0,3448.0,5267.0,2711.0,231.0,250.0,3.0
390,3869.0,3474.0,5323.0,2711.0,228.0,248.0,3.0
391,3864.0,3520.0,5362.0,2712.0,226.0,245.0,3.0
392,3871.0,3580.0,5345.0,2710.0,230.0,245.0,3.0
393,3862.0,3561.0,5299.0,2712.0,238.0,248.0,3.0
394,3808.0,3496.0,5291.0,2710.0,240.0,245.0,3.0
395,3689.0,3443.0,5259.0,2713.0,253.0,245.0,3.0
396,3664.0,3359.0,5242.0,2712.0,268.0,243.0,3.0
397,3720.0,3329.0,5229.0,2711.0,284.0,246.0,3.0
398,3740.0,3290.0,5204.0,2711.0,301.0,249.0,3.0
399,3743.0,3266.0,5167.0,2714.0,320.0,250.0,3.0
400,3682.0,3245.0,5129.0,2712.0,336.0,249.0,3.0
401,3666.0,3251.0,5082.0,2711.0,346.0,249.0,3.0
402,3668.0,3298.0,5033.0,2713.0,345.0,249.0,3.0
403,3616.0,3290.0,4996.0,2714.0,338.0,252.0,3.0
404,3620.0,3287.0,4944.0,2713.0,339.0,251.0,3.0
405,3617.0,3260.0,4956.0,2715.0,351.0,250.0,3.0
406,3694.0,3289.0,5016.0,2713.0,382.0,249.0,3.0
407,3724.0,3312.0,5048.0,2714.0,403.0,248.0,3.0
408,3662.0,3295.0,5055.0,2714.0,415.0,246.0,3.0
409,3589.0,3290.0,5057.0,2717.0,432.0,245.0,3.0
410,3544.0,3284.0,5045.0,2715.0,446.0,245.0,3.0
411,3527.0,3280.0,5002.0,2716.0,465.0,250.0,3.0
412,3466.0,3250.0,4963.0,2716.0,484.0,250.0,3.0
413,3397.0,3230.0,4945.0,2715.0,498.0,251.0,3.0
414,3356.0,3230.0,4906.0,2715.0,509.0,249.0,3.0
415,3344.0,3219.0,4876.0,2716.0,516.0,247.0,3.0
416,3303.0,3150.0,4810.0,2714.0,524.0,246.0,3.0
417,3336.0,3137.0,4728.0,2715.0,525.0,243.0,3.0
418,3401.0,3094.0,4387.0,2716.0,529.0,249.0,3.0
419,3536.0,2902.0,4351.0,2719.0,525.0,247.0,3.0
420,3574.0,2960.0,4358.0,2717.0,516.0,245.0,3.0
421,3585.0,2957.0,4371.0,2717.0,515.0,240.0,3.0
422,3533.0,2939.0,4378.0,2715.0,517.0,240.0,3.0
423,3452.0,2896.0,4365.0,2716.0,523.0,250.0,3.0
424,3424.0,2837.0,4352.0,2716.0,525.0,250.0,3.0
425,3409.0,2787.0,4345.0,2716.0,524.0,244.0,3.0
426,3440.0,2713.0,4330.0,2716.0,527.0,249.0,3.0
427,3419.0,2662.0,4303.0,2714.0,531.0,247.0,3.0
428,3332.0,2655.0,4301.0,2716.0,525.0,249.0,3.0
429,3200.0,2703.0,4274.0,2714.0,521.0,246.0,3.0
430,3093.0,2728.0,4236.0,2719.0,522.0,236.0,3.0
431,2956.0,2728.0,4246.0,2716.0,520.0,236.0,3.0
432,2848.0,2713.0,4156.0,2716.0,525.0,245.0,3.0
433,2836.0,2665.0,4117.0,2714.0,536.0,248.0,3.0
434,2859.0,2650.0,4109.0,2715.0,540.0,248.0,3.0
435,2749.0,2678.0,4060.0,2718.0,545.0,246.0,3.0
436,2642.0,2703.0,4005.0,2715.0,559.0,245.0,3.0
437,2573.0,2559.0,3973.0,2715.0,575.0,249.0,3.0
438,2596.0,2407.0,3979.0,2716.0,584.0,247.0,3.0
439,2573.0,2371.0,3956.0,2714.0,602.0,241.0,3.0
440,2556.0,2386.0,3909.0,2717.0,618.0,239.0,3.0
441,2521.0,2452.0,3927.0,2714.0,632.0,245.0,3.0
442,2480.0,2556.0,3903.0,2717.0,642.0,242.0,3.0
443,2487.0,2653.0,3830.0,2716.0,651.0,244.0,3.0
444,2479.0,2645.0,3672.0,2717.0,642.0,245.0,3.0
445,2519.0,2656.0,3588.0,2717.0,644.0,246.0,3.0
446,2520.0,2691.0,3546.0,2717.0,636.0,249.0,3.0
447,2517.0,2703.0,3496.0,2718.0,629.0,247.0,3.0
448,2490.0,2681.0,3443.0,2718.0,630.0,246.0,3.0
449,2483.0,2692.0,3375.0,2717.0,623.0,244.0,3.0
450,2516.0,2717.0,3294.0,2715.0,609.0,243.0,3.0
451,2469.0,2737.0,3251.0,2717.0,608.0,241.0,3.0
452,2542.0,2765.0,3054.0,2717.0,602.0,245.0,3.0
453,2574.0,2812.0,2982.0,2718.0,582.0,245.0,3.0
454,2577.0,2815.0,2938.0,2715.0,575.0,241.0,3.0
455,2573.0,2657.0,2956.0,2718.0,565.0,242.0,3.0
456,2569.0,2698.0,3031.0,2717.0,557.0,242.0,3.0
457,2564.0,2688.0,3030.0,2718.0,553.0,246.0,3.0
458,2578.0,2630.0,3027.0,2716.0,547.0,246.0,3.0
459,2567.0,2634.0,3020.0,2718.0,539.0,247.0,3.0
460,2565.0,2633.0,3012.0,2718.0,518.0,249.0,3.0
461,2565.0,2631.0,3037.0,2719.0,500.0,250.0,3.0
462,2571.0,2628.0,3042.0,2718.0,487.0,247.0,3.0
463,2561.0,2623.0,3044.0,2717.0,485.0,245.0,3.0
464,2477.0,2606.0,3055.0,2719.0,492.0,244.0,3.0
465,2445.0,2591.0,3039.0,2718.0,511.0,243.0,3.0
466,2432.0,2582.0,3014.0,2722.0,517.0,244.0,3.0
467,2453.0,2571.0,2972.0,2720.0,507.0,247.0,3.0
468,2429.0,2566.0,2996.0,2718.0,492.0,249.0,3.0
469,2383.0,2533.0,3063.0,2719.0,478.0,251.0,3.0
470,2409.0,2489.0,3070.0,2720.0,460.0,253.0,3.0
471,2441.0,2472.0,3057.0,2719.0,452.0,250.0,3.0
472,2465.0,2497.0,2991.0,2719.0,448.0,250.0,3.0
473,2489.0,2502.0,2975.0,2719.0,438.0,247.0,3.0
474,2447.0,2467.0,2976.0,2719.0,429.0,245.0,3.0
475,2434.0,2428.0,2969.0,2719.0,426.0,245.0,3.0
476,2429.0,2374.0,2956.0,2720.0,417.0,246.0,3.0
477,2430.0,2364.0,2954.0,2722.0,417.0,246.0,3.0
478,2418.0,2341.0,2959.0,2721.0,408.0,244.0,3.0
479,2417.0,2304.0,2953.0,2721.0,397.0,245.0,3.0
480,2388.0,2304.0,2950.0,2719.0,385.0,245.0,3.0
481,2373.0,2305.0,2949.0,2720.0,374.0,244.0,3.0
482,2371.0,2295.0,2950.0,2720.0,361.0,245.0,3.0
483,2377.0,2301.0,2926.0,2719.0,355.0,248.0,3.0
484,2364.0,2295.0,2937.0,2722.0,345.0,245.0,3.0
485,2365.0,2293.0,2932.0,2720.0,341.0,248.0,3.0
486,2364.0,2303.0,2916.0,2718.0,334.0,249.0,3.0
487,2365.0,2305.0,2928.0,2720.0,328.0,249.0,3.0
488,2376.0,2306.0,2926.0,2720.0,325.0,250.0,3.0
489,2391.0,2305.0,2926.0,2720.0,324.0,251.0,3.0
490,2377.0,2333.0,2930.0,2720.0,322.0,248.0,3.0
491,2391.0,2390.0,2903.0,2721.0,312.0,250.0,3.0
492,2383.0,2410.0,2926.0,2719.0,304.0,249.0,3.0
493,2367.0,2373.0,2952.0,2719.0,301.0,244.0,3.0
494,2366.0,2347.0,2931.0,2719.0,284.0,246.0,3.0
495,2365.0,2312.0,2910.0,2717.0,271.0,246.0,3.0
496,2373.0,2295.0,2916.0,2720.0,264.0,244.0,3.0
