,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-other_fossil_fuels
497,2376.0,2307.0,2897.0,2718.0,257.0,242.0,3.0
498,2386.0,2339.0,2856.0,2719.0,255.0,240.0,3.0
499,2362.0,2366.0,2855.0,2718.0,260.0,242.0,3.0
500,2356.0,2388.0,2847.0,2720.0,272.0,241.0,3.0
501,2368.0,2384.0,2868.0,2719.0,277.0,235.0,3.0
502,2370.0,2378.0,2918.0,2720.0,284.0,231.0,3.0
503,2374.0,2362.0,2936.0,2717.0,289.0,233.0,3.0
504,2366.0,2339.0,2955.0,2717.0,287.0,232.0,3.0
505,2359.0,2383.0,2956.0,2718.0,279.0,235.0,3.0
506,2364.0,2448.0,2958.0,2719.0,277.0,238.0,3.0
507,2355.0,2476.0,2973.0,2718.0,269.0,234.0,3.0
508,2360.0,2486.0,2985.0,2717.0,253.0,236.0,3.0
509,2365.0,2490.0,2989.0,2719.0,242.0,238.0,3.0
510,2366.0,2535.0,2959.0,2717.0,238.0,239.0,3.0
511,2417.0,2587.0,2973.0,2721.0,235.0,236.0,3.0
512,2469.0,2674.0,3064.0,2717.0,233.0,236.0,3.0
513,2484.0,2771.0,3163.0,2718.0,224.0,236.0,3.0
514,2386.0,2769.0,3184.0,2721.0,219.0,235.0,3.0
515,2376.0,2695.0,3211.0,2720.0,220.0,239.0,3.0
516,2393.0,2690.0,3261.0,2720.0,215.0,240.0,3.0
517,2412.0,2737.0,3244.0,2720.0,214.0,239.0,3.0
518,2457.0,2817.0,3220.0,2718.0,216.0,239.0,3.0
519,2501.0,2864.0,3233.0,2720.0,215.0,239.0,3.0
520,2479.0,2909.0,3282.0,2721.0,209.0,240.0,3.0
521,2475.0,2956.0,3303.0,2721.0,206.0,240.0,3.0
522,2494.0,2999.0,3310.0,2719.0,215.0,240.0,3.0
523,2521.0,3017.0,3320.0,2719.0,218.0,240.0,3.0
524,2570.0,3125.0,3503.0,2720.0,228.0,239.0,3.0
525,2653.0,3138.0,3676.0,2719.0,230.0,238.0,3.0
526,2592.0,3131.0,3767.0,2719.0,241.0,237.0,3.0
527,2608.0,3173.0,3761.0,2720.0,252.0,235.0,3.0
528,2645.0,3220.0,3807.0,2720.0,254.0,237.0,3.0
529,2625.0,3266.0,3824.0,2719.0,264.0,238.0,3.0
530,2575.0,3342.0,3782.0,2720.0,273.0,237.0,3.0
531,2573.0,3415.0,3777.0,2718.0,280.0,237.0,3.0
532,2604.0,3416.0,3850.0,2719.0,277.0,238.0,3.0
533,2589.0,3409.0,4025.0,2719.0,253.0,236.0,3.0
534,2589.0,3428.0,4067.0,2719.0,226.0,236.0,3.0
535,2630.0,3488.0,4039.0,2719.0,211.0,238.0,3.0
536,2731.0,3506.0,3981.0,2718.0,216.0,234.0,3.0
537,2841.0,3555.0,3954.0,2718.0,226.0,235.0,3.0
538,2920.0,3512.0,3956.0,2718.0,224.0,232.0,3.0
539,3051.0,3499.0,3954.0,2717.0,225.0,231.0,3.0
540,3097.0,3508.0,3973.0,2721.0,222.0,232.0,3.0
541,3074.0,3507.0,4007.0,2720.0,223.0,231.0,3.0
542,3117.0,3514.0,4052.0,2718.0,226.0,231.0,3.0
543,3157.0,3552.0,4081.0,2718.0,230.0,231.0,3.0
544,3161.0,3547.0,4091.0,2719.0,234.0,229.0,3.0
545,3174.0,3564.0,4100.0,2721.0,241.0,226.0,3.0
546,3187.0,3581.0,4110.0,2720.0,238.0,226.0,3.0
547,3204.0,3603.0,4114.0,2719.0,227.0,229.0,3.0
548,3213.0,3633.0,4109.0,2723.0,220.0,229.0,3.0
549,3229.0,3664.0,4111.0,2720.0,198.0,229.0,3.0
550,3259.0,3694.0,4112.0,2719.0,203.0,230.0,3.0
551,3298.0,3711.0,4111.0,2719.0,205.0,232.0,3.0
552,3302.0,3734.0,4114.0,2720.0,206.0,237.0,3.0
553,3293.0,3765.0,4121.0,2718.0,206.0,236.0,3.0
554,3278.0,3808.0,4125.0,2719.0,200.0,235.0,3.0
555,3285.0,3849.0,4136.0,2719.0,183.0,236.0,3.0
556,3323.0,3868.0,4159.0,2719.0,162.0,234.0,3.0
557,3317.0,3876.0,4165.0,2719.0,155.0,237.0,3.0
558,3303.0,3900.0,4169.0,2720.0,139.0,238.0,26.0
559,3319.0,3933.0,4162.0,2718.0,129.0,238.0,15.0
560,3323.0,3944.0,4162.0,2719.0,124.0,240.0,3.0
561,3335.0,3835.0,4180.0,2719.0,119.0,240.0,3.0
562,3412.0,3457.0,4199.0,2716.0,118.0,241.0,3.0
563,3419.0,3529.0,4236.0,2719.0,118.0,243.0,3.0
564,3419.0,3529.0,4236.0,2719.0,118.0,243.0,3.0
565,3412.0,3636.0,4212.0,2716.0,116.0,245.0,3.0
566,3317.0,3767.0,4189.0,2716.0,122.0,246.0,3.0
567,3276.0,3786.0,4211.0,2718.0,117.0,246.0,3.0
568,3371.0,3810.0,4157.0,2716.0,113.0,248.0,3.0
569,3293.0,3845.0,4067.0,2717.0,110.0,247.0,3.0
570,3290.0,3735.0,4110.0,2715.0,109.0,244.0,3.0
571,3279.0,3756.0,4068.0,2716.0,110.0,247.0,3.0
572,3362.0,3790.0,3985.0,2715.0,109.0,248.0,3.0
573,3409.0,3796.0,3975.0,2715.0,111.0,247.0,3.0
574,3359.0,3795.0,4026.0,2717.0,108.0,247.0,3.0
575,3397.0,3832.0,4078.0,2717.0,107.0,245.0,3.0
576,3424.0,3846.0,4108.0,2716.0,105.0,243.0,14.0
577,3455.0,3881.0,4107.0,2714.0,99.0,244.0,43.0
578,3478.0,3886.0,4117.0,2712.0,96.0,243.0,4.0
579,3476.0,3937.0,4141.0,2713.0,92.0,244.0,3.0
580,3430.0,3915.0,4207.0,2714.0,95.0,239.0,3.0
581,3398.0,3784.0,4272.0,2714.0,98.0,243.0,3.0
582,3383.0,3765.0,4303.0,2708.0,91.0,246.0,3.0
583,3374.0,3760.0,4312.0,2714.0,83.0,243.0,3.0
584,3322.0,3779.0,4315.0,2713.0,77.0,242.0,3.0
585,3331.0,3819.0,4304.0,2714.0,79.0,235.0,3.0
586,3281.0,3824.0,4306.0,2713.0,79.0,233.0,3.0
587,3314.0,3858.0,4306.0,2711.0,82.0,236.0,3.0
588,3296.0,3873.0,4313.0,2711.0,82.0,233.0,3.0
589,3306.0,3854.0,4324.0,2711.0,81.0,239.0,3.0
590,3356.0,3809.0,4343.0,2711.0,78.0,238.0,3.0
591,3364.0,3840.0,4357.0,2711.0,76.0,241.0,3.0
592,3341.0,3866.0,4377.0,2712.0,78.0,239.0,3.0
593,3315.0,3899.0,4378.0,2713.0,82.0,235.0,3.0
594,3287.0,3945.0,4362.0,2710.0,84.0,238.0,3.0
595,3235.0,3972.0,4315.0,2710.0,89.0,241.0,3.0
596,3200.0,4003.0,4203.0,2712.0,89.0,242.0,3.0
597,3142.0,4011.0,4163.0,2711.0,86.0,237.0,3.0
598,3135.0,4021.0,4153.0,2710.0,90.0,236.0,3.0
599,3142.0,4033.0,4123.0,2709.0,93.0,232.0,3.0
600,3158.0,4052.0,4110.0,2711.0,95.0,234.0,3.0
601,3169.0,4026.0,4117.0,2712.0,89.0,238.0,3.0
602,3173.0,4009.0,4119.0,2711.0,90.0,237.0,3.0
603,3174.0,4054.0,4120.0,2713.0,97.0,239.0,3.0
604,3158.0,4089.0,4118.0,2713.0,94.0,239.0,3.0
605,3152.0,4117.0,4095.0,2712.0,85.0,240.0,3.0
606,3190.0,4090.0,4082.0,2712.0,88.0,241.0,3.0
607,3212.0,4083.0,4086.0,2710.0,98.0,241.0,3.0
608,3137.0,4093.0,4063.0,2710.0,100.0,243.0,3.0
609,3102.0,4094.0,4061.0,2712.0,100.0,246.0,3.0
610,3104.0,4090.0,4068.0,2713.0,105.0,244.0,3.0
611,3115.0,4094.0,4070.0,2712.0,113.0,247.0,3.0
612,3148.0,4081.0,4080.0,2714.0,110.0,249.0,3.0
613,3198.0,4106.0,4094.0,2712.0,101.0,253.0,3.0
614,3200.0,4093.0,4094.0,2711.0,95.0,257.0,3.0
615,3209.0,4114.0,4095.0,2711.0,101.0,251.0,3.0
616,3204.0,4104.0,4098.0,2712.0,106.0,240.0,3.0
617,3251.0,4111.0,4121.0,2712.0,108.0,234.0,3.0
618,3269.0,4110.0,4154.0,2709.0,109.0,231.0,3.0
619,3269.0,4110.0,4154.0,2709.0,109.0,231.0,3.0
620,3176.0,4055.0,4159.0,2711.0,108.0,237.0,3.0
621,3147.0,4036.0,4139.0,2711.0,104.0,239.0,3.0
622,3096.0,4028.0,4137.0,2710.0,104.0,247.0,3.0
623,3149.0,4020.0,4152.0,2712.0,99.0,253.0,3.0
624,3181.0,4000.0,4157.0,2712.0,92.0,251.0,3.0
625,3248.0,4008.0,4174.0,2713.0,85.0,247.0,10.0
626,3220.0,4017.0,4178.0,2711.0,88.0,248.0,50.0
627,3247.0,4026.0,4187.0,2711.0,90.0,250.0,28.0
628,3281.0,4042.0,4201.0,2712.0,85.0,253.0,3.0
629,3312.0,4073.0,4245.0,2713.0,75.0,254.0,3.0
630,3402.0,4093.0,4274.0,2713.0,75.0,254.0,3.0
631,3370.0,4138.0,4283.0,2713.0,80.0,256.0,3.0
632,3342.0,4197.0,4271.0,2713.0,90.0,251.0,3.0
633,3245.0,4219.0,4309.0,2713.0,89.0,239.0,3.0
634,3245.0,4219.0,4325.0,2713.0,88.0,233.0,3.0
635,3320.0,4240.0,4359.0,2712.0,82.0,229.0,3.0
636,3350.0,4263.0,4390.0,2712.0,81.0,225.0,3.0
637,3341.0,4267.0,4397.0,2711.0,76.0,223.0,3.0
638,3333.0,4279.0,4399.0,2711.0,74.0,219.0,3.0
639,3315.0,4253.0,4408.0,2713.0,70.0,224.0,3.0
640,3352.0,4262.0,4412.0,2713.0,71.0,223.0,31.0
641,3312.0,4240.0,4408.0,2712.0,68.0,227.0,50.0
642,3332.0,4245.0,4412.0,2711.0,66.0,225.0,50.0
643,3316.0,4188.0,4452.0,2712.0,71.0,220.0,50.0
644,3314.0,4209.0,4430.0,2714.0,77.0,218.0,50.0
645,3275.0,4205.0,4432.0,2711.0,82.0,220.0,50.0
646,3269.0,4217.0,4435.0,2712.0,80.0,220.0,50.0
647,3310.0,4225.0,4448.0,2713.0,73.0,217.0,50.0
648,3370.0,4229.0,4467.0,2712.0,76.0,219.0,50.0
649,3395.0,4240.0,4494.0,2715.0,75.0,220.0,50.0
650,3410.0,4275.0,4547.0,2713.0,74.0,216.0,50.0
651,3417.0,4330.0,4594.0,2713.0,71.0,215.0,50.0
652,3380.0,4364.0,4614.0,2712.0,64.0,217.0,50.0
653,3379.0,4359.0,4625.0,2711.0,66.0,215.0,50.0
654,3400.0,4343.0,4644.0,2712.0,64.0,213.0,26.0
655,3482.0,4344.0,4689.0,2710.0,63.0,215.0,3.0
656,3557.0,4313.0,4660.0,2713.0,61.0,214.0,3.0
657,3604.0,4280.0,4663.0,2712.0,58.0,211.0,3.0
658,3686.0,4288.0,4695.0,2710.0,55.0,211.0,3.0
659,3669.0,4326.0,4718.0,2712.0,53.0,214.0,3.0
660,3669.0,4378.0,4747.0,2712.0,54.0,212.0,3.0
661,3590.0,4390.0,4741.0,2712.0,48.0,212.0,3.0
662,3613.0,4348.0,4747.0,2711.0,46.0,211.0,3.0
663,3577.0,4385.0,4756.0,2711.0,45.0,212.0,3.0
664,3657.0,4372.0,4787.0,2709.0,47.0,216.0,3.0
665,3689.0,4381.0,4807.0,2710.0,49.0,216.0,3.0
666,3668.0,4363.0,4777.0,2711.0,54.0,214.0,3.0
667,3722.0,4450.0,4702.0,2711.0,62.0,216.0,3.0
668,3772.0,4473.0,4717.0,2711.0,67.0,215.0,3.0
669,3756.0,4467.0,4731.0,2712.0,65.0,218.0,3.0
670,3797.0,4412.0,4715.0,2709.0,61.0,220.0,3.0
671,3854.0,4398.0,4708.0,2711.0,58.0,217.0,3.0
672,3926.0,4448.0,4703.0,2711.0,59.0,219.0,3.0
673,3922.0,4494.0,4690.0,2711.0,60.0,217.0,3.0
674,3911.0,4470.0,4720.0,2711.0,58.0,218.0,3.0
675,3981.0,4465.0,4728.0,2712.0,60.0,215.0,3.0
676,3983.0,4550.0,4718.0,2710.0,56.0,215.0,3.0
677,3960.0,4571.0,4725.0,2709.0,57.0,214.0,3.0
678,3899.0,4613.0,4817.0,2710.0,65.0,215.0,3.0
679,3889.0,4711.0,4914.0,2710.0,76.0,215.0,3.0
680,3989.0,4766.0,4951.0,2711.0,92.0,218.0,3.0
681,3968.0,4822.0,4956.0,2710.0,100.0,217.0,3.0
682,3972.0,4832.0,4920.0,2712.0,112.0,215.0,3.0
683,3969.0,4809.0,4893.0,2711.0,122.0,215.0,3.0
684,3949.0,4768.0,4881.0,2710.0,133.0,213.0,3.0
685,3933.0,4764.0,4863.0,2711.0,141.0,214.0,3.0
686,3878.0,4764.0,4853.0,2712.0,151.0,214.0,3.0
687,3851.0,4725.0,4827.0,2710.0,157.0,212.0,3.0
688,3848.0,4643.0,4811.0,2711.0,159.0,216.0,3.0
689,3852.0,4615.0,4792.0,2711.0,169.0,213.0,3.0
690,3697.0,4583.0,4791.0,2711.0,179.0,213.0,3.0
691,3534.0,4538.0,4591.0,2712.0,184.0,215.0,3.0
692,3457.0,4438.0,4547.0,2709.0,192.0,215.0,3.0
693,3441.0,4343.0,4530.0,2709.0,203.0,216.0,3.0
694,3498.0,4315.0,4477.0,2712.0,198.0,219.0,3.0
695,3515.0,4301.0,4439.0,2711.0,191.0,217.0,3.0
696,3547.0,4271.0,4402.0,2711.0,193.0,214.0,3.0
697,3557.0,4224.0,4365.0,2709.0,202.0,214.0,3.0
698,3544.0,4202.0,4334.0,2711.0,207.0,216.0,3.0
699,3530.0,4177.0,4311.0,2710.0,211.0,216.0,3.0
700,3455.0,4171.0,4276.0,2713.0,218.0,215.0,3.0
701,3351.0,4138.0,4268.0,2712.0,229.0,216.0,3.0
702,3361.0,4081.0,4257.0,2712.0,228.0,216.0,3.0
703,3289.0,4024.0,4152.0,2710.0,230.0,215.0,3.0
704,3228.0,3967.0,4149.0,2710.0,242.0,216.0,3.0
705,3081.0,3893.0,4135.0,2710.0,257.0,215.0,3.0
706,3049.0,3845.0,4101.0,2710.0,262.0,215.0,3.0
707,3019.0,3768.0,4099.0,2711.0,263.0,216.0,3.0
708,3046.0,3696.0,4080.0,2711.0,269.0,215.0,3.0
709,3131.0,3659.0,4029.0,2710.0,260.0,216.0,3.0
710,3193.0,3588.0,4003.0,2709.0,253.0,215.0,3.0
711,3233.0,3508.0,4005.0,2712.0,269.0,217.0,3.0
712,3218.0,3499.0,4004.0,2710.0,284.0,217.0,3.0
