,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel
391,3.0,4936.0,3244.0,216.0,3358.0,246.0,5170.0
392,3.0,4910.0,3243.0,221.0,3415.0,242.0,5124.0
393,3.0,4886.0,3246.0,226.0,3406.0,246.0,5099.0
394,3.0,4868.0,3247.0,237.0,3358.0,243.0,5143.0
395,3.0,4901.0,3247.0,245.0,3335.0,244.0,5210.0
396,3.0,4962.0,3249.0,251.0,3237.0,244.0,5261.0
397,3.0,4917.0,3246.0,256.0,3248.0,246.0,5271.0
398,3.0,4874.0,3244.0,259.0,3302.0,244.0,5239.0
399,3.0,4866.0,3248.0,268.0,3400.0,244.0,5165.0
400,3.0,4849.0,3248.0,287.0,3389.0,245.0,5135.0
401,3.0,4839.0,3247.0,295.0,3402.0,243.0,5147.0
402,3.0,4824.0,3248.0,314.0,3401.0,247.0,5177.0
403,3.0,4814.0,3249.0,329.0,3419.0,246.0,5147.0
404,3.0,4817.0,3246.0,337.0,3400.0,246.0,5138.0
405,3.0,4816.0,3246.0,346.0,3386.0,248.0,5159.0
406,3.0,4815.0,3246.0,345.0,3387.0,244.0,5086.0
407,3.0,4791.0,3244.0,336.0,3410.0,246.0,5032.0
408,3.0,4804.0,3244.0,312.0,3476.0,246.0,5041.0
409,3.0,4796.0,3249.0,345.0,3453.0,245.0,5001.0
410,3.0,4780.0,3248.0,417.0,3390.0,246.0,4927.0
411,3.0,4779.0,3250.0,474.0,3351.0,244.0,4910.0
412,3.0,4772.0,3250.0,444.0,3327.0,248.0,4889.0
413,3.0,4758.0,3250.0,386.0,3400.0,245.0,4879.0
414,3.0,4753.0,3249.0,368.0,3427.0,246.0,4884.0
415,3.0,4703.0,3246.0,382.0,3423.0,244.0,4875.0
416,3.0,4649.0,3243.0,401.0,3409.0,247.0,4883.0
417,3.0,4636.0,3244.0,410.0,3391.0,246.0,4852.0
418,3.0,4619.0,3245.0,404.0,3385.0,246.0,4710.0
419,3.0,4557.0,3245.0,399.0,3467.0,248.0,4568.0
420,3.0,4428.0,3244.0,398.0,3453.0,247.0,4489.0
421,3.0,4259.0,3245.0,400.0,3439.0,247.0,4496.0
422,3.0,4194.0,3246.0,406.0,3439.0,244.0,4503.0
423,3.0,4182.0,3246.0,415.0,3419.0,245.0,4501.0
424,3.0,4142.0,3245.0,467.0,3339.0,242.0,4450.0
425,3.0,4095.0,3247.0,489.0,3374.0,243.0,4272.0
426,3.0,4072.0,3247.0,484.0,3358.0,243.0,4166.0
427,3.0,4063.0,3246.0,521.0,3375.0,244.0,4064.0
428,3.0,4036.0,3246.0,573.0,3383.0,243.0,4025.0
429,3.0,4018.0,3245.0,597.0,3304.0,249.0,3984.0
430,3.0,4031.0,3247.0,629.0,3294.0,248.0,3941.0
431,3.0,4100.0,3247.0,712.0,3296.0,248.0,3962.0
432,3.0,4091.0,3246.0,716.0,3344.0,246.0,3983.0
433,3.0,4101.0,3245.0,695.0,3392.0,244.0,3918.0
434,3.0,4098.0,3248.0,671.0,3407.0,245.0,3913.0
435,3.0,4100.0,3246.0,663.0,3408.0,256.0,3943.0
436,3.0,4092.0,3244.0,652.0,3395.0,256.0,3892.0
437,3.0,4085.0,3247.0,630.0,3389.0,260.0,3833.0
438,3.0,4042.0,3246.0,627.0,3354.0,257.0,3788.0
439,3.0,3986.0,3247.0,631.0,3326.0,253.0,3756.0
440,3.0,3959.0,3246.0,628.0,3334.0,253.0,3754.0
441,3.0,3958.0,3246.0,646.0,3334.0,255.0,3750.0
442,3.0,3924.0,3246.0,673.0,3202.0,261.0,3766.0
443,3.0,3800.0,3247.0,694.0,3053.0,260.0,3669.0
444,3.0,3706.0,3246.0,704.0,3027.0,251.0,3582.0
445,3.0,3648.0,3247.0,707.0,3028.0,252.0,3550.0
446,3.0,3646.0,3248.0,700.0,3062.0,252.0,3530.0
447,3.0,3702.0,3247.0,680.0,3015.0,252.0,3503.0
448,3.0,3709.0,3247.0,666.0,2986.0,250.0,3479.0
449,3.0,3683.0,3248.0,664.0,2996.0,251.0,3445.0
450,3.0,3674.0,3246.0,675.0,2951.0,249.0,3415.0
451,3.0,3604.0,3246.0,673.0,2931.0,244.0,3395.0
452,3.0,3618.0,3245.0,687.0,2850.0,244.0,3360.0
453,3.0,3182.0,3248.0,809.0,2371.0,247.0,3166.0
454,3.0,3193.0,3245.0,816.0,2352.0,245.0,3114.0
455,3.0,3236.0,3247.0,725.0,2319.0,245.0,3095.0
456,3.0,3274.0,3246.0,716.0,2218.0,246.0,3162.0
457,3.0,3313.0,3246.0,673.0,2108.0,246.0,3227.0
458,3.0,3362.0,3246.0,668.0,1966.0,245.0,3279.0
459,3.0,3415.0,3249.0,695.0,1920.0,241.0,3234.0
460,3.0,3379.0,3248.0,735.0,1794.0,241.0,3224.0
461,3.0,3379.0,3248.0,735.0,1794.0,241.0,3224.0
462,3.0,3076.0,3247.0,752.0,1856.0,246.0,2980.0
463,3.0,3002.0,3249.0,751.0,1950.0,244.0,2931.0
464,3.0,3104.0,3246.0,746.0,2008.0,244.0,2911.0
465,3.0,3122.0,3246.0,740.0,2061.0,246.0,2850.0
466,3.0,3121.0,3246.0,740.0,2102.0,243.0,2819.0
467,3.0,3142.0,3247.0,732.0,2094.0,246.0,2771.0
468,3.0,3152.0,3246.0,725.0,2091.0,245.0,2750.0
469,3.0,3165.0,3245.0,728.0,2056.0,246.0,2732.0
470,3.0,3227.0,3248.0,720.0,1996.0,248.0,2713.0
471,3.0,3329.0,3248.0,708.0,1916.0,246.0,2712.0
472,3.0,3351.0,3247.0,685.0,1840.0,247.0,2692.0
473,3.0,3345.0,3246.0,677.0,1886.0,251.0,2598.0
474,3.0,3321.0,3248.0,683.0,1935.0,246.0,2415.0
475,3.0,3338.0,3247.0,687.0,1999.0,245.0,2432.0
476,3.0,3310.0,3247.0,674.0,2027.0,249.0,2622.0
477,3.0,3237.0,3248.0,658.0,1982.0,250.0,2650.0
478,3.0,3247.0,3245.0,643.0,1940.0,248.0,2654.0
479,3.0,3203.0,3248.0,648.0,1944.0,245.0,2654.0
480,3.0,3195.0,3250.0,649.0,1901.0,246.0,2649.0
481,3.0,3214.0,3250.0,651.0,1889.0,249.0,2637.0
482,3.0,3205.0,3248.0,628.0,1854.0,246.0,2630.0
483,3.0,3173.0,3250.0,596.0,1891.0,246.0,2610.0
484,3.0,3174.0,3249.0,564.0,1916.0,249.0,2606.0
485,3.0,3183.0,3247.0,542.0,1916.0,249.0,2619.0
486,3.0,3195.0,3248.0,540.0,1891.0,248.0,2614.0
487,3.0,3211.0,3249.0,567.0,1929.0,247.0,2614.0
488,3.0,3239.0,3248.0,577.0,2052.0,250.0,2650.0
489,3.0,3212.0,3249.0,564.0,2167.0,251.0,2655.0
490,3.0,3212.0,3249.0,564.0,2167.0,251.0,2655.0
491,3.0,3208.0,3249.0,545.0,2251.0,250.0,2572.0
492,3.0,3138.0,3248.0,555.0,2298.0,246.0,2548.0
493,3.0,3146.0,3248.0,565.0,2318.0,248.0,2543.0
494,3.0,3159.0,3249.0,542.0,2269.0,246.0,2539.0
495,3.0,3188.0,3248.0,518.0,2222.0,246.0,2539.0
496,3.0,3160.0,3249.0,485.0,2230.0,246.0,2544.0
497,3.0,3118.0,3249.0,480.0,2255.0,249.0,2543.0
498,3.0,3098.0,3248.0,476.0,2322.0,248.0,2547.0
499,3.0,3101.0,3248.0,466.0,2299.0,245.0,2554.0
500,3.0,3124.0,3247.0,446.0,2238.0,246.0,2554.0
501,3.0,3150.0,3248.0,412.0,2165.0,243.0,2553.0
502,3.0,3156.0,3247.0,386.0,2161.0,242.0,2549.0
503,3.0,3149.0,3248.0,370.0,2216.0,241.0,2538.0
504,3.0,3151.0,3248.0,365.0,2200.0,242.0,2539.0
505,3.0,3112.0,3250.0,361.0,2220.0,237.0,2552.0
506,3.0,3042.0,3251.0,370.0,2209.0,240.0,2577.0
507,3.0,3033.0,3249.0,384.0,2210.0,241.0,2590.0
508,3.0,3019.0,3251.0,382.0,2247.0,241.0,2596.0
509,3.0,3032.0,3251.0,368.0,2254.0,242.0,2598.0
510,3.0,3026.0,3249.0,362.0,2251.0,242.0,2593.0
511,3.0,2957.0,3248.0,358.0,2293.0,242.0,2571.0
512,3.0,2925.0,3249.0,340.0,2307.0,244.0,2569.0
513,3.0,3028.0,3251.0,342.0,2409.0,244.0,2581.0
514,3.0,3066.0,3250.0,342.0,2391.0,241.0,2595.0
515,3.0,3102.0,3248.0,336.0,2347.0,244.0,2582.0
516,3.0,3147.0,3252.0,327.0,2337.0,248.0,2576.0
517,3.0,3227.0,3251.0,319.0,2327.0,248.0,2583.0
518,3.0,3298.0,3249.0,328.0,2269.0,249.0,2576.0
519,3.0,3378.0,3252.0,329.0,2173.0,249.0,2559.0
520,3.0,3386.0,3249.0,325.0,2170.0,247.0,2565.0
521,3.0,3370.0,3252.0,325.0,2168.0,243.0,2603.0
522,3.0,3361.0,3251.0,326.0,2186.0,242.0,2620.0
523,3.0,3352.0,3250.0,322.0,2213.0,243.0,2630.0
524,3.0,3276.0,3250.0,328.0,2346.0,249.0,2653.0
525,3.0,3250.0,3252.0,339.0,2438.0,251.0,2694.0
526,3.0,3226.0,3251.0,351.0,2479.0,249.0,2704.0
527,3.0,3226.0,3251.0,351.0,2518.0,251.0,2719.0
528,3.0,3224.0,3249.0,348.0,2548.0,249.0,2698.0
529,3.0,3194.0,3250.0,335.0,2563.0,248.0,2739.0
530,3.0,3138.0,3248.0,325.0,2621.0,247.0,2759.0
531,3.0,3040.0,3249.0,317.0,2749.0,245.0,2758.0
532,3.0,3048.0,3251.0,299.0,2759.0,243.0,2798.0
533,3.0,3120.0,3249.0,281.0,2774.0,244.0,2838.0
534,3.0,3199.0,3252.0,279.0,2701.0,243.0,2858.0
535,3.0,3230.0,3251.0,284.0,2739.0,241.0,2886.0
536,3.0,3318.0,3251.0,291.0,2677.0,243.0,2899.0
537,3.0,3385.0,3248.0,287.0,2684.0,247.0,2906.0
538,3.0,3389.0,3250.0,293.0,2683.0,249.0,2926.0
539,3.0,3373.0,3251.0,281.0,2710.0,244.0,2937.0
540,3.0,3453.0,3249.0,267.0,2612.0,243.0,2960.0
541,3.0,3549.0,3252.0,251.0,2575.0,247.0,2964.0
542,3.0,3571.0,3250.0,238.0,2526.0,248.0,2968.0
543,3.0,3553.0,3250.0,230.0,2577.0,249.0,2949.0
544,3.0,3554.0,3251.0,225.0,2581.0,250.0,2966.0
545,3.0,3475.0,3249.0,210.0,2709.0,249.0,2980.0
546,3.0,3445.0,3251.0,196.0,2837.0,250.0,3005.0
547,3.0,3418.0,3251.0,190.0,2886.0,251.0,3059.0
548,3.0,3362.0,3244.0,183.0,2912.0,250.0,3092.0
549,3.0,3383.0,3240.0,178.0,2912.0,250.0,3162.0
550,3.0,3381.0,3240.0,159.0,2947.0,254.0,3205.0
551,3.0,3358.0,3238.0,139.0,2999.0,252.0,3232.0
552,3.0,3418.0,3235.0,129.0,3073.0,253.0,3241.0
553,3.0,3460.0,3236.0,122.0,3121.0,254.0,3255.0
554,3.0,3487.0,3234.0,118.0,3093.0,251.0,3269.0
555,3.0,3478.0,3235.0,111.0,3121.0,252.0,3282.0
556,3.0,3513.0,3238.0,100.0,3137.0,251.0,3285.0
557,3.0,3517.0,3238.0,96.0,3210.0,248.0,3298.0
558,3.0,3533.0,3232.0,97.0,3342.0,250.0,3308.0
559,3.0,3540.0,3235.0,90.0,3390.0,254.0,3327.0
560,3.0,3567.0,3233.0,88.0,3328.0,258.0,3384.0
561,3.0,3587.0,3239.0,87.0,3275.0,258.0,3437.0
562,3.0,3618.0,3235.0,83.0,3329.0,257.0,3437.0
563,3.0,3626.0,3236.0,76.0,3402.0,260.0,3484.0
564,3.0,3659.0,3232.0,72.0,3441.0,261.0,3598.0
565,3.0,3681.0,3235.0,72.0,3446.0,259.0,3640.0
566,3.0,3697.0,3235.0,77.0,3440.0,264.0,3679.0
567,3.0,3712.0,3228.0,80.0,3460.0,267.0,3725.0
568,3.0,3747.0,3219.0,81.0,3452.0,266.0,3766.0
569,3.0,3751.0,3221.0,81.0,3420.0,266.0,3775.0
570,3.0,3756.0,3221.0,80.0,3432.0,266.0,3780.0
571,3.0,3768.0,3219.0,75.0,3444.0,267.0,3792.0
572,3.0,3793.0,3219.0,68.0,3367.0,269.0,3776.0
573,3.0,3823.0,3220.0,57.0,3302.0,269.0,3738.0
574,3.0,3834.0,3226.0,48.0,3391.0,270.0,3725.0
575,3.0,3837.0,3224.0,43.0,3318.0,268.0,3719.0
576,3.0,3849.0,3226.0,40.0,3282.0,267.0,3716.0
577,3.0,3860.0,3232.0,39.0,3347.0,269.0,3729.0
578,3.0,3859.0,3224.0,38.0,3345.0,274.0,3735.0
579,3.0,3854.0,3223.0,40.0,3371.0,272.0,3739.0
580,3.0,3887.0,3220.0,39.0,3407.0,273.0,3739.0
581,3.0,3908.0,3221.0,45.0,3437.0,271.0,3743.0
582,3.0,3915.0,3222.0,51.0,3469.0,270.0,3786.0
583,3.0,3926.0,3226.0,54.0,3460.0,274.0,3837.0
584,3.0,3919.0,3233.0,59.0,3551.0,272.0,3888.0
585,3.0,3926.0,3236.0,57.0,3595.0,271.0,3980.0
586,3.0,3893.0,3242.0,56.0,3550.0,276.0,4082.0
587,3.0,3838.0,3244.0,50.0,3433.0,274.0,4232.0
588,3.0,3833.0,3244.0,49.0,3420.0,273.0,4244.0
589,3.0,3838.0,3244.0,48.0,3452.0,275.0,4295.0
590,3.0,3883.0,3245.0,49.0,3456.0,277.0,4345.0
591,3.0,3949.0,3246.0,53.0,3437.0,276.0,4364.0
592,3.0,4018.0,3246.0,52.0,3450.0,274.0,4354.0
593,3.0,4084.0,3248.0,50.0,3467.0,275.0,4331.0
594,3.0,4118.0,3246.0,54.0,3474.0,278.0,4381.0
595,3.0,4110.0,3248.0,57.0,3450.0,278.0,4415.0
596,3.0,4116.0,3247.0,62.0,3453.0,276.0,4378.0
597,3.0,4169.0,3247.0,74.0,3355.0,278.0,4333.0
598,3.0,4215.0,3248.0,84.0,3304.0,277.0,4348.0
599,3.0,4199.0,3246.0,87.0,3275.0,276.0,4330.0
600,3.0,4180.0,3248.0,79.0,3281.0,276.0,4346.0
601,3.0,4167.0,3248.0,70.0,3325.0,279.0,4365.0
602,3.0,4155.0,3247.0,67.0,3416.0,277.0,4394.0
603,3.0,4155.0,3246.0,73.0,3446.0,276.0,4440.0
604,3.0,4132.0,3247.0,83.0,3442.0,276.0,4471.0
605,3.0,4077.0,3250.0,83.0,3392.0,273.0,4508.0
606,3.0,4085.0,3248.0,87.0,3401.0,278.0,4531.0
607,3.0,4154.0,3250.0,96.0,3313.0,277.0,4581.0
608,3.0,4195.0,3251.0,103.0,3376.0,278.0,4681.0
609,3.0,4211.0,3251.0,101.0,3470.0,277.0,4723.0
610,3.0,4226.0,3251.0,102.0,3493.0,276.0,4734.0
611,3.0,4248.0,3251.0,102.0,3501.0,274.0,4759.0
612,3.0,4285.0,3253.0,104.0,3482.0,274.0,4768.0
613,3.0,4322.0,3251.0,101.0,3453.0,272.0,4801.0
614,3.0,4346.0,3252.0,95.0,3415.0,272.0,4832.0
615,3.0,4370.0,3253.0,90.0,3421.0,275.0,4829.0
616,3.0,4402.0,3253.0,78.0,3430.0,274.0,4816.0
617,3.0,4410.0,3254.0,67.0,3474.0,271.0,4846.0
618,3.0,4408.0,3254.0,62.0,3471.0,273.0,4883.0
619,3.0,4406.0,3253.0,66.0,3494.0,272.0,4965.0
620,3.0,4403.0,3255.0,75.0,3522.0,271.0,5013.0
621,3.0,4451.0,3255.0,77.0,3541.0,271.0,5031.0
622,3.0,4447.0,3254.0,78.0,3568.0,270.0,5059.0
623,3.0,4388.0,3256.0,81.0,3533.0,270.0,5064.0
624,3.0,4356.0,3254.0,77.0,3503.0,266.0,5013.0
625,3.0,4357.0,3254.0,76.0,3552.0,268.0,5012.0
626,3.0,4388.0,3254.0,78.0,3555.0,271.0,5072.0
627,3.0,4438.0,3253.0,87.0,3486.0,273.0,5147.0
628,3.0,4438.0,3252.0,87.0,3446.0,273.0,5152.0
629,3.0,4418.0,3253.0,84.0,3560.0,270.0,5140.0
630,3.0,4395.0,3254.0,83.0,3609.0,269.0,5147.0
631,3.0,4443.0,3255.0,89.0,3615.0,269.0,5140.0
632,3.0,4528.0,3255.0,98.0,3471.0,266.0,5112.0
633,3.0,4585.0,3252.0,95.0,3392.0,264.0,5112.0
634,3.0,4641.0,3254.0,92.0,3326.0,265.0,5127.0
635,3.0,4704.0,3254.0,85.0,3339.0,261.0,5138.0
636,3.0,4791.0,3253.0,86.0,3362.0,263.0,5139.0
637,3.0,4860.0,3255.0,84.0,3382.0,265.0,5123.0
638,3.0,4892.0,3253.0,82.0,3467.0,265.0,5062.0
639,3.0,4881.0,3256.0,88.0,3553.0,263.0,5026.0
640,3.0,4867.0,3255.0,91.0,3560.0,265.0,5088.0
641,3.0,4918.0,3256.0,101.0,3610.0,267.0,5099.0
642,3.0,4957.0,3255.0,106.0,3660.0,262.0,5145.0
643,3.0,4968.0,3254.0,107.0,3652.0,258.0,5181.0
644,3.0,4969.0,3253.0,106.0,3519.0,256.0,5199.0
645,3.0,4967.0,3253.0,120.0,3402.0,251.0,5201.0
646,3.0,4969.0,3254.0,126.0,3346.0,256.0,5221.0
647,3.0,4946.0,3252.0,123.0,3277.0,264.0,5213.0
648,3.0,4906.0,3257.0,123.0,3287.0,263.0,5186.0
649,3.0,4930.0,3254.0,132.0,3308.0,260.0,5191.0
650,3.0,4968.0,3254.0,133.0,3304.0,260.0,5250.0
651,3.0,5006.0,3252.0,128.0,3308.0,264.0,5287.0
652,3.0,5032.0,3255.0,121.0,3331.0,260.0,5310.0
653,3.0,5012.0,3252.0,120.0,3413.0,258.0,5335.0
654,3.0,5011.0,3250.0,128.0,3454.0,256.0,5339.0
655,3.0,5038.0,3253.0,139.0,3426.0,258.0,5376.0
656,3.0,5034.0,3254.0,146.0,3535.0,260.0,5424.0
657,3.0,5036.0,3252.0,136.0,3645.0,256.0,5393.0
658,3.0,5040.0,3253.0,131.0,3695.0,253.0,5364.0
659,3.0,5044.0,3254.0,133.0,3720.0,254.0,5404.0
660,3.0,5034.0,3254.0,136.0,3751.0,252.0,5427.0
661,3.0,5033.0,3253.0,134.0,3756.0,251.0,5454.0
662,3.0,5048.0,3252.0,141.0,3775.0,248.0,5480.0
663,3.0,5051.0,3253.0,144.0,3793.0,250.0,5489.0
664,3.0,5055.0,3254.0,151.0,3787.0,247.0,5489.0
665,3.0,5060.0,3253.0,161.0,3778.0,246.0,5487.0
666,3.0,5067.0,3252.0,160.0,3768.0,247.0,5490.0
667,3.0,5074.0,3252.0,157.0,3733.0,247.0,5501.0
668,3.0,5076.0,3251.0,163.0,3656.0,245.0,5486.0
669,3.0,5065.0,3253.0,155.0,3550.0,243.0,5444.0
670,3.0,5040.0,3253.0,148.0,3553.0,246.0,5393.0
671,3.0,5021.0,3253.0,146.0,3567.0,246.0,5336.0
672,3.0,5004.0,3252.0,148.0,3592.0,248.0,5288.0
673,3.0,5004.0,3250.0,149.0,3580.0,246.0,5254.0
674,3.0,5004.0,3252.0,155.0,3609.0,246.0,5245.0
675,3.0,5006.0,3253.0,153.0,3506.0,245.0,5203.0
676,3.0,4991.0,3253.0,147.0,3448.0,246.0,5176.0
677,3.0,4984.0,3253.0,148.0,3492.0,245.0,5160.0
678,3.0,4967.0,3254.0,149.0,3492.0,241.0,5151.0
679,3.0,4979.0,3253.0,148.0,3506.0,243.0,5133.0
680,3.0,5032.0,3253.0,155.0,3457.0,246.0,5109.0
681,3.0,5040.0,3253.0,162.0,3499.0,249.0,5118.0
682,3.0,5045.0,3254.0,165.0,3557.0,247.0,5115.0
683,3.0,5052.0,3254.0,174.0,3486.0,243.0,5136.0
684,3.0,5038.0,3252.0,181.0,3418.0,242.0,5146.0
685,3.0,5049.0,3254.0,190.0,3410.0,246.0,5127.0
686,3.0,5025.0,3254.0,187.0,3467.0,246.0,5171.0
687,3.0,4996.0,3253.0,190.0,3484.0,247.0,5240.0
688,3.0,4958.0,3253.0,202.0,3481.0,247.0,5268.0
689,3.0,4996.0,3253.0,214.0,3340.0,246.0,5237.0
690,3.0,4994.0,3255.0,239.0,3231.0,242.0,5199.0
691,3.0,4952.0,3254.0,238.0,3180.0,246.0,5147.0
692,3.0,4704.0,3254.0,231.0,3070.0,244.0,5106.0
693,3.0,4609.0,3254.0,234.0,2991.0,242.0,5025.0
694,3.0,4559.0,3253.0,229.0,3050.0,244.0,4891.0
695,3.0,4492.0,3256.0,217.0,3138.0,243.0,4800.0
696,3.0,4473.0,3256.0,211.0,3125.0,244.0,4720.0
697,3.0,4470.0,3253.0,213.0,3126.0,246.0,4644.0
698,3.0,4488.0,3254.0,220.0,3211.0,247.0,4593.0
699,3.0,4488.0,3254.0,220.0,3211.0,247.0,4593.0
700,3.0,4495.0,3255.0,208.0,3190.0,242.0,4511.0
701,3.0,4497.0,3255.0,201.0,3176.0,243.0,4368.0
702,3.0,4438.0,3256.0,200.0,3128.0,241.0,4303.0
703,3.0,4452.0,3254.0,203.0,3159.0,240.0,4225.0
704,3.0,4467.0,3253.0,209.0,3159.0,240.0,4206.0
705,3.0,4491.0,3254.0,218.0,3121.0,239.0,4244.0
706,3.0,4489.0,3252.0,229.0,3073.0,241.0,4218.0
707,3.0,4467.0,3254.0,241.0,2995.0,243.0,4222.0
708,3.0,4418.0,3256.0,257.0,3019.0,244.0,4242.0
709,3.0,4395.0,3257.0,264.0,2989.0,245.0,4223.0
710,3.0,4376.0,3255.0,261.0,2991.0,245.0,4204.0
711,3.0,4325.0,3255.0,261.0,3022.0,248.0,4187.0
712,3.0,4250.0,3255.0,267.0,3003.0,245.0,4172.0
713,3.0,4198.0,3257.0,267.0,2984.0,246.0,4159.0
714,3.0,4182.0,3254.0,268.0,2988.0,248.0,4134.0
715,3.0,4173.0,3255.0,267.0,2944.0,252.0,4122.0
716,3.0,4104.0,3255.0,260.0,2874.0,247.0,4100.0
717,3.0,4089.0,3255.0,251.0,2752.0,246.0,4153.0
718,3.0,4081.0,3256.0,239.0,2689.0,246.0,4159.0
719,3.0,4072.0,3253.0,230.0,2653.0,245.0,4159.0
720,3.0,4064.0,3257.0,221.0,2681.0,244.0,4140.0
721,3.0,4095.0,3255.0,214.0,2619.0,246.0,4136.0
722,3.0,4079.0,3255.0,204.0,2586.0,248.0,4120.0
723,3.0,4044.0,3257.0,198.0,2602.0,245.0,4138.0
724,3.0,4000.0,3256.0,193.0,2613.0,245.0,4091.0
725,3.0,3943.0,3257.0,193.0,2576.0,246.0,4078.0
726,3.0,3885.0,3258.0,192.0,2536.0,247.0,4063.0
727,3.0,3849.0,3255.0,185.0,2531.0,248.0,3984.0
728,3.0,3758.0,3254.0,178.0,2404.0,251.0,3800.0
729,3.0,3667.0,3256.0,179.0,2220.0,247.0,3740.0
730,3.0,3618.0,3256.0,183.0,2165.0,245.0,3743.0
731,3.0,3595.0,3255.0,173.0,2228.0,247.0,3674.0
732,3.0,3560.0,3257.0,168.0,2256.0,248.0,3692.0
733,3.0,3548.0,3259.0,159.0,2246.0,247.0,3699.0
734,3.0,3552.0,3257.0,157.0,2243.0,248.0,3671.0
735,3.0,3567.0,3258.0,153.0,2237.0,247.0,3665.0
736,3.0,3593.0,3257.0,147.0,2217.0,246.0,3573.0
737,3.0,3614.0,3259.0,148.0,2147.0,247.0,3499.0
738,3.0,3637.0,3257.0,140.0,1911.0,245.0,3274.0
739,3.0,3554.0,3259.0,138.0,1930.0,244.0,3197.0
740,3.0,3611.0,3258.0,141.0,1956.0,243.0,3132.0
741,3.0,3670.0,3259.0,141.0,1918.0,247.0,3113.0
742,3.0,3684.0,3259.0,147.0,1879.0,248.0,3170.0
743,3.0,3678.0,3258.0,148.0,1791.0,244.0,3328.0
744,3.0,3706.0,3260.0,147.0,1673.0,247.0,3405.0
745,3.0,3668.0,3260.0,146.0,1555.0,251.0,3415.0
746,3.0,3629.0,3260.0,143.0,1527.0,252.0,3324.0
747,3.0,3601.0,3261.0,141.0,1568.0,250.0,3221.0
748,3.0,3592.0,3261.0,145.0,1579.0,248.0,3187.0
749,3.0,3594.0,3262.0,140.0,1751.0,247.0,3190.0
750,3.0,3608.0,3261.0,134.0,1871.0,251.0,3184.0
751,3.0,3574.0,3262.0,130.0,1889.0,249.0,3119.0
752,3.0,3547.0,3262.0,130.0,1932.0,250.0,3106.0
753,3.0,3542.0,3262.0,131.0,1893.0,248.0,3094.0
754,3.0,3536.0,3262.0,127.0,1899.0,249.0,2988.0
755,3.0,3601.0,3262.0,116.0,1881.0,247.0,2812.0
756,3.0,3588.0,3262.0,107.0,1892.0,246.0,2772.0
757,3.0,3578.0,3261.0,98.0,1858.0,248.0,2756.0
758,3.0,3585.0,3262.0,92.0,1825.0,247.0,2753.0
759,3.0,3579.0,3261.0,87.0,1784.0,248.0,2740.0
760,3.0,3567.0,3261.0,80.0,1801.0,247.0,2675.0
761,3.0,3606.0,3262.0,76.0,1953.0,247.0,2608.0
762,3.0,3539.0,3260.0,75.0,2030.0,247.0,2622.0
763,3.0,3449.0,3263.0,74.0,2038.0,250.0,2637.0
764,3.0,3421.0,3263.0,69.0,2034.0,249.0,2637.0
765,3.0,3484.0,3262.0,61.0,2018.0,246.0,2532.0
766,3.0,3518.0,3265.0,55.0,2003.0,246.0,2428.0
767,3.0,3529.0,3263.0,49.0,1963.0,249.0,2413.0
768,3.0,3505.0,3263.0,45.0,1879.0,251.0,2426.0
769,3.0,3461.0,3264.0,42.0,1864.0,249.0,2422.0
770,3.0,3468.0,3267.0,36.0,1898.0,249.0,2422.0
771,3.0,3404.0,3264.0,32.0,1970.0,249.0,2415.0
772,3.0,3373.0,3264.0,31.0,2002.0,252.0,2408.0
773,3.0,3377.0,3263.0,29.0,2027.0,253.0,2435.0
774,3.0,3397.0,3265.0,29.0,2029.0,254.0,2478.0
775,3.0,3412.0,3264.0,30.0,2016.0,254.0,2438.0
776,3.0,3350.0,3263.0,32.0,1991.0,253.0,2417.0
777,3.0,3348.0,3263.0,31.0,1981.0,250.0,2367.0
778,3.0,3319.0,3265.0,32.0,2013.0,249.0,2355.0
779,3.0,3305.0,3265.0,32.0,1995.0,250.0,2349.0
780,3.0,3330.0,3265.0,33.0,1961.0,249.0,2344.0
781,3.0,3315.0,3268.0,31.0,1959.0,248.0,2338.0
782,3.0,3381.0,3266.0,29.0,1968.0,249.0,2337.0
783,3.0,3402.0,3267.0,28.0,1987.0,249.0,2337.0
784,3.0,3351.0,3268.0,29.0,1949.0,247.0,2325.0
785,3.0,3305.0,3267.0,29.0,1878.0,248.0,2299.0
786,3.0,3295.0,3265.0,29.0,1835.0,247.0,2286.0
787,3.0,3304.0,3267.0,32.0,1803.0,250.0,2295.0
788,3.0,3281.0,3266.0,34.0,1794.0,252.0,2302.0
789,3.0,3302.0,3264.0,34.0,1727.0,251.0,2290.0
790,3.0,3304.0,3264.0,32.0,1735.0,251.0,2275.0
791,3.0,3294.0,3265.0,32.0,1709.0,251.0,2271.0
792,3.0,3290.0,3265.0,29.0,1704.0,253.0,2267.0
793,3.0,3285.0,3268.0,29.0,1687.0,250.0,2263.0
794,3.0,3270.0,3268.0,29.0,1673.0,249.0,2261.0
795,3.0,3239.0,3268.0,30.0,1740.0,251.0,2259.0
796,3.0,3253.0,3271.0,27.0,1740.0,251.0,2253.0
797,3.0,3359.0,3269.0,26.0,1787.0,250.0,2252.0
