,electricity-load-nyiso-dunwod,electricity-load-nyiso-genese,electricity-load-nyiso-north,electricity-load-nyiso-west,electricity-load-nyiso-capitl,electricity-load-nyiso-nyc,electricity-load-nyiso-overall,electricity-load-nyiso-centrl,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-millwd,electricity-load-nyiso-mhk_valley
390,836.8767,1447.2104,551.0751,2010.5527,1591.2634,7000.282,21404.8681,2203.513,1321.7655,3102.643,369.4596,953.7231
391,841.3449,1428.0657,554.6367,1992.6122,1583.9553,7019.7393,21357.4583,2149.7231,1349.4529,3103.357,363.6148,961.7739
392,832.2667,1432.8525,547.0125,2020.1605,1594.282,7012.3174,21352.4649,2143.461,1336.4965,3102.1802,367.7009,962.3156
393,861.0608,1428.0024,558.2927,1988.5918,1591.0829,7038.0,21294.848199999997,2157.3765,1336.5916,3107.7417,355.2656,952.5847
394,843.7873,1422.205,553.2295,1979.3009,1590.1134,6984.9424,21364.299300000002,2173.3489,1361.7656,3118.9707,372.8623,957.288
395,845.876,1424.4609,545.0455,1971.3468,1609.6864,6975.531,21284.7488,2163.6548,1329.5977,3129.154,365.6976,943.511
396,841.5431,1419.9299,538.1316,1966.254,1611.8445,6989.339,21334.6598,2175.562,1322.4719,3127.751,366.1163,953.0921
397,855.2725,1421.0676,516.6603,1964.3724,1600.5883,6961.051,21255.9027,2131.1567,1324.536,3135.4866,373.0638,969.8779
398,867.8791,1428.792,519.9514,1957.3033,1614.1735,6998.234,21325.975700000003,2162.5972,1345.5796,3131.311,378.7227,968.9738
399,848.8572,1426.0215,496.3157,1960.5908,1603.6986,6951.214,21278.315599999994,2172.7812,1318.313,3119.7253,388.4501,974.8666
400,832.1495,1427.9114,507.2459,1979.7728,1608.563,6969.714,21279.188700000002,2179.2568,1324.3481,3113.8342,368.7962,965.9863
401,839.2074,1429.7488,502.1223,1983.2334,1591.2212,6985.4033,21252.0245,2206.1025,1317.299,3120.8381,375.2472,968.2929
402,837.7381,1430.3336,518.3816,1988.7441,1597.0751,6964.2666,21167.8281,2111.0723,1310.2844,3099.1292,360.4548,975.0222
403,848.4153,1431.0315,503.233,1966.0109,1598.4678,6920.181,21067.8579,2080.9204,1323.6102,3089.9175,373.061,959.8933
404,834.143,1409.1277,611.162,1966.4059,1595.813,6928.9155,21139.479000000003,2098.3635,1295.8999,3097.896,372.1504,945.7765
405,847.8157,1411.8826,609.0087,1960.4248,1592.1732,6907.5693,21078.4336,2088.0776,1306.4347,3083.5981,383.3045,958.1919
406,823.94,1401.3895,615.3466,1969.2197,1574.1797,6899.0684,21016.512100000004,2085.5098,1321.6093,3071.5376,375.4171,950.359
407,825.7084,1394.1633,499.7845,1973.7415,1571.3469,6861.3975,20834.4255,2075.0247,1282.6376,3071.3843,370.3427,955.3093
408,833.5727,1397.5461,596.5383,1943.5713,1584.781,6826.2354,20895.339999999997,2057.2417,1278.4604,3063.566,375.555,963.0158
409,842.3549,1389.151,609.5806,1961.9686,1567.8265,6807.118,20854.7736,2063.6523,1274.8732,3036.6138,374.2677,944.332
410,832.0839,1380.3381,597.4713,1927.1937,1557.3772,6792.7095,20767.9748,2071.256,1295.667,3022.6516,360.9988,942.663
411,830.3831,1377.0742,594.6401,1917.8087,1566.472,6800.424,20718.383400000002,2059.4045,1272.3175,3025.1274,369.8178,939.6101
412,819.2595,1373.1677,600.5125,1913.2078,1556.7013,6781.975,20657.624799999998,2056.4778,1278.8667,3004.7236,351.0659,939.6119
413,819.8236,1365.9297,592.4606,1903.3882,1562.4988,6776.8516,20540.609399999998,2006.3663,1259.5176,3000.9148,366.8955,926.8782
414,800.2557,1361.7251,607.6769,1904.3389,1550.2595,6763.466,20528.027699999995,1981.8873,1283.952,2984.226,364.0833,923.8619
415,812.0248,1356.9639,596.5482,1908.7843,1549.6848,6755.504,20466.3063,1965.9675,1258.0723,2995.3835,375.1595,936.3975
416,811.0753,1354.197,603.4186,1907.1516,1543.4954,6753.992,20453.373400000004,1998.5955,1262.1168,2972.5137,365.2924,922.6286
417,806.7598,1338.0706,600.5053,1911.4904,1530.6718,6712.2695,20413.1101,2015.1151,1278.4678,2944.9443,341.1383,919.3948
418,806.8273,1328.3481,600.4843,1885.7596,1532.7078,6717.204,20247.813500000004,1999.6355,1228.2487,2936.348,363.1589,910.4832
419,805.4254,1320.5725,588.1841,1890.4299,1525.7424,6726.4844,20178.7058,1974.015,1264.673,2942.2197,357.6576,912.4185
420,793.9501,1321.9708,550.6162,1869.9177,1517.4712,6657.214,20030.486300000004,1971.42,1264.6289,2917.042,341.2252,887.905
421,793.2163,1315.0906,603.1353,1863.9652,1507.3663,6608.843,20006.605900000002,1971.179,1242.6624,2897.4602,346.4176,874.1729
422,791.2697,1309.2928,596.5151,1871.8159,1499.469,6595.073,19986.578900000004,1958.465,1235.5721,2897.9165,345.6467,884.3248
423,789.588,1297.1519,592.6454,1853.0704,1496.4912,6593.8867,19828.150999999998,1866.6992,1216.0737,2879.8042,346.0369,880.9515
424,793.1346,1289.272,591.3588,1841.863,1489.6831,6597.973,19760.8196,1876.9098,1218.6827,2861.208,341.4787,880.7981
425,794.7148,1290.9116,589.5651,1863.6268,1479.1484,6606.092,19729.097800000003,1888.2736,1231.5303,2838.0405,336.808,881.4081
426,790.1244,1283.9302,584.9386,1876.7474,1488.4136,6574.8506,19661.548400000003,1871.4104,1204.0637,2848.5854,341.8022,876.0328
427,790.4766,1278.4822,579.6132,1849.4697,1468.2999,6539.661,19581.578400000002,1886.3256,1210.15,2821.5251,330.8083,882.3736
428,786.3588,1272.1342,588.5844,1857.5732,1456.325,6495.1475,19470.5812,1832.563,1217.0847,2812.2563,339.147,879.9739
429,776.9375,1258.1912,588.0575,1825.0155,1458.5977,6488.172,19339.3023,1844.8793,1217.5255,2775.1763,337.8782,863.5999
430,774.3762,1252.3353,580.3544,1811.7043,1451.2737,6438.002,19273.9865,1846.0796,1190.8384,2764.7627,326.4708,866.6739
431,780.9114,1247.5553,590.0036,1810.9442,1443.5369,6396.005,19204.7483,1849.6545,1179.6436,2745.1006,334.0553,848.3037
432,779.7983,1231.4084,582.0011,1791.3167,1426.1877,6402.582,19073.4534,1850.3226,1185.9359,2729.5757,322.3936,845.4962
433,763.4971,1243.4517,583.9235,1766.5331,1437.0299,6376.1523,18958.694300000003,1775.2522,1189.4281,2717.2205,325.1296,837.181
434,756.3543,1222.7654,590.9927,1776.4833,1415.2686,6345.3184,18916.208799999997,1776.2009,1155.2523,2716.876,331.2287,837.8208
435,757.5037,1210.8987,599.4756,1777.2181,1413.3617,6327.1904,18848.1115,1788.3234,1193.0521,2699.5645,311.7166,814.8572
436,754.1426,1207.1127,586.217,1753.1372,1403.9573,6335.8164,18802.8554,1809.4513,1170.0195,2677.1685,307.5752,821.5171
437,754.8793,1199.8438,592.5205,1746.8777,1385.5117,6285.501,18592.892,1768.0154,1142.5829,2645.1309,318.3749,817.588
438,746.9628,1191.0416,592.0222,1731.1957,1392.2792,6311.8203,18560.287999999997,1777.089,1117.009,2644.0674,317.274,799.1174
439,751.7291,1190.5288,581.1496,1739.5176,1384.4015,6229.4834,18413.293899999997,1745.936,1106.5155,2623.0562,321.1873,806.188
440,735.6171,1175.6289,593.3341,1711.1184,1370.1348,6247.4634,18280.2256,1735.9332,1121.8792,2600.0388,305.3227,796.5298
441,724.6973,1162.2917,584.6282,1696.54,1365.8801,6179.1963,18220.951,1749.1138,1105.2819,2581.2817,294.9706,787.0302
442,725.7023,1168.8506,588.9254,1697.5801,1344.5906,6145.6084,18165.969399999998,1729.1465,1108.6211,2566.7646,309.383,785.7304
443,736.3291,1159.4177,589.0411,1653.4739,1344.0337,6168.2305,17995.8885,1713.169,1096.6058,2550.6277,306.6295,777.3469
444,714.0935,1141.4133,583.6664,1678.0455,1339.5157,6130.048,17870.593999999997,1659.9271,1076.0062,2531.354,307.8128,780.8558
445,705.2697,1143.9081,589.1156,1664.3838,1338.2783,6091.4497,17839.6323,1677.9467,1091.6119,2522.8315,295.8929,771.712
446,710.0179,1134.8264,560.5701,1658.1733,1329.6963,6066.7275,17768.6645,1684.0411,1087.1029,2511.294,289.0754,777.9021
447,708.4653,1132.907,562.6669,1658.1656,1326.2253,6033.9336,17690.0496,1665.1251,1076.14,2496.809,295.0599,773.8229
448,701.3344,1123.8582,565.6671,1639.1981,1324.9065,6027.5176,17573.6271,1669.0626,1059.6309,2485.0864,296.465,762.3972
449,692.4108,1117.0353,569.7695,1642.9187,1300.8643,6001.7935,17465.8282,1639.9084,1058.3047,2453.9673,289.2803,756.0103
450,689.9388,1092.373,579.6318,1625.0297,1292.0547,5954.9443,17251.4333,1634.2928,1040.0542,2411.9465,277.3394,754.0662
451,678.6357,1093.9204,566.6617,1595.7367,1270.1287,5947.8306,17160.214600000003,1647.3773,1052.405,2400.6226,278.3897,756.2447
452,681.3391,1085.2238,574.216,1591.1488,1269.7463,5866.0093,17000.7384,1596.4983,1002.8704,2378.9434,289.0502,752.569
453,674.4942,1080.1674,571.3866,1588.4163,1268.4008,5817.3887,16947.7339,1612.5055,1022.702,2357.4343,280.8604,743.2482
454,670.962,1077.0758,552.0704,1569.1155,1263.3131,5785.978,16858.0128,1624.843,1017.481,2350.496,273.1149,711.2649
455,670.1928,1059.2736,573.5333,1572.8761,1250.6655,5751.6504,16758.1051,1607.0452,1002.9716,2330.9,288.2758,746.0709
456,653.8181,1063.776,563.9416,1560.9332,1255.5878,5749.0454,16673.5523,1558.052,1009.4635,2317.1963,275.6886,738.049
457,649.6636,1062.8977,564.4816,1543.8699,1248.6462,5672.675,16684.4106,1603.4336,1014.0934,2309.802,264.9234,736.199
458,663.0578,1052.3511,573.1242,1535.7263,1244.321,5681.2007,16575.9795,1598.3856,1002.9263,2291.9016,275.776,721.7522
459,647.3832,1052.3511,573.1242,1535.7263,1244.321,5673.006,16575.9795,1598.3856,1002.9263,2291.9016,275.776,721.7522
460,647.3832,1047.5522,573.3864,1520.1962,1224.6549,5632.332,16468.513099999996,1590.8561,989.2806,2270.7744,274.1269,717.6462
461,638.0902,1040.1602,567.1278,1518.5864,1219.9927,5632.332,16415.0595,1598.3441,999.734,2263.929,258.457,730.0035
462,632.2722,1029.1282,556.5624,1505.0663,1228.135,5621.949,16276.026100000003,1557.0409,981.989,2251.6753,257.9268,725.7655
463,636.4547,1032.624,556.8857,1492.8074,1210.631,5586.4526,16162.862799999999,1526.0133,954.0633,2239.8652,266.1366,733.2253
464,632.856,1032.0968,561.2582,1497.3605,1204.8341,5546.282,16143.825300000002,1548.7909,962.9613,2209.871,261.3554,720.3876
465,627.971,1028.7867,555.7335,1504.5565,1197.6826,5517.755,16131.8433,1560.0593,967.7474,2212.4197,264.0033,719.2501
466,614.3737,1025.4933,570.9894,1487.3715,1209.624,5516.9385,16071.9289,1562.0131,932.1949,2209.3257,280.6509,706.609
467,630.6211,1016.2447,546.9237,1508.0338,1196.607,5507.2305,16048.563699999999,1570.0879,933.3387,2202.2654,278.6949,718.5483
468,619.2138,1012.1653,545.6769,1495.1337,1191.4158,5457.036,15890.242700000003,1508.878,941.8662,2182.7168,268.5545,712.8514
469,605.2761,1015.0539,559.7695,1485.5155,1181.6382,5458.6055,15929.287999999999,1557.7717,945.2765,2177.8958,261.8583,711.462
470,611.1809,1008.7355,556.2716,1478.4722,1194.8188,5425.708,15886.4581,1565.5245,950.7139,2167.7534,251.2227,704.2029
471,610.3336,1010.4119,553.3028,1475.3354,1180.3857,5421.8657,15833.830699999999,1549.251,927.6478,2162.1348,255.3627,705.6692
472,599.0169,1011.4544,549.0132,1470.2196,1176.2092,5398.409,15789.6576,1546.5302,948.5341,2147.9604,244.8097,701.9479
473,602.3236,999.0533,543.9875,1451.7964,1198.8969,5415.3125,15735.620200000001,1508.4019,933.3068,2146.9937,252.1399,707.2534
474,601.0277,997.1243,559.1257,1457.5315,1174.2487,5390.6553,15665.941000000003,1532.2252,919.0823,2145.5298,247.8765,695.3021
475,604.8449,1002.5411,555.0431,1444.6055,1176.623,5392.7627,15643.5171,1520.4436,915.1298,2132.9265,256.9539,696.1676
476,585.469,992.3073,556.2895,1465.6506,1171.5559,5333.05,15651.988000000001,1545.3821,929.8096,2126.7932,254.7125,694.1401
477,586.3726,997.6278,557.2843,1434.8292,1166.0939,5357.614,15571.7002,1542.1248,921.2643,2116.6238,249.1538,687.3084
478,584.7549,987.1621,565.3427,1461.3088,1164.8749,5328.9746,15552.765000000001,1523.9581,923.3185,2108.9192,246.3907,686.1377
479,588.406,990.7184,546.4107,1440.0681,1154.5372,5314.635,15505.6448,1546.7378,936.3479,2095.444,243.4074,697.5963
480,582.387,986.4995,558.445,1428.3779,1153.0302,5296.9463,15457.268799999998,1531.9031,919.6213,2096.509,234.6072,695.509
481,593.0859,984.1097,560.3324,1430.9393,1150.3391,5271.99,15417.9655,1525.9729,898.496,2086.82,249.0118,686.356
482,596.0853,981.2217,546.9955,1423.1943,1150.4038,5259.6807,15372.1247,1526.1775,904.2927,2077.2935,232.854,696.7363
483,581.39,982.2674,560.9009,1420.9806,1162.6064,5249.503,15359.6491,1520.4592,906.8358,2083.984,237.4034,678.0697
484,585.6974,976.3864,551.8917,1419.2854,1153.6771,5251.5654,15239.299900000002,1479.8762,874.7974,2075.4849,242.3446,684.8085
485,583.1557,973.8189,556.295,1416.4406,1147.1361,5220.4443,15299.625399999999,1514.8326,904.0034,2078.0186,227.3369,677.5151
486,584.4235,977.0656,551.3992,1414.1598,1135.5336,5197.592,15250.0841,1521.1674,903.5604,2069.958,233.6135,681.4713
487,579.4868,972.7518,531.1989,1397.1179,1152.2368,5219.8047,15177.1693,1519.8793,901.1463,2058.406,230.5477,682.4439
488,574.8937,972.7518,531.1989,1397.1179,1152.2368,5182.6685,15177.1693,1519.8793,901.1463,2058.406,230.5477,682.4439
489,574.8937,973.3612,542.9838,1393.3856,1148.7311,5156.547,15136.545300000002,1506.16,872.1422,2058.3735,245.8603,674.3357
490,562.3584,969.3996,537.9244,1386.1981,1141.3063,5156.547,15145.374499999998,1516.2501,899.0518,2050.226,242.8214,682.6303
491,562.0001,964.3989,548.9736,1398.0378,1140.8829,5158.8535,15117.0347,1525.7278,886.7844,2050.4192,240.1814,669.8725
492,564.7122,960.8588,558.4816,1396.5813,1146.4899,5157.5664,15116.531,1528.8529,867.109,2051.413,249.6607,660.757
493,563.9694,958.1782,545.2616,1396.4882,1136.5261,5127.044,15020.9049,1481.6178,877.9349,2050.6736,247.5179,668.6061
494,562.0375,961.9959,549.3253,1392.2561,1136.6492,5132.3574,14995.0131,1469.175,883.1746,2043.283,232.2747,664.8827
495,557.772,957.3986,547.9862,1386.7073,1154.3416,5096.063,14968.879299999999,1471.9387,865.299,2039.615,244.1217,655.0297
496,561.713,955.2896,552.9412,1379.9207,1160.0991,5104.2246,15018.2886,1510.2189,882.0997,2047.1348,235.5013,645.8884
497,561.1309,956.6481,541.6648,1392.8135,1133.8481,5084.7285,15005.980700000002,1501.1835,899.7336,2042.5609,227.0807,676.964
498,557.7921,948.3071,545.8241,1372.6149,1150.7994,5088.064,14948.288600000002,1496.6328,865.5099,2035.0625,239.6224,667.668
499,559.9985,958.0621,546.7192,1380.3108,1148.5763,5075.6914,14981.0105,1471.2777,883.142,2043.2405,239.4332,673.9309
500,559.4888,946.3261,549.2136,1393.8413,1151.9034,5066.249,15003.811699999998,1514.3274,878.7494,2048.0547,238.6124,668.0586
501,554.1193,957.6503,545.1049,1371.9779,1143.8984,5076.829,14997.7087,1508.1917,876.4081,2056.8706,233.3707,682.7949
502,554.8416,952.4086,548.5774,1377.9395,1143.466,5060.6055,15018.068500000001,1524.5966,893.7934,2058.3816,237.1884,675.054
503,557.919,949.3387,550.8032,1382.4972,1141.2737,5066.5996,14999.143,1523.1781,884.5209,2050.0527,242.6932,670.8388
504,557.8975,944.4858,545.323,1349.6282,1153.1101,5048.744,14923.868299999998,1484.7694,895.0103,2052.9246,235.8766,664.8026
505,555.3557,945.9083,550.202,1377.1564,1150.7686,5046.049,14911.8786,1478.9785,871.3699,2050.8252,235.9143,662.5519
506,551.1455,943.0647,543.0972,1370.396,1147.6493,5042.582,14945.817700000001,1494.3855,884.2729,2048.538,228.3466,669.5225
507,559.204,949.744,545.8788,1360.945,1156.6659,5037.058,14952.628200000001,1507.0745,864.4908,2055.4238,234.3196,675.9126
508,554.2962,947.4536,546.6875,1370.6984,1154.2893,5057.341,14937.9664,1514.8585,873.8481,2047.3318,233.7983,671.8583
509,552.4053,949.9797,561.5588,1382.4219,1155.1505,5047.877,14955.212,1524.2488,869.5681,2049.2935,242.5108,652.6513
510,555.3511,947.2492,562.5311,1385.7091,1151.9237,5024.7373,15016.9574,1525.7966,900.4285,2044.6499,231.8629,664.1422
511,559.9938,955.1279,551.1744,1369.8798,1161.414,5012.4775,14970.8281,1507.8442,875.2315,2055.079,243.1204,669.5706
512,558.5623,953.0416,545.8134,1396.7343,1156.4177,5042.6704,15067.6378,1508.5686,908.0701,2057.302,232.8394,696.0493
513,559.2224,959.7813,532.7466,1372.8718,1159.3881,5023.824,15026.846099999999,1483.1038,895.4191,2070.365,231.1298,697.8072
514,566.6299,953.0922,552.8261,1386.0463,1159.2032,5053.579,15029.923200000001,1478.3605,873.2385,2063.3354,243.5329,688.1032
515,566.4954,959.5213,546.3801,1386.671,1168.7073,5057.6035,15084.801800000001,1519.8982,880.6537,2069.4404,236.7292,689.9182
516,569.4097,952.9385,554.3272,1388.6707,1171.938,5065.6895,15107.0467,1525.3131,896.9097,2065.9958,239.3585,678.2434
517,572.3948,949.3778,547.629,1381.8846,1167.7686,5057.4727,15075.550799999999,1481.1747,893.8528,2066.1743,241.7707,702.2356
518,562.5431,953.0277,551.4147,1396.5742,1180.5321,5060.957,15100.7146,1486.8495,884.8038,2071.7065,244.2188,683.4304
519,568.0856,963.6071,543.0383,1383.3712,1173.5115,5081.1396,15081.4164,1484.3657,895.6483,2084.3462,246.0002,691.3188
520,561.1534,971.0422,560.5981,1420.3672,1170.942,5080.0713,15204.0385,1486.6484,899.3381,2084.7268,245.0418,682.0729
521,566.8284,963.773,552.5127,1413.7955,1191.1165,5055.0557,15196.369299999998,1490.2626,889.7966,2089.9238,248.1698,682.493
522,571.3871,969.0775,560.8892,1391.2115,1186.9314,5116.4326,15246.7719,1484.2839,914.3009,2099.3538,240.7797,697.5016
523,577.0314,977.8326,551.8346,1396.093,1195.1001,5103.1387,15309.0768,1509.5266,915.133,2114.2747,244.989,703.0768
524,574.547,999.4108,558.6522,1393.3097,1213.9849,5125.411,15355.851599999998,1512.597,866.8227,2112.124,238.8481,707.2844
525,567.2455,983.5248,552.1726,1401.0436,1207.4075,5126.6694,15452.8417,1531.5896,942.799,2114.0479,251.3644,708.6956
526,578.7543,982.9057,561.7432,1422.0541,1207.9285,5185.5723,15443.856000000002,1522.4265,912.7507,2127.923,248.9377,704.8077
527,583.4512,986.4153,555.8444,1399.5609,1209.8252,5181.4424,15476.1451,1536.1672,941.1292,2133.9946,247.5921,708.4413
528,588.9149,992.7037,551.3522,1397.0558,1224.407,5168.9277,15585.314199999999,1575.4879,940.3642,2141.5322,241.1642,712.1105
529,579.7571,994.3092,559.0374,1427.5344,1223.1914,5168.26,15598.475799999998,1572.6667,926.757,2133.1396,250.9768,720.5914
530,577.5512,990.877,566.1423,1425.7981,1221.6747,5229.3794,15627.624699999998,1588.9974,932.3763,2138.7078,244.2955,714.5548
531,581.7203,992.277,553.3247,1420.6267,1228.2646,5212.7207,15679.2525,1602.632,950.7701,2152.1304,245.378,724.9573
532,577.0067,1000.9946,558.8021,1407.43,1237.132,5222.4805,15603.593200000001,1566.5365,914.1768,2137.7012,249.4571,720.8701
533,582.4028,998.4113,559.9708,1406.7112,1234.6309,5231.885,15645.9841,1587.7666,941.3049,2147.3772,253.8627,715.6893
534,578.5452,1007.0548,564.8825,1408.5293,1245.8312,5228.09,15685.3332,1580.9214,929.9437,2159.2075,276.6361,714.1561
535,562.6403,1012.006,557.5531,1412.5048,1231.0665,5221.714,15807.658,1586.4473,942.2711,2180.832,268.6853,740.9734
536,578.0555,1004.5223,572.3038,1441.6093,1248.2247,5235.5303,15889.0587,1587.4156,946.2102,2170.69,276.9539,733.7974
537,592.6753,1002.2308,563.9026,1404.8894,1257.9052,5297.263,15938.7304,1608.8782,986.1179,2184.0767,263.914,736.9251
538,593.4481,1009.0751,557.6973,1443.6091,1262.0474,5314.6562,15966.437699999999,1562.0289,959.9254,2219.3477,259.9033,751.9733
539,595.9547,1014.8419,553.1028,1429.8727,1264.3086,5336.4424,15995.903700000003,1561.3961,973.5638,2205.933,262.8862,762.0237
540,598.5325,1007.9852,577.6182,1460.2421,1264.5205,5344.8755,16105.1802,1594.1449,972.109,2214.2065,265.2443,746.5412
541,595.4199,1020.945,569.7006,1436.7543,1272.8394,5369.4424,16108.211800000001,1599.5917,962.6042,2223.7124,271.0221,751.5666
542,599.5105,1028.7506,565.8656,1455.2964,1275.2283,5407.1484,16207.412199999999,1611.1423,970.8661,2230.726,279.7004,751.6083
543,608.5592,1032.8052,581.9774,1441.6073,1287.0874,5399.965,16229.0792,1617.5468,976.9912,2229.644,272.0033,736.8523
544,611.369,1037.5532,576.9374,1477.8196,1278.902,5429.669,16329.0205,1617.183,981.7905,2249.8662,283.1498,764.9493
545,611.2365,1044.9199,567.652,1469.948,1282.19,5441.1953,16450.0854,1636.54,978.6133,2267.6182,281.3105,787.9919
546,630.4471,1052.0193,559.0062,1469.6357,1297.4998,5449.633,16544.4041,1634.5002,1008.6252,2286.7236,277.2791,781.6074
547,625.6912,1054.0269,552.7948,1499.3872,1311.177,5502.8545,16716.2618,1657.1202,998.0383,2319.3083,285.6076,802.015
548,647.4335,1064.5698,569.9316,1487.0251,1318.3247,5551.8164,16728.0827,1653.039,990.5556,2322.9924,286.6538,789.9153
549,636.302,1064.1761,562.3983,1500.6774,1326.6719,5589.353,16805.3883,1618.1201,1002.6429,2336.6392,282.8378,802.8828
550,641.1201,1075.6155,558.3732,1498.4215,1338.5571,5608.7734,16834.8042,1613.7092,982.7587,2340.586,302.8128,806.6611
551,653.6997,1080.6443,556.5316,1504.9924,1336.5759,5667.2217,16985.0219,1650.8961,1013.9753,2351.4937,301.2281,813.4522
552,651.016,1082.2207,563.6082,1517.1873,1336.905,5663.6094,17045.9091,1661.5684,1032.6665,2367.2632,301.2303,817.4895
553,644.1284,1084.8444,578.2957,1563.3531,1339.6597,5724.2163,17149.8558,1681.0562,1003.0489,2377.16,299.8209,807.9718
554,658.9195,1095.3599,568.2344,1530.4747,1347.0459,5721.6416,17114.706499999997,1630.9949,1015.3865,2380.5317,302.8198,817.1901
555,664.654,1104.7878,568.6364,1510.987,1350.6357,5755.7256,17188.5573,1654.2186,1019.1737,2396.5234,306.5699,829.4619
556,673.9096,1114.1895,554.3253,1514.4133,1352.6604,5762.0146,17291.5542,1693.8422,1046.3206,2419.6082,300.2035,827.2817
557,671.6605,1123.4702,553.8379,1548.7396,1355.5383,5773.6533,17341.078999999998,1671.4847,1024.0117,2424.8506,311.1302,837.5335
558,673.5193,1116.7908,580.1439,1559.7246,1343.9205,5797.049,17421.1017,1687.6041,1039.0686,2441.6475,302.3477,827.538
559,677.148,1126.32,580.7172,1566.7517,1363.0181,5816.963,17457.7747,1646.1409,1028.149,2466.1997,312.6372,825.7233
560,676.142,1129.5461,573.4039,1547.0242,1360.0192,5845.168,17523.2993,1658.5769,1050.2446,2465.2085,313.8136,834.5589
561,682.7979,1136.3416,584.6318,1581.1385,1343.8342,5865.9756,17673.7134,1693.7266,1076.929,2492.4895,325.7199,822.5469
562,681.9544,1140.3867,578.5122,1572.2587,1362.3896,5908.1055,17727.754599999997,1694.5106,1061.0466,2515.1323,321.7952,827.918
563,690.3662,1141.134,582.2737,1575.514,1347.3857,5934.401,17816.191700000003,1718.0015,1087.2498,2493.3135,321.5615,838.4757
564,692.2073,1144.477,573.2287,1570.1523,1357.7886,5963.4385,17828.797700000003,1668.286,1069.1349,2515.5642,330.3196,847.0546
565,694.7772,1145.9546,583.7734,1579.4958,1358.9207,6019.075,17865.396299999997,1706.9382,1067.6833,2526.4595,326.7925,836.4059
566,706.0184,1145.4961,582.9011,1589.272,1357.9761,6058.0146,17958.9919,1717.0968,1072.5781,2535.707,325.0267,829.7424
567,699.6263,1147.2502,575.5986,1588.1406,1336.6152,6026.954,18011.0936,1726.6311,1107.1554,2535.7358,319.6641,840.3614
568,696.5182,1151.0945,576.7427,1595.0132,1354.0275,6103.5693,18065.1655,1734.7516,1098.2515,2554.4956,327.971,829.3355
569,717.4741,1154.1946,587.2791,1587.7343,1338.9353,6137.423,18131.6309,1729.8896,1108.93,2573.3076,330.482,824.5331
570,716.6588,1159.5662,580.1557,1587.7407,1338.1272,6126.0083,18129.3524,1683.9827,1103.5939,2588.4497,342.3145,830.7625
571,703.5597,1164.0435,572.2099,1607.6069,1353.9728,6179.6865,18218.218599999997,1707.3373,1085.1486,2604.3604,342.8478,851.6048
572,726.8876,1166.6853,581.548,1596.5334,1350.4304,6211.0996,18312.7464,1733.6671,1121.038,2608.4275,342.5448,833.5422
573,721.1077,1171.6987,584.7104,1617.5144,1356.7458,6202.199,18371.5183,1740.5728,1118.0266,2622.188,337.7105,827.6892
574,741.4485,1174.3263,579.6545,1617.4076,1351.7146,6257.222,18426.088499999998,1711.3115,1114.4427,2649.629,357.7536,837.8684
575,740.8873,1164.3286,585.7632,1611.7996,1346.5183,6253.2134,18534.9387,1777.9973,1115.9987,2653.756,354.3243,827.0899
576,729.4595,1178.002,588.7239,1616.1396,1346.2017,6291.093,18521.6937,1713.3304,1125.1688,2684.0063,348.0493,829.1894
577,740.2893,1181.9319,589.0825,1614.6794,1335.135,6367.9033,18640.049199999998,1753.5757,1139.1677,2715.7705,349.0243,827.6001
578,747.4478,1179.3508,584.582,1639.5743,1339.7327,6352.593,18739.525599999997,1784.5042,1117.6727,2722.2356,361.2975,839.3953
579,760.9989,1179.1826,580.046,1621.853,1351.5302,6386.6343,18712.580599999998,1776.9829,1137.0057,2728.2795,350.4774,838.9244
580,743.6944,1180.7192,585.0028,1625.187,1342.1646,6410.1816,18750.312899999997,1754.9727,1137.6779,2741.719,355.3753,824.989
581,767.7604,1178.3813,580.9221,1627.3553,1332.9111,6404.6045,18778.5522,1726.1934,1126.8838,2752.772,367.324,838.6606
582,768.7826,1186.7881,603.3908,1633.8572,1335.9167,6434.745,18835.757700000002,1742.706,1112.5643,2778.711,371.006,823.7404
583,759.4512,1179.6863,603.0129,1642.6833,1337.6514,6478.366,18976.109,1778.451,1156.7748,2812.837,355.9527,820.3663
584,771.3583,1183.8323,598.1357,1634.5415,1345.1804,6487.626,19052.129200000003,1792.779,1144.9233,2820.55,365.1353,827.8219
585,771.1118,1184.8789,610.4308,1657.8096,1341.7786,6517.335,19070.3592,1784.5874,1156.455,2833.588,358.5803,809.7461
586,766.8425,1183.4753,595.4358,1635.0505,1331.738,6568.118,19051.5975,1748.4215,1148.1276,2861.9807,369.6617,829.9891
587,775.7603,1179.1404,610.684,1626.9227,1324.1195,6565.662,19111.446200000002,1769.7079,1135.8041,2862.3374,381.4516,827.1191
588,776.2455,1173.6077,610.4569,1668.74,1325.565,6571.957,19200.036300000003,1793.2197,1155.5021,2878.4202,376.3817,819.3217
589,777.3628,1177.8152,596.0538,1631.1016,1313.8523,6617.914,19264.791400000002,1807.474,1177.5115,2896.1313,373.4493,830.7575
590,766.2084,1183.0792,602.201,1660.5496,1302.23,6621.4585,19323.111,1819.0289,1170.4026,2906.7646,390.191,824.9099
591,791.6526,1188.9607,602.2393,1647.3687,1310.1088,6694.4365,19414.1911,1836.41,1163.9491,2932.0303,383.2521,836.0811
