,electricity-load-nyiso-dunwod,electricity-load-nyiso-genese,electricity-load-nyiso-north,electricity-load-nyiso-west,electricity-load-nyiso-capitl,electricity-load-nyiso-nyc,electricity-load-nyiso-overall,electricity-load-nyiso-centrl,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-millwd,electricity-load-nyiso-mhk_valley
189,640.5696,902.8363,533.7874,1354.6731,1198.4053,5514.5547,15714.749099999999,1487.6605,965.8186,2240.915,248.3447,659.8352
190,637.5081,893.7947,525.7936,1338.566,1196.3704,5493.8457,15636.277800000003,1489.832,949.7164,2212.079,247.6419,659.2977
191,627.9934,891.1155,528.1179,1363.9281,1209.8955,5501.072,15596.323999999997,1490.3431,941.2629,2202.048,248.8982,645.9735
192,627.1939,888.6024,520.8715,1345.454,1193.8477,5469.8306,15532.413399999998,1452.6145,963.0448,2201.7812,234.7425,657.3354
193,626.7322,891.1969,525.8655,1351.2102,1194.4037,5466.0215,15498.8857,1441.8196,950.881,2195.0378,236.9351,653.9729
194,618.4543,879.872,534.5145,1353.5349,1181.0822,5441.631,15492.6805,1490.4641,945.0029,2193.0508,241.5846,640.074
195,624.9923,884.308,521.3789,1343.4806,1190.1177,5436.784,15468.305599999998,1454.178,949.3886,2186.8145,230.5008,652.8519
196,627.2223,877.4376,528.0595,1356.4939,1186.8173,5418.5625,15407.212800000001,1424.5214,947.5641,2178.4116,241.0354,644.5403
197,621.537,878.4284,524.9976,1346.6699,1182.653,5415.051,15399.624000000002,1464.5118,949.3117,2171.6323,230.2232,649.1586
198,613.2592,879.3573,511.1139,1328.2255,1192.6986,5410.6187,15348.155100000002,1422.1302,946.8401,2166.1267,239.6404,652.8221
199,611.1204,882.4171,515.3285,1329.9001,1181.8799,5407.2227,15362.7134,1464.1544,930.5573,2160.1223,228.7831,652.3761
200,607.0697,882.2545,511.3837,1337.235,1185.1061,5396.4053,15345.9743,1482.6627,927.1323,2164.8088,244.8247,646.0409
201,614.197,882.2528,535.3226,1325.3866,1187.1864,5402.79,15362.067599999998,1479.9087,929.6591,2154.4375,238.5009,654.7201
202,608.6271,881.9943,530.8485,1338.7991,1192.9342,5362.177,15306.1149,1467.5569,912.4005,2150.2305,245.1375,652.5685
203,613.1962,873.1458,523.8801,1329.1528,1186.3627,5352.6533,15248.5092,1431.3535,926.2612,2146.9968,230.6984,649.0234
204,611.6389,865.6519,537.037,1322.6259,1184.7784,5330.095,15241.490600000001,1436.7102,949.413,2141.7441,222.1883,637.6256
205,608.2563,872.8379,537.0599,1316.6758,1175.4519,5346.5225,15210.6904,1449.2582,928.4533,2141.4028,240.0388,641.0885
206,605.9097,868.3252,533.764,1317.9829,1175.2959,5341.41,15221.8103,1460.8633,919.5085,2142.416,231.2865,644.5125
207,610.5341,874.0498,537.6348,1308.6598,1184.8228,5301.2065,15230.594400000002,1448.3894,916.0604,2155.379,235.1048,647.247
208,604.507,866.8744,536.1718,1309.7834,1194.5386,5326.6445,15215.081800000002,1426.9396,930.4638,2143.563,220.9552,639.859
209,605.9557,874.6837,538.5914,1319.2324,1173.8062,5317.616,15158.4727,1439.7424,913.1769,2136.735,238.2345,641.6804
210,597.9824,871.1567,537.5508,1311.1558,1167.2922,5330.5283,15212.566499999999,1477.8179,938.4971,2142.4844,223.4652,637.8914
211,600.3989,872.1031,541.6082,1316.0139,1178.8975,5292.684,15172.5368,1457.1993,933.3422,2137.266,227.9302,639.4878
212,603.9345,878.604,533.0802,1302.509,1181.239,5299.998,15158.714700000002,1465.6433,931.1576,2132.1628,226.6396,636.0593
213,599.1646,879.3276,531.4302,1294.477,1193.1782,5278.259,15126.546600000001,1418.5017,909.7654,2150.4807,230.543,653.9384
214,604.6367,876.2864,534.9235,1296.1987,1185.513,5280.4873,15219.4679,1449.4824,913.97,2152.5981,230.5401,651.7616
215,597.6456,882.0916,536.2184,1305.6831,1194.6638,5258.546,15189.5642,1469.663,899.0602,2159.3987,229.5558,646.2164
216,605.8472,883.2878,538.744,1319.4534,1200.9066,5308.03,15225.221700000002,1461.5232,914.1071,2150.1401,240.517,648.1715
217,602.0898,884.7264,537.6129,1325.1345,1189.6908,5261.166,15240.6239,1475.9313,912.1885,2144.7715,234.9457,654.3618
218,600.4832,881.6351,541.3924,1303.3948,1193.8851,5266.2812,15220.0545,1472.5498,895.6974,2149.1382,236.0657,655.6567
219,601.5823,876.8126,544.9999,1326.6445,1196.2161,5280.7773,15311.732500000002,1472.7632,939.0036,2144.4734,229.08,656.2167
220,604.9971,893.1295,547.9148,1320.6394,1205.3502,5289.057,15347.483699999999,1502.9043,932.7017,2145.038,228.7299,651.0786
221,600.4739,890.2192,545.6074,1330.7816,1204.0591,5320.5254,15340.866600000001,1514.7891,920.7137,2155.1514,239.7904,648.8923
222,602.4288,894.5234,541.7754,1335.978,1209.2338,5319.5234,15374.2756,1513.3107,932.3806,2155.1423,230.1488,646.91
223,604.3356,903.9684,537.3289,1319.0565,1211.1135,5288.4336,15363.9182,1502.2557,923.4784,2159.4604,226.0642,659.3034
224,610.0858,907.0598,584.2439,1330.9346,1218.0198,5310.537,15440.1235,1465.598,934.9888,2172.3726,225.5283,643.6172
225,610.4635,906.5859,582.5852,1349.4359,1233.1516,5311.803,15564.3389,1490.2709,924.0493,2197.4153,245.4981,661.2752
226,621.988,918.8817,547.1578,1344.2781,1220.4004,5347.297,15641.0075,1488.6759,946.8857,2206.6372,243.7653,693.8978
227,616.4559,908.6837,559.4948,1358.4869,1246.664,5352.0835,15730.223399999999,1517.7964,952.6616,2214.6338,236.5248,677.9313
228,619.0775,918.8918,566.23,1372.9059,1250.5369,5413.9717,15748.8102,1492.9338,955.459,2213.2922,236.4639,682.9003
229,619.5001,923.9375,564.3016,1393.0858,1265.5608,5438.2686,15824.388800000002,1493.5791,941.7104,2220.2017,247.9837,681.1885
230,615.5837,931.4703,562.8938,1390.6814,1253.7582,5439.6963,15886.100299999998,1495.6266,939.0165,2235.515,253.8261,694.0317
231,620.602,940.7936,564.2975,1384.7097,1269.2338,5477.256,16000.072300000002,1508.5138,975.1854,2258.2573,245.2306,702.723
232,629.59,940.3878,556.671,1403.342,1275.045,5508.6787,16095.149500000001,1558.1641,978.1431,2256.0579,236.7461,717.358
233,630.8429,941.1749,568.8242,1386.3408,1279.5955,5521.5376,16172.524,1575.9095,970.1878,2271.687,250.4641,708.9447
234,627.5515,953.4387,571.3736,1399.3699,1277.1427,5542.3916,16293.745700000001,1596.1398,974.7487,2277.0437,254.1009,709.8723
235,633.3181,951.3735,569.9582,1428.4525,1290.3081,5591.844,16385.265900000002,1602.3646,972.0025,2284.4038,256.2934,728.5265
236,652.4108,959.1084,590.6671,1422.0859,1308.02,5647.1973,16587.0838,1619.9019,1059.9097,2301.8325,242.5487,718.3616
237,649.7876,976.0009,570.2476,1422.9158,1310.7427,5649.172,16685.2182,1637.9435,1002.8558,2329.1655,265.0494,756.603
238,654.946,985.8786,578.2334,1433.8855,1337.7441,5714.8604,16911.564599999998,1680.473,1040.4646,2356.8127,254.0614,751.7584
239,666.9824,998.1122,588.6392,1453.0862,1325.8617,5758.748,17017.545,1688.8353,1010.5888,2359.295,269.6361,766.444
240,663.0299,1009.7693,577.2861,1475.6113,1347.4692,5825.2705,17218.55,1722.4204,1034.8708,2388.2114,264.5565,788.3679
241,687.3504,1021.8253,583.1663,1476.7336,1339.1772,5894.0166,17233.012600000002,1705.7109,1019.052,2400.7014,268.5044,784.9697
242,667.2188,1018.3711,591.8898,1511.0453,1357.1204,5922.6367,17305.467500000002,1684.7574,1036.2842,2411.1235,268.5801,779.3004
243,671.2373,1029.6874,592.1252,1510.4797,1383.5667,5965.953,17442.424000000003,1686.8549,1035.8564,2422.4844,266.5721,789.2103
244,690.2999,1039.1183,583.6821,1508.4794,1366.084,5975.758,17555.685,1725.8204,1092.3418,2433.9524,268.0539,797.5213
245,688.9219,1039.7756,593.272,1522.3289,1396.3054,6035.287,17643.846400000002,1757.0874,1036.3285,2432.2778,282.4001,798.2292
246,718.9938,1049.0356,589.73,1512.6157,1398.4675,6051.7095,17717.619199999997,1759.9773,1059.4904,2442.3496,281.8644,797.7124
247,711.0228,1056.8838,586.309,1513.5045,1398.4025,6066.8477,17719.276100000003,1722.5908,1070.476,2436.9133,279.9247,799.1411
248,707.1411,1054.7631,580.2957,1533.2401,1397.6484,6115.3535,17786.9907,1749.964,1055.6622,2454.8047,293.918,809.3079
249,696.6466,1060.743,585.5793,1519.3005,1420.3606,6147.9893,17958.610800000002,1779.2749,1087.096,2490.5305,273.3992,821.056
250,721.4954,1074.9219,595.0783,1545.7839,1424.8223,6160.74,18124.8082,1789.5776,1082.4369,2509.8462,295.2522,812.9797
251,710.0555,1078.7631,590.202,1556.98,1440.6646,6199.7754,18196.025100000003,1796.4862,1101.7264,2509.7183,292.361,830.6749
252,714.7162,1073.9092,590.63,1560.4451,1434.5881,6284.0537,18209.7753,1736.9017,1108.3983,2524.9453,282.0306,845.475
253,741.1854,1086.8788,586.2894,1550.125,1440.1174,6283.7324,18287.3181,1753.0878,1106.5916,2530.2288,286.5189,836.9982
254,725.9172,1083.2656,602.1599,1561.556,1447.3726,6311.2666,18362.4254,1749.9028,1106.5356,2543.979,295.1769,828.8165
255,730.912,1085.0989,606.1683,1585.1458,1442.9197,6384.565,18475.022999999997,1783.2736,1096.9192,2548.226,292.2015,836.9672
256,745.8058,1102.9833,611.9403,1576.2363,1446.008,6412.7485,18556.8252,1794.4294,1109.7769,2571.7043,306.6412,839.619
257,747.0602,1102.5527,604.3055,1591.2771,1453.116,6452.297,18612.8521,1803.5499,1107.4264,2577.683,310.4402,845.735
258,752.1589,1103.6838,602.4672,1602.6632,1462.375,6450.4263,18629.718899999996,1773.6111,1099.1112,2575.644,306.9636,849.1916
259,750.1644,1106.0088,585.7857,1619.2031,1473.0874,6464.6074,18749.5588,1814.3088,1138.1033,2589.9062,298.6841,856.624
260,741.0204,1106.1809,614.3649,1620.064,1472.8876,6503.8438,18784.0605,1829.9158,1106.6263,2607.5176,317.1979,841.788
261,737.4265,1108.5681,642.7222,1623.013,1471.8804,6526.827,18983.2065,1833.1436,1154.7499,2631.375,295.0511,852.945
262,761.1986,1115.6511,637.5752,1618.5062,1483.2675,6530.091,19042.790699999998,1836.8252,1157.385,2661.3542,291.4674,851.1603
263,746.268,1114.1854,580.8037,1614.8817,1487.6252,6608.5596,18984.376900000003,1794.822,1139.6313,2674.65,295.774,858.3976
264,747.144,1115.9683,591.7289,1622.1621,1479.998,6643.3306,18988.685500000003,1785.4803,1110.4893,2681.5288,309.4446,854.351
265,770.1768,1121.0803,592.8375,1625.2458,1484.2123,6676.462,19120.8404,1819.3595,1139.3994,2706.8535,293.9039,853.1929
266,780.894,1115.6124,586.7358,1624.2643,1482.7058,6667.3574,19105.107699999997,1832.8174,1135.2737,2695.6738,308.4185,852.7429
267,757.4401,1131.2083,598.6843,1647.1785,1485.1195,6703.8613,19241.122800000005,1836.0966,1170.6914,2713.231,298.7332,843.1055
268,765.302,1121.5659,589.1847,1647.7169,1482.2715,6713.423,19254.191300000002,1836.7544,1160.9554,2717.0388,299.9316,852.6185
269,774.2503,1126.6147,589.7595,1646.1323,1471.8787,6751.7725,19317.7403,1845.824,1160.8654,2734.62,300.747,848.2735
270,774.4522,1127.7239,599.1904,1651.0597,1472.6154,6771.9033,19333.927,1847.2241,1139.1807,2743.5981,321.0661,853.1086
271,765.7664,1135.9209,598.9827,1650.7249,1487.1593,6818.573,19373.808900000004,1858.9427,1134.4187,2766.4663,311.8721,844.8225
272,771.4314,1135.6743,585.1115,1673.1565,1470.8467,6813.3936,19397.447,1856.691,1147.8998,2766.7817,315.5574,849.0396
273,778.5595,1138.1399,584.0824,1691.1266,1481.8938,6813.0674,19515.9967,1862.8951,1164.9429,2760.4778,317.3253,856.8901
274,784.5468,1142.3333,588.0164,1700.7255,1487.8491,6818.129,19545.8541,1826.9224,1174.8533,2779.0093,296.3668,864.0754
275,793.7596,1143.8738,588.1386,1690.6069,1474.3955,6873.676,19539.161299999996,1827.4116,1174.1887,2784.6362,312.6554,853.7162
276,787.7669,1144.7373,588.6802,1692.122,1473.1698,6891.943,19657.9603,1877.0402,1178.821,2802.9902,311.2473,871.2253
277,792.608,1153.1042,592.5402,1713.762,1480.3789,6901.7715,19690.844899999996,1882.4253,1180.3002,2804.1948,316.5218,852.9795
278,780.5696,1151.4177,588.454,1698.7318,1477.1003,6925.319,19661.3889,1878.8314,1137.0333,2796.689,350.9101,861.7227
279,781.8676,1159.2118,579.3111,1692.0066,1472.5706,6934.0684,19685.4615,1850.0546,1181.2528,2806.149,308.3965,865.4564
280,796.7577,1160.1426,580.5579,1715.7137,1473.3921,6938.631,19722.5959,1879.1478,1171.828,2808.4768,307.1475,856.4793
281,795.2449,1167.7163,581.8479,1722.1746,1469.6454,6974.2944,19748.4778,1902.9319,1164.4496,2805.9314,329.2399,859.2328
282,788.724,1188.927,595.8498,1729.8551,1465.5679,6974.4653,19862.0116,1887.3064,1175.4686,2821.2756,305.2047,860.4657
283,828.9385,1186.2922,588.384,1740.3231,1466.8738,6956.584,19845.091099999998,1897.0096,1153.3873,2819.1304,322.7328,869.1744
284,801.8372,1186.8951,587.7882,1742.6476,1470.844,7003.1523,19878.8937,1858.8964,1184.3647,2844.1003,328.2613,876.8992
285,786.2184,1197.3262,589.3612,1750.7441,1477.0123,6999.9463,19888.3792,1853.3793,1168.5159,2834.5078,320.5129,872.8444
286,798.5881,1204.6364,577.0037,1747.2539,1475.173,7011.9785,19955.671899999998,1892.3247,1182.3971,2840.495,333.3666,891.9677
287,798.9908,1208.7196,591.2841,1757.7917,1477.2018,7025.587,20044.7527,1898.4847,1182.072,2862.0068,328.6713,878.5609
288,806.2713,1211.1719,594.251,1739.4996,1479.3201,7012.063,20038.411,1898.2274,1203.8298,2867.8997,319.5064,873.5361
289,815.0694,1209.0713,569.9127,1740.6458,1474.287,7053.6885,20118.638199999998,1916.0142,1217.6566,2874.3582,330.1575,901.3223
290,808.1042,1217.9495,583.3546,1738.4994,1487.893,7036.0996,20108.7764,1904.8778,1199.7092,2882.8115,329.5846,869.0538
291,812.491,1220.6067,590.1296,1741.3992,1485.947,7077.1084,20122.9239,1919.1282,1201.6105,2874.3596,333.3284,880.0114
292,804.3906,1225.9272,591.7617,1745.5125,1485.7961,7082.552,20198.0449,1932.4104,1202.9509,2905.2996,338.3986,872.5855
293,804.376,1235.6304,586.7627,1767.8083,1490.1575,7072.0127,20218.756,1921.957,1220.6465,2903.128,324.8886,870.7584
294,808.834,1233.4768,584.6837,1760.9878,1494.8286,7093.0264,20223.364,1932.9055,1194.6573,2902.9033,330.3469,878.0745
295,817.7376,1241.457,604.6777,1799.8019,1504.6625,7088.1846,20305.3761,1914.8422,1219.3422,2910.8308,323.9583,861.7998
296,806.3641,1238.0793,593.4491,1788.7727,1485.3855,7092.762,20278.772100000002,1907.9421,1217.9174,2905.4146,329.0207,867.372
297,806.2654,1251.4092,597.2777,1780.3163,1503.081,7117.6396,20336.030099999996,1912.0863,1218.6246,2917.1514,317.8856,885.652
298,809.173,1254.4451,586.8907,1787.1929,1514.7683,7139.1533,20378.408000000003,1941.6774,1203.2675,2921.9001,331.0395,890.9828
299,813.7047,1256.7241,592.9452,1823.2549,1518.0029,7143.373,20448.0722,1940.3007,1208.8917,2918.9155,336.4319,888.424
300,813.7323,1250.7167,591.4484,1796.7368,1517.5426,7132.539,20400.372199999998,1936.6558,1211.0343,2932.0078,336.4661,892.7655
301,817.0177,1250.7167,591.4484,1796.7368,1517.5426,7150.449,20400.372199999998,1936.6558,1211.0343,2932.0078,336.4661,892.7655
302,817.0177,1250.7167,591.4484,1796.7368,1517.5426,7117.9805,20400.372199999998,1936.6558,1211.0343,2932.0078,336.4661,892.7655
303,817.0177,1268.625,604.1253,1818.5393,1516.3789,7117.9805,20483.5247,1939.21,1223.2258,2940.8826,333.5458,883.0057
304,819.2007,1268.625,604.1253,1818.5393,1516.3789,7117.9805,20483.5247,1939.21,1223.2258,2940.8826,333.5458,883.0057
305,819.2007,1268.625,604.1253,1818.5393,1516.3789,7136.7856,20483.5247,1939.21,1223.2258,2940.8826,333.5458,883.0057
306,819.2007,1268.625,604.1253,1818.5393,1516.3789,7136.7856,20483.5247,1939.21,1223.2258,2940.8826,333.5458,883.0057
307,819.2007,1268.625,604.1253,1818.5393,1516.3789,7136.7856,20483.5247,1939.21,1223.2258,2940.8826,333.5458,883.0057
308,819.2007,1288.4208,598.7,1873.5826,1512.4988,7136.7856,20576.7756,1961.4747,1230.6334,2957.687,334.2397,884.9941
309,813.5505,1308.3389,606.022,1871.8439,1515.7349,7136.7856,20675.5418,1991.9504,1249.536,2959.7966,319.9443,883.6074
310,835.409,1316.9045,599.9088,1876.7383,1515.6473,7120.994,20732.710300000002,2020.8362,1227.2937,2945.4402,340.9947,890.9516
311,833.1337,1313.0854,606.3992,1869.2494,1518.9103,7133.3584,20713.002399999998,1999.2031,1233.8427,2957.0332,337.8954,886.2488
312,830.2269,1327.456,603.1698,1882.5908,1511.9808,7164.8613,20721.481099999997,2011.6763,1223.7546,2946.542,336.9314,896.1728
313,832.4506,1314.9357,605.3732,1884.4841,1511.2346,7160.908,20727.232800000005,2017.4825,1244.216,2951.0483,355.3176,894.2258
314,818.342,1320.7749,604.4448,1876.525,1505.1628,7148.756,20723.655400000003,2018.7113,1223.656,2976.3823,331.4629,883.0646
315,824.7628,1330.7142,595.8347,1865.4385,1506.0002,7130.573,20778.8703,2027.9003,1216.9493,2969.9658,349.4461,908.4426
316,825.6836,1339.1539,607.3406,1871.5359,1524.0466,7158.708,20863.8534,2042.4808,1231.3231,2985.7402,348.1605,901.3529
317,822.2624,1338.1082,620.6411,1909.8787,1526.2832,7182.495,20833.61,2029.6333,1214.2621,2981.7256,336.4327,898.1353
318,826.9683,1335.8778,604.5037,1892.6603,1524.759,7190.4565,20883.0488,2013.3783,1249.6267,2997.6152,335.1845,911.8468
319,823.9119,1344.4077,623.3757,1928.1956,1525.6366,7151.5415,20927.1106,1994.0051,1243.8915,3013.8079,343.7736,896.3028
320,821.5071,1349.6841,612.726,1896.4115,1539.8552,7193.6846,20915.7503,2056.2031,1239.1938,3008.7969,336.3239,880.938
321,831.5978,1351.9004,601.243,1903.3726,1522.5925,7192.207,20957.949499999995,2048.0728,1249.807,3006.9429,340.6747,894.7828
322,837.4241,1355.9838,609.0143,1912.235,1523.9292,7164.02,20975.251,2034.7002,1247.5111,3009.6367,332.358,886.7363
323,840.8324,1371.5319,587.7123,1923.1151,1524.9199,7201.1367,21002.8508,2037.9951,1255.206,3011.5742,346.1972,895.2446
324,832.6405,1368.6842,584.061,1926.5796,1520.7822,7222.314,21040.4622,2044.8889,1249.5885,3020.3467,358.2894,907.1351
325,811.7921,1372.9758,585.0728,1916.7311,1527.2578,7216.714,21048.475900000005,2052.5693,1250.1584,3006.1309,342.9842,903.5199
326,823.7747,1372.7998,581.2932,1945.8679,1539.8906,7248.3145,21157.8024,2056.2563,1264.8542,3032.7773,351.5061,903.7655
327,830.9302,1373.7603,593.0759,1927.687,1526.5359,7267.301,21112.168900000004,2055.8535,1250.7455,3024.8699,337.1057,889.2417
328,833.8455,1376.8052,576.8085,1953.1122,1529.5624,7277.8613,21097.661999999997,2020.6788,1275.4158,3016.72,350.5421,900.4313
329,819.8867,1383.547,575.2983,1921.1451,1528.602,7299.448,21065.4138,2021.4952,1280.9247,3021.053,336.7586,902.9702
330,830.1353,1375.5732,566.5831,1936.4772,1542.1179,7277.699,21130.7618,2057.121,1266.1074,3024.7236,343.0248,906.7043
331,820.4279,1384.3818,575.8783,1944.501,1542.8816,7263.4844,21175.855900000002,2052.1506,1278.4584,3019.3262,347.2782,897.4486
332,816.2952,1382.113,571.0874,1939.9987,1540.6592,7291.9014,21202.6838,2060.8733,1254.9775,3045.0347,354.8311,886.6979
333,828.447,1387.6602,585.6108,1978.0938,1550.3193,7317.256,21213.503899999996,2033.7599,1297.8923,3036.7368,330.6247,883.1261
334,825.6854,1387.6602,585.6108,1978.0938,1550.3193,7337.964,21213.503899999996,2033.7599,1297.8923,3036.7368,330.6247,883.1261
335,825.6854,1387.6602,585.6108,1978.0938,1550.3193,7303.9946,21213.503899999996,2033.7599,1297.8923,3036.7368,330.6247,883.1261
336,825.6854,1387.6602,585.6108,1978.0938,1550.3193,7303.9946,21213.503899999996,2033.7599,1297.8923,3036.7368,330.6247,883.1261
337,825.6854,1385.0281,575.8395,1978.1985,1551.7974,7303.9946,21225.7895,2065.6572,1267.6595,3051.9607,349.3142,891.0042
338,815.4738,1387.0557,570.3158,1997.9286,1545.1799,7303.9946,21173.0791,2029.8973,1281.533,3037.0557,334.925,890.9343
339,819.4658,1398.8765,572.5966,1971.6537,1555.6318,7293.8564,21149.175900000002,2024.8832,1275.0981,3034.5225,344.7234,885.8804
340,828.8437,1400.446,587.1194,1993.6257,1540.5325,7278.788,21197.6956,2030.5911,1277.9768,3039.9531,339.1706,888.7863
341,834.9841,1409.8085,585.9055,1996.6984,1548.3035,7256.466,21226.167400000002,2038.7946,1297.0574,3042.7756,353.178,885.792
342,828.0759,1410.4784,585.2708,1983.9493,1562.0894,7264.51,21204.102199999998,2030.1101,1270.8052,3046.615,333.4265,888.4365
343,825.3556,1416.212,574.7488,2009.5017,1538.3855,7239.778,21212.669800000003,2051.2578,1272.6968,3042.8242,337.77,894.6095
344,822.1962,1418.6621,566.2037,2002.6694,1548.4521,7267.5654,21229.432799999995,2055.0156,1283.4031,3048.9802,339.2161,900.8472
345,809.3253,1420.5071,567.5866,1996.5455,1540.2407,7252.4673,21228.5206,2070.1504,1288.303,3049.806,338.2184,897.2927
346,842.7657,1416.4512,589.7141,2007.2784,1556.4408,7256.658,21296.6801,2083.1575,1280.2793,3062.128,324.0114,876.0128
347,835.0326,1415.1292,555.5129,1978.1642,1551.2688,7217.1045,21257.208400000003,2074.7021,1299.1765,3058.0999,339.9087,890.9442
348,823.3546,1421.4265,561.9241,2022.0525,1556.1403,7266.174,21330.934100000002,2082.2432,1268.5691,3076.6907,360.7041,886.1084
349,831.6148,1415.5874,554.8692,2021.7476,1553.5305,7270.9473,21274.949500000002,2023.1711,1280.8226,3079.0586,347.1442,905.493
350,826.0303,1433.1943,545.5259,2043.4924,1559.1262,7263.4604,21319.3184,2022.5404,1284.2665,3091.225,352.0473,903.9679
351,826.0665,1421.8386,543.7037,2029.8384,1569.3005,7267.495,21331.118300000002,2045.5167,1278.6267,3081.7925,348.8168,898.0167
352,833.2467,1431.158,553.882,2037.0671,1562.8081,7257.866,21385.0145,2054.2075,1270.1404,3067.1414,357.7993,914.5916
353,818.7941,1417.3599,561.3502,2032.0547,1581.8074,7280.421,21394.1876,2094.2969,1288.0397,3097.7139,367.3746,897.3162
354,820.8946,1445.5813,561.8452,2060.749,1583.0842,7317.425,21455.699999999997,2057.335,1309.768,3096.6826,332.0527,903.1655
355,830.1699,1431.6565,569.2899,2073.7354,1579.5679,7235.9795,21435.816600000002,2047.585,1261.0072,3091.6873,355.365,916.0944
356,826.2255,1441.0801,574.5148,2093.9763,1580.3899,7275.2666,21522.6929,2068.2368,1306.0217,3084.7048,344.8045,911.3567
357,835.0048,1430.8102,574.0085,2070.6711,1564.9739,7283.6025,21494.0645,2094.275,1294.8138,3083.0771,347.9985,911.5236
358,839.0974,1446.3732,560.3379,2078.5422,1570.4932,7282.6025,21524.248799999998,2099.5312,1296.3627,3080.619,343.4999,927.4527
359,833.8248,1444.8728,573.0183,2087.6533,1566.3799,7282.8154,21541.093800000002,2089.7554,1284.578,3091.896,379.2806,922.0672
360,834.2866,1450.7074,572.0211,2111.6514,1566.6235,7287.212,21552.9049,2076.1357,1262.8137,3102.859,362.3765,926.0674
361,832.7822,1460.5621,571.2163,2105.7966,1573.9121,7267.3057,21586.8882,2070.7424,1300.5076,3093.3086,362.5668,921.9602
362,830.772,1460.4402,570.6585,2086.103,1581.4028,7288.867,21601.3123,2110.4968,1269.5796,3098.009,374.5004,931.4249
363,842.2635,1463.2521,566.7617,2106.8352,1592.6865,7295.5435,21683.002800000002,2107.77,1296.9708,3116.748,365.8617,924.0382
364,828.8081,1460.87,570.3773,2092.013,1588.1805,7276.4336,21675.3669,2101.785,1299.4075,3094.456,353.2749,938.3932
365,834.1085,1471.6794,575.6173,2086.1016,1580.9353,7313.2705,21627.5686,2124.2466,1314.784,3103.3838,362.6244,915.2076
366,838.2879,1471.6794,575.6173,2086.1016,1580.9353,7342.501,21627.5686,2124.2466,1314.784,3103.3838,362.6244,915.2076
367,838.2879,1471.6794,575.6173,2086.1016,1580.9353,7254.7007,21627.5686,2124.2466,1314.784,3103.3838,362.6244,915.2076
368,838.2879,1471.0728,592.2363,2090.9187,1576.1669,7254.7007,21689.9969,2127.1084,1310.1045,3109.7432,353.7174,920.0924
369,843.8148,1465.0494,586.932,2109.4014,1573.4408,7254.7007,21668.928,2124.1938,1307.913,3097.8743,352.5796,916.8475
370,857.4082,1472.4951,591.3276,2099.1155,1583.5339,7295.0215,21657.316300000002,2119.0637,1299.0702,3097.8755,369.6033,914.7456
371,847.3126,1466.8853,597.8345,2103.4219,1576.7251,7277.288,21612.125,2078.5479,1306.764,3097.501,375.1881,922.7034
372,824.5858,1478.0144,604.7425,2118.683,1580.8701,7263.1733,21724.298899999998,2106.6533,1313.3416,3114.9644,357.8416,926.113
373,852.745,1476.1921,593.1696,2095.8481,1584.9159,7261.968,21713.5364,2120.5583,1314.8064,3119.2827,350.6631,918.2102
374,830.094,1482.6372,586.8954,2092.4739,1589.4637,7270.33,21739.8107,2113.8418,1336.0441,3109.173,366.7085,928.3599
375,835.9476,1490.8794,580.3748,2080.8254,1608.2344,7309.796,21704.207500000004,2124.9211,1325.42,3115.313,365.7541,922.2445
376,835.9664,1488.6704,588.5007,2090.5366,1596.7183,7298.2656,21692.9187,2128.7593,1338.9756,3096.9976,355.4324,921.3167
377,839.4818,1483.0883,586.0395,2086.4375,1604.9651,7254.2744,21689.731499999998,2116.3406,1288.5851,3115.9888,360.4914,933.8733
378,845.5313,1504.0813,599.3934,2053.9775,1612.427,7247.5293,21707.345400000002,2124.9355,1326.3258,3124.879,376.36,913.6422
379,831.4043,1484.9514,558.0293,2080.4392,1605.1382,7268.3906,21637.353799999997,2133.44,1308.5414,3097.2354,375.5389,939.8746
380,839.8744,1480.9819,566.7912,2064.6553,1610.605,7239.9194,21565.1842,2090.467,1296.7972,3105.8408,382.7787,945.2191
381,843.7326,1486.0878,578.5509,2078.0977,1609.8457,7214.291,21518.0713,2091.413,1305.5382,3104.3145,381.2767,929.932
382,832.3698,1477.3684,562.3029,2051.3447,1607.469,7177.3154,21446.9737,2097.7163,1327.0845,3100.1875,374.8954,936.765
383,817.6212,1476.7415,562.9233,2057.5464,1609.3772,7120.645,21491.3916,2131.5796,1325.4364,3084.914,369.127,949.3912
384,834.7837,1466.7507,564.7538,2050.4417,1597.8977,7094.2188,21416.7772,2134.2593,1336.3368,3094.808,347.8606,948.4102
385,836.692,1471.6411,562.207,2045.5952,1605.3025,7089.5713,21416.6717,2141.0752,1323.6517,3075.8987,363.8873,945.5712
386,840.1768,1465.2822,563.3543,2042.1782,1602.5262,7038.5664,21480.6871,2192.1604,1319.076,3107.5918,372.5387,945.2957
387,832.0866,1457.7078,550.4248,2022.9606,1581.3884,7041.665,21416.493599999998,2182.5378,1317.6582,3086.2656,364.7792,951.5422
388,844.8047,1449.5422,560.8294,2047.9453,1584.7069,7038.597,21434.776199999997,2205.7861,1323.0374,3102.2964,367.6635,943.7169
389,848.9701,1451.8457,553.2987,2027.4016,1589.4746,7056.4243,21441.5799,2201.6162,1336.8405,3094.784,378.6558,951.0468
