,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro
382,1619.0,4396.0,234.0,3146.0,2.0,421.0,2887.0
383,1619.0,4396.0,234.0,3146.0,2.0,421.0,2887.0
384,1621.0,4395.0,225.0,3101.0,2.0,416.0,2886.0
385,1622.0,4393.0,226.0,3095.0,2.0,402.0,2882.0
386,1626.0,4394.0,233.0,3112.0,2.0,397.0,2896.0
387,1633.0,4396.0,237.0,3138.0,2.0,390.0,2906.0
388,1633.0,4396.0,237.0,3138.0,2.0,390.0,2906.0
389,1662.0,4396.0,238.0,3169.0,2.0,377.0,2921.0
390,1647.0,4394.0,242.0,3169.0,2.0,379.0,2952.0
391,1629.0,4394.0,244.0,3131.0,2.0,373.0,2927.0
392,1623.0,4396.0,245.0,3056.0,2.0,373.0,2783.0
393,1625.0,4397.0,243.0,3019.0,2.0,377.0,2697.0
394,1637.0,4397.0,240.0,3071.0,2.0,386.0,2629.0
395,1659.0,4397.0,235.0,3107.0,2.0,394.0,2586.0
396,1659.0,4397.0,235.0,3107.0,2.0,394.0,2586.0
397,1739.0,4397.0,241.0,3163.0,2.0,388.0,2524.0
398,1756.0,4395.0,241.0,3185.0,2.0,401.0,2511.0
399,1754.0,4395.0,243.0,3193.0,2.0,355.0,2504.0
400,1751.0,4395.0,245.0,3176.0,2.0,377.0,2517.0
401,1716.0,4396.0,247.0,3117.0,2.0,407.0,2556.0
402,1716.0,4396.0,247.0,3117.0,2.0,407.0,2556.0
403,1716.0,4396.0,247.0,3117.0,2.0,407.0,2556.0
404,584.0,0.0,32.0,896.0,0.0,418.0,40.0
405,1671.0,4397.0,241.0,3091.0,2.0,408.0,2501.0
406,1671.0,4397.0,241.0,3091.0,2.0,408.0,2501.0
407,1671.0,4397.0,241.0,3091.0,2.0,408.0,2501.0
408,1705.0,4399.0,241.0,3057.0,2.0,432.0,2581.0
409,1741.0,4397.0,241.0,3071.0,2.0,431.0,2607.0
410,1772.0,4399.0,240.0,3072.0,2.0,426.0,2570.0
411,1784.0,4398.0,240.0,3055.0,2.0,415.0,2615.0
412,1807.0,4399.0,241.0,3071.0,2.0,404.0,2646.0
413,1820.0,4397.0,241.0,3147.0,2.0,399.0,2689.0
414,1846.0,4398.0,240.0,3237.0,2.0,393.0,2699.0
415,1860.0,4399.0,238.0,3222.0,2.0,393.0,2650.0
416,1862.0,4396.0,240.0,3062.0,2.0,398.0,2707.0
417,1925.0,4398.0,245.0,3111.0,2.0,400.0,2789.0
418,1981.0,4397.0,241.0,3069.0,2.0,398.0,2922.0
419,2012.0,4398.0,240.0,3065.0,2.0,393.0,2954.0
420,2030.0,4397.0,236.0,3106.0,2.0,387.0,3003.0
421,2059.0,4398.0,238.0,3131.0,2.0,377.0,3002.0
422,2056.0,4398.0,239.0,3221.0,2.0,369.0,3063.0
423,2086.0,4397.0,240.0,3333.0,2.0,357.0,3103.0
424,2186.0,4397.0,236.0,3365.0,2.0,352.0,3166.0
425,2318.0,4396.0,235.0,3277.0,2.0,352.0,3202.0
426,2469.0,4398.0,236.0,3236.0,2.0,352.0,3146.0
427,2492.0,4396.0,235.0,3248.0,2.0,349.0,3169.0
428,2578.0,4397.0,231.0,3301.0,2.0,342.0,3189.0
429,2616.0,4397.0,233.0,3354.0,2.0,335.0,3234.0
430,2657.0,4395.0,234.0,3384.0,2.0,327.0,3256.0
431,2718.0,4398.0,239.0,3400.0,2.0,322.0,3283.0
432,2794.0,4397.0,232.0,3378.0,2.0,311.0,3322.0
433,2860.0,4397.0,234.0,3376.0,2.0,298.0,3330.0
434,2896.0,4400.0,230.0,3399.0,2.0,288.0,3372.0
435,2910.0,4397.0,226.0,3433.0,2.0,293.0,3411.0
436,2919.0,4395.0,225.0,3493.0,2.0,293.0,3390.0
437,2960.0,4399.0,228.0,3538.0,2.0,298.0,3366.0
438,3007.0,4396.0,231.0,3595.0,2.0,297.0,3337.0
439,3011.0,4397.0,238.0,3624.0,2.0,297.0,3381.0
440,3075.0,4397.0,242.0,3629.0,2.0,293.0,3447.0
441,3199.0,4398.0,247.0,3615.0,2.0,290.0,3494.0
442,3265.0,4395.0,240.0,3621.0,2.0,287.0,3489.0
443,3271.0,4398.0,245.0,3650.0,2.0,280.0,3453.0
444,3289.0,4401.0,244.0,3650.0,2.0,275.0,3488.0
445,3349.0,4398.0,244.0,3624.0,2.0,274.0,3500.0
446,3410.0,4398.0,247.0,3616.0,2.0,269.0,3478.0
447,3442.0,4387.0,250.0,3641.0,2.0,255.0,3510.0
448,3477.0,4382.0,247.0,3662.0,2.0,244.0,3522.0
449,3488.0,4376.0,239.0,3674.0,2.0,236.0,3524.0
450,3516.0,4374.0,237.0,3686.0,2.0,226.0,3519.0
451,3559.0,4373.0,240.0,3690.0,2.0,215.0,3505.0
452,3571.0,4372.0,234.0,3667.0,2.0,209.0,3459.0
453,3569.0,4371.0,235.0,3654.0,2.0,196.0,3491.0
454,3567.0,4374.0,237.0,3650.0,2.0,187.0,3510.0
455,3566.0,4394.0,242.0,3657.0,2.0,184.0,3501.0
456,3566.0,4382.0,237.0,3653.0,2.0,182.0,3498.0
457,3567.0,4382.0,237.0,3673.0,2.0,184.0,3494.0
458,3571.0,4380.0,241.0,3675.0,2.0,180.0,3488.0
459,3578.0,4380.0,247.0,3686.0,2.0,178.0,3497.0
460,3579.0,4379.0,244.0,3688.0,2.0,178.0,3512.0
461,3606.0,4379.0,240.0,3669.0,2.0,176.0,3528.0
462,3605.0,4388.0,231.0,3677.0,2.0,178.0,3551.0
463,3605.0,4388.0,231.0,3677.0,2.0,178.0,3551.0
464,3646.0,4395.0,229.0,3572.0,2.0,168.0,3640.0
465,3651.0,4395.0,240.0,3552.0,2.0,162.0,3587.0
466,3652.0,4394.0,241.0,3542.0,2.0,171.0,3573.0
467,3653.0,4391.0,242.0,3544.0,2.0,181.0,3576.0
468,3653.0,4391.0,242.0,3544.0,2.0,181.0,3576.0
469,3651.0,4395.0,235.0,3534.0,2.0,183.0,3593.0
470,3649.0,4396.0,224.0,3542.0,2.0,175.0,3589.0
471,3657.0,4393.0,225.0,3535.0,2.0,179.0,3611.0
472,3666.0,4393.0,224.0,3525.0,2.0,175.0,3598.0
473,3663.0,4391.0,222.0,3513.0,2.0,175.0,3605.0
474,3657.0,4390.0,220.0,3495.0,2.0,170.0,3613.0
475,3599.0,4390.0,221.0,3464.0,2.0,164.0,3613.0
476,3462.0,4394.0,222.0,3526.0,2.0,156.0,3573.0
477,3436.0,4385.0,218.0,3496.0,2.0,152.0,3562.0
478,3447.0,4384.0,223.0,3440.0,2.0,152.0,3600.0
479,3462.0,4383.0,222.0,3421.0,2.0,159.0,3604.0
480,3462.0,4384.0,217.0,3440.0,2.0,164.0,3611.0
481,3434.0,4385.0,226.0,3451.0,2.0,170.0,3600.0
482,3453.0,4385.0,224.0,3483.0,2.0,172.0,3592.0
483,3471.0,4394.0,227.0,3476.0,2.0,171.0,3605.0
484,3470.0,4397.0,223.0,3509.0,2.0,176.0,3595.0
485,3441.0,4397.0,223.0,3467.0,2.0,175.0,3604.0
486,3433.0,4394.0,225.0,3470.0,2.0,180.0,3593.0
487,3416.0,4394.0,223.0,3442.0,2.0,182.0,3593.0
488,3320.0,4394.0,220.0,3415.0,2.0,183.0,3567.0
489,3320.0,4394.0,220.0,3415.0,2.0,183.0,3567.0
490,3320.0,4394.0,224.0,3271.0,2.0,166.0,3542.0
491,3321.0,4399.0,225.0,3269.0,2.0,162.0,3572.0
492,3305.0,4399.0,223.0,3286.0,2.0,165.0,3580.0
493,3312.0,4398.0,225.0,3275.0,2.0,163.0,3581.0
494,3311.0,4400.0,225.0,3293.0,2.0,164.0,3519.0
495,3320.0,4399.0,226.0,3281.0,2.0,168.0,3523.0
496,3311.0,4398.0,229.0,3217.0,2.0,172.0,3534.0
497,3305.0,4397.0,225.0,3230.0,2.0,171.0,3522.0
498,3305.0,4397.0,225.0,3230.0,2.0,171.0,3522.0
499,3308.0,4396.0,224.0,3189.0,2.0,165.0,3526.0
500,3296.0,4400.0,223.0,3192.0,2.0,162.0,3561.0
501,3298.0,4398.0,223.0,3196.0,2.0,151.0,3589.0
502,3285.0,4398.0,223.0,3200.0,2.0,148.0,3609.0
503,3252.0,4399.0,223.0,3219.0,2.0,147.0,3614.0
504,3219.0,4399.0,226.0,3229.0,2.0,147.0,3606.0
505,3195.0,4398.0,226.0,3226.0,2.0,143.0,3612.0
506,3195.0,4398.0,226.0,3226.0,2.0,143.0,3612.0
507,3201.0,4397.0,228.0,3153.0,2.0,137.0,3620.0
508,3229.0,4399.0,226.0,3132.0,2.0,129.0,3611.0
509,3266.0,4398.0,228.0,3107.0,2.0,126.0,3547.0
510,3282.0,4398.0,234.0,3091.0,2.0,120.0,3548.0
511,3338.0,4397.0,231.0,3131.0,2.0,113.0,3540.0
512,3343.0,4398.0,232.0,3165.0,2.0,110.0,3565.0
513,3310.0,4400.0,235.0,3214.0,2.0,111.0,3613.0
514,3310.0,4400.0,235.0,3214.0,2.0,111.0,3613.0
515,3337.0,4399.0,234.0,3212.0,2.0,118.0,3635.0
516,3358.0,4399.0,236.0,3224.0,2.0,121.0,3633.0
517,3377.0,4399.0,237.0,3222.0,2.0,128.0,3610.0
518,3390.0,4397.0,236.0,3236.0,2.0,133.0,3637.0
519,3413.0,4399.0,237.0,3259.0,2.0,136.0,3623.0
520,3438.0,4398.0,235.0,3249.0,2.0,137.0,3642.0
521,3458.0,4399.0,239.0,3221.0,2.0,131.0,3610.0
522,3458.0,4399.0,239.0,3221.0,2.0,131.0,3610.0
523,3495.0,4397.0,232.0,3177.0,2.0,122.0,3633.0
524,3499.0,4399.0,231.0,3271.0,2.0,119.0,3613.0
525,3508.0,4397.0,230.0,3252.0,2.0,113.0,3644.0
526,3529.0,4398.0,229.0,3228.0,2.0,108.0,3632.0
527,3552.0,4398.0,225.0,3244.0,2.0,104.0,3627.0
528,3575.0,4397.0,223.0,3256.0,2.0,101.0,3639.0
529,3583.0,4398.0,217.0,3276.0,2.0,99.0,3642.0
530,3588.0,4397.0,221.0,3309.0,2.0,93.0,3671.0
531,3599.0,4399.0,225.0,3341.0,2.0,89.0,3701.0
532,3609.0,4398.0,228.0,3379.0,2.0,82.0,3705.0
533,3603.0,4398.0,224.0,3387.0,2.0,80.0,3689.0
534,3610.0,4398.0,223.0,3390.0,2.0,81.0,3683.0
535,3636.0,4398.0,221.0,3480.0,2.0,82.0,3654.0
536,3616.0,4399.0,225.0,3397.0,2.0,85.0,3540.0
537,3593.0,4396.0,226.0,3352.0,2.0,85.0,3485.0
538,3614.0,4398.0,223.0,3390.0,2.0,86.0,3514.0
539,3599.0,4398.0,222.0,3458.0,2.0,86.0,3531.0
540,3605.0,4399.0,221.0,3526.0,2.0,88.0,3533.0
541,3621.0,4400.0,223.0,3596.0,2.0,88.0,3591.0
542,3637.0,4398.0,222.0,3769.0,2.0,88.0,3543.0
543,3686.0,4399.0,218.0,3860.0,2.0,90.0,3571.0
544,3825.0,4397.0,219.0,3906.0,2.0,87.0,3622.0
545,3898.0,4398.0,218.0,3958.0,2.0,87.0,3623.0
546,3898.0,4399.0,221.0,4050.0,2.0,88.0,3654.0
547,3904.0,4398.0,225.0,4174.0,2.0,89.0,3615.0
548,3928.0,4397.0,223.0,4257.0,4.0,85.0,3618.0
549,3938.0,4398.0,223.0,4313.0,22.0,82.0,3643.0
550,3938.0,4398.0,223.0,4313.0,22.0,82.0,3643.0
551,3951.0,4398.0,220.0,4336.0,48.0,83.0,3666.0
552,3954.0,4400.0,223.0,4360.0,49.0,86.0,3674.0
553,3948.0,4398.0,222.0,4408.0,52.0,88.0,3675.0
554,3943.0,4399.0,225.0,4398.0,83.0,89.0,3667.0
555,3936.0,4399.0,225.0,4385.0,115.0,89.0,3655.0
556,3989.0,4397.0,226.0,4318.0,133.0,94.0,3674.0
557,3989.0,4399.0,225.0,4212.0,127.0,93.0,3739.0
558,3979.0,4398.0,227.0,4181.0,99.0,94.0,3751.0
559,3981.0,4397.0,227.0,4136.0,65.0,95.0,3749.0
560,3998.0,4398.0,226.0,4070.0,49.0,96.0,3795.0
561,4012.0,4399.0,226.0,4074.0,46.0,97.0,3809.0
562,4018.0,4398.0,223.0,4087.0,33.0,96.0,3807.0
563,4020.0,4397.0,226.0,4097.0,2.0,95.0,3807.0
564,4008.0,4398.0,227.0,4112.0,2.0,91.0,3815.0
565,3979.0,4398.0,225.0,4124.0,2.0,91.0,3816.0
566,3961.0,4399.0,224.0,4130.0,2.0,91.0,3804.0
567,3960.0,4398.0,227.0,4135.0,2.0,94.0,3801.0
568,3936.0,4398.0,226.0,4149.0,2.0,100.0,3787.0
569,3885.0,4398.0,226.0,4160.0,2.0,100.0,3779.0
570,3903.0,4398.0,224.0,4105.0,2.0,100.0,3808.0
571,3881.0,4398.0,223.0,4078.0,26.0,99.0,3780.0
572,3864.0,4399.0,228.0,4087.0,42.0,98.0,3806.0
573,3873.0,4399.0,225.0,4096.0,44.0,96.0,3832.0
574,3897.0,4400.0,225.0,4088.0,44.0,100.0,3766.0
575,3992.0,4397.0,228.0,4085.0,45.0,102.0,3618.0
576,4049.0,4397.0,225.0,4041.0,45.0,102.0,3591.0
577,4066.0,4397.0,226.0,3932.0,45.0,98.0,3587.0
578,4095.0,4399.0,228.0,3886.0,45.0,98.0,3558.0
579,4083.0,4397.0,227.0,3871.0,45.0,102.0,3528.0
580,4096.0,4398.0,221.0,3839.0,45.0,108.0,3518.0
581,4106.0,4398.0,220.0,3811.0,45.0,114.0,3515.0
582,4109.0,4397.0,222.0,3801.0,45.0,119.0,3507.0
583,4109.0,4397.0,222.0,3801.0,45.0,119.0,3507.0
584,4030.0,4396.0,226.0,3829.0,5.0,128.0,3486.0
585,4006.0,4397.0,224.0,3856.0,2.0,125.0,3529.0
586,3981.0,4399.0,228.0,3834.0,2.0,123.0,3552.0
587,3944.0,4397.0,226.0,3820.0,2.0,123.0,3546.0
588,3941.0,4398.0,228.0,3785.0,2.0,126.0,3539.0
589,3935.0,4399.0,224.0,3772.0,2.0,129.0,3519.0
590,3932.0,4398.0,225.0,3778.0,2.0,137.0,3522.0
591,3927.0,4397.0,223.0,3792.0,2.0,140.0,3537.0
592,3922.0,4398.0,225.0,3778.0,2.0,141.0,3529.0
593,3919.0,4397.0,227.0,3747.0,2.0,143.0,3457.0
594,3891.0,4399.0,225.0,3706.0,2.0,146.0,3451.0
595,3798.0,4398.0,226.0,3702.0,2.0,151.0,3423.0
596,3699.0,4397.0,226.0,3738.0,2.0,153.0,3433.0
597,3585.0,4397.0,225.0,3759.0,2.0,150.0,3401.0
598,3518.0,4397.0,227.0,3740.0,2.0,142.0,3452.0
599,3474.0,4398.0,225.0,3717.0,2.0,139.0,3378.0
600,3421.0,4397.0,226.0,3653.0,2.0,138.0,3359.0
601,3397.0,4397.0,223.0,3630.0,2.0,137.0,3386.0
602,3355.0,4398.0,227.0,3627.0,2.0,135.0,3359.0
603,3312.0,4397.0,228.0,3615.0,2.0,132.0,3375.0
604,3257.0,4399.0,226.0,3598.0,2.0,126.0,3390.0
605,3198.0,4396.0,227.0,3516.0,2.0,128.0,3410.0
606,3168.0,4397.0,229.0,3420.0,2.0,129.0,3373.0
607,3151.0,4395.0,225.0,3333.0,2.0,130.0,3387.0
608,3016.0,4397.0,224.0,3334.0,2.0,129.0,3279.0
609,2946.0,4396.0,228.0,3360.0,2.0,128.0,3201.0
610,2856.0,4396.0,227.0,3384.0,2.0,129.0,3194.0
611,2780.0,4398.0,226.0,3456.0,2.0,131.0,3161.0
612,2795.0,4397.0,227.0,3399.0,2.0,137.0,3132.0
613,2799.0,4397.0,229.0,3387.0,2.0,138.0,3037.0
614,2756.0,4397.0,227.0,3380.0,2.0,139.0,2992.0
615,2689.0,4397.0,228.0,3388.0,2.0,138.0,2979.0
616,2635.0,4397.0,234.0,3353.0,2.0,141.0,2922.0
617,2570.0,4397.0,235.0,3316.0,2.0,145.0,2915.0
618,2545.0,4397.0,230.0,3286.0,2.0,142.0,2936.0
619,2552.0,4396.0,224.0,3257.0,2.0,134.0,2858.0
620,2492.0,4399.0,223.0,3303.0,2.0,121.0,2868.0
621,2399.0,4397.0,229.0,3273.0,2.0,112.0,2978.0
622,2314.0,4399.0,219.0,3262.0,2.0,108.0,3032.0
623,2282.0,4398.0,227.0,3193.0,2.0,106.0,3126.0
624,2254.0,4397.0,234.0,3203.0,2.0,107.0,3137.0
625,2252.0,4396.0,227.0,3255.0,2.0,111.0,3021.0
626,2245.0,4396.0,229.0,3243.0,2.0,107.0,2872.0
627,2218.0,4398.0,229.0,3253.0,2.0,103.0,2728.0
628,2178.0,4396.0,226.0,3151.0,2.0,106.0,2714.0
629,2154.0,4397.0,229.0,3158.0,2.0,125.0,2735.0
630,1891.0,4396.0,222.0,3182.0,2.0,130.0,2857.0
631,1802.0,4396.0,227.0,3168.0,2.0,135.0,2890.0
632,1732.0,4397.0,230.0,3219.0,2.0,139.0,2891.0
633,1713.0,4396.0,230.0,3328.0,2.0,137.0,2798.0
634,1702.0,4399.0,227.0,3392.0,2.0,110.0,2739.0
635,1713.0,4397.0,224.0,3509.0,2.0,101.0,2589.0
636,1698.0,4399.0,225.0,3537.0,2.0,111.0,2456.0
637,1695.0,4397.0,223.0,3504.0,2.0,123.0,2375.0
638,1694.0,4400.0,225.0,3374.0,2.0,120.0,2425.0
639,1686.0,4397.0,226.0,3205.0,2.0,119.0,2510.0
640,1679.0,4398.0,226.0,3157.0,2.0,118.0,2483.0
641,1674.0,4398.0,222.0,3067.0,2.0,117.0,2512.0
642,1673.0,4397.0,224.0,2975.0,2.0,117.0,2552.0
643,1665.0,4398.0,227.0,2900.0,2.0,114.0,2587.0
644,1658.0,4397.0,228.0,2900.0,2.0,111.0,2610.0
645,1666.0,4396.0,230.0,2921.0,2.0,109.0,2593.0
646,1672.0,4398.0,227.0,2977.0,2.0,112.0,2565.0
647,1674.0,4398.0,227.0,3070.0,2.0,114.0,2573.0
648,1703.0,4400.0,226.0,3041.0,2.0,108.0,2590.0
649,1692.0,4397.0,226.0,3062.0,2.0,103.0,2513.0
650,1674.0,4398.0,227.0,3079.0,2.0,97.0,2570.0
651,1674.0,4399.0,225.0,3097.0,2.0,91.0,2555.0
652,1673.0,4401.0,230.0,3090.0,2.0,85.0,2543.0
653,1673.0,4399.0,227.0,3067.0,2.0,76.0,2530.0
654,1673.0,4397.0,225.0,3017.0,2.0,69.0,2575.0
655,1673.0,4398.0,225.0,3025.0,2.0,65.0,2593.0
656,1671.0,4397.0,225.0,2995.0,2.0,64.0,2583.0
657,1672.0,4398.0,227.0,2973.0,2.0,63.0,2562.0
658,1670.0,4399.0,225.0,2966.0,2.0,61.0,2545.0
659,1670.0,4398.0,223.0,2963.0,2.0,66.0,2578.0
660,1665.0,4397.0,226.0,2987.0,2.0,72.0,2580.0
661,1664.0,4397.0,228.0,2964.0,2.0,69.0,2549.0
662,1649.0,4395.0,224.0,2972.0,2.0,64.0,2544.0
663,1627.0,4398.0,224.0,2958.0,2.0,59.0,2565.0
664,1650.0,4400.0,221.0,2968.0,2.0,57.0,2546.0
665,1670.0,4399.0,228.0,3042.0,2.0,57.0,2552.0
666,1670.0,4395.0,226.0,3044.0,2.0,58.0,2589.0
667,1669.0,4399.0,232.0,3044.0,2.0,64.0,2584.0
668,1669.0,4399.0,232.0,3044.0,2.0,64.0,2584.0
669,1669.0,4398.0,226.0,3186.0,2.0,67.0,2545.0
670,1670.0,4397.0,229.0,3173.0,2.0,66.0,2537.0
671,1669.0,4398.0,222.0,3121.0,2.0,64.0,2532.0
672,1670.0,4397.0,228.0,3077.0,2.0,65.0,2509.0
673,1668.0,4398.0,227.0,3032.0,2.0,70.0,2539.0
674,1669.0,4398.0,225.0,3021.0,2.0,76.0,2567.0
675,1669.0,4397.0,227.0,2986.0,2.0,86.0,2549.0
676,1668.0,4396.0,226.0,3029.0,2.0,94.0,2561.0
677,1667.0,4400.0,227.0,3107.0,2.0,95.0,2498.0
678,1678.0,4398.0,232.0,3122.0,2.0,96.0,2547.0
679,1684.0,4397.0,232.0,3158.0,2.0,95.0,2557.0
680,1702.0,4397.0,229.0,3191.0,2.0,95.0,2557.0
681,1720.0,4399.0,231.0,3238.0,2.0,101.0,2498.0
682,1735.0,4397.0,229.0,3245.0,2.0,103.0,2483.0
683,1772.0,4397.0,229.0,3188.0,2.0,103.0,2482.0
684,1818.0,4397.0,228.0,3082.0,2.0,107.0,2531.0
685,1812.0,4397.0,227.0,3058.0,2.0,114.0,2600.0
686,1814.0,4397.0,224.0,3076.0,2.0,122.0,2614.0
687,1819.0,4399.0,224.0,3097.0,2.0,131.0,2666.0
688,1823.0,4398.0,222.0,3075.0,2.0,140.0,2640.0
689,1823.0,4397.0,223.0,3024.0,2.0,145.0,2598.0
690,1822.0,4398.0,222.0,3002.0,2.0,144.0,2570.0
691,1824.0,4398.0,221.0,3009.0,2.0,145.0,2632.0
692,1829.0,4397.0,222.0,3011.0,2.0,147.0,2654.0
693,1828.0,4397.0,216.0,3017.0,2.0,153.0,2659.0
694,1805.0,4398.0,220.0,2987.0,2.0,164.0,2692.0
695,1795.0,4398.0,220.0,2978.0,2.0,179.0,2700.0
696,1835.0,4398.0,220.0,3032.0,2.0,191.0,2724.0
697,1839.0,4401.0,223.0,3063.0,2.0,206.0,2743.0
698,1855.0,4398.0,224.0,3073.0,2.0,220.0,2795.0
699,1855.0,4398.0,224.0,3073.0,2.0,220.0,2795.0
700,1855.0,4398.0,224.0,3073.0,2.0,220.0,2795.0
701,1937.0,4396.0,220.0,3088.0,2.0,233.0,2812.0
702,1937.0,4396.0,220.0,3088.0,2.0,233.0,2812.0
703,1937.0,4396.0,220.0,3088.0,2.0,233.0,2812.0
704,1937.0,4396.0,220.0,3088.0,2.0,233.0,2812.0
705,2051.0,4398.0,202.0,3514.0,2.0,266.0,2880.0
706,2051.0,4398.0,202.0,3514.0,2.0,266.0,2880.0
707,2143.0,4398.0,209.0,3534.0,2.0,302.0,2933.0
708,2143.0,4398.0,209.0,3534.0,2.0,302.0,2933.0
709,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
710,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
711,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
712,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
713,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
714,2193.0,4398.0,209.0,3552.0,2.0,331.0,2962.0
715,2700.0,4397.0,210.0,3589.0,2.0,382.0,3314.0
716,2745.0,4399.0,207.0,3623.0,2.0,388.0,3293.0
717,2753.0,4397.0,210.0,3634.0,2.0,372.0,3407.0
718,2777.0,4397.0,214.0,3660.0,2.0,360.0,3432.0
719,2788.0,4397.0,212.0,3630.0,2.0,359.0,3485.0
720,2804.0,4399.0,215.0,3660.0,2.0,374.0,3493.0
721,2821.0,4398.0,209.0,3710.0,2.0,396.0,3471.0
722,2807.0,4396.0,209.0,3744.0,2.0,422.0,3497.0
723,2848.0,4398.0,210.0,3757.0,2.0,436.0,3493.0
724,2897.0,4395.0,211.0,3752.0,2.0,445.0,3459.0
725,2912.0,4395.0,211.0,3759.0,2.0,470.0,3492.0
726,2939.0,4398.0,208.0,3728.0,2.0,502.0,3487.0
727,2956.0,4397.0,208.0,3706.0,2.0,508.0,3508.0
728,2957.0,4398.0,207.0,3732.0,2.0,508.0,3506.0
729,2975.0,4395.0,201.0,3758.0,2.0,518.0,3514.0
730,3013.0,4397.0,205.0,3766.0,2.0,533.0,3515.0
731,3018.0,4397.0,207.0,3771.0,2.0,540.0,3513.0
732,3016.0,4397.0,208.0,3772.0,2.0,543.0,3508.0
733,3019.0,4398.0,209.0,3802.0,2.0,536.0,3516.0
734,3019.0,4398.0,209.0,3870.0,2.0,534.0,3516.0
735,3026.0,4397.0,212.0,3914.0,2.0,527.0,3502.0
736,3047.0,4397.0,215.0,3942.0,2.0,525.0,3429.0
737,3079.0,4396.0,213.0,3958.0,2.0,535.0,3496.0
738,3081.0,4396.0,215.0,3975.0,2.0,550.0,3459.0
739,3088.0,4396.0,218.0,3990.0,2.0,579.0,3466.0
740,3120.0,4396.0,216.0,3942.0,2.0,600.0,3453.0
741,3088.0,4398.0,221.0,3919.0,2.0,627.0,3480.0
742,3079.0,4397.0,224.0,3898.0,2.0,637.0,3439.0
743,3079.0,4397.0,225.0,3891.0,2.0,662.0,3462.0
744,3079.0,4395.0,227.0,3921.0,2.0,671.0,3466.0
745,3077.0,4395.0,234.0,3941.0,2.0,677.0,3429.0
746,3071.0,4395.0,229.0,3938.0,2.0,690.0,3443.0
747,3071.0,4395.0,229.0,3938.0,2.0,690.0,3443.0
748,3032.0,4397.0,235.0,3958.0,15.0,731.0,3470.0
749,3015.0,4396.0,243.0,4099.0,18.0,735.0,3546.0
750,3016.0,4395.0,241.0,4191.0,18.0,731.0,3559.0
751,3012.0,4395.0,234.0,4136.0,18.0,758.0,3563.0
752,3012.0,4395.0,234.0,4136.0,18.0,758.0,3563.0
753,2995.0,4395.0,240.0,4097.0,18.0,855.0,3532.0
754,2992.0,4397.0,241.0,4098.0,18.0,891.0,3529.0
755,2991.0,4398.0,245.0,4056.0,23.0,896.0,3506.0
756,2992.0,4396.0,244.0,4017.0,54.0,894.0,3490.0
757,2995.0,4397.0,245.0,3990.0,85.0,890.0,3500.0
758,2994.0,4395.0,244.0,3911.0,103.0,895.0,3508.0
759,2996.0,4395.0,244.0,3859.0,84.0,909.0,3491.0
760,2995.0,4395.0,241.0,3823.0,55.0,927.0,3497.0
761,2989.0,4397.0,245.0,3834.0,23.0,929.0,3481.0
762,2940.0,4395.0,242.0,3858.0,2.0,940.0,3428.0
763,2925.0,4397.0,246.0,3827.0,2.0,958.0,3423.0
764,2923.0,4396.0,246.0,3827.0,2.0,952.0,3455.0
765,2945.0,4396.0,243.0,3796.0,2.0,937.0,3473.0
766,2973.0,4396.0,246.0,3799.0,2.0,951.0,3484.0
767,2980.0,4397.0,249.0,3797.0,2.0,959.0,3490.0
768,2982.0,4397.0,247.0,3806.0,2.0,976.0,3484.0
769,2968.0,4396.0,247.0,3811.0,3.0,968.0,3484.0
770,2964.0,4396.0,248.0,3793.0,5.0,980.0,3480.0
771,2954.0,4396.0,249.0,3809.0,6.0,991.0,3477.0
772,2905.0,4394.0,249.0,3781.0,7.0,991.0,3459.0
773,2859.0,4394.0,247.0,3745.0,9.0,996.0,3419.0
774,2785.0,4397.0,250.0,3747.0,10.0,990.0,3346.0
775,2752.0,4396.0,251.0,3746.0,10.0,998.0,3358.0
776,2782.0,4395.0,252.0,3740.0,10.0,1016.0,3429.0
777,2808.0,4396.0,251.0,3731.0,10.0,1028.0,3469.0
778,2807.0,4395.0,246.0,3719.0,10.0,1051.0,3452.0
779,2777.0,4396.0,241.0,3724.0,10.0,1080.0,3393.0
780,2734.0,4396.0,244.0,3725.0,10.0,1100.0,3327.0
781,2712.0,4396.0,244.0,3687.0,10.0,1106.0,3416.0
782,2704.0,4398.0,243.0,3686.0,9.0,1145.0,3417.0
783,2704.0,4396.0,243.0,3709.0,9.0,1177.0,3371.0
784,2683.0,4395.0,249.0,3768.0,7.0,1193.0,3328.0
785,2655.0,4395.0,245.0,3806.0,2.0,1213.0,3358.0
786,2657.0,4394.0,243.0,3840.0,3.0,1222.0,3407.0
787,2659.0,4396.0,247.0,3871.0,2.0,1229.0,3430.0
788,2654.0,4397.0,250.0,3944.0,2.0,1243.0,3398.0
