,noaa_wind_speed_46077,noaa_wind_direction_46077,noaa_wind_speed_46076,noaa_wind_direction_46076,noaa_wind_speed_46073,noaa_wind_speed_46078,noaa_wind_direction_46073,noaa_wind_direction_46078
57,0.8699999999999999,0.06388888888888888,1.3900000000000001,0.18333333333333332,0.5700000000000001,0.75,0.7694444444444445,0.7555555555555555
58,0.8300000000000001,0.09444444444444444,1.3900000000000001,0.18611111111111112,0.5599999999999999,0.79,0.7722222222222223,0.7333333333333333
59,0.85,0.13333333333333333,1.3699999999999999,0.16666666666666666,0.51,0.72,0.7666666666666667,0.7166666666666667
60,0.78,0.13055555555555556,1.3699999999999999,0.17222222222222222,0.5599999999999999,0.6599999999999999,0.7833333333333333,0.7361111111111112
61,0.75,0.15833333333333333,1.55,0.15833333333333333,0.6900000000000001,0.6900000000000001,0.7833333333333333,0.7388888888888889
62,0.9199999999999999,0.14166666666666666,1.52,0.15555555555555556,0.58,0.7,0.775,0.7
63,0.6,0.1527777777777778,1.51,0.17222222222222222,0.5700000000000001,0.77,0.7611111111111111,0.7083333333333334
64,0.64,0.08888888888888889,1.48,0.16944444444444445,0.65,0.8,0.7583333333333333,0.7083333333333334
65,0.64,0.08888888888888889,1.34,0.18055555555555555,0.67,0.82,0.7722222222222223,0.7055555555555556
66,0.96,0.08611111111111111,1.03,0.19166666666666668,0.64,0.74,0.7694444444444445,0.7138888888888889
67,1.04,0.08333333333333333,0.95,0.2388888888888889,0.6900000000000001,0.61,0.7638888888888888,0.725
68,0.95,0.10277777777777777,0.6599999999999999,0.2972222222222222,0.6,0.58,0.7444444444444445,0.7027777777777777
69,0.8400000000000001,0.11388888888888889,0.45999999999999996,0.36944444444444446,0.65,0.5599999999999999,0.7611111111111111,0.6777777777777778
70,0.9,0.12777777777777777,0.64,0.4861111111111111,0.58,0.51,0.7611111111111111,0.6666666666666666
71,0.73,0.16111111111111112,0.74,0.5,0.5900000000000001,0.52,0.7583333333333333,0.6666666666666666
72,0.71,0.1638888888888889,0.6599999999999999,0.5027777777777778,0.61,0.45,0.7611111111111111,0.6888888888888889
73,0.75,0.16666666666666666,0.62,0.43333333333333335,0.58,0.5,0.7583333333333333,0.6388888888888888
74,0.65,0.16666666666666666,0.62,0.4027777777777778,0.61,0.44000000000000006,0.7694444444444445,0.6305555555555555
75,0.6,0.18333333333333332,0.77,0.4083333333333333,0.5599999999999999,0.44000000000000006,0.775,0.6333333333333333
76,0.51,0.16944444444444445,0.73,0.4083333333333333,0.5900000000000001,0.42000000000000004,0.7694444444444445,0.6194444444444445
77,0.47000000000000003,0.1527777777777778,0.67,0.42777777777777776,0.55,0.41,0.7805555555555556,0.5638888888888889
78,0.31,0.1361111111111111,0.6,0.425,0.53,0.38,0.7722222222222223,0.5916666666666667
79,0.25,0.11944444444444445,0.32999999999999996,0.5583333333333333,0.5,0.37,0.8083333333333333,0.5638888888888889
80,0.27999999999999997,0.15833333333333333,0.19,0.5222222222222223,0.48,0.45999999999999996,0.8027777777777778,0.6277777777777778
81,0.26,0.1527777777777778,0.09,0.25555555555555554,0.32999999999999996,0.45,0.9888888888888889,0.6472222222222223
82,0.26,0.20555555555555555,0.2,0.2111111111111111,0.22999999999999998,0.43,0.04722222222222222,0.6138888888888889
83,0.26,0.20555555555555555,0.2,0.2111111111111111,0.22999999999999998,0.43,0.04722222222222222,0.6138888888888889
84,0.25,0.20277777777777778,0.39,0.225,0.2,0.44000000000000006,0.9861111111111112,0.5972222222222222
85,0.27,0.18888888888888888,0.3,0.25833333333333336,0.29,0.44000000000000006,0.041666666666666664,0.6388888888888888
86,0.3,0.1638888888888889,0.27999999999999997,0.25833333333333336,0.29,0.5700000000000001,0.9916666666666667,0.6527777777777778
87,0.33999999999999997,0.15555555555555556,0.3,0.29444444444444445,0.33999999999999997,0.54,0.975,0.6527777777777778
88,0.32,0.11666666666666667,0.27,0.20555555555555555,0.29,0.51,0.9416666666666667,0.6444444444444445
89,0.32,0.11666666666666667,0.27,0.20555555555555555,0.29,0.51,0.9416666666666667,0.6444444444444445
90,0.29,0.11944444444444445,0.22000000000000003,0.2,0.42000000000000004,0.5900000000000001,0.9333333333333333,0.6305555555555555
91,0.31,0.10833333333333334,0.27,0.17777777777777778,0.42000000000000004,0.49000000000000005,0.9277777777777778,0.6611111111111111
92,0.32,0.125,0.22000000000000003,0.19166666666666668,0.4,0.47000000000000003,0.9388888888888889,0.7083333333333334
93,0.27,0.1361111111111111,0.24,0.16944444444444445,0.43,0.5700000000000001,0.9305555555555556,0.7444444444444445
94,0.25,0.12222222222222222,0.21000000000000002,0.175,0.4,0.37,0.9111111111111111,0.7333333333333333
95,0.24,0.1361111111111111,0.27999999999999997,0.15,0.41,0.37,0.9222222222222223,0.7638888888888888
96,0.24,0.1361111111111111,0.27999999999999997,0.15,0.41,0.37,0.9222222222222223,0.7638888888888888
97,0.24,0.1361111111111111,0.27999999999999997,0.15,0.41,0.37,0.9222222222222223,0.7638888888888888
98,0.15,0.1111111111111111,0.38,0.05555555555555555,0.51,0.47000000000000003,0.8722222222222222,0.7416666666666667
99,0.26,0.03611111111111111,0.33999999999999997,0.9944444444444445,0.53,0.4,0.875,0.7583333333333333
100,0.21000000000000002,0.11944444444444445,0.22000000000000003,0.1361111111111111,0.51,0.44000000000000006,0.8388888888888889,0.7583333333333333
101,0.19,0.1388888888888889,0.24,0.11944444444444445,0.5,0.49000000000000005,0.85,0.775
102,0.13,0.1361111111111111,0.27999999999999997,0.058333333333333334,0.53,0.48,0.8222222222222222,0.7722222222222223
103,0.11000000000000001,0.15833333333333333,0.37,0.11666666666666667,0.49000000000000005,0.44000000000000006,0.8222222222222222,0.7777777777777778
104,0.06999999999999999,0.16944444444444445,0.38,0.12222222222222222,0.55,0.43,0.8361111111111111,0.7694444444444445
105,0.02,0.5666666666666667,0.4,0.125,0.5700000000000001,0.45999999999999996,0.8194444444444444,0.7305555555555555
106,0.05,0.9416666666666667,0.44000000000000006,0.1388888888888889,0.55,0.36,0.8194444444444444,0.7
107,0.13,0.875,0.21000000000000002,0.10555555555555556,0.5900000000000001,0.38,0.8555555555555555,0.6611111111111111
108,0.1,0.8916666666666667,0.06,0.14722222222222223,0.38,0.37,0.9194444444444444,0.7305555555555555
109,0.21000000000000002,0.0,0.09,0.8305555555555556,0.37,0.33999999999999997,0.9555555555555556,0.75
110,0.21000000000000002,0.03611111111111111,0.31,0.8472222222222222,0.32999999999999996,0.32999999999999996,0.9583333333333334,0.7444444444444445
111,0.25,0.008333333333333333,0.4,0.9055555555555556,0.31,0.22999999999999998,0.9277777777777778,0.7333333333333333
112,0.25,0.06666666666666667,0.44000000000000006,0.8555555555555555,0.31,0.27999999999999997,0.8833333333333333,0.7222222222222222
113,0.21000000000000002,0.022222222222222223,0.49000000000000005,0.8777777777777778,0.31,0.27,0.9111111111111111,0.7194444444444444
114,0.13,0.05277777777777778,0.31,0.8611111111111112,0.38,0.26,0.9138888888888889,0.7388888888888889
115,0.04,0.15,0.3,0.8083333333333333,0.4,0.22999999999999998,0.8861111111111111,0.7111111111111111
116,0.06,0.24166666666666667,0.5599999999999999,0.8583333333333333,0.43,0.29,0.9527777777777777,0.75
117,0.06999999999999999,0.2916666666666667,0.53,0.8861111111111111,0.36,0.21000000000000002,0.9555555555555556,0.7194444444444444
118,0.08,0.4861111111111111,0.51,0.8666666666666667,0.39,0.22999999999999998,0.95,0.6666666666666666
119,0.09,0.49444444444444446,0.5,0.8722222222222222,0.38,0.18,0.9333333333333333,0.675
120,0.06,0.7444444444444445,0.38,0.8777777777777778,0.41,0.38,0.9166666666666666,0.7694444444444445
121,0.26,0.7194444444444444,0.48,0.9138888888888889,0.51,0.38,0.9166666666666666,0.7361111111111112
122,0.25,0.7,0.38,0.013888888888888888,0.43,0.43,0.8916666666666667,0.7638888888888888
123,0.2,0.6861111111111111,0.39,0.10277777777777777,0.48,0.37,0.8361111111111111,0.8111111111111111
124,0.29,0.6111111111111112,0.51,0.07777777777777778,0.78,0.42000000000000004,0.8611111111111112,0.8083333333333333
125,0.52,0.5888888888888889,0.51,0.14722222222222223,0.67,0.37,0.8694444444444445,0.7972222222222223
126,0.5,0.5583333333333333,0.51,0.16666666666666666,0.8800000000000001,0.32,0.8833333333333333,0.8027777777777778
127,0.5,0.5722222222222222,0.44000000000000006,0.18888888888888888,0.9400000000000001,0.33999999999999997,0.8777777777777778,0.8027777777777778
128,0.5900000000000001,0.5972222222222222,0.35,0.15555555555555556,0.9800000000000001,0.37,0.9194444444444444,0.8083333333333333
129,0.61,0.6111111111111112,0.38,0.15,0.93,0.3,0.8777777777777778,0.8638888888888889
130,0.53,0.5805555555555556,0.32,0.18333333333333332,0.95,0.24,0.9194444444444444,0.875
131,0.62,0.5888888888888889,0.19,0.1,0.8699999999999999,0.33999999999999997,0.9472222222222222,0.7722222222222223
132,0.6,0.5777777777777777,0.16,0.025,0.8699999999999999,0.38,0.95,0.8416666666666667
133,0.6,0.6,0.15,0.09722222222222222,0.9199999999999999,0.44000000000000006,0.9472222222222222,0.8444444444444444
134,0.61,0.6027777777777777,0.2,0.8194444444444444,0.8800000000000001,0.45999999999999996,0.9444444444444444,0.8083333333333333
135,0.5599999999999999,0.6055555555555555,0.33999999999999997,0.7722222222222223,0.78,0.38,0.8972222222222223,0.7527777777777778
136,0.5900000000000001,0.6083333333333333,0.22999999999999998,0.775,0.71,0.45,0.9388888888888889,0.8527777777777777
137,0.61,0.6305555555555555,0.25,0.8,0.7,0.42000000000000004,0.8833333333333333,0.8111111111111111
138,0.67,0.6166666666666667,0.35,0.7277777777777777,0.6,0.47000000000000003,0.8916666666666667,0.775
139,0.62,0.6027777777777777,0.32999999999999996,0.7166666666666667,0.61,0.5599999999999999,0.8861111111111111,0.7416666666666667
140,0.6900000000000001,0.7277777777777777,0.33999999999999997,0.675,0.6,0.53,0.8861111111111111,0.7277777777777777
141,0.61,0.7055555555555556,0.32999999999999996,0.6361111111111111,0.45,0.5599999999999999,0.8361111111111111,0.7694444444444445
142,0.65,0.6916666666666667,0.25,0.6638888888888889,0.38,0.53,0.8222222222222222,0.7833333333333333
143,0.48,0.6888888888888889,0.27,0.6638888888888889,0.5,0.37,0.7722222222222223,0.7416666666666667
144,0.61,0.6916666666666667,0.13999999999999999,0.5638888888888889,0.55,0.52,0.775,0.7888888888888889
145,0.54,0.6722222222222223,0.13999999999999999,0.5222222222222223,0.38,0.52,0.7583333333333333,0.8
146,0.48,0.575,0.05,0.4777777777777778,0.35,0.7,0.7416666666666667,0.8388888888888889
147,0.79,0.5944444444444444,0.11000000000000001,0.4861111111111111,0.49000000000000005,0.71,0.7305555555555555,0.85
148,0.6799999999999999,0.6138888888888889,0.3,0.49722222222222223,0.53,0.6599999999999999,0.6972222222222222,0.7972222222222223
149,0.6900000000000001,0.5861111111111111,0.36,0.5583333333333333,0.6599999999999999,0.55,0.675,0.8194444444444444
150,0.65,0.5861111111111111,0.36,0.5833333333333334,0.7,0.61,0.6583333333333333,0.7972222222222223
151,0.67,0.5888888888888889,0.41,0.6333333333333333,0.72,0.5599999999999999,0.6583333333333333,0.8027777777777778
152,0.5,0.5861111111111111,0.15,0.6055555555555555,0.58,0.77,0.6944444444444444,0.8333333333333334
153,0.5,0.5861111111111111,0.15,0.6055555555555555,0.58,0.77,0.6944444444444444,0.8333333333333334
154,0.55,0.5777777777777777,0.27999999999999997,0.6388888888888888,0.79,0.77,0.7194444444444444,0.8333333333333334
155,0.5700000000000001,0.5638888888888889,0.29,0.5805555555555556,0.74,0.6,0.7111111111111111,0.7944444444444444
156,0.5900000000000001,0.5444444444444444,0.31,0.5722222222222222,0.5,0.62,0.7138888888888889,0.8055555555555556
157,0.5700000000000001,0.5333333333333333,0.25,0.5777777777777777,0.54,0.53,0.6972222222222222,0.8388888888888889
158,0.7,0.5277777777777778,0.29,0.6361111111111111,0.5700000000000001,0.65,0.6666666666666666,0.8222222222222222
159,0.75,0.4861111111111111,0.32999999999999996,0.6333333333333333,0.54,0.6900000000000001,0.6777777777777778,0.8222222222222222
160,0.73,0.44722222222222224,0.39,0.7138888888888889,0.6,0.75,0.6666666666666666,0.8194444444444444
161,0.7,0.42777777777777776,0.36,0.7,0.61,0.67,0.6611111111111111,0.8055555555555556
162,0.5599999999999999,0.44166666666666665,0.27,0.7361111111111112,0.65,0.73,0.625,0.8361111111111111
163,0.31,0.45,0.27,0.7611111111111111,0.75,0.71,0.6194444444444445,0.8111111111111111
164,0.29,0.5444444444444444,0.36,0.6916666666666667,0.72,0.74,0.6416666666666667,0.8361111111111111
165,0.5,0.5666666666666667,0.41,0.7055555555555556,0.6900000000000001,0.8800000000000001,0.65,0.85
166,0.52,0.5611111111111111,0.2,0.6805555555555556,0.6900000000000001,0.9400000000000001,0.6277777777777778,0.8638888888888889
167,0.48,0.55,0.29,0.5361111111111111,0.77,0.9199999999999999,0.6777777777777778,0.8722222222222222
168,0.67,0.5277777777777778,0.18,0.5638888888888889,0.5900000000000001,0.9400000000000001,0.65,0.9027777777777778
169,0.63,0.525,0.32,0.6777777777777778,0.63,0.96,0.6638888888888889,0.9027777777777778
170,0.6599999999999999,0.49722222222222223,0.38,0.6333333333333333,0.63,0.97,0.6527777777777778,0.9055555555555556
171,0.6,0.49444444444444446,0.48,0.5583333333333333,0.64,0.9099999999999999,0.625,0.9194444444444444
172,0.43,0.5472222222222223,0.48,0.525,0.75,0.77,0.6166666666666667,0.9194444444444444
173,0.39,0.5722222222222222,0.54,0.5611111111111111,0.72,0.67,0.6222222222222222,0.9472222222222222
174,0.31,0.5416666666666666,0.47000000000000003,0.5527777777777778,0.8,0.71,0.6083333333333333,0.9305555555555556
175,0.32,0.6333333333333333,0.43,0.5361111111111111,0.75,0.5700000000000001,0.5805555555555556,0.9333333333333333
176,0.37,0.6972222222222222,0.4,0.49722222222222223,0.54,0.63,0.5777777777777777,0.9027777777777778
177,0.36,0.625,0.39,0.46111111111111114,0.75,0.58,0.5666666666666667,0.9305555555555556
178,0.35,0.6083333333333333,0.31,0.4166666666666667,0.85,0.54,0.5583333333333333,0.9611111111111111
179,0.43,0.6333333333333333,0.3,0.3638888888888889,0.77,0.44000000000000006,0.5777777777777777,0.9333333333333333
180,0.5700000000000001,0.6111111111111112,0.45,0.34444444444444444,0.75,0.49000000000000005,0.5805555555555556,0.8916666666666667
181,0.72,0.6194444444444445,0.33999999999999997,0.36944444444444446,0.6599999999999999,0.35,0.575,0.8972222222222223
182,0.67,0.6361111111111111,0.35,0.36666666666666664,0.6900000000000001,0.21000000000000002,0.5527777777777778,0.8305555555555556
183,0.65,0.6111111111111112,0.27999999999999997,0.33611111111111114,0.71,0.15,0.5638888888888889,0.1388888888888889
184,0.58,0.6,0.21000000000000002,0.3416666666666667,0.6799999999999999,0.03,0.5722222222222222,0.6944444444444444
185,0.71,0.6666666666666666,0.1,0.4166666666666667,0.6599999999999999,0.47000000000000003,0.5888888888888889,0.8527777777777777
186,0.52,0.5916666666666667,0.05,0.28055555555555556,0.58,0.48,0.5777777777777777,0.8777777777777778
187,0.5,0.575,0.04,0.30277777777777776,0.47000000000000003,0.4,0.5583333333333333,0.9
188,0.42000000000000004,0.5666666666666667,0.1,0.3333333333333333,0.5700000000000001,0.32,0.5916666666666667,0.8944444444444445
189,0.49000000000000005,0.525,0.11000000000000001,0.7194444444444444,0.54,0.29,0.5916666666666667,0.9222222222222223
190,0.41,0.5277777777777778,0.06999999999999999,0.7555555555555555,0.54,0.33999999999999997,0.5916666666666667,0.8333333333333334
191,0.39,0.5638888888888889,0.02,0.8222222222222222,0.45,0.43,0.5916666666666667,0.8
192,0.45999999999999996,0.5138888888888888,0.09,0.8083333333333333,0.39,0.42000000000000004,0.6083333333333333,0.7861111111111111
193,0.41,0.5222222222222223,0.18,0.825,0.43,0.27999999999999997,0.5916666666666667,0.7861111111111111
194,0.47000000000000003,0.5083333333333333,0.26,0.8333333333333334,0.37,0.21000000000000002,0.6694444444444444,0.7083333333333334
195,0.45,0.5083333333333333,0.2,0.825,0.37,0.26,0.6527777777777778,0.6861111111111111
196,0.43,0.5138888888888888,0.21000000000000002,0.8222222222222222,0.37,0.27,0.6305555555555555,0.65
197,0.25,0.5777777777777777,0.27999999999999997,0.7888888888888889,0.36,0.37,0.6166666666666667,0.6583333333333333
198,0.33999999999999997,0.7416666666666667,0.33999999999999997,0.7472222222222222,0.38,0.43,0.6138888888888889,0.6666666666666666
199,0.42000000000000004,0.7361111111111112,0.37,0.7944444444444444,0.33999999999999997,0.44000000000000006,0.6361111111111111,0.6916666666666667
200,0.52,0.7222222222222222,0.49000000000000005,0.7555555555555555,0.31,0.5900000000000001,0.6194444444444445,0.7111111111111111
201,0.53,0.6777777777777778,0.6,0.7416666666666667,0.39,0.6,0.6361111111111111,0.7333333333333333
202,0.54,0.675,0.73,0.7361111111111112,0.33999999999999997,0.5,0.6527777777777778,0.7194444444444444
203,0.52,0.6527777777777778,0.67,0.7194444444444444,0.33999999999999997,0.47000000000000003,0.7027777777777777,0.6916666666666667
204,0.45999999999999996,0.65,0.62,0.7055555555555556,0.24,0.41,0.7027777777777777,0.7222222222222222
205,0.5700000000000001,0.6861111111111111,0.67,0.7138888888888889,0.19,0.4,0.6666666666666666,0.7166666666666667
206,0.55,0.6694444444444444,0.6599999999999999,0.7222222222222222,0.18,0.49000000000000005,0.6388888888888888,0.7027777777777777
207,0.6900000000000001,0.6388888888888888,0.73,0.7194444444444444,0.19,0.36,0.6444444444444445,0.6888888888888889
208,0.5,0.6416666666666667,0.77,0.7166666666666667,0.05,0.35,0.6694444444444444,0.6666666666666666
209,0.7,0.6694444444444444,0.79,0.7111111111111111,0.06999999999999999,0.36,0.6527777777777778,0.6444444444444445
210,0.55,0.6416666666666667,0.78,0.6944444444444444,0.1,0.41,0.7388888888888889,0.6305555555555555
211,0.42000000000000004,0.6166666666666667,0.73,0.6888888888888889,0.01,0.41,0.7055555555555556,0.6055555555555555
212,0.39,0.5611111111111111,0.74,0.6555555555555556,0.06,0.41,0.42777777777777776,0.6361111111111111
213,0.41,0.5305555555555556,0.67,0.6666666666666666,0.09,0.4,0.7583333333333333,0.5694444444444444
214,0.44000000000000006,0.5138888888888888,0.6799999999999999,0.6888888888888889,0.05,0.33999999999999997,0.8916666666666667,0.5277777777777778
215,0.22000000000000003,0.5388888888888889,0.7,0.6805555555555556,0.11000000000000001,0.43,0.9222222222222223,0.5361111111111111
216,0.38,0.5444444444444444,0.5700000000000001,0.6805555555555556,0.22000000000000003,0.5,0.8666666666666667,0.5361111111111111
217,0.5,0.5027777777777778,0.51,0.6444444444444445,0.32999999999999996,0.52,0.8583333333333333,0.5111111111111111
218,0.39,0.4861111111111111,0.48,0.5972222222222222,0.39,0.5599999999999999,0.8833333333333333,0.45
219,0.51,0.49444444444444446,0.49000000000000005,0.5722222222222222,0.54,0.75,0.9361111111111111,0.45555555555555555
220,0.27999999999999997,0.4888888888888889,0.45999999999999996,0.5638888888888889,0.5599999999999999,0.58,0.9,0.4527777777777778
221,0.22999999999999998,0.41388888888888886,0.4,0.55,0.5599999999999999,0.45,0.8777777777777778,0.5138888888888888
222,0.13999999999999999,0.2611111111111111,0.35,0.5027777777777778,0.5700000000000001,0.8300000000000001,0.8555555555555555,0.43333333333333335
223,0.4,0.15555555555555556,0.25,0.4888888888888889,0.6,0.9099999999999999,0.85,0.4
224,0.45,0.09444444444444444,0.3,0.4638888888888889,0.62,1.01,0.8166666666666667,0.3861111111111111
225,0.55,0.12222222222222222,0.19,0.425,0.65,1.08,0.8111111111111111,0.36666666666666664
226,0.8099999999999999,0.08611111111111111,0.22000000000000003,0.2916666666666667,0.64,1.2,0.7722222222222223,0.35833333333333334
227,0.8099999999999999,0.08611111111111111,0.22000000000000003,0.2916666666666667,0.64,1.2,0.7722222222222223,0.35833333333333334
228,0.77,0.08888888888888889,0.24,0.3416666666666667,0.6900000000000001,1.25,0.7611111111111111,0.35
229,0.8,0.175,0.27999999999999997,0.3055555555555556,0.6900000000000001,1.3900000000000001,0.7138888888888889,0.31666666666666665
230,0.8,0.175,0.27999999999999997,0.3055555555555556,0.6900000000000001,1.3900000000000001,0.7138888888888889,0.31666666666666665
231,1.02,0.16111111111111112,0.6,0.2861111111111111,0.7,1.35,0.675,0.31666666666666665
232,1.06,0.1527777777777778,0.73,0.26666666666666666,0.78,1.46,0.6722222222222223,0.2861111111111111
233,1.19,0.14722222222222223,0.72,0.2722222222222222,0.79,1.54,0.7194444444444444,0.2638888888888889
234,1.17,0.12777777777777777,0.71,0.3055555555555556,0.75,1.56,0.6833333333333333,0.25
235,1.28,0.1,0.82,0.26944444444444443,0.79,1.6300000000000001,0.675,0.25555555555555554
236,1.22,0.13055555555555556,0.85,0.23333333333333334,0.8400000000000001,1.4300000000000002,0.6694444444444444,0.24722222222222223
237,1.3199999999999998,0.08333333333333333,0.76,0.22777777777777777,0.97,1.3199999999999998,0.6777777777777778,0.24444444444444444
238,1.41,0.09444444444444444,0.8400000000000001,0.21666666666666667,1.08,0.97,0.6527777777777778,0.24444444444444444
