,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-hydro
785,3377.0,637.0,3.0,2617.0,239.0,3147.0,2540.0
786,3375.0,625.0,3.0,2628.0,241.0,3146.0,2537.0
787,3375.0,625.0,3.0,2628.0,241.0,3146.0,2537.0
788,3407.0,589.0,3.0,2626.0,241.0,3146.0,2601.0
789,3426.0,589.0,3.0,2624.0,239.0,3146.0,2557.0
790,3451.0,583.0,3.0,2622.0,241.0,3146.0,2549.0
791,3481.0,587.0,3.0,2623.0,241.0,3146.0,2543.0
792,3495.0,596.0,3.0,2624.0,243.0,3147.0,2543.0
793,3512.0,615.0,3.0,2623.0,242.0,3146.0,2554.0
794,3516.0,652.0,3.0,2622.0,240.0,3146.0,2556.0
795,3524.0,713.0,3.0,2622.0,236.0,3147.0,2544.0
796,3582.0,762.0,3.0,2620.0,238.0,3146.0,2483.0
797,3575.0,774.0,3.0,2599.0,239.0,3146.0,2507.0
798,3565.0,751.0,3.0,2561.0,237.0,3147.0,2521.0
799,3545.0,731.0,3.0,2554.0,238.0,3146.0,2520.0
800,3555.0,718.0,3.0,2560.0,242.0,3147.0,2527.0
801,3561.0,719.0,3.0,2580.0,240.0,3147.0,2528.0
802,3589.0,710.0,3.0,2601.0,235.0,3148.0,2536.0
803,3577.0,700.0,3.0,2613.0,233.0,3148.0,2533.0
804,3606.0,683.0,3.0,2609.0,232.0,3148.0,2533.0
805,3713.0,673.0,3.0,2607.0,234.0,3146.0,2610.0
806,3784.0,683.0,3.0,2612.0,237.0,3149.0,2648.0
807,3856.0,697.0,3.0,2613.0,237.0,3148.0,2637.0
808,3893.0,713.0,3.0,2613.0,242.0,3148.0,2582.0
809,3912.0,734.0,3.0,2610.0,242.0,3147.0,2529.0
810,3926.0,759.0,3.0,2599.0,242.0,3149.0,2513.0
811,3957.0,785.0,3.0,2593.0,245.0,3148.0,2533.0
812,3950.0,784.0,3.0,2592.0,242.0,3147.0,2490.0
813,3948.0,771.0,3.0,2579.0,238.0,3147.0,2491.0
814,3920.0,757.0,3.0,2575.0,236.0,3148.0,2531.0
815,3905.0,750.0,3.0,2585.0,241.0,3148.0,2530.0
816,3786.0,747.0,3.0,2595.0,236.0,3147.0,2544.0
817,3541.0,763.0,3.0,2591.0,236.0,3148.0,2456.0
818,3514.0,779.0,3.0,2584.0,238.0,3148.0,2384.0
819,3494.0,800.0,3.0,2565.0,235.0,3148.0,2425.0
820,3506.0,826.0,3.0,2540.0,242.0,3148.0,2385.0
821,3481.0,844.0,3.0,2555.0,244.0,3146.0,2408.0
822,3428.0,860.0,3.0,2552.0,238.0,3147.0,2462.0
823,3465.0,883.0,3.0,2535.0,234.0,3149.0,2480.0
824,3492.0,892.0,3.0,2536.0,236.0,3146.0,2503.0
825,3491.0,915.0,3.0,2522.0,238.0,3147.0,2489.0
826,3490.0,946.0,3.0,2526.0,237.0,3147.0,2510.0
827,3472.0,963.0,3.0,2567.0,244.0,3148.0,2489.0
828,3450.0,968.0,3.0,2597.0,247.0,3149.0,2549.0
829,3420.0,973.0,3.0,2643.0,240.0,3148.0,2635.0
830,3441.0,980.0,3.0,2669.0,236.0,3147.0,2804.0
831,3429.0,986.0,3.0,2649.0,233.0,3147.0,2893.0
832,3407.0,998.0,3.0,2631.0,235.0,3148.0,3019.0
833,3415.0,1008.0,3.0,2611.0,233.0,3149.0,3065.0
834,3416.0,1016.0,3.0,2598.0,232.0,3148.0,3094.0
835,3391.0,1015.0,3.0,2617.0,238.0,3147.0,3096.0
836,3380.0,1024.0,3.0,2627.0,234.0,3147.0,3105.0
837,3423.0,1050.0,3.0,2627.0,236.0,3147.0,3125.0
838,3423.0,1050.0,3.0,2627.0,236.0,3147.0,3125.0
839,3411.0,1076.0,3.0,2616.0,230.0,3146.0,3101.0
840,3409.0,1084.0,3.0,2600.0,239.0,3147.0,3137.0
841,3395.0,1100.0,3.0,2568.0,247.0,3148.0,3161.0
842,3404.0,1116.0,3.0,2542.0,236.0,3148.0,3150.0
843,3407.0,1120.0,3.0,2586.0,230.0,3146.0,3173.0
844,3407.0,1116.0,3.0,2630.0,233.0,3148.0,3155.0
845,3402.0,1120.0,3.0,2669.0,235.0,3148.0,3179.0
846,3391.0,1122.0,3.0,2667.0,237.0,3147.0,3224.0
847,3406.0,1110.0,3.0,2655.0,240.0,3148.0,3176.0
848,3387.0,1119.0,3.0,2667.0,244.0,3147.0,3210.0
849,3398.0,1127.0,3.0,2665.0,243.0,3147.0,3219.0
850,3401.0,1135.0,3.0,2660.0,247.0,3147.0,3224.0
851,3378.0,1151.0,3.0,2638.0,239.0,3147.0,3234.0
852,3338.0,1137.0,3.0,2664.0,238.0,3148.0,3276.0
853,3366.0,1138.0,3.0,2684.0,247.0,3147.0,3383.0
854,3396.0,1163.0,3.0,2692.0,244.0,3147.0,3397.0
855,3459.0,1178.0,3.0,2692.0,248.0,3147.0,3377.0
856,3500.0,1178.0,3.0,2684.0,250.0,3148.0,3326.0
857,3491.0,1161.0,3.0,2687.0,248.0,3148.0,3339.0
858,3491.0,1161.0,3.0,2687.0,248.0,3148.0,3339.0
859,3490.0,1170.0,3.0,2691.0,249.0,3149.0,3360.0
860,3440.0,1171.0,3.0,2696.0,256.0,3147.0,3380.0
861,3513.0,1175.0,3.0,2694.0,254.0,3148.0,3336.0
862,3552.0,1186.0,3.0,2690.0,257.0,3147.0,3372.0
863,3535.0,1184.0,3.0,2712.0,261.0,3147.0,3370.0
864,3556.0,1182.0,3.0,2773.0,256.0,3147.0,3355.0
865,3525.0,1178.0,3.0,2870.0,255.0,3147.0,3412.0
866,3563.0,1170.0,3.0,2878.0,254.0,3148.0,3387.0
867,3569.0,1189.0,3.0,2880.0,259.0,3146.0,3373.0
868,3514.0,1202.0,3.0,2868.0,261.0,3147.0,3391.0
869,3501.0,1214.0,3.0,2863.0,259.0,3146.0,3385.0
870,3517.0,1230.0,3.0,2858.0,259.0,3146.0,3408.0
871,3533.0,1241.0,3.0,2857.0,269.0,3146.0,3431.0
872,3539.0,1234.0,3.0,2854.0,264.0,3145.0,3425.0
873,3550.0,1229.0,3.0,2856.0,259.0,3144.0,3375.0
874,3535.0,1215.0,3.0,2855.0,265.0,3144.0,3402.0
875,3545.0,1195.0,3.0,2862.0,258.0,3144.0,3407.0
876,3520.0,1187.0,3.0,2879.0,250.0,3144.0,3426.0
877,3439.0,1203.0,3.0,2925.0,259.0,3143.0,3496.0
878,3383.0,1212.0,3.0,2937.0,263.0,3145.0,3537.0
879,3405.0,1215.0,3.0,2950.0,262.0,3146.0,3525.0
880,3440.0,1189.0,3.0,2960.0,263.0,3147.0,3532.0
881,3486.0,1172.0,3.0,2974.0,262.0,3148.0,3542.0
882,3497.0,1149.0,3.0,2990.0,265.0,3148.0,3524.0
883,3529.0,1157.0,3.0,2993.0,272.0,3148.0,3538.0
884,3555.0,1170.0,3.0,2995.0,265.0,3147.0,3531.0
885,3560.0,1152.0,3.0,2998.0,265.0,3147.0,3544.0
886,3563.0,1167.0,3.0,2999.0,257.0,3148.0,3545.0
887,3568.0,1141.0,3.0,2997.0,264.0,3147.0,3546.0
888,3556.0,1108.0,3.0,2988.0,263.0,3148.0,3549.0
889,3582.0,1086.0,3.0,2985.0,266.0,3146.0,3562.0
890,3637.0,1067.0,3.0,2992.0,268.0,3146.0,3572.0
891,3647.0,1071.0,3.0,2993.0,269.0,3146.0,3569.0
892,3665.0,1080.0,3.0,2996.0,265.0,3146.0,3574.0
893,3661.0,1076.0,3.0,3000.0,264.0,3147.0,3566.0
894,3664.0,1114.0,3.0,2999.0,263.0,3146.0,3565.0
895,3669.0,1167.0,3.0,2997.0,263.0,3146.0,3568.0
896,3649.0,1194.0,3.0,2996.0,266.0,3148.0,3564.0
897,3669.0,1181.0,3.0,3001.0,263.0,3148.0,3559.0
898,3692.0,1145.0,3.0,3000.0,262.0,3148.0,3546.0
899,3706.0,1140.0,3.0,3001.0,256.0,3147.0,3571.0
900,3679.0,1152.0,3.0,2991.0,259.0,3147.0,3614.0
901,3616.0,1179.0,3.0,2966.0,260.0,3147.0,3670.0
902,3577.0,1219.0,3.0,2945.0,252.0,3148.0,3658.0
903,3611.0,1215.0,3.0,2949.0,247.0,3147.0,3615.0
904,3727.0,1212.0,3.0,2947.0,247.0,3148.0,3502.0
905,3725.0,1244.0,3.0,2958.0,250.0,3146.0,3467.0
906,3773.0,1261.0,3.0,2937.0,246.0,3147.0,3471.0
907,3876.0,1243.0,3.0,2920.0,240.0,3147.0,3441.0
908,3957.0,1241.0,3.0,2897.0,235.0,3147.0,3392.0
909,3954.0,1228.0,3.0,2898.0,235.0,3146.0,3380.0
910,3906.0,1230.0,3.0,2917.0,235.0,3147.0,3368.0
911,3825.0,1248.0,3.0,2905.0,231.0,3147.0,3430.0
912,3777.0,1285.0,3.0,2903.0,234.0,3148.0,3394.0
913,3666.0,1288.0,3.0,2887.0,233.0,3146.0,3491.0
914,3558.0,1263.0,3.0,2910.0,240.0,3146.0,3570.0
915,3524.0,1244.0,3.0,2962.0,237.0,3146.0,3551.0
916,3522.0,1227.0,3.0,3015.0,232.0,3146.0,3585.0
917,3640.0,1228.0,3.0,3018.0,238.0,3146.0,3558.0
918,3680.0,1223.0,3.0,3011.0,237.0,3147.0,3521.0
919,3704.0,1236.0,3.0,3002.0,234.0,3147.0,3482.0
920,3698.0,1237.0,3.0,3008.0,235.0,3146.0,3469.0
921,3668.0,1255.0,3.0,3003.0,234.0,3146.0,3469.0
922,3653.0,1262.0,3.0,3008.0,234.0,3146.0,3435.0
923,3634.0,1262.0,3.0,3005.0,237.0,3145.0,3401.0
924,3586.0,1280.0,3.0,2984.0,236.0,3146.0,3445.0
925,3553.0,1249.0,3.0,2966.0,237.0,3146.0,3454.0
926,3514.0,1260.0,3.0,2952.0,235.0,3146.0,3459.0
927,3466.0,1274.0,3.0,2944.0,235.0,3148.0,3448.0
928,3366.0,1295.0,3.0,2937.0,234.0,3147.0,3484.0
929,3357.0,1305.0,3.0,2924.0,235.0,3147.0,3458.0
930,3340.0,1304.0,3.0,2928.0,241.0,3147.0,3485.0
931,3296.0,1296.0,3.0,2928.0,236.0,3147.0,3451.0
932,3257.0,1309.0,3.0,2906.0,237.0,3146.0,3559.0
933,3234.0,1305.0,3.0,2880.0,238.0,3145.0,3535.0
934,3217.0,1309.0,3.0,2855.0,244.0,3144.0,3557.0
935,3196.0,1298.0,3.0,2860.0,262.0,3145.0,3543.0
936,3211.0,1313.0,3.0,2865.0,252.0,3146.0,3541.0
937,3212.0,1297.0,3.0,2900.0,247.0,3147.0,3558.0
938,3269.0,1293.0,3.0,2915.0,251.0,3145.0,3539.0
939,3319.0,1281.0,3.0,2927.0,244.0,3145.0,3511.0
940,3350.0,1301.0,3.0,2939.0,246.0,3145.0,3531.0
941,3384.0,1297.0,3.0,2949.0,255.0,3144.0,3606.0
942,3373.0,1303.0,3.0,2955.0,248.0,3146.0,3672.0
943,3410.0,1288.0,3.0,2958.0,243.0,3145.0,3730.0
944,3537.0,1294.0,3.0,2971.0,250.0,3146.0,3697.0
945,3590.0,1283.0,3.0,2963.0,249.0,3146.0,3694.0
946,3645.0,1280.0,3.0,2966.0,249.0,3146.0,3684.0
947,3648.0,1271.0,3.0,2961.0,236.0,3146.0,3717.0
948,3599.0,1324.0,3.0,2965.0,240.0,3145.0,3784.0
949,3546.0,1357.0,3.0,2883.0,242.0,3145.0,3773.0
950,3617.0,1353.0,3.0,2783.0,233.0,3145.0,3697.0
951,3716.0,1334.0,3.0,2796.0,233.0,3146.0,3671.0
952,3820.0,1339.0,3.0,2799.0,235.0,3147.0,3673.0
953,3861.0,1349.0,3.0,2815.0,230.0,3146.0,3647.0
954,3919.0,1332.0,3.0,2854.0,238.0,3146.0,3603.0
955,3927.0,1303.0,3.0,2909.0,241.0,3147.0,3628.0
956,3893.0,1295.0,3.0,2957.0,236.0,3147.0,3653.0
957,3878.0,1288.0,3.0,2981.0,238.0,3147.0,3701.0
958,3888.0,1284.0,3.0,3003.0,235.0,3147.0,3741.0
959,3858.0,1264.0,3.0,3028.0,239.0,3148.0,3817.0
960,3860.0,1257.0,3.0,3176.0,230.0,3148.0,3854.0
961,3815.0,1260.0,3.0,3248.0,229.0,3148.0,4065.0
962,3897.0,1286.0,3.0,3258.0,232.0,3148.0,4248.0
963,3993.0,1283.0,3.0,3264.0,236.0,3148.0,4253.0
964,4043.0,1311.0,3.0,3301.0,240.0,3147.0,4240.0
965,4118.0,1320.0,3.0,3319.0,244.0,3147.0,4192.0
966,4211.0,1335.0,3.0,3324.0,242.0,3147.0,4181.0
967,4265.0,1352.0,3.0,3329.0,236.0,3149.0,4134.0
968,4243.0,1377.0,3.0,3329.0,238.0,3148.0,4186.0
969,4237.0,1385.0,3.0,3348.0,238.0,3149.0,4263.0
970,4264.0,1382.0,3.0,3408.0,236.0,3147.0,4272.0
971,4300.0,1380.0,3.0,3418.0,233.0,3148.0,4324.0
972,4366.0,1387.0,3.0,3409.0,239.0,3147.0,4323.0
973,4380.0,1387.0,3.0,3381.0,242.0,3148.0,4324.0
974,4375.0,1392.0,3.0,3386.0,240.0,3148.0,4359.0
975,4408.0,1393.0,3.0,3391.0,241.0,3148.0,4373.0
976,4424.0,1398.0,3.0,3395.0,242.0,3148.0,4396.0
977,4416.0,1380.0,3.0,3402.0,237.0,3147.0,4398.0
978,4472.0,1375.0,3.0,3403.0,234.0,3147.0,4423.0
979,4545.0,1360.0,3.0,3404.0,237.0,3148.0,4405.0
980,4561.0,1340.0,3.0,3401.0,241.0,3148.0,4388.0
981,4575.0,1340.0,3.0,3385.0,241.0,3148.0,4389.0
982,4597.0,1346.0,3.0,3360.0,239.0,3148.0,4390.0
983,4598.0,1341.0,3.0,3351.0,241.0,3149.0,4377.0
984,4520.0,1357.0,3.0,3354.0,241.0,3149.0,4148.0
985,4477.0,1360.0,3.0,3351.0,240.0,3147.0,4123.0
986,4449.0,1362.0,3.0,3347.0,241.0,3147.0,4021.0
987,4428.0,1371.0,3.0,3343.0,243.0,3148.0,3999.0
988,4405.0,1372.0,3.0,3340.0,240.0,3148.0,3967.0
989,4405.0,1369.0,3.0,3339.0,234.0,3147.0,3982.0
990,4396.0,1364.0,3.0,3334.0,236.0,3147.0,3999.0
991,4330.0,1355.0,3.0,3341.0,236.0,3148.0,4034.0
992,4316.0,1342.0,3.0,3338.0,236.0,3148.0,4028.0
993,4317.0,1325.0,3.0,3343.0,237.0,3148.0,4046.0
994,4313.0,1328.0,3.0,3344.0,236.0,3149.0,4062.0
995,4294.0,1317.0,3.0,3350.0,242.0,3148.0,4074.0
996,4275.0,1312.0,3.0,3350.0,240.0,3147.0,4091.0
997,4277.0,1310.0,3.0,3345.0,241.0,3148.0,4018.0
998,4282.0,1290.0,3.0,3325.0,240.0,3148.0,3990.0
999,4291.0,1276.0,3.0,3289.0,239.0,3148.0,3985.0
