,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-hydro
379,3174.0,1537.0,3.0,3219.0,235.0,3139.0,3262.0
380,3243.0,1518.0,3.0,3192.0,236.0,3139.0,3249.0
381,3401.0,1488.0,3.0,3230.0,233.0,3139.0,3298.0
382,3473.0,1466.0,3.0,3273.0,219.0,3140.0,3303.0
383,3548.0,1438.0,3.0,3285.0,220.0,3140.0,3338.0
384,3581.0,1399.0,3.0,3279.0,227.0,3139.0,3350.0
385,3619.0,1350.0,3.0,3287.0,220.0,3139.0,3384.0
386,3702.0,1309.0,3.0,3286.0,220.0,3139.0,3369.0
387,3815.0,1271.0,3.0,3290.0,222.0,3140.0,3395.0
388,3876.0,1241.0,3.0,3296.0,226.0,3140.0,3447.0
389,3951.0,1229.0,3.0,3301.0,224.0,3139.0,3472.0
390,4024.0,1212.0,3.0,3300.0,221.0,3140.0,3452.0
391,4096.0,1195.0,3.0,3303.0,222.0,3140.0,3458.0
392,4147.0,1175.0,3.0,3299.0,223.0,3141.0,3434.0
393,4208.0,1168.0,3.0,3302.0,219.0,3141.0,3391.0
394,4255.0,1172.0,3.0,3369.0,216.0,3139.0,3321.0
395,4260.0,1151.0,3.0,3361.0,215.0,3139.0,3292.0
396,4292.0,1142.0,3.0,3357.0,215.0,3141.0,3347.0
397,4316.0,1115.0,3.0,3359.0,211.0,3139.0,3383.0
398,4346.0,1116.0,3.0,3378.0,220.0,3140.0,3425.0
399,4375.0,1105.0,3.0,3375.0,223.0,3140.0,3443.0
400,4418.0,1091.0,3.0,3378.0,226.0,3140.0,3479.0
401,4477.0,1070.0,3.0,3381.0,223.0,3141.0,3526.0
402,4501.0,1044.0,3.0,3390.0,222.0,3141.0,3529.0
403,4518.0,1031.0,3.0,3412.0,221.0,3142.0,3550.0
404,4510.0,1004.0,3.0,3437.0,221.0,3141.0,3568.0
405,4497.0,969.0,3.0,3427.0,220.0,3140.0,3556.0
406,4502.0,941.0,3.0,3420.0,214.0,3140.0,3564.0
407,4504.0,911.0,4.0,3413.0,215.0,3141.0,3581.0
408,4506.0,881.0,3.0,3406.0,218.0,3140.0,3581.0
409,4505.0,860.0,3.0,3402.0,219.0,3139.0,3553.0
410,4504.0,834.0,4.0,3405.0,217.0,3141.0,3533.0
411,4505.0,793.0,4.0,3410.0,217.0,3141.0,3518.0
412,4501.0,763.0,4.0,3405.0,218.0,3141.0,3539.0
413,4496.0,739.0,4.0,3395.0,219.0,3142.0,3525.0
414,4510.0,714.0,4.0,3397.0,220.0,3141.0,3525.0
415,4531.0,702.0,4.0,3388.0,218.0,3142.0,3515.0
416,4530.0,696.0,4.0,3389.0,218.0,3142.0,3509.0
417,4518.0,688.0,4.0,3393.0,214.0,3142.0,3580.0
418,4495.0,675.0,4.0,3406.0,212.0,3142.0,3594.0
419,4485.0,669.0,4.0,3376.0,220.0,3143.0,3551.0
420,4470.0,652.0,4.0,3384.0,215.0,3143.0,3541.0
421,4470.0,652.0,4.0,3384.0,215.0,3143.0,3541.0
422,4470.0,652.0,4.0,3384.0,215.0,3143.0,3541.0
423,4372.0,596.0,4.0,3381.0,217.0,3143.0,3532.0
424,4352.0,581.0,3.0,3392.0,220.0,3143.0,3531.0
425,4326.0,581.0,3.0,3388.0,216.0,3144.0,3511.0
426,4297.0,572.0,3.0,3384.0,217.0,3143.0,3477.0
427,4264.0,567.0,3.0,3368.0,217.0,3144.0,3449.0
428,4219.0,554.0,3.0,3350.0,218.0,3143.0,3445.0
429,4111.0,551.0,3.0,3316.0,219.0,3142.0,3522.0
430,4040.0,525.0,3.0,3308.0,215.0,3143.0,3530.0
431,4009.0,498.0,3.0,3307.0,224.0,3144.0,3504.0
432,3965.0,497.0,3.0,3302.0,223.0,3143.0,3482.0
433,3938.0,508.0,3.0,3285.0,220.0,3142.0,3483.0
434,3895.0,482.0,3.0,3282.0,220.0,3142.0,3488.0
435,3875.0,473.0,3.0,3271.0,217.0,3143.0,3483.0
436,3886.0,465.0,3.0,3251.0,214.0,3144.0,3457.0
437,3876.0,454.0,3.0,3215.0,214.0,3143.0,3458.0
438,3829.0,435.0,3.0,3174.0,215.0,3145.0,3422.0
439,3809.0,430.0,3.0,3127.0,215.0,3144.0,3418.0
440,3806.0,424.0,3.0,3098.0,216.0,3144.0,3316.0
441,3673.0,424.0,3.0,3006.0,219.0,3144.0,3230.0
442,3479.0,407.0,3.0,2976.0,212.0,3145.0,3196.0
443,3325.0,392.0,3.0,2937.0,211.0,3145.0,3259.0
444,3371.0,386.0,3.0,2921.0,214.0,3145.0,3325.0
445,3351.0,363.0,3.0,2917.0,212.0,3145.0,3329.0
446,3357.0,342.0,3.0,2914.0,218.0,3146.0,3332.0
447,3343.0,325.0,3.0,2911.0,220.0,3145.0,3333.0
448,3342.0,319.0,3.0,2938.0,223.0,3145.0,3348.0
449,3340.0,322.0,3.0,2933.0,225.0,3145.0,3343.0
450,3325.0,348.0,3.0,2910.0,216.0,3144.0,3291.0
451,3318.0,347.0,3.0,2925.0,215.0,3145.0,3231.0
452,3321.0,324.0,3.0,2930.0,218.0,3144.0,3158.0
453,3306.0,288.0,3.0,2935.0,220.0,3144.0,3100.0
454,3278.0,271.0,3.0,2906.0,217.0,3145.0,3075.0
455,3255.0,287.0,3.0,2885.0,218.0,3145.0,3036.0
456,3257.0,300.0,3.0,2919.0,218.0,3144.0,2990.0
457,3277.0,294.0,3.0,2922.0,220.0,3145.0,2949.0
458,3247.0,281.0,3.0,2892.0,214.0,3145.0,2926.0
459,3218.0,284.0,3.0,2880.0,219.0,3144.0,2901.0
460,3177.0,271.0,3.0,2874.0,216.0,3147.0,2857.0
461,3104.0,262.0,3.0,2878.0,218.0,3146.0,2867.0
462,3066.0,255.0,3.0,2873.0,219.0,3147.0,2838.0
463,3084.0,250.0,3.0,2877.0,222.0,3146.0,2835.0
464,3047.0,239.0,3.0,2833.0,222.0,3147.0,2707.0
465,3016.0,221.0,3.0,2715.0,218.0,3146.0,2671.0
466,3053.0,226.0,3.0,2691.0,221.0,3147.0,2630.0
467,3047.0,223.0,3.0,2628.0,218.0,3147.0,2601.0
468,3005.0,227.0,3.0,2542.0,216.0,3147.0,2664.0
469,2981.0,233.0,3.0,2502.0,214.0,3147.0,2643.0
470,2972.0,231.0,3.0,2526.0,215.0,3147.0,2570.0
471,2973.0,241.0,3.0,2511.0,215.0,3147.0,2536.0
472,2973.0,241.0,3.0,2511.0,215.0,3147.0,2536.0
473,2863.0,271.0,3.0,2320.0,220.0,3146.0,2553.0
474,2780.0,278.0,3.0,2259.0,226.0,3145.0,2490.0
475,2708.0,292.0,3.0,2148.0,227.0,3146.0,2486.0
476,2705.0,293.0,3.0,1954.0,225.0,3146.0,2495.0
477,2727.0,296.0,3.0,1861.0,226.0,3144.0,2545.0
478,2673.0,310.0,3.0,1875.0,231.0,3145.0,2544.0
479,2654.0,329.0,3.0,1934.0,232.0,3146.0,2531.0
480,2639.0,310.0,3.0,1958.0,236.0,3147.0,2528.0
481,2647.0,312.0,3.0,1892.0,237.0,3146.0,2542.0
482,2634.0,304.0,3.0,1774.0,236.0,3145.0,2558.0
483,2622.0,299.0,3.0,1709.0,241.0,3145.0,2536.0
484,2648.0,301.0,3.0,1741.0,241.0,3145.0,2504.0
485,2751.0,289.0,3.0,1805.0,243.0,3145.0,2553.0
486,2758.0,297.0,3.0,1828.0,241.0,3145.0,2552.0
487,2717.0,336.0,3.0,1794.0,241.0,3145.0,2579.0
488,2659.0,342.0,3.0,1682.0,241.0,3145.0,2622.0
489,2691.0,304.0,3.0,1645.0,240.0,3146.0,2560.0
490,2718.0,296.0,3.0,1645.0,242.0,3146.0,2545.0
491,2719.0,289.0,3.0,1645.0,241.0,3146.0,2565.0
492,2717.0,290.0,3.0,1645.0,238.0,3146.0,2569.0
493,2697.0,303.0,3.0,1645.0,239.0,3145.0,2558.0
494,2690.0,319.0,3.0,1646.0,242.0,3145.0,2577.0
495,2693.0,325.0,3.0,1642.0,240.0,3146.0,2571.0
496,2693.0,338.0,3.0,1645.0,240.0,3146.0,2543.0
497,2694.0,346.0,3.0,1646.0,235.0,3145.0,2552.0
498,2712.0,361.0,3.0,1644.0,238.0,3145.0,2568.0
499,2698.0,384.0,3.0,1643.0,244.0,3144.0,2534.0
500,2685.0,376.0,3.0,1643.0,243.0,3145.0,2534.0
501,2656.0,382.0,3.0,1643.0,241.0,3148.0,2542.0
502,2646.0,394.0,3.0,1643.0,237.0,3147.0,2533.0
503,2640.0,421.0,3.0,1641.0,237.0,3146.0,2498.0
504,2616.0,420.0,3.0,1639.0,240.0,3147.0,2478.0
505,2619.0,399.0,3.0,1643.0,241.0,3146.0,2496.0
506,2619.0,399.0,3.0,1643.0,241.0,3146.0,2496.0
507,2640.0,334.0,3.0,1649.0,240.0,3147.0,2545.0
508,2653.0,342.0,3.0,1652.0,240.0,3148.0,2576.0
509,2655.0,371.0,3.0,1651.0,243.0,3147.0,2682.0
510,2660.0,357.0,3.0,1649.0,243.0,3146.0,2681.0
511,2678.0,364.0,3.0,1647.0,240.0,3147.0,2636.0
512,2722.0,376.0,3.0,1651.0,241.0,3147.0,2644.0
513,2827.0,371.0,3.0,1658.0,243.0,3147.0,2645.0
514,2893.0,359.0,3.0,1682.0,242.0,3147.0,2653.0
515,3008.0,349.0,3.0,1688.0,235.0,3148.0,2623.0
516,3126.0,352.0,3.0,1690.0,232.0,3148.0,2603.0
517,3255.0,365.0,3.0,1702.0,235.0,3149.0,2621.0
518,3190.0,375.0,3.0,1708.0,240.0,3148.0,2689.0
519,3065.0,386.0,3.0,1697.0,238.0,3148.0,2700.0
520,2922.0,373.0,3.0,1699.0,234.0,3146.0,2680.0
521,2714.0,407.0,3.0,1714.0,237.0,3147.0,2575.0
522,2673.0,423.0,3.0,1724.0,239.0,3147.0,2438.0
523,2651.0,430.0,3.0,1727.0,245.0,3148.0,2437.0
524,2664.0,450.0,3.0,1727.0,238.0,3148.0,2453.0
525,2671.0,485.0,3.0,1729.0,239.0,3147.0,2490.0
526,2674.0,509.0,3.0,1728.0,241.0,3148.0,2445.0
527,2666.0,543.0,3.0,1731.0,244.0,3147.0,2458.0
528,2638.0,569.0,3.0,1742.0,245.0,3148.0,2456.0
529,2585.0,578.0,3.0,1782.0,244.0,3148.0,2444.0
530,2555.0,579.0,3.0,1801.0,243.0,3148.0,2477.0
531,2537.0,576.0,3.0,1801.0,243.0,3148.0,2526.0
532,2497.0,590.0,3.0,1780.0,247.0,3148.0,2475.0
533,2394.0,573.0,3.0,1772.0,249.0,3147.0,2532.0
534,2375.0,499.0,3.0,1847.0,239.0,3147.0,2561.0
535,2385.0,435.0,3.0,1872.0,239.0,3147.0,2597.0
536,2423.0,388.0,3.0,1896.0,237.0,3147.0,2626.0
537,2498.0,386.0,3.0,1904.0,236.0,3148.0,2652.0
538,2558.0,421.0,3.0,1899.0,241.0,3149.0,2645.0
539,2587.0,451.0,3.0,1920.0,242.0,3148.0,2611.0
540,2647.0,492.0,3.0,1946.0,243.0,3147.0,2625.0
541,2756.0,502.0,3.0,1948.0,242.0,3147.0,2611.0
542,2825.0,518.0,3.0,1949.0,241.0,3147.0,2614.0
543,2834.0,547.0,3.0,1952.0,240.0,3147.0,2613.0
544,2807.0,557.0,3.0,1985.0,237.0,3147.0,2660.0
545,2854.0,566.0,3.0,1987.0,236.0,3147.0,2819.0
546,3024.0,562.0,3.0,1991.0,241.0,3147.0,2976.0
547,3058.0,549.0,3.0,2019.0,241.0,3148.0,3103.0
548,3097.0,529.0,3.0,2129.0,240.0,3147.0,3180.0
549,3177.0,509.0,3.0,2174.0,238.0,3148.0,3162.0
550,3213.0,530.0,3.0,2186.0,231.0,3147.0,3131.0
551,3229.0,531.0,3.0,2230.0,233.0,3148.0,3130.0
552,3231.0,538.0,3.0,2284.0,232.0,3147.0,3171.0
553,3249.0,533.0,3.0,2420.0,237.0,3148.0,3146.0
554,3249.0,533.0,3.0,2420.0,237.0,3148.0,3146.0
555,3332.0,566.0,3.0,2592.0,238.0,3148.0,3146.0
556,3372.0,571.0,3.0,2683.0,234.0,3147.0,3168.0
557,3488.0,557.0,3.0,2793.0,234.0,3147.0,3212.0
558,3542.0,567.0,3.0,2883.0,231.0,3147.0,3374.0
559,3565.0,586.0,3.0,2970.0,235.0,3147.0,3466.0
560,3592.0,597.0,3.0,2992.0,238.0,3148.0,3468.0
561,3611.0,598.0,3.0,3047.0,240.0,3148.0,3483.0
562,3659.0,587.0,3.0,3082.0,236.0,3148.0,3556.0
563,3839.0,602.0,3.0,3078.0,233.0,3147.0,3614.0
564,3924.0,618.0,3.0,3056.0,239.0,3147.0,3540.0
565,3967.0,627.0,3.0,3067.0,241.0,3148.0,3507.0
566,4025.0,630.0,3.0,3093.0,236.0,3147.0,3487.0
567,4050.0,629.0,3.0,3149.0,233.0,3147.0,3520.0
568,4065.0,629.0,3.0,3162.0,238.0,3148.0,3532.0
569,4060.0,641.0,3.0,3143.0,234.0,3147.0,3576.0
570,4075.0,647.0,3.0,3147.0,232.0,3146.0,3593.0
571,4090.0,652.0,3.0,3163.0,235.0,3148.0,3562.0
572,4113.0,672.0,3.0,3184.0,233.0,3146.0,3519.0
573,4165.0,678.0,3.0,3212.0,234.0,3147.0,3507.0
574,4227.0,659.0,3.0,3229.0,243.0,3147.0,3569.0
575,4254.0,643.0,3.0,3227.0,238.0,3147.0,3585.0
576,4262.0,643.0,3.0,3221.0,234.0,3147.0,3588.0
577,4254.0,644.0,3.0,3256.0,245.0,3149.0,3585.0
578,4238.0,631.0,3.0,3265.0,243.0,3148.0,3598.0
579,4233.0,619.0,3.0,3258.0,240.0,3148.0,3573.0
580,4165.0,612.0,3.0,3250.0,242.0,3148.0,3521.0
581,3991.0,613.0,3.0,3206.0,239.0,3147.0,3409.0
582,3895.0,611.0,3.0,3166.0,231.0,3148.0,3369.0
583,3804.0,609.0,3.0,3131.0,234.0,3146.0,3409.0
584,3753.0,594.0,3.0,3108.0,238.0,3148.0,3413.0
585,3675.0,586.0,3.0,3106.0,240.0,3147.0,3427.0
586,3652.0,590.0,3.0,3113.0,244.0,3148.0,3474.0
587,3685.0,593.0,3.0,3114.0,241.0,3147.0,3460.0
588,3710.0,585.0,3.0,3129.0,242.0,3148.0,3398.0
589,3669.0,594.0,3.0,3145.0,247.0,3147.0,3355.0
590,3599.0,613.0,3.0,3146.0,246.0,3146.0,3362.0
591,3614.0,605.0,3.0,3158.0,246.0,3148.0,3358.0
592,3575.0,596.0,3.0,3193.0,240.0,3147.0,3361.0
593,3242.0,607.0,3.0,3240.0,246.0,3148.0,3438.0
594,3079.0,608.0,3.0,3259.0,241.0,3148.0,3467.0
595,2994.0,597.0,3.0,3271.0,244.0,3147.0,3492.0
596,2933.0,586.0,3.0,3250.0,253.0,3147.0,3497.0
597,2895.0,585.0,3.0,3232.0,265.0,3147.0,3514.0
598,2880.0,577.0,3.0,3209.0,264.0,3149.0,3511.0
599,2861.0,578.0,3.0,3191.0,254.0,3149.0,3503.0
600,2886.0,603.0,3.0,3170.0,257.0,3148.0,3459.0
601,2873.0,603.0,3.0,3163.0,264.0,3148.0,3470.0
602,2858.0,594.0,3.0,3162.0,265.0,3148.0,3412.0
603,2834.0,575.0,3.0,3179.0,260.0,3148.0,3382.0
604,2815.0,542.0,3.0,3189.0,242.0,3149.0,3398.0
605,2760.0,539.0,3.0,3202.0,252.0,3147.0,3480.0
606,2733.0,561.0,3.0,3205.0,252.0,3148.0,3537.0
607,2718.0,561.0,4.0,3205.0,251.0,3149.0,3508.0
608,2707.0,570.0,4.0,3179.0,250.0,3147.0,3514.0
609,2703.0,567.0,4.0,3162.0,247.0,3148.0,3536.0
610,2705.0,585.0,4.0,3185.0,240.0,3147.0,3529.0
611,2704.0,575.0,4.0,3208.0,244.0,3148.0,3484.0
612,2704.0,575.0,4.0,3208.0,244.0,3148.0,3484.0
613,2709.0,574.0,4.0,3200.0,255.0,3148.0,3488.0
614,2725.0,571.0,4.0,3172.0,265.0,3148.0,3475.0
615,2729.0,564.0,4.0,3157.0,262.0,3148.0,3450.0
616,2728.0,554.0,4.0,3145.0,267.0,3148.0,3462.0
617,2702.0,551.0,4.0,3112.0,272.0,3147.0,3418.0
618,2647.0,530.0,3.0,3119.0,275.0,3148.0,3413.0
619,2631.0,526.0,3.0,3138.0,272.0,3148.0,3352.0
620,2618.0,523.0,3.0,3158.0,259.0,3148.0,3386.0
621,2535.0,521.0,3.0,3158.0,253.0,3148.0,3421.0
622,2510.0,533.0,3.0,3164.0,249.0,3148.0,3442.0
623,2511.0,550.0,3.0,3163.0,249.0,3148.0,3443.0
624,2515.0,562.0,3.0,3148.0,252.0,3148.0,3437.0
625,2515.0,551.0,3.0,3138.0,247.0,3149.0,3432.0
626,2514.0,543.0,3.0,3106.0,243.0,3148.0,3401.0
627,2514.0,545.0,3.0,3094.0,239.0,3148.0,3367.0
628,2514.0,559.0,3.0,3099.0,238.0,3149.0,3341.0
629,2511.0,565.0,3.0,3107.0,248.0,3148.0,3353.0
630,2512.0,566.0,3.0,3090.0,244.0,3147.0,3326.0
631,2484.0,558.0,3.0,3093.0,251.0,3148.0,3318.0
632,2479.0,561.0,3.0,3048.0,250.0,3147.0,3332.0
633,2475.0,577.0,3.0,3015.0,248.0,3148.0,3313.0
634,2464.0,589.0,3.0,3011.0,248.0,3149.0,3257.0
635,2451.0,578.0,3.0,2964.0,244.0,3148.0,3250.0
636,2450.0,579.0,3.0,2912.0,246.0,3149.0,3290.0
637,2446.0,580.0,3.0,2906.0,242.0,3149.0,3309.0
638,2444.0,586.0,3.0,2953.0,237.0,3148.0,3319.0
639,2440.0,588.0,3.0,2993.0,241.0,3150.0,3290.0
640,2413.0,592.0,3.0,2983.0,247.0,3148.0,3304.0
641,2347.0,605.0,3.0,2938.0,246.0,3148.0,3336.0
642,2330.0,603.0,3.0,2880.0,236.0,3148.0,3339.0
643,2376.0,594.0,3.0,2844.0,239.0,3148.0,3380.0
644,2435.0,594.0,3.0,2921.0,231.0,3148.0,3472.0
645,2440.0,582.0,3.0,3067.0,222.0,3148.0,3469.0
646,2448.0,579.0,3.0,3092.0,228.0,3148.0,3460.0
647,2453.0,560.0,3.0,3017.0,231.0,3148.0,3400.0
648,2466.0,550.0,3.0,2959.0,231.0,3148.0,3364.0
649,2476.0,548.0,3.0,2967.0,219.0,3147.0,3354.0
650,2474.0,549.0,3.0,2910.0,226.0,3147.0,3369.0
651,2469.0,559.0,3.0,2866.0,220.0,3147.0,3363.0
652,2478.0,558.0,3.0,2852.0,227.0,3148.0,3337.0
653,2464.0,546.0,3.0,2848.0,232.0,3147.0,3309.0
654,2472.0,540.0,3.0,2832.0,236.0,3148.0,3322.0
655,2495.0,549.0,3.0,2841.0,239.0,3148.0,3344.0
656,2536.0,561.0,3.0,2898.0,228.0,3149.0,3336.0
657,2540.0,564.0,3.0,2967.0,230.0,3148.0,3375.0
658,2553.0,568.0,3.0,2991.0,229.0,3147.0,3405.0
659,2577.0,568.0,3.0,3084.0,223.0,3147.0,3460.0
660,2574.0,551.0,3.0,3193.0,223.0,3148.0,3436.0
661,2572.0,530.0,3.0,3306.0,222.0,3147.0,3487.0
662,2587.0,506.0,3.0,3379.0,226.0,3147.0,3573.0
663,2672.0,484.0,3.0,3413.0,230.0,3148.0,3610.0
664,2714.0,490.0,3.0,3412.0,230.0,3147.0,3655.0
665,2859.0,479.0,3.0,3363.0,225.0,3148.0,3696.0
666,2979.0,477.0,3.0,3345.0,223.0,3148.0,3731.0
667,3014.0,480.0,3.0,3391.0,229.0,3147.0,3675.0
668,3038.0,479.0,3.0,3424.0,234.0,3148.0,3667.0
669,3081.0,471.0,3.0,3436.0,247.0,3146.0,3699.0
670,3118.0,468.0,3.0,3457.0,248.0,3147.0,3744.0
671,3165.0,478.0,3.0,3454.0,242.0,3147.0,3741.0
672,3236.0,475.0,3.0,3447.0,242.0,3145.0,3729.0
673,3332.0,453.0,3.0,3447.0,244.0,3147.0,3744.0
674,3460.0,434.0,3.0,3482.0,249.0,3147.0,3793.0
675,3582.0,439.0,3.0,3497.0,249.0,3148.0,3776.0
676,3631.0,441.0,3.0,3517.0,246.0,3147.0,3812.0
677,3689.0,437.0,3.0,3497.0,247.0,3148.0,3890.0
678,3737.0,422.0,3.0,3511.0,243.0,3147.0,3961.0
679,3805.0,419.0,3.0,3517.0,239.0,3146.0,3994.0
680,3810.0,415.0,3.0,3505.0,235.0,3146.0,3998.0
681,3873.0,391.0,3.0,3525.0,239.0,3146.0,4018.0
682,3867.0,372.0,3.0,3624.0,242.0,3147.0,3976.0
683,4004.0,374.0,3.0,3661.0,241.0,3146.0,4009.0
684,4122.0,378.0,3.0,3649.0,241.0,3147.0,3974.0
685,4180.0,385.0,3.0,3695.0,241.0,3147.0,4006.0
686,4201.0,380.0,3.0,3722.0,237.0,3148.0,4087.0
687,4283.0,378.0,3.0,3751.0,234.0,3147.0,4151.0
688,4326.0,375.0,3.0,3763.0,230.0,3147.0,4144.0
689,4226.0,376.0,3.0,3786.0,233.0,3146.0,4130.0
690,4164.0,368.0,3.0,3791.0,236.0,3147.0,4133.0
691,4204.0,354.0,3.0,3818.0,234.0,3147.0,4166.0
692,4274.0,341.0,3.0,3829.0,233.0,3148.0,4137.0
693,4336.0,332.0,3.0,3856.0,236.0,3147.0,4136.0
694,4353.0,318.0,3.0,3855.0,236.0,3147.0,4135.0
695,4360.0,296.0,3.0,3855.0,238.0,3146.0,4077.0
696,4359.0,285.0,3.0,3848.0,242.0,3147.0,4072.0
697,4343.0,261.0,3.0,3835.0,239.0,3146.0,4045.0
698,4291.0,242.0,3.0,3846.0,236.0,3146.0,4120.0
699,4255.0,227.0,3.0,3841.0,235.0,3146.0,4140.0
700,4219.0,210.0,3.0,3851.0,236.0,3147.0,4157.0
701,4202.0,204.0,3.0,3857.0,234.0,3148.0,4105.0
702,4202.0,196.0,3.0,3866.0,233.0,3147.0,4131.0
703,4207.0,196.0,3.0,3865.0,235.0,3147.0,4116.0
704,4195.0,195.0,3.0,3855.0,235.0,3147.0,4055.0
705,4170.0,197.0,3.0,3816.0,240.0,3146.0,4108.0
706,4148.0,193.0,3.0,3765.0,241.0,3147.0,4111.0
707,4062.0,191.0,3.0,3749.0,236.0,3147.0,4126.0
708,4017.0,187.0,3.0,3743.0,232.0,3148.0,4113.0
709,3994.0,176.0,3.0,3726.0,234.0,3147.0,4107.0
710,4017.0,172.0,3.0,3700.0,241.0,3147.0,4136.0
711,3988.0,172.0,3.0,3701.0,240.0,3147.0,4114.0
712,4006.0,174.0,3.0,3710.0,243.0,3146.0,4042.0
713,4078.0,168.0,3.0,3700.0,240.0,3148.0,3857.0
714,4028.0,168.0,3.0,3613.0,236.0,3147.0,3844.0
715,3994.0,176.0,3.0,3574.0,233.0,3147.0,3889.0
716,3985.0,180.0,3.0,3572.0,233.0,3147.0,3938.0
717,4000.0,181.0,3.0,3568.0,234.0,3148.0,3978.0
718,4009.0,180.0,3.0,3563.0,237.0,3147.0,3940.0
719,4087.0,176.0,3.0,3558.0,237.0,3148.0,3948.0
720,4183.0,173.0,3.0,3542.0,235.0,3147.0,3905.0
721,4165.0,179.0,3.0,3571.0,236.0,3147.0,3786.0
722,3993.0,188.0,3.0,3549.0,238.0,3148.0,3781.0
723,3916.0,194.0,3.0,3500.0,242.0,3147.0,3810.0
724,3861.0,207.0,3.0,3461.0,239.0,3147.0,3804.0
725,3837.0,211.0,3.0,3373.0,240.0,3146.0,3867.0
726,3749.0,215.0,3.0,3362.0,243.0,3147.0,3871.0
727,3664.0,222.0,3.0,3368.0,242.0,3146.0,3888.0
728,3620.0,237.0,3.0,3363.0,244.0,3148.0,3904.0
729,3600.0,251.0,3.0,3355.0,241.0,3147.0,3895.0
730,3584.0,257.0,3.0,3349.0,239.0,3146.0,3875.0
731,3588.0,252.0,3.0,3364.0,243.0,3146.0,3873.0
732,3641.0,256.0,3.0,3383.0,242.0,3147.0,3765.0
733,3636.0,266.0,3.0,3336.0,243.0,3146.0,3693.0
734,3556.0,280.0,3.0,3304.0,244.0,3147.0,3609.0
735,3414.0,287.0,3.0,3308.0,247.0,3146.0,3619.0
736,3414.0,287.0,3.0,3308.0,247.0,3146.0,3619.0
737,3437.0,304.0,3.0,3303.0,244.0,3147.0,3589.0
738,3462.0,313.0,3.0,3291.0,239.0,3146.0,3572.0
739,3468.0,319.0,3.0,3280.0,237.0,3146.0,3548.0
740,3463.0,328.0,3.0,3263.0,243.0,3147.0,3520.0
741,3428.0,336.0,3.0,3232.0,248.0,3148.0,3505.0
742,3370.0,328.0,3.0,3204.0,246.0,3147.0,3537.0
743,3328.0,327.0,3.0,3177.0,243.0,3147.0,3570.0
744,3309.0,339.0,3.0,3171.0,244.0,3146.0,3607.0
745,3287.0,342.0,3.0,3169.0,241.0,3148.0,3588.0
746,3193.0,341.0,3.0,3156.0,242.0,3147.0,3531.0
747,3123.0,342.0,3.0,3163.0,243.0,3146.0,3535.0
748,3155.0,352.0,3.0,3105.0,247.0,3146.0,3456.0
749,3203.0,361.0,3.0,2981.0,241.0,3146.0,3445.0
750,3313.0,360.0,3.0,2944.0,239.0,3149.0,3424.0
751,3378.0,367.0,3.0,2954.0,244.0,3147.0,3402.0
752,3364.0,385.0,3.0,2954.0,245.0,3148.0,3350.0
753,3390.0,391.0,3.0,2927.0,243.0,3146.0,3341.0
754,3368.0,401.0,3.0,2912.0,239.0,3148.0,3335.0
755,3351.0,412.0,3.0,2905.0,235.0,3147.0,3336.0
756,3340.0,412.0,3.0,2891.0,233.0,3147.0,3320.0
757,3844.0,456.0,3.0,2638.0,242.0,3146.0,2792.0
758,3843.0,482.0,3.0,2634.0,241.0,3146.0,2737.0
759,3843.0,482.0,3.0,2634.0,241.0,3146.0,2737.0
760,3935.0,487.0,3.0,2635.0,243.0,3147.0,2628.0
761,4072.0,512.0,3.0,2640.0,246.0,3146.0,2655.0
762,4079.0,536.0,3.0,2639.0,240.0,3147.0,2590.0
763,4088.0,560.0,3.0,2640.0,238.0,3148.0,2554.0
764,4031.0,580.0,3.0,2640.0,241.0,3148.0,2529.0
765,3914.0,602.0,3.0,2640.0,239.0,3147.0,2532.0
766,3923.0,609.0,3.0,2639.0,240.0,3147.0,2494.0
767,3949.0,616.0,3.0,2639.0,235.0,3147.0,2466.0
768,3897.0,617.0,3.0,2638.0,238.0,3147.0,2458.0
769,3819.0,626.0,3.0,2638.0,241.0,3147.0,2460.0
770,3743.0,638.0,3.0,2638.0,244.0,3146.0,2539.0
771,3712.0,640.0,3.0,2639.0,245.0,3145.0,2599.0
772,3788.0,641.0,3.0,2638.0,248.0,3146.0,2575.0
773,3791.0,648.0,3.0,2638.0,243.0,3147.0,2553.0
774,3782.0,661.0,3.0,2636.0,243.0,3148.0,2546.0
775,3770.0,665.0,3.0,2634.0,245.0,3146.0,2536.0
776,3747.0,677.0,3.0,2633.0,244.0,3146.0,2530.0
777,3714.0,684.0,3.0,2632.0,238.0,3146.0,2560.0
778,3698.0,687.0,3.0,2631.0,236.0,3146.0,2576.0
779,3697.0,663.0,3.0,2631.0,244.0,3147.0,2546.0
780,3668.0,660.0,3.0,2629.0,240.0,3147.0,2592.0
781,3637.0,661.0,3.0,2630.0,239.0,3146.0,2579.0
782,3664.0,663.0,3.0,2623.0,239.0,3146.0,2515.0
783,3588.0,655.0,3.0,2615.0,239.0,3146.0,2520.0
784,3428.0,644.0,3.0,2620.0,243.0,3147.0,2529.0
