,c5_cardano,c5_ripple,c5_bitcoin,c5_iota,c5_ethereum
0,-4.3763745997989645,0.0,2.247436332210782,0.0,2.7691608504519536
1,-4.395611473038002,0.0,-2.5668370230887376,-7.067167223092497,-2.343743056022504
2,0.0,0.0,-1.1187064853074844,0.0,-1.0320024434076913
3,0.0,-7.490671729157555,-0.40711284857934515,0.0,-0.8704232596555812
4,0.0,0.0,-1.0232572630484356,-7.067167223092497,0.5244271682622639
5,-4.415018209116965,-7.547205635382966,-0.4095962608462287,0.0,-0.5450795352280693
6,4.415018209116965,7.547205635382966,0.39497071147343377,7.067167223092497,3.3915914937206253
7,0.0,7.490671729157555,-0.7608234817671473,0.0,-4.486777743504717
8,-4.415018209116965,-15.03787736454052,3.0690112651554955,-7.067167223092497,4.027679194981829
9,4.415018209116965,0.0,-0.6860562981219118,7.067167223092497,-1.1909325707983953
10,0.0,0.0,-1.1103644889153657,0.0,0.35248248001516913
11,-4.415018209116965,-7.6045993852193305,0.3363679604681238,7.017572658646543,-0.8171958257753431
12,0.0,7.6045993852193305,1.0814603690432705,0.0,0.42106306660571136
13,0.0,0.0,0.2774836631051585,0.0,0.6560096284993051
14,0.0,0.0,1.5612350057108415,0.0,0.37938144784675387
15,0.0,0.0,-0.2333007694924163,0.0,-0.20410582648401032
16,0.0,0.0,-0.2625284420882963,0.0,-0.05567245627389639
17,0.0,0.0,1.049700494397257,0.0,1.2096621943073842
18,0.0,7.547205635382966,-0.36435447721123637,0.0,0.8790232086721517
19,4.415018209116965,0.0,-0.568658200720165,0.0,0.5019522757011146
20,0.0,0.0,0.13125752015002945,0.0,-0.07404268975915329
21,0.0,0.0,0.699749285069629,0.0,0.29819407719696756
22,0.0,0.0,-0.10201627897185972,6.968669316093326,-0.7590273706809967
23,0.0,0.0,0.5099773534893757,0.0,-1.2622065578816546
24,0.0,0.0,0.9464113518624799,0.0,-0.5296539340361051
25,0.0,0.0,-0.48037382740949397,0.0,-0.890945822611684
26,0.0,0.0,0.16015025039450848,0.0,0.2640667113864765
27,0.0,0.0,-0.2620774016904761,-6.968669316093326,-0.9658327136185108
28,0.0,0.0,-1.267676606281384,0.0,0.1486503787127731
29,0.0,-7.547205635382966,-0.14581298053053615,0.0,0.22706208594172494
30,0.0,0.0,0.5976981510812038,0.0,1.1592769226372184
31,0.0,7.547205635382966,0.39341109780798433,0.0,-0.2597922089335043
32,0.0,0.0,0.0145678095123003,0.0,0.09072875819219917
33,0.0,0.0,0.6553318762216804,0.0,0.28450499415703234
34,0.0,7.490671729157555,-0.6407642789272359,0.0,-0.047411878333150526
35,0.0,0.0,0.2330527000958682,0.0,-0.1772991164434643
36,0.0,0.0,0.08738076172448928,0.0,0.14637711512659735
37,0.0,0.0,-0.5681114816616173,0.0,-0.1525625354715885
38,-4.415018209116965,-7.490671729157555,-0.3934971012167807,0.0,1.997961508717708
39,0.0,7.490671729157555,-0.4811512730320828,0.0,-4.10322544417977
40,0.0,0.0,0.4082644443788013,6.968669316093326,0.3408580359300686
41,-4.434597067865639,-7.490671729157555,-0.6562206303333369,0.0,-1.0870195245934156
42,4.434597067865639,0.0,-1.2991280154346896,0.0,-1.2268988209689269
43,-4.434597067865639,0.0,-0.7159713040618954,0.0,-0.6606244279882958
44,0.0,0.0,-2.16564322276281,-6.968669316093326,-2.021859575457711
45,-4.454350349380206,-7.547205635382966,-1.319242067002051,0.0,-1.7285586217276432
46,0.0,0.0,0.5572256174691574,0.0,0.2889936077681341
47,0.0,0.0,-0.21992038970711292,-7.017572658646543,-0.12889330562757095
48,0.0,0.0,-1.2764928995220544,7.017572658646543,-0.7383381903382542
49,0.0,0.0,-0.14682778595306445,0.0,-0.10819673506011895
50,0.0,0.0,-1.0283985803598625,0.0,-0.5390773997987708
51,-4.474280394921152,0.0,-2.325137538922718,-7.017572658646543,-2.6851418222522625
52,0.0,-7.6045993852193305,-2.315788955969765,0.0,-1.148805994862414
53,0.0,7.6045993852193305,0.10336604139411065,0.0,0.20897200478248124
54,0.0,0.0,1.0478236482867942,0.0,1.2800449450242013
55,4.474280394921152,0.0,1.5770432975878066,7.017572658646543,1.6264031309019629
56,0.0,0.0,1.2510212171073363,0.0,1.6258422934133705
57,0.0,0.0,-2.5625934494801186,0.0,-0.6283733659929567
58,0.0,0.0,-1.1508839467878715,-7.017572658646543,-2.870148176836665
59,-4.474280394921152,0.0,-1.4626473565167544,0.0,-2.0895243070972356
60,0.0,0.0,-1.9831586070176854,-7.067167223092497,-1.9849086507856555
61,-4.494389587839237,-7.6045993852193305,-1.0523742383647914,0.0,-1.642410201844541
62,-4.514680354526718,-7.662872745569132,-7.741474698645106,-7.117467768863946,-7.641217790409428
63,-4.535155165391188,0.0,-0.49331410906961537,0.0,0.14806792537456204
64,0.0,-7.722046093910308,-2.3353304026804835,-36.36764417087477,-2.492575980400943
65,-18.349138668196474,-7.782140442054953,-0.5996821864227968,-7.434978487518094,-1.2433141648434685
66,0.0,0.0,-2.01155963648489,-7.490671729157555,-1.1385845396907825
67,0.0,0.0,0.5558351566123747,7.490671729157555,-2.8009911168519466
68,4.618945856294431,0.0,4.061725745026706,0.0,5.350385663534325
69,4.597709248629485,0.0,0.4486249720066553,14.815085785140695,0.9196669504544843
70,0.0,0.0,1.1505503738408152,0.0,1.193880868044289
71,4.576667027411645,7.782140442054953,1.3878631377319834,7.326040092072844,-0.3385448106982949
72,-9.17437627604113,-7.782140442054953,-3.675321245329542,-7.326040092072844,-0.8998166039982607
73,0.0,0.0,-0.9883643376124382,0.0,-5.452174352174552
74,-9.259325412796784,-15.748356968139177,-3.4519537797314115,-14.815085785140695,-4.794892367352077
75,-14.051753455650214,-7.968169649176872,-4.822627425717656,-7.490671729157555,-4.224681819820034
76,-4.728141195946137,-8.03217169726426,-9.547807410937821,-7.547205635382966,-3.222306207746442
77,4.728141195946137,0.0,1.2803513569451752,7.547205635382966,-1.0246156700522988
78,0.0,0.0,1.6285533069312805,0.0,1.0547989472270274
79,0.0,0.0,0.48652923175905016,7.490671729157555,0.8706109048707731
80,-9.478743954543916,-8.097210232619375,-3.898877921004896,-15.03787736454052,-6.6608848332871275
81,-33.90155167568139,-24.69261259037154,-17.657886232271267,-22.98951822469877,-11.293863127240911
82,4.914014802429165,0.0,3.2408404922989575,0.0,0.5744178148543142
83,9.756174945364705,8.298802814695108,7.388189421564675,-15.625317903080827,12.0434824098229
