,electricity-load-nyiso-centrl,electricity-load-nyiso-north,electricity-load-nyiso-nyc,electricity-load-nyiso-west,electricity-load-nyiso-dunwod,electricity-load-nyiso-genese,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-overall,electricity-load-nyiso-millwd,electricity-load-nyiso-capitl
379,2480.731,658.2665,10064.968,2285.8184,1403.7488,1720.4199,2274.3132,5028.915,1221.748,29885.4108,648.3292,2098.1528
380,2414.6758,655.3414,10021.011,2280.6118,1373.8295,1714.2898,2268.7593,5018.935,1219.3794,29702.4203,635.7553,2099.832
381,2428.5,649.6619,9990.352,2265.0334,1404.563,1706.1919,2273.5488,5018.2114,1215.4216,29686.4416,649.7181,2085.2395
382,2425.0771,655.8197,9913.191,2285.3428,1377.8577,1698.2981,2246.3796,4994.4014,1211.7339,29528.038099999998,653.0796,2066.8572
383,2436.0469,650.8377,9885.767,2245.6953,1383.5211,1689.6243,2244.2869,4991.27,1214.4023,29445.68,633.115,2071.1135
384,2447.958,650.6337,9876.403,2250.5618,1381.7213,1687.6711,2245.7974,4990.796,1202.0833,29433.7715,643.4057,2056.7402
385,2443.7632,653.0593,9862.416,2234.8145,1389.5498,1685.4167,2190.8313,4984.7456,1186.0242,29317.139300000003,644.4258,2042.0929
386,2446.1853,652.0591,9877.592,2226.7644,1385.707,1681.0754,2195.9976,4950.284,1197.4084,29289.5046,647.0129,2029.4185
387,2456.662,648.8306,9861.355,2198.1033,1421.5692,1676.0317,2218.3252,4929.176,1184.1389,29277.8517,643.3336,2040.3262
388,2433.1328,659.1998,9800.272,2213.6177,1396.728,1671.7631,2180.8862,4922.8203,1189.6444,29109.620599999995,629.1709,2012.3854
389,2438.3652,651.028,9800.002,2209.616,1372.3966,1663.8516,2178.6895,4922.924,1190.4309,29083.997199999998,643.7884,2012.905
390,2439.598,649.8823,9747.321,2203.1746,1390.9062,1663.9777,2144.2188,4892.383,1200.275,28956.663399999998,636.4684,1988.4584
391,2421.9668,639.3359,9777.925,2217.778,1380.7213,1654.3243,2120.9976,4882.0273,1179.2644,28908.8912,640.558,1993.9926
392,2395.9424,649.5839,9744.21,2199.4602,1367.1418,1649.387,2121.8428,4842.158,1178.8414,28750.9337,636.4043,1965.9619
393,2374.202,641.4337,9746.118,2202.9375,1372.7141,1638.5867,2062.8242,4827.29,1177.1675,28630.4779,622.8209,1964.3833
394,2345.54,638.4768,9689.511,2185.7964,1348.4529,1621.4982,2027.4122,4798.597,1168.5638,28410.1813,627.5317,1958.8013
395,2381.8257,636.4076,9663.185,2178.792,1317.1177,1613.739,2055.4233,4775.8076,1157.9922,28357.1578,619.4634,1957.4043
396,2380.107,621.5334,9649.574,2188.784,1324.9487,1615.2084,2055.8662,4743.237,1167.6001,28317.263600000002,614.4719,1955.9329
397,2368.7683,630.7302,9657.409,2171.3672,1334.891,1601.2673,2004.0923,4729.2847,1153.7317,28203.9775,602.2957,1950.1401
398,2321.0874,621.398,9589.196,2141.2346,1317.7852,1596.6785,2005.0239,4698.787,1154.2274,28016.727000000003,606.8893,1964.4197
399,2351.2139,625.1273,9560.767,2158.5408,1317.704,1596.334,1987.5446,4680.753,1151.8915,28004.363599999997,619.0588,1955.4287
400,2352.0933,623.5634,9537.262,2144.597,1344.8302,1586.5665,1944.0366,4640.1377,1144.8685,27863.732300000003,604.5905,1941.1866
401,2361.86,622.2916,9514.26,2139.2397,1331.1211,1580.131,1999.4352,4614.0493,1146.1425,27830.3531,594.0537,1927.769
402,2347.2593,622.6971,9481.281,2158.9165,1336.9208,1576.6873,1948.9268,4609.1,1132.6857,27738.2553,587.7809,1935.9999
403,2282.6782,639.2211,9483.539,2135.0813,1313.1635,1577.313,1919.2998,4593.373,1132.104,27592.9317,593.3927,1923.7661
404,2289.6853,633.4443,9426.828,2144.5674,1310.4585,1561.9641,1945.6393,4557.365,1126.9143,27491.379899999996,578.1606,1916.3531
405,2317.3413,629.791,9465.952,2103.642,1313.3115,1564.1472,1901.2932,4545.7715,1121.781,27474.3253,585.175,1926.1196
406,2275.1274,629.5797,9415.794,2110.0442,1312.1909,1559.3821,1901.8673,4507.457,1120.6428,27330.670899999997,583.4615,1915.124
407,2294.5725,631.5672,9410.088,2101.1687,1309.337,1551.5964,1862.7334,4481.241,1119.048,27258.626600000003,575.2739,1922.0005
408,2293.169,629.9771,9436.324,2102.7747,1283.4529,1552.5576,1846.4918,4482.7485,1114.8859,27237.874499999998,577.7918,1917.7012
409,2268.3662,629.4914,9442.621,2109.1067,1302.0797,1538.2751,1861.7443,4452.8906,1120.3381,27173.9008,557.4367,1891.551
410,2271.6692,624.2365,9409.394,2094.531,1288.5619,1536.8585,1819.649,4457.0674,1106.9878,27093.2856,563.0903,1921.24
411,2281.8936,615.7105,9408.884,2095.9172,1268.0159,1528.515,1835.2766,4443.663,1106.9728,27069.715200000002,565.3605,1919.5061
412,2285.1218,611.9815,9394.004,2081.3374,1272.0353,1528.639,1846.028,4422.45,1107.5033,27050.137300000002,563.8541,1937.1829
413,2214.6768,615.9194,9394.653,2076.7695,1259.0447,1525.7573,1860.6832,4415.4854,1104.4238,26920.6539,541.1455,1912.0953
414,2214.5686,615.6112,9397.2,2073.7476,1245.1709,1519.7571,1831.5117,4405.3877,1107.3389,26887.2411,555.436,1921.5114
415,2206.9443,607.7332,9299.809,2093.4712,1238.4735,1517.6241,1832.6527,4409.803,1100.333,26771.386499999997,539.2378,1925.3047
416,2201.369,613.8654,9264.981,2083.7239,1225.2715,1517.021,1821.561,4383.9736,1098.599,26683.616,540.3177,1932.9329
417,2204.8232,610.5034,9182.422,2075.1777,1197.569,1527.123,1791.3517,4362.7383,1101.425,26529.596299999997,546.5026,1929.9604
418,2191.1348,615.7087,9075.026,2063.4434,1208.7737,1513.1833,1770.1771,4331.631,1089.2727,26329.0372,540.2665,1930.42
419,2191.3357,609.7166,9040.738,2084.0898,1185.6265,1518.129,1803.7217,4320.2393,1092.5977,26290.305400000005,529.7151,1914.396
420,2178.1677,612.403,9002.16,2077.4624,1171.0066,1514.3182,1759.172,4316.5693,1094.2405,26169.533099999997,537.6088,1906.4246
421,2188.7832,607.3752,8945.113,2096.0789,1177.6823,1496.4368,1781.9552,4285.601,1088.0969,26105.7061,524.139,1914.4446
422,2177.8977,599.5764,8930.54,2074.532,1162.1283,1497.4429,1763.3757,4246.1865,1072.6545,25956.605,518.2413,1914.0297
423,2166.5522,609.4575,8861.383,2072.8945,1176.0651,1492.7504,1727.6575,4229.2944,1065.9363,25804.4168,515.654,1886.7719
424,2150.8833,596.9736,8800.016,2082.305,1164.3174,1478.5432,1752.3557,4176.094,1070.3486,25685.7415,516.8901,1897.0146
425,2140.1003,618.5374,8793.598,2081.7783,1144.838,1479.0645,1748.6111,4164.96,1056.8928,25612.650499999996,502.3997,1881.8704
426,2134.2861,616.7112,8753.698,2071.1968,1149.7317,1473.966,1727.0605,4123.2393,1061.1742,25480.062,494.9472,1874.051
427,2154.2344,617.2907,8671.639,2092.4294,1135.6014,1443.4778,1737.9373,4088.63,1046.123,25332.317,496.9916,1847.9624
428,2101.1367,617.6299,8561.475,2080.0732,1125.1262,1450.8496,1680.3926,4055.3633,1048.6976,25067.6556,501.0211,1845.8904
429,2096.4026,612.1776,8436.01,2067.0989,1135.3613,1438.6613,1636.8807,4001.646,1034.3086,24796.3586,503.1544,1834.6572
430,2088.1042,604.7717,8303.395,2057.4426,1114.0931,1419.1737,1652.2112,3961.5938,1028.8129,24546.654300000002,494.6651,1822.391
431,2061.3657,618.1229,8271.484,2043.3799,1110.6759,1411.5583,1644.549,3913.395,1020.2851,24380.321099999997,483.835,1801.6703
432,2055.9019,609.2309,8235.135,2028.0725,1110.26,1412.3489,1600.8866,3895.9304,1013.6212,24249.351799999997,490.6895,1797.2749
433,2050.9026,610.4395,8207.803,2045.6842,1103.1309,1397.9333,1596.1211,3866.3533,1012.7464,24147.0947,480.1812,1775.7992
434,2039.4065,606.0745,8149.6313,2027.0927,1084.3447,1382.1467,1606.1465,3834.004,999.5117,23984.5687,483.8236,1772.3865
435,2015.0481,613.6732,8133.001,2027.9237,1081.8589,1372.7537,1592.6382,3792.815,990.5796,23858.264,472.3054,1765.6672
436,2007.7451,599.0466,8091.641,1983.9377,1080.3031,1372.179,1573.6748,3755.2642,991.4854,23671.3569,465.3615,1750.7185
437,1983.2659,600.2976,8068.3,1981.9745,1079.143,1360.9473,1565.0901,3709.6538,979.3422,23519.181800000002,453.1264,1738.041
438,1986.1499,586.2642,8049.4736,1984.3783,1056.6241,1342.6624,1577.2053,3689.7314,976.6818,23462.229200000005,477.7805,1735.2777
439,1978.8406,595.1874,8014.092,1980.9553,1041.1285,1329.7477,1548.8898,3646.5815,962.5247,23285.9485,458.3415,1729.6595
440,1959.1365,591.7746,7969.3257,1948.0314,1040.7197,1322.9349,1549.3551,3630.3516,958.2945,23124.6388,453.0006,1701.7142
441,1942.7429,610.5542,7960.3623,1940.6648,1038.9333,1311.2529,1518.7551,3573.1868,965.232,23003.091899999996,452.1379,1689.2697
442,1912.2593,601.1773,7888.465,1941.7673,1026.7635,1301.7742,1524.0289,3540.998,969.3323,22841.222599999997,448.2806,1686.3762
443,1907.4619,604.6808,7853.391,1923.1859,1016.335,1282.1744,1521.4055,3501.7148,955.5399,22676.038699999997,444.7197,1665.4298
444,1904.5557,598.8589,7846.163,1925.8754,1017.6315,1285.9707,1512.1028,3473.084,953.9142,22635.156099999997,443.4013,1673.5986
445,1883.0984,599.1693,7794.878,1907.5872,1014.2441,1272.1787,1502.8759,3451.0483,950.1815,22458.678100000005,436.8608,1646.5559
446,1892.404,593.8821,7794.172,1914.5549,992.232,1263.1433,1504.634,3421.9966,935.2764,22394.5054,430.1366,1652.0735
447,1871.8555,603.5144,7751.3936,1880.061,985.3627,1259.4438,1466.0554,3407.13,931.8626,22209.504500000003,418.0591,1634.7664
448,1888.5713,582.2892,7699.6006,1886.5376,981.0304,1252.9337,1472.7438,3365.3894,942.4241,22131.2168,429.0331,1630.6636
449,1907.2021,577.1404,7679.421,1889.8933,972.4243,1235.8977,1456.698,3333.3955,924.8395,22020.420299999998,420.177,1623.3315
450,1843.6709,576.5008,7685.792,1880.0901,971.6274,1233.5563,1459.8811,3303.3582,927.8002,21900.652400000006,400.7399,1617.6355
451,1821.5382,577.0429,7575.3096,1852.5372,960.8617,1218.7488,1440.2383,3257.631,922.8801,21648.0323,413.6824,1607.5621
452,1832.1312,575.783,7569.787,1840.3927,939.3044,1216.0042,1381.7805,3233.4097,927.7784,21493.0183,410.484,1566.1632
453,1840.9458,566.8778,7510.956,1847.5599,937.1705,1204.5128,1446.2375,3182.1504,956.3118,21466.014199999998,401.5277,1571.764
454,1834.0017,579.26,7490.1943,1826.4526,917.396,1193.5126,1369.9244,3154.6658,938.5574,21292.209,402.0634,1586.1808
455,1851.904,574.4234,7446.365,1836.273,948.8366,1185.2722,1391.2732,3128.9001,937.7266,21265.7099,384.0393,1580.6965
456,1826.2578,576.22,7440.0044,1810.6691,941.6043,1179.509,1383.8922,3126.234,948.7287,21186.284099999997,389.051,1564.1136
457,1832.4834,577.7331,7424.2803,1798.6722,928.8433,1183.1216,1344.9249,3098.579,935.8409,21073.7125,389.588,1559.6458
458,1831.4819,575.0794,7397.051,1804.7612,924.747,1170.8741,1379.7664,3079.6487,930.7636,21024.6424,385.7212,1544.7479
459,1835.9985,573.0995,7363.672,1810.6077,932.704,1161.1255,1354.0176,3059.011,930.3989,20942.3884,384.2072,1537.5465
460,1822.584,576.5657,7348.268,1794.5796,920.3429,1161.5212,1341.2899,3045.5745,919.5202,20859.8282,392.0199,1537.5623
461,1820.531,569.8919,7314.1797,1776.4786,910.7226,1156.8481,1309.4382,3023.9531,920.628,20722.204599999997,382.4075,1537.1259
462,1788.3394,569.6838,7298.0703,1770.3811,891.99,1143.6926,1303.0126,3003.0708,918.1616,20609.7107,396.3189,1526.9896
463,1802.8853,565.5447,7276.4707,1771.3567,902.267,1141.992,1338.9858,2986.0771,909.0983,20608.8425,372.535,1541.6299
464,1792.9434,590.8276,7259.6377,1762.5049,895.4825,1138.7561,1326.8555,2943.9487,905.5336,20502.413500000002,374.4241,1511.4994
465,1783.6948,555.1079,7227.545,1760.3499,885.2901,1127.0878,1317.0247,2938.5532,902.7164,20380.993599999998,374.5158,1509.108
466,1777.7104,580.946,7180.964,1747.0361,895.694,1121.9456,1281.5388,2928.2695,907.4575,20298.095,372.916,1503.6171
467,1756.7056,584.9159,7142.413,1753.6559,898.693,1111.2966,1273.1135,2918.2593,886.3499,20203.5281,366.4695,1511.6559
468,1759.842,583.1403,7137.175,1730.3473,897.1257,1110.2239,1254.7252,2905.7449,881.1543,20133.3391,370.5626,1503.2979
469,1767.9319,581.2543,7109.2383,1719.1252,875.0059,1100.6355,1292.3035,2888.9927,884.5609,20082.7026,375.9443,1487.7101
470,1770.9194,582.1653,7061.741,1743.4045,884.4475,1098.2571,1290.4666,2865.3633,883.3743,20028.8027,365.5654,1483.0983
471,1765.1382,574.1718,7044.0215,1713.6527,882.5222,1096.4426,1281.3171,2854.621,876.5716,19936.5853,369.7374,1478.3892
472,1709.4297,574.0662,6993.044,1706.5104,870.4105,1088.0619,1263.9578,2837.2573,880.7016,19746.4527,354.3893,1468.624
473,1735.0444,581.3898,6979.2017,1698.4664,857.9439,1087.6288,1292.1973,2828.0867,866.5939,19751.4087,352.6084,1472.2474
474,1731.3567,578.7134,6980.047,1709.9795,880.1926,1086.7654,1287.8958,2807.9106,866.1495,19738.912500000002,344.771,1465.131
475,1734.0974,575.5804,6937.4893,1697.079,861.2479,1080.9915,1232.5039,2794.5596,852.1249,19622.6385,360.6857,1496.2789
476,1724.0259,572.181,6922.449,1674.3728,865.5429,1070.3706,1277.9473,2782.1702,855.0794,19575.7477,353.8666,1477.742
477,1697.8865,570.071,6899.8716,1680.6079,858.516,1065.3575,1199.7156,2785.354,847.6171,19415.630599999997,351.1859,1459.4475
478,1712.3679,575.8243,6891.458,1674.0931,853.7436,1070.2684,1253.3977,2759.5598,843.0417,19462.1785,357.4574,1470.9666
479,1712.4124,574.3472,6858.797,1678.3612,843.6373,1061.8191,1224.3381,2747.237,837.421,19337.5009,344.7473,1454.3833
480,1715.3215,567.4465,6842.0645,1674.4644,839.3145,1059.2828,1243.8623,2717.8794,842.9486,19302.1085,349.6773,1449.8467
481,1718.0854,568.9238,6811.616,1653.3892,844.7021,1047.6362,1206.9431,2700.4932,839.4267,19173.9775,338.1805,1444.5813
482,1658.877,576.7375,6814.029,1666.1632,840.2725,1057.0393,1192.3372,2700.4868,836.939,19134.674899999998,342.3828,1449.4106
483,1679.0945,564.6274,6800.617,1677.5916,834.7476,1049.7434,1187.2268,2690.8777,836.2375,19111.5816,347.2713,1443.5468
484,1671.7217,558.7285,6777.0547,1653.0453,842.8416,1044.4293,1177.3826,2670.4824,846.2483,19027.673000000003,338.2121,1447.5265
485,1691.9075,572.0494,6758.949,1652.4769,835.0339,1035.4591,1200.0183,2647.5876,831.6499,18988.2657,331.316,1431.8181
486,1680.4421,552.3253,6745.1006,1642.1152,836.0356,1046.4045,1178.584,2639.3972,838.0375,18924.790900000004,332.4475,1433.9014
487,1637.8596,580.294,6720.057,1636.529,835.1837,1039.5253,1152.8395,2634.9639,828.4551,18828.4708,332.5708,1430.1929
488,1627.8816,559.6788,6722.78,1635.5371,827.9335,1031.9229,1164.7073,2623.8284,836.2151,18797.126700000004,333.9709,1432.6711
489,1633.0461,565.0889,6721.132,1652.7134,821.3567,1034.8738,1190.7603,2620.9307,829.5856,18816.623300000003,323.9528,1423.183
490,1633.0461,565.0889,6721.132,1652.7134,821.3567,1034.8738,1190.7603,2620.9307,829.5856,18816.623300000003,323.9528,1423.183
491,1663.0051,565.0886,6691.5693,1621.498,827.9231,1032.7386,1176.5007,2593.1406,833.2487,18754.2501,326.0671,1423.4703
492,1658.7739,550.6168,6697.157,1629.5558,818.0425,1024.2819,1176.0419,2589.657,834.5244,18722.7658,333.683,1410.4316
493,1665.4497,564.0751,6669.8237,1639.1815,825.2561,1026.0115,1156.6809,2584.2478,842.3704,18700.8272,322.3025,1405.428
494,1683.3589,564.3408,6655.246,1613.7471,818.0946,1021.8353,1172.6946,2580.335,827.0762,18677.642099999997,321.4655,1419.4481
495,1657.0728,558.4114,6654.6953,1618.9065,810.8579,1027.2861,1140.6599,2578.4712,827.6406,18613.7733,327.7892,1411.9824
496,1632.9832,563.1552,6629.2324,1607.8618,812.8147,1018.2302,1158.6631,2587.8267,835.4194,18581.0062,318.3573,1416.4622
497,1613.3455,566.2627,6638.9307,1606.543,806.8554,1021.0002,1136.5693,2582.6226,829.1006,18537.6169,311.3693,1425.0176
498,1622.0156,557.6387,6624.382,1620.7041,797.7443,1020.4714,1148.0088,2569.5325,829.5056,18531.992,325.1079,1416.8811
499,1640.7092,565.2222,6615.9355,1616.8489,808.1702,1017.9145,1119.766,2553.3506,834.075,18521.058100000002,320.3868,1428.6792
500,1662.9985,552.288,6596.1646,1613.3374,802.9266,1014.479,1134.7744,2552.9548,832.5908,18508.212,324.938,1420.7599
501,1674.9502,571.3778,6628.9443,1611.5176,806.195,1015.42,1146.313,2562.887,825.0351,18572.794599999997,310.7036,1419.451
502,1675.2197,573.3303,6611.2246,1609.4939,808.1258,1019.1035,1131.2344,2553.5261,833.3828,18557.941600000002,315.3753,1427.9252
503,1650.0776,568.1198,6613.368,1610.9519,800.5203,1023.131,1133.8867,2544.6387,826.7308,18522.8516,324.5573,1426.8695
504,1679.0127,571.2555,6619.71,1611.327,811.1375,1022.3873,1152.5258,2558.0332,829.1054,18590.2471,312.6571,1423.0956
505,1680.7698,579.4572,6619.977,1624.8145,807.4083,1024.178,1146.1323,2546.9062,826.3178,18617.0203,325.5687,1435.4905
506,1687.2031,579.9745,6632.338,1632.7676,801.2601,1026.0283,1139.8448,2543.413,824.9627,18608.438599999998,309.9426,1430.7039
507,1690.9019,579.2018,6615.5576,1614.7705,802.3283,1025.5437,1114.6033,2538.2,826.8846,18567.4914,313.3511,1446.1486
508,1641.2756,591.515,6647.8057,1616.0768,801.5823,1026.397,1130.3965,2535.4426,831.1459,18565.260599999998,313.4347,1430.1885
509,1641.2756,591.515,6647.8057,1616.0768,801.5823,1026.397,1130.3965,2535.4426,831.1459,18565.260599999998,313.4347,1430.1885
510,1650.918,580.7023,6630.0977,1634.1382,801.0234,1031.2532,1097.9554,2545.839,834.9824,18565.464400000004,321.3736,1437.1812
511,1650.918,580.7023,6630.0977,1634.1382,801.0234,1031.2532,1097.9554,2545.839,834.9824,18565.464400000004,321.3736,1437.1812
512,1716.8037,580.7539,6663.521,1625.9045,801.4394,1032.685,1130.1023,2543.7617,841.2978,18660.2673,310.2728,1413.7252
513,1719.3606,568.957,6650.581,1624.3684,798.3249,1044.3535,1162.0789,2553.6382,858.8064,18750.615599999994,317.766,1452.3807
514,1737.1963,571.3038,6691.412,1658.8821,813.975,1046.3784,1127.353,2567.4167,846.9812,18843.305300000004,310.6734,1471.7334
515,1699.4458,588.1674,6710.099,1647.5972,809.6466,1047.9395,1165.6797,2579.419,849.6194,18869.4123,309.8181,1461.9806
516,1727.1919,582.275,6718.9023,1656.8435,807.4606,1054.3533,1148.9719,2566.8196,854.4567,18894.176000000003,314.6268,1462.2744
517,1747.6123,578.8272,6719.324,1647.4653,810.9664,1045.7971,1121.5273,2557.979,846.8484,18852.6585,307.326,1468.9855
518,1738.1702,575.9591,6711.8823,1654.2871,809.2076,1047.4617,1134.238,2551.0503,855.4108,18858.4921,321.4805,1459.3445
519,1757.7803,580.4049,6735.954,1631.741,801.3329,1052.9612,1120.886,2562.1543,849.0487,18872.2275,318.4812,1461.483
520,1711.2664,574.5033,6760.04,1644.3595,806.899,1054.4944,1144.3743,2561.3345,858.4537,18905.1824,313.9649,1475.4924
521,1736.3596,582.1773,6789.263,1646.3816,806.9573,1052.7411,1138.9136,2560.0542,843.0957,18952.523299999997,313.7653,1482.8146
522,1754.6311,580.2484,6793.1084,1666.5471,800.0119,1060.2626,1148.3005,2546.1997,864.4562,19009.8083,319.2139,1476.8285
523,1780.1177,578.5995,6833.764,1660.2495,803.3004,1057.9779,1137.2207,2561.788,859.1502,19087.627800000002,326.7966,1488.6633
524,1773.138,582.1707,6883.0654,1663.7843,807.8507,1064.165,1156.1255,2595.0598,871.8024,19189.868899999998,309.0396,1483.6675
525,1809.9027,585.0809,6959.537,1694.8198,815.7701,1072.7012,1161.2136,2627.3953,880.0829,19433.6391,328.9072,1498.2284
526,1799.5486,582.4918,6986.962,1689.8329,826.1331,1083.363,1192.9788,2624.8716,891.0754,19530.1666,328.8685,1524.0409
527,1828.1191,578.6702,7060.129,1714.2455,829.5372,1092.3108,1180.6289,2631.441,895.7381,19667.2988,327.4756,1529.0034
528,1838.8873,575.1653,7132.1016,1707.774,832.6423,1094.6335,1176.9934,2642.4504,908.846,19775.3135,331.7655,1534.0542
529,1839.4237,575.864,7150.4863,1707.1404,839.2231,1096.6824,1184.144,2661.2124,915.0521,19836.714700000004,337.0346,1530.4517
530,1801.9991,581.5007,7211.6494,1733.3092,848.6361,1106.8225,1162.105,2669.3535,908.9753,19901.945700000004,346.1298,1531.4651
531,1848.4099,576.7361,7212.5635,1718.524,834.4551,1102.7805,1164.9402,2709.1987,924.8241,19971.9392,336.4818,1543.0253
532,1845.5232,595.9851,7269.204,1738.0072,852.2087,1110.2151,1169.5063,2690.0488,920.9258,20076.775,330.1552,1554.9956
533,1858.0847,599.7187,7237.4385,1754.157,858.6163,1123.7878,1194.1514,2719.3662,923.4921,20160.5282,346.1211,1545.5944
534,1875.6167,592.2504,7297.8105,1752.3451,861.8153,1123.2849,1211.5066,2754.2588,930.3673,20311.0637,343.91,1567.8981
535,1866.9381,599.2246,7363.7207,1751.8356,871.2553,1134.509,1197.1844,2755.8442,927.8878,20405.1001,353.6726,1583.0278
536,1877.9175,580.4797,7387.507,1771.3022,878.7752,1139.8593,1246.8821,2764.394,951.9796,20541.537600000003,342.6848,1599.7562
537,1896.644,605.38,7438.6787,1804.0579,879.2138,1153.2407,1200.7825,2825.4878,952.7004,20727.9791,366.8281,1604.9652
538,1914.4406,593.3361,7509.8145,1785.9753,887.606,1167.8872,1246.8287,2838.2817,958.2935,20862.503299999997,349.4191,1610.6206
539,1882.9442,589.5952,7527.7827,1795.1656,884.9553,1171.3127,1261.3313,2864.8494,963.3563,20910.226,355.8476,1613.0857
540,1877.7086,596.3722,7588.8906,1818.9835,889.0929,1184.8318,1255.9292,2888.8142,964.1466,21044.6449,355.857,1624.0183
541,1916.9498,594.5468,7605.0957,1835.6415,882.3669,1192.4146,1282.4694,2903.4067,970.401,21179.2027,361.5893,1634.321
542,1925.9894,593.7757,7652.3086,1827.0662,908.399,1200.3524,1267.0632,2941.7056,972.8601,21279.422899999998,360.4879,1629.4148
543,1938.0234,600.3217,7680.763,1853.0027,910.6913,1199.2734,1271.6942,2944.2095,977.1421,21388.758,374.2519,1639.3848
544,1927.9814,602.1235,7723.1323,1840.3248,912.7208,1211.6421,1263.854,2957.2378,981.9339,21427.1002,365.1318,1641.0178
545,1938.2549,600.9883,7731.9307,1828.3297,918.0339,1205.284,1275.0038,2981.0437,983.4295,21484.9176,372.5816,1650.0375
546,1946.5885,598.4017,7800.783,1849.0609,922.1415,1214.8439,1252.288,3012.8804,975.902,21591.5653,377.4781,1641.1973
547,1917.8789,601.0936,7811.116,1868.1882,909.658,1227.0725,1301.2344,3014.4531,979.7924,21639.979900000002,376.2687,1633.2241
548,1976.6409,617.8515,7833.46,1843.2135,937.104,1229.5815,1302.6848,3043.0654,984.7886,21783.353300000002,371.8484,1643.1147
549,1923.9972,600.6171,7867.2437,1867.2545,927.6285,1244.2109,1324.2532,3083.6304,995.4245,21869.495799999997,383.4865,1651.7493
550,1951.6202,607.6273,7928.3267,1905.8176,947.8058,1247.5955,1315.7318,3096.0352,990.7462,22034.698999999997,394.4532,1648.9395
551,1973.783,598.3719,7944.24,1913.0133,943.4288,1249.7048,1338.314,3097.309,1011.3779,22120.267299999992,396.353,1654.3716
552,1982.398,606.186,7983.8936,1915.0671,933.7221,1265.0593,1341.4153,3118.2073,1004.9228,22202.156000000003,375.0484,1676.2361
553,1967.3138,601.7998,7967.775,1921.1913,947.2201,1264.659,1357.5464,3152.4294,1018.6746,22280.6535,404.0667,1677.9774
554,1967.3138,601.7998,7967.775,1921.1913,947.2201,1264.659,1357.5464,3152.4294,1018.6746,22280.6535,404.0667,1677.9774
555,1967.3138,601.7998,7967.775,1921.1913,947.2201,1264.659,1357.5464,3152.4294,1018.6746,22280.6535,404.0667,1677.9774
556,2002.6362,596.0748,8016.8086,1953.4753,940.5883,1276.6606,1364.6614,3204.8335,1020.8408,22451.697200000002,401.2588,1673.8589
557,2018.3042,608.9106,8069.1357,1964.1278,950.2069,1286.4138,1381.9355,3240.15,1011.5469,22625.863199999996,402.4553,1692.6765
558,2006.3428,611.656,8081.478,1967.5828,959.833,1293.5924,1360.135,3247.874,1017.2066,22650.292299999997,414.7997,1689.792
559,1988.7614,593.8036,8134.368,1952.7537,945.2568,1283.9824,1378.3497,3272.2017,1031.1586,22701.2517,424.5548,1696.061
560,2002.6274,605.5358,8202.575,1953.503,968.0536,1296.689,1408.3992,3274.0469,1016.1061,22845.3983,423.6603,1694.202
561,1980.0596,613.1948,8246.567,1974.0709,975.0469,1302.0076,1374.6914,3304.8218,1027.5205,22916.7002,425.6949,1693.0248
562,1979.6488,579.4116,8278.057,1982.8629,984.7418,1314.5813,1391.959,3335.7563,1037.5875,23004.196799999998,417.4525,1702.1381
563,1997.3314,615.3326,8290.24,1926.3654,983.0513,1302.8315,1409.3269,3342.0674,1030.6755,23042.795000000002,431.8124,1713.7606
564,1979.1091,611.2971,8326.497,1931.2936,986.2228,1303.8999,1418.9519,3355.815,1034.2574,23116.3175,436.7847,1732.189
565,1987.1886,612.0956,8359.295,1935.5878,991.7168,1301.612,1429.3682,3384.2861,1031.0615,23196.693700000003,430.7579,1733.7242
566,1988.2942,615.9845,8392.377,1943.8097,998.5521,1308.2518,1433.3417,3419.7637,1035.39,23299.215200000002,436.0587,1727.3918
567,1990.0718,612.9059,8391.277,1944.4374,1001.4907,1311.6066,1430.6613,3445.8113,1034.7003,23330.120600000002,436.743,1730.4153
568,2014.0221,613.2999,8432.81,1951.6357,995.915,1316.103,1418.4749,3465.6096,1030.0259,23394.2612,439.9304,1716.4347
569,2003.266,618.9205,8465.643,1949.6001,1000.5635,1313.8499,1418.7485,3501.4443,1039.8038,23469.4534,446.6968,1710.917
570,2011.2823,612.1854,8524.08,1977.6476,1013.1171,1314.7771,1445.2615,3509.5947,1044.4039,23623.4907,452.866,1718.2751
571,2011.5146,619.4657,8541.689,1964.458,1008.6575,1329.6497,1432.342,3536.163,1050.9463,23625.7273,436.2518,1694.5897
572,2033.5352,605.9773,8564.053,1952.9442,1020.3539,1324.3383,1423.3354,3553.7766,1043.3252,23682.458399999996,449.8746,1710.9447
573,2030.0776,602.5745,8581.81,1960.6432,1022.2755,1329.9517,1466.0669,3572.1,1051.326,23799.2685,460.3039,1722.1392
574,2033.6447,604.7191,8604.379,1975.147,1036.1239,1326.2402,1430.2871,3594.167,1045.3811,23831.396099999998,461.5465,1719.7605
575,2038.4388,617.1729,8627.879,1996.0492,1041.7019,1326.8373,1455.0525,3631.6775,1045.4323,23969.426800000005,452.7865,1736.3989
576,2030.8973,612.8201,8619.695,1995.0538,1044.7719,1326.9214,1452.1062,3667.2903,1058.5905,23986.270900000003,452.3556,1725.7688
