,electricity-load-nyiso-centrl,electricity-load-nyiso-north,electricity-load-nyiso-nyc,electricity-load-nyiso-west,electricity-load-nyiso-dunwod,electricity-load-nyiso-genese,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-overall,electricity-load-nyiso-millwd,electricity-load-nyiso-capitl
181,1934.3767,592.3232,7555.698,1945.1234,978.1506,1320.1134,1393.2133,2984.3535,1010.1688,21824.7265,427.3533,1683.8523
182,1927.0618,587.1538,7524.5063,1929.4465,954.1228,1319.1715,1415.3767,2970.4375,1000.8643,21719.804099999994,418.3167,1673.3462
183,1900.7566,600.1508,7515.452,1924.582,963.6987,1315.3608,1410.8439,2955.2214,1004.1659,21670.6743,418.1439,1662.2983
184,1936.7505,596.6357,7484.242,1916.9866,945.7755,1306.5022,1386.2793,2941.8367,997.2741,21577.2927,416.6274,1648.3827
185,1898.9597,590.8397,7458.657,1916.5798,945.6157,1300.45,1406.9082,2926.2617,994.3861,21492.3299,400.2893,1653.3827
186,1890.0442,591.0324,7427.435,1883.5403,942.6801,1295.6909,1396.1887,2902.0923,990.0359,21379.0153,408.1744,1652.1011
187,1912.4797,581.4429,7403.8633,1899.2823,954.7764,1295.2815,1400.4661,2896.2266,991.8727,21375.742399999996,406.3512,1633.6997
188,1899.8225,587.7419,7389.4834,1887.1976,930.8302,1292.584,1399.8292,2893.2642,979.9639,21318.996600000002,417.7297,1640.55
189,1891.6106,590.8233,7359.1167,1877.9414,936.2444,1283.2153,1376.7784,2868.8735,983.2872,21176.0789,399.1832,1609.0049
190,1850.7593,593.6724,7383.12,1870.532,922.4302,1290.6875,1365.7935,2862.9695,984.5944,21151.8296,411.6208,1615.65
191,1853.4402,591.3375,7341.664,1881.0643,917.7901,1281.5974,1368.0479,2860.3335,989.9787,21106.647300000004,406.6526,1614.7411
192,1879.6809,591.5447,7329.633,1855.9763,915.2188,1282.0781,1362.8201,2830.629,971.556,21043.663899999996,406.8651,1617.6619
193,1882.8447,578.8945,7313.365,1866.1929,911.1895,1278.9675,1386.099,2819.3784,989.5361,21018.0688,396.1198,1595.4814
194,1848.1326,588.8278,7282.1416,1869.3468,902.1896,1278.3748,1375.9733,2817.7393,983.0247,20952.088299999996,399.1801,1607.1577
195,1856.2278,588.731,7257.2246,1866.2634,904.2214,1269.3762,1323.1812,2808.4219,971.122,20849.0316,395.6312,1608.6309
196,1846.4685,592.5776,7248.593,1859.068,917.5032,1260.7109,1324.179,2802.0854,968.1204,20808.554,393.746,1595.502
197,1854.4004,598.8642,7233.1113,1849.9738,906.3551,1261.9565,1336.5957,2783.4966,957.8306,20777.437899999997,395.8045,1599.0492
198,1859.6802,584.6349,7215.9194,1848.9321,899.969,1253.1552,1328.6976,2772.3135,961.5835,20703.0345,392.5805,1585.5686
199,1868.9956,576.18,7205.791,1841.5764,899.5032,1254.2678,1299.1428,2758.5671,950.7169,20617.6552,385.4048,1577.5096
200,1829.9272,586.4695,7162.8105,1835.736,898.7786,1249.5828,1297.3185,2749.4917,951.5843,20535.3389,400.5092,1573.1306
201,1790.5996,578.4572,7165.545,1834.5055,895.3942,1242.9918,1301.4456,2737.5154,955.0858,20460.9382,384.8726,1574.5255
202,1819.6926,577.2699,7148.555,1839.8547,890.1604,1250.2192,1314.9093,2745.6265,951.7771,20509.127899999996,385.6745,1585.3887
203,1819.6926,577.2699,7148.555,1839.8547,890.1604,1250.2192,1314.9093,2745.6265,951.7771,20509.127899999996,385.6745,1585.3887
204,1831.1931,597.2691,7121.824,1820.6044,899.7121,1238.0264,1292.8132,2734.67,952.9861,20434.6427,375.7186,1569.8257
205,1830.4658,594.5986,7123.8423,1818.9434,894.082,1236.6461,1294.068,2727.8848,948.7221,20425.4205,384.3866,1571.7808
206,1810.9258,587.6162,7123.6406,1827.3157,886.7402,1239.3391,1286.8756,2735.2217,948.4907,20368.11,368.5746,1553.3698
207,1810.9258,587.6162,7123.6406,1827.3157,886.7402,1239.3391,1286.8756,2735.2217,948.4907,20368.11,368.5746,1553.3698
208,1826.72,584.73,7091.948,1817.9933,881.468,1235.4304,1284.5272,2724.52,959.5122,20336.8252,378.4055,1551.5706
209,1829.6582,596.9275,7079.1865,1814.2238,885.1009,1234.5627,1300.1783,2715.5945,944.8373,20345.9486,379.499,1566.1799
210,1827.3442,603.5315,7080.0586,1819.492,880.9419,1230.44,1261.6738,2721.7031,941.3195,20301.4974,369.8548,1565.138
211,1801.7222,593.0483,7065.0586,1814.0858,876.8721,1228.9558,1259.3594,2708.561,942.1531,20224.8606,369.7656,1565.2787
212,1781.7915,595.7782,7057.73,1815.2959,871.4349,1226.2891,1246.0298,2698.565,953.8085,20193.5767,384.8169,1562.0369
213,1828.2034,596.0012,7040.687,1805.9133,865.2933,1228.7891,1253.8535,2697.3125,946.9912,20217.533199999998,377.9589,1576.5298
214,1814.7148,594.9171,7050.5034,1805.8999,878.9266,1240.5195,1275.7847,2710.876,944.9321,20250.922,370.843,1563.0049
215,1836.7659,605.2682,7044.9355,1799.4089,874.0038,1234.4358,1250.5968,2712.6948,945.4576,20249.056799999995,377.6633,1567.8262
216,1795.8999,598.1914,7047.212,1803.5955,863.6981,1221.9648,1199.147,2707.9314,944.1369,20132.944799999997,380.1987,1570.9691
217,1823.6267,597.7098,7060.326,1802.6702,875.8705,1226.0854,1247.0529,2705.0132,946.497,20221.4245,373.9803,1562.5925
218,1816.3091,601.1069,7028.651,1810.5707,868.9392,1227.8977,1223.2714,2689.7195,939.5815,20146.9948,376.2492,1564.6986
219,1844.075,599.6031,7062.7656,1791.0751,867.5385,1229.0236,1245.469,2689.1064,946.1998,20217.5092,378.1417,1564.5114
220,1848.8049,607.9908,7040.04,1799.209,866.5914,1229.5045,1228.6775,2696.4111,949.5335,20245.993899999998,385.4348,1593.7964
221,1853.3442,594.3768,7044.8086,1812.4297,873.6915,1236.1965,1234.233,2696.6904,961.4125,20251.510800000004,371.2481,1573.0795
222,1805.2739,609.0745,7055.6973,1806.5574,878.1356,1230.0344,1234.0961,2699.2212,972.1886,20240.329999999998,370.4995,1579.5515
223,1842.4753,604.4407,7028.7764,1814.1605,866.0866,1228.7651,1245.8169,2694.4912,969.7694,20241.7246,375.1036,1571.8389
224,1860.1011,602.8995,7045.5,1807.8717,869.3723,1231.2556,1229.7595,2692.0886,965.9994,20256.8734,372.9808,1579.0449
225,1856.2976,606.4727,7051.6504,1806.0621,862.3656,1237.4592,1205.3741,2698.5574,966.4218,20235.2795,365.6476,1578.971
226,1819.6157,614.9528,7071.9937,1825.8425,873.5153,1246.5852,1250.8649,2717.4824,971.2092,20352.610799999995,370.4193,1590.1298
227,1873.1816,598.7307,7098.891,1826.7612,869.3594,1256.4044,1238.6399,2719.1294,969.9216,20414.5297,365.5142,1597.9963
228,1867.7449,602.6796,7122.437,1822.981,879.6996,1251.037,1259.3156,2723.206,972.4736,20462.27,360.2775,1600.4182
229,1888.2688,598.82,7133.465,1827.5447,870.0547,1261.134,1223.0411,2719.8677,969.5154,20446.6626,361.4153,1593.5359
230,1889.9375,590.2038,7137.981,1831.3673,862.7726,1251.852,1233.3558,2743.462,967.0393,20465.4372,367.7447,1589.7212
231,1833.8293,601.4658,7147.965,1835.5035,871.9828,1251.1943,1218.882,2713.2554,973.585,20423.9992,382.618,1593.7181
232,1851.4673,600.999,7155.3535,1835.368,862.4627,1259.5459,1194.481,2741.6272,979.5818,20438.3834,366.9665,1590.5305
233,1906.5552,601.2291,7168.206,1834.4933,867.6771,1246.742,1228.0524,2717.713,961.1683,20497.1964,376.1129,1589.2471
234,1891.3713,616.066,7174.5405,1835.2666,869.1983,1253.1099,1245.3942,2726.832,973.8075,20553.477099999996,369.9725,1597.9183
235,1876.949,628.6307,7205.993,1854.0361,872.8242,1256.2184,1226.0348,2736.5005,984.9392,20610.9402,367.713,1601.1013
236,1864.5549,612.9952,7264.5483,1833.1819,872.8554,1254.3772,1234.9512,2739.941,995.1635,20661.5037,366.2171,1622.718
237,1903.1829,610.8347,7264.6016,1844.8259,896.6688,1252.2582,1249.8768,2743.5854,985.0266,20746.729499999998,375.7589,1620.1097
238,1929.4417,626.1982,7328.517,1865.5444,897.0602,1275.3208,1223.4109,2796.5103,1007.2139,20966.9159,394.1227,1623.5758
239,1963.9131,618.2157,7389.5635,1866.9546,899.5866,1282.0718,1282.6437,2793.134,1010.8846,21124.029,377.8191,1639.2423
240,1993.7861,619.3251,7454.497,1887.8495,908.6151,1282.1058,1270.0758,2811.2952,1002.646,21263.7263,379.4471,1654.0836
241,1946.488,625.7922,7516.5273,1894.0217,919.7035,1283.987,1293.666,2821.7788,1010.7738,21349.8822,373.1477,1663.9962
242,1936.3511,620.1905,7527.0127,1892.2373,927.4052,1301.2686,1288.3649,2861.421,1005.8251,21420.148500000003,388.9884,1671.0837
243,1978.7874,627.6779,7576.355,1902.726,910.1077,1309.4666,1300.4678,2865.5676,1018.8397,21549.398499999996,379.0429,1680.3599
244,1999.4612,624.2449,7629.4473,1920.1589,935.6345,1317.0413,1309.08,2911.8325,1027.3877,21751.5674,387.2992,1689.9799
245,2002.999,627.8493,7686.3535,1919.2805,932.8744,1330.6254,1309.8582,2894.4536,1035.9564,21835.4533,404.937,1690.266
246,1988.3645,616.8411,7706.252,1912.418,933.0078,1332.7723,1323.4852,2947.0417,1049.8007,21909.553200000002,392.8806,1706.6893
247,2002.9873,624.1548,7778.8477,1927.185,961.771,1343.0085,1330.8693,2971.694,1046.6953,22099.3897,399.0975,1713.0793
248,2035.427,622.8037,7830.604,1941.4598,963.4754,1354.9084,1324.8121,2967.8975,1056.002,22247.580100000003,409.2976,1740.8926
249,2054.601,626.8387,7861.1147,1963.1787,952.1313,1358.8818,1375.8663,3008.0732,1058.0582,22393.2263,410.1919,1724.2905
250,2058.5288,621.7772,7969.492,1961.024,963.7983,1381.2311,1340.423,3044.1104,1067.0764,22581.496400000004,412.6457,1761.3895
251,2036.2732,633.842,8025.048,1980.9258,972.2278,1381.7328,1357.7346,3088.274,1076.583,22726.148500000003,405.1406,1768.3667
252,2035.4602,630.0198,8118.379,1996.6039,973.5765,1396.1277,1370.6957,3121.377,1084.0295,22895.3473,413.1427,1755.9353
253,2063.819,631.9086,8117.6323,2015.6732,997.6386,1396.2622,1370.0122,3130.0002,1078.9253,22971.164600000004,412.5027,1756.7903
254,2087.1672,626.7534,8167.711,2012.3936,999.494,1406.9817,1388.9106,3161.8867,1086.3523,23133.0937,419.375,1776.0682
255,2077.1072,640.9938,8236.347,2029.4498,994.4638,1408.7039,1394.1124,3181.9395,1097.57,23293.653399999996,425.9402,1807.0258
256,2125.6724,638.8752,8249.475,2034.9614,997.9176,1420.4261,1423.8341,3211.0776,1098.8717,23426.2599,426.4328,1798.716
257,2112.06,632.4077,8290.723,2022.5597,1013.0695,1429.0681,1402.4974,3244.308,1105.7927,23493.932800000002,432.9635,1808.4832
258,2141.0576,632.0085,8357.0,2041.1803,1005.4473,1431.0193,1458.3761,3261.1768,1110.5552,23681.986100000002,438.7282,1805.4368
259,2153.6353,632.5464,8383.372,2054.2815,1014.708,1450.9629,1471.3147,3288.3071,1117.5085,23830.3423,438.9288,1824.7771
260,2178.9246,645.3749,8472.613,2049.7124,1027.8695,1461.023,1466.8951,3328.0315,1100.0374,24009.1431,438.5205,1840.1412
261,2146.2983,641.5596,8491.682,2089.4192,1036.0092,1476.3838,1468.634,3341.2239,1114.7747,24085.5097,448.0759,1831.4491
262,2170.648,641.7932,8571.306,2098.2017,1051.0258,1478.2383,1451.4414,3395.4436,1136.0078,24289.7657,457.8755,1837.7844
263,2191.6558,643.9956,8628.263,2090.0203,1040.0896,1494.2649,1480.5339,3431.4255,1137.0312,24415.9512,448.6735,1829.9979
264,2209.9841,647.1099,8705.461,2105.47,1057.4785,1499.8069,1494.0625,3496.959,1138.7858,24650.0018,455.541,1839.3431
265,2209.9841,647.1099,8705.461,2105.47,1057.4785,1499.8069,1494.0625,3496.959,1138.7858,24650.0018,455.541,1839.3431
266,2231.5952,640.5753,8771.289,2100.3547,1059.6296,1502.262,1505.9823,3541.9072,1143.6647,24800.8169,461.8983,1841.6586
267,2233.1406,649.8357,8772.156,2120.3752,1062.3438,1517.3179,1525.841,3558.5737,1134.5969,24887.7221,467.5833,1845.958
268,2249.165,640.2522,8838.432,2117.3967,1084.0933,1527.7236,1523.7858,3590.6104,1138.322,25030.222,478.6704,1841.7706
269,2279.171,639.6271,8888.844,2152.2437,1091.139,1545.2882,1539.5103,3638.665,1147.3561,25224.346,460.8444,1841.6572
270,2283.2417,648.9152,8907.826,2172.3745,1094.413,1543.293,1552.4639,3649.9758,1152.001,25327.3719,465.7953,1857.0725
271,2276.8235,630.9128,8953.951,2137.62,1081.1699,1558.9395,1559.8091,3672.5112,1149.6908,25361.2391,466.1681,1873.6432
272,2214.8882,630.9188,9029.837,2144.4749,1093.3224,1566.1339,1547.8295,3707.9214,1169.2977,25478.5666,479.7669,1894.1759
273,2271.2307,646.2686,9055.406,2143.0364,1112.3754,1583.1338,1565.3684,3717.1716,1155.7169,25618.4027,471.2423,1897.4526
274,2265.336,642.4783,9125.382,2169.7878,1111.216,1594.0605,1591.1414,3755.1245,1182.4894,25826.7417,492.8425,1896.8833
275,2296.144,648.4525,9167.468,2168.1401,1123.3058,1600.1809,1583.8931,3791.909,1182.2484,25962.791,495.6495,1905.3997
276,2315.8613,642.814,9221.297,2159.0874,1125.1576,1598.4116,1607.4823,3830.2363,1181.909,26061.940999999995,488.1408,1891.5437
277,2303.0278,645.4155,9269.869,2155.0283,1128.9161,1595.0435,1622.337,3863.54,1186.9321,26155.231,491.9288,1893.1929
278,2318.5347,626.3793,9284.2,2127.1455,1132.8422,1606.1909,1636.0632,3897.582,1200.2567,26226.025999999998,497.9283,1898.9032
279,2335.3203,637.1066,9295.619,2154.637,1143.5233,1604.3102,1636.2394,3913.945,1190.2576,26317.3501,496.165,1910.2267
280,2330.8057,636.2384,9368.244,2177.536,1146.0316,1621.8225,1627.3943,3932.6948,1202.6266,26466.395499999995,511.424,1911.5776
281,2313.3508,638.6976,9383.717,2175.5479,1148.1614,1625.3351,1632.2616,3957.9446,1201.0256,26490.540900000004,505.4048,1909.0945
282,2312.05,648.5416,9374.727,2169.3594,1158.3,1625.9937,1663.7904,3990.2031,1202.2948,26569.672400000003,506.4852,1917.9272
283,2362.1445,644.653,9460.047,2200.5493,1160.6898,1638.4326,1658.1724,4015.79,1190.1465,26768.151599999997,512.9109,1924.6156
284,2388.3528,640.7683,9479.375,2211.7764,1175.097,1623.3286,1685.416,4047.612,1209.5442,26924.729,521.6818,1941.7769
285,2386.5815,632.9447,9492.795,2214.9019,1182.2498,1631.294,1688.4512,4065.5557,1209.2648,26977.8401,519.4531,1954.3484
286,2368.3667,632.4301,9517.281,2220.4543,1194.4932,1643.1884,1702.6141,4085.044,1210.2136,27064.9432,524.3655,1966.4923
287,2407.4756,638.7623,9529.414,2218.1638,1201.3638,1636.0684,1676.6052,4118.7354,1211.9095,27125.157199999998,532.2071,1954.4521
288,2418.7158,659.2669,9583.994,2221.2593,1199.2117,1635.7085,1689.7235,4168.985,1210.2996,27288.688800000004,536.6497,1964.8748
289,2415.602,651.7654,9610.771,2242.6917,1215.9429,1652.2551,1724.858,4197.02,1212.885,27453.4444,540.8778,1988.7755
290,2424.8333,638.9548,9645.421,2232.7046,1214.666,1656.5591,1735.3696,4210.276,1211.0325,27523.0363,539.123,2014.0964
291,2397.7217,662.771,9682.057,2231.9736,1234.8815,1669.2097,1742.6713,4229.4854,1206.6854,27571.315700000003,534.061,1979.7981
292,2443.0503,644.7263,9683.713,2260.5898,1236.6687,1679.6328,1777.017,4257.633,1230.7643,27746.7706,537.5641,1995.4113
293,2447.7173,644.093,9724.277,2251.663,1217.9254,1674.2545,1764.1141,4286.19,1232.0791,27811.1112,552.4614,2016.3364
294,2429.6094,648.4064,9727.76,2248.6235,1235.3635,1688.5347,1770.6124,4307.0425,1232.534,27865.2871,556.4833,2020.3174
295,2435.1929,657.9756,9753.307,2268.2031,1239.5165,1692.6185,1766.6989,4336.4985,1229.0105,27956.7805,561.0686,2016.6904
296,2432.114,653.9693,9777.553,2268.0425,1241.9607,1686.5962,1777.8789,4373.1104,1230.4854,28053.1328,565.7605,2045.6619
297,2457.851,638.6192,9755.465,2261.015,1241.3301,1695.5581,1800.5087,4373.272,1224.8279,28074.4252,565.3272,2060.651
298,2454.0728,635.2658,9757.605,2275.1064,1269.2081,1696.7546,1781.7496,4407.341,1248.9142,28151.604300000003,566.4158,2059.171
299,2457.3774,641.7852,9780.684,2284.9495,1273.1964,1697.5626,1843.9766,4413.6343,1227.2478,28261.778199999997,572.5402,2068.8242
300,2425.8274,640.1784,9795.116,2262.8503,1272.8965,1682.9375,1851.3989,4445.6523,1244.6392,28277.1814,572.6204,2083.0645
301,2422.778,639.6091,9806.908,2285.801,1276.7533,1706.044,1843.7659,4470.4326,1256.2574,28353.2604,581.6689,2063.2422
302,2474.4177,627.9204,9813.568,2252.0,1275.5742,1698.197,1853.1525,4484.37,1262.6333,28397.472399999995,576.7138,2078.9255
303,2464.5403,652.9722,9871.164,2269.303,1289.2847,1716.7711,1841.0764,4513.1934,1232.6572,28527.154700000003,592.4794,2083.713
304,2456.2153,649.9448,9899.041,2281.089,1298.6016,1708.4999,1860.5663,4530.229,1231.601,28575.4296,581.713,2077.9287
305,2476.1836,641.9103,9902.219,2291.6711,1302.5085,1716.3611,1870.0132,4538.219,1253.3945,28678.845599999997,578.0784,2108.2869
306,2490.6914,648.2146,9932.378,2284.221,1302.6234,1713.5679,1898.7639,4555.966,1242.3744,28714.125200000002,563.9076,2081.417
307,2504.1143,637.3868,9966.408,2292.4077,1298.9735,1720.2588,1876.001,4586.584,1249.5021,28827.5769,592.7063,2103.2344
308,2534.9756,644.4503,9958.747,2290.9316,1310.9852,1714.0166,1903.169,4589.345,1261.3193,28899.759,586.6732,2105.1462
309,2478.9446,644.4558,9987.322,2283.3315,1318.5134,1724.6572,1887.2365,4612.3174,1274.1195,28911.152599999998,597.7449,2102.5098
310,2495.2915,652.7822,10033.295,2254.8438,1305.9015,1722.3453,1905.3707,4617.7065,1270.5568,28961.5275,599.2355,2104.1987
311,2506.541,654.5833,10039.326,2279.227,1336.451,1729.5713,1945.4319,4633.464,1276.8414,29111.680599999992,594.1102,2116.1335
312,2512.8884,655.7833,10031.226,2268.375,1320.8127,1716.5391,1913.5706,4648.0776,1292.1428,29115.679500000002,616.031,2140.233
313,2504.512,653.3279,10045.424,2281.8743,1317.7864,1736.1384,1968.6807,4677.978,1292.7888,29239.0504,610.8099,2149.73
314,2512.2551,645.6861,10049.218,2262.8096,1332.829,1744.8344,1957.0619,4697.5938,1304.0979,29266.8816,610.9358,2149.56
315,2507.7866,660.1412,10044.865,2264.9106,1333.1813,1757.3188,1970.8638,4713.8154,1297.7095,29326.076299999997,624.9775,2150.5066
316,2522.159,653.5263,10094.092,2262.408,1340.175,1755.4581,1945.4896,4723.55,1306.7273,29381.1768,612.8364,2164.7551
317,2529.9575,670.6925,10130.746,2279.0972,1327.5922,1760.3701,1979.968,4738.2744,1309.8691,29490.9785,608.9691,2155.4424
318,2499.7002,652.0024,10075.842,2275.0212,1344.3662,1770.1641,1997.0798,4740.8525,1306.8015,29455.4099,615.3342,2178.2458
319,2491.044,658.2618,10134.277,2271.084,1348.755,1790.1548,1989.5468,4769.5566,1306.5854,29539.212799999998,612.7434,2167.204
320,2500.5396,647.0845,10144.993,2273.6929,1349.2567,1775.6494,2018.3899,4760.5103,1319.3105,29598.3548,620.751,2188.177
321,2536.4377,656.7026,10159.087,2271.2874,1361.716,1766.1465,2018.4744,4762.938,1313.2031,29662.8986,624.2316,2192.6743
322,2507.5574,659.7035,10155.188,2276.1882,1356.0881,1758.7764,2038.8584,4784.43,1305.9985,29678.9191,618.801,2217.3296
323,2519.119,655.7063,10176.87,2251.6047,1366.6337,1757.7222,2025.9504,4777.126,1325.1575,29703.066100000004,629.6975,2217.4788
324,2488.3542,650.1124,10177.579,2249.6682,1375.3691,1756.7578,2051.4822,4799.918,1294.6581,29688.247499999998,622.9975,2221.351
325,2490.4817,660.4699,10155.877,2265.857,1367.0396,1753.6416,2038.8142,4799.2026,1310.0679,29686.7333,626.5186,2218.7632
326,2512.8145,655.2133,10220.539,2272.0078,1367.316,1731.8315,2054.8008,4831.862,1296.7179,29824.194099999997,644.1799,2236.9114
327,2512.0508,651.1827,10165.125,2274.0803,1377.8787,1730.907,2088.1335,4845.5957,1294.6599,29790.3676,631.9002,2218.8538
328,2488.0566,660.6515,10212.281,2271.9546,1371.9723,1744.8481,2069.6663,4855.4194,1289.6407,29851.8415,644.6908,2242.6602
329,2516.307,642.31,10203.729,2286.528,1390.0068,1739.1501,2088.8005,4857.761,1297.8049,29894.8661,646.1378,2226.331
330,2493.7646,643.8767,10186.582,2298.8506,1378.6368,1746.9349,2063.9697,4860.253,1291.7261,29853.788600000003,641.2362,2247.958
331,2503.3938,661.3223,10219.735,2288.3164,1379.7975,1742.2219,2103.6829,4862.1313,1293.9143,29962.383700000002,637.1143,2270.754
332,2495.873,639.6359,10225.352,2286.739,1370.3904,1741.0588,2108.3562,4887.0713,1296.9535,29966.214200000002,659.7997,2254.9844
333,2478.5862,660.045,10247.432,2301.74,1382.4414,1729.8875,2092.8093,4906.673,1279.21,29986.274099999995,646.9954,2260.4543
334,2491.3428,669.4312,10200.229,2305.6323,1377.2767,1730.8835,2119.6763,4926.8555,1289.5674,30017.154,648.1846,2258.0747
335,2477.4084,666.3634,10229.252,2328.3154,1386.4633,1733.108,2111.1406,4910.526,1281.2964,30047.1995,659.9376,2263.3884
336,2480.2847,671.3989,10238.063,2319.3137,1381.8846,1733.9492,2169.396,4929.285,1296.138,30159.561199999996,656.6086,2283.2395
337,2480.73,669.4335,10254.363,2312.715,1389.391,1754.2336,2144.2327,4944.8335,1296.4209,30186.410099999997,645.5529,2294.504
338,2477.919,667.6872,10263.129,2321.6802,1397.2107,1742.0314,2147.233,4946.624,1301.3992,30241.079999999998,662.6553,2313.511
339,2493.8457,664.2151,10242.323,2313.883,1384.1333,1757.5474,2171.8586,4956.6196,1293.4019,30247.4738,657.2502,2312.396
340,2496.8071,665.4889,10260.71,2316.4026,1389.6013,1763.2375,2154.0234,4957.481,1286.6597,30265.1529,674.2509,2300.4905
341,2473.599,656.6357,10281.277,2301.7805,1400.286,1757.5258,2175.5764,4970.805,1300.1589,30287.4583,657.8577,2311.9563
342,2496.4644,668.9277,10253.585,2316.6128,1392.0485,1764.0654,2184.6294,4973.845,1301.7928,30294.008299999998,647.3029,2294.7344
343,2497.561,663.8182,10279.63,2306.0164,1386.3956,1756.1982,2187.7217,4973.37,1299.958,30289.557999999997,665.1739,2273.715
344,2502.0034,667.5686,10274.516,2312.6982,1383.6196,1760.4396,2193.079,4988.869,1290.9788,30279.648299999997,659.2648,2246.6113
345,2491.048,656.8734,10291.5625,2321.336,1400.863,1768.5168,2189.3484,4989.5957,1289.9255,30280.8231,663.8466,2217.9072
346,2534.943,656.8578,10270.273,2330.299,1401.5913,1750.9316,2176.279,4935.425,1274.6929,30215.1304,667.3485,2216.4893
347,2467.7178,657.9719,10341.966,2327.1802,1389.0514,1773.3796,2186.436,4937.3276,1291.9254,30185.824200000003,670.953,2141.9153
348,2473.1047,657.6968,10344.078,2340.778,1394.7214,1768.1614,2175.5881,4937.2207,1295.0475,30194.0168,663.0404,2144.5798
349,2502.6235,653.6617,10336.637,2353.6262,1399.0715,1775.3816,2196.3906,4953.4604,1301.2662,30268.634800000003,676.0234,2120.4927
350,2530.522,661.3118,10335.211,2354.8525,1394.2808,1771.5646,2190.2578,4960.5967,1303.766,30279.829599999997,691.1617,2086.3047
351,2513.5825,660.5724,10349.704,2350.7278,1397.88,1770.3586,2169.2886,4973.1455,1301.1761,30246.2349,679.6876,2080.1118
352,2507.9263,666.4928,10376.633,2346.5154,1421.0768,1775.6359,2183.0698,4969.078,1303.7339,30276.998300000003,668.4721,2058.3643
353,2489.6494,660.6832,10349.234,2382.5215,1418.9379,1772.9167,2191.3203,4970.8403,1309.9749,30292.537399999997,685.8312,2060.628
354,2521.0232,667.7952,10374.869,2386.6794,1418.2043,1769.0367,2220.8428,4974.214,1317.3751,30395.0682,673.1511,2071.8774
355,2540.3452,659.7017,10410.844,2367.3767,1415.6665,1769.612,2237.1255,4973.752,1314.5869,30408.8282,672.2955,2047.5222
356,2482.566,657.6211,10361.943,2378.5334,1415.5637,1772.6016,2252.4973,4971.6484,1331.2257,30347.2178,661.7617,2061.2559
357,2466.659,657.3191,10385.525,2360.1702,1419.981,1783.6685,2208.1726,4981.9287,1328.2803,30356.7753,697.8041,2067.2668
358,2485.5732,642.919,10383.654,2383.9695,1419.3248,1785.6604,2228.6343,4982.5205,1321.8616,30395.866200000004,676.8051,2084.9438
359,2460.4224,656.5347,10385.574,2373.738,1424.6049,1774.231,2243.4277,5000.755,1334.3818,30422.901700000002,678.25,2090.9822
360,2489.2285,662.6749,10346.256,2337.815,1433.6212,1778.6968,2226.6724,5024.52,1335.3081,30422.750599999996,681.1711,2106.7866
361,2481.1904,652.0949,10226.941,2346.5493,1400.1877,1788.5396,2263.273,5020.004,1328.173,30315.868,679.1831,2129.732
362,2483.295,660.7787,10147.406,2351.102,1414.3096,1775.0743,2233.6533,5009.724,1318.104,30218.227300000002,673.7389,2151.0415
363,2467.584,642.4978,10204.978,2341.263,1410.2644,1784.195,2215.5366,4997.891,1308.6272,30233.992499999997,682.6738,2178.4817
364,2470.251,650.0234,10148.09,2356.6074,1428.832,1784.9983,2285.439,5024.379,1303.6428,30293.993300000002,669.6252,2172.1052
365,2458.3945,638.5055,10132.251,2347.1738,1425.2112,1795.6125,2258.9258,5012.626,1298.1995,30231.373399999997,672.4619,2192.0117
366,2447.141,650.3333,10114.762,2364.6377,1427.6282,1783.8501,2279.3638,5036.6304,1290.8125,30262.362800000003,672.4323,2194.7715
367,2440.605,636.2778,10117.869,2344.6296,1397.6595,1791.9729,2266.3032,5028.823,1286.6145,30184.906900000005,673.9556,2200.1968
368,2443.1929,640.7468,10138.455,2331.5002,1398.3458,1792.7319,2287.5088,5027.345,1284.2007,30200.7286,673.1244,2183.5771
369,2450.8872,643.1948,10179.348,2336.5925,1397.2415,1806.3213,2269.7969,5031.183,1242.6243,30217.2256,669.1389,2190.8972
370,2437.1133,650.9971,10100.368,2332.8052,1396.0557,1781.0463,2257.8252,5020.243,1241.6704,30041.3907,655.827,2167.4395
371,2421.9805,643.2627,10103.898,2327.8484,1401.6821,1771.7878,2276.4556,5012.5664,1243.4912,30050.717699999997,665.5902,2182.1548
372,2421.6797,637.3287,10080.185,2320.462,1400.2438,1778.1426,2293.2473,5008.634,1241.76,29995.4992,655.9316,2157.8845
373,2420.854,645.7603,10111.296,2293.8562,1396.4427,1756.3687,2256.1738,5031.115,1224.8086,29945.5642,655.9783,2152.9106
374,2430.8308,640.1389,10082.262,2311.7026,1403.9474,1749.58,2295.787,5029.296,1237.3711,29968.837100000004,651.975,2135.9463
375,2427.3413,644.6503,10057.762,2315.9006,1380.8372,1739.9802,2300.578,5026.855,1232.2727,29921.707000000002,662.6645,2132.8652
376,2430.3257,668.8846,10070.763,2320.884,1410.8239,1734.7222,2287.6562,5035.5957,1223.009,29941.228800000004,650.1065,2108.458
377,2438.5874,671.6787,10080.061,2306.8076,1379.4196,1733.7937,2271.169,5022.7925,1217.208,29869.977500000005,645.638,2102.822
378,2472.9595,656.663,10081.142,2315.1455,1390.4052,1723.8955,2239.69,5034.755,1211.918,29899.278700000003,657.7153,2114.9897
