,electricity-load-nyiso-west,electricity-load-nyiso-centrl,electricity-load-nyiso-hud_valley,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-north,electricity-load-nyiso-longil,electricity-load-nyiso-overall,electricity-load-nyiso-capitl,electricity-load-nyiso-dunwod,electricity-load-nyiso-millwd,electricity-load-nyiso-nyc,electricity-load-nyiso-genese
0,1542.0227,1561.3933,877.1016,729.4871,575.6675,1972.5203,15373.899899999999,1124.7466,568.1268,316.8596,5065.927,1040.0474
1,1549.6201,1591.9131,877.3321,716.2846,567.1646,1986.196,15417.4705,1139.7361,569.1889,321.5845,5055.8,1042.6505
2,1537.6338,1596.8136,900.9028,721.6867,555.8555,1975.6704,15431.091499999999,1134.625,561.6068,324.4016,5079.2207,1042.6746
3,1542.5447,1611.5802,906.6843,714.4757,570.9816,1973.089,15474.0765,1129.0956,566.9791,327.7438,5087.338,1043.5645
4,1547.6166,1591.6262,908.2747,702.941,594.5247,1971.4924,15483.954899999999,1112.2551,573.3867,322.0102,5111.7354,1048.0919
5,1552.6797,1594.0907,903.707,694.5422,578.1619,1977.4441,15489.9248,1119.4104,570.3859,343.8003,5104.6064,1051.0962
6,1533.731,1610.3542,875.7213,711.3251,571.8735,1967.7083,15488.670199999999,1121.9446,576.3738,331.5255,5138.5986,1049.5143
7,1548.9663,1599.9774,917.6899,716.4366,571.1159,1957.0071,15471.274300000001,1120.5505,561.5272,332.3025,5094.942,1050.7589
8,1555.1064,1590.5992,905.1141,708.9159,569.6909,1980.2874,15478.5902,1109.6067,564.6995,320.5933,5129.118,1044.8588
9,1547.307,1561.1951,897.1904,698.7647,576.2821,1972.9412,15473.394,1125.4377,568.3676,321.4348,5155.526,1048.9474
10,1544.1914,1548.3369,874.6722,708.8449,560.2106,1950.7588,15413.726400000001,1122.1987,569.378,325.4991,5157.6523,1051.9835
11,1540.1658,1570.1544,873.1623,696.1866,579.2001,1966.1621,15446.8263,1106.9008,566.2457,331.0617,5160.981,1056.6058
12,1536.397,1580.7588,868.1304,709.9724,573.301,1970.5073,15499.693600000002,1117.8702,576.6295,326.4001,5184.3877,1055.3392
13,1560.519,1590.0917,904.1128,692.2133,577.7894,1970.7441,15556.8051,1111.268,586.6515,312.0266,5193.1035,1058.2852
14,1541.1489,1539.7217,873.1584,702.1024,577.7567,1973.0272,15499.058299999999,1117.8115,584.3394,337.8416,5185.989,1066.1615
15,1559.125,1568.2489,854.4061,690.8132,580.6737,1988.0188,15525.714899999999,1113.3076,559.5811,333.3884,5211.3643,1066.7878
16,1556.2781,1603.7991,869.8492,684.7432,572.7987,1984.9697,15562.049799999997,1126.1547,579.1483,330.7739,5186.994,1066.5409
17,1565.2007,1589.3914,857.4949,685.7861,579.2978,2018.8701,15598.2639,1125.2585,572.8972,334.5871,5204.0615,1065.4186
18,1546.3987,1561.3373,862.0286,701.4001,573.8019,2021.3635,15597.7896,1129.2385,576.0646,327.4545,5233.2163,1065.4856
19,1550.6072,1568.5746,869.7653,694.6097,579.3586,2028.4048,15579.547099999998,1113.5549,581.8491,321.9444,5206.342,1064.5365
20,1549.9541,1541.79,854.8816,688.9063,569.7101,2034.071,15555.7631,1127.3044,555.4702,341.0442,5229.894,1062.7372
21,1556.8811,1539.7833,876.3575,698.4214,575.588,2029.6643,15601.1607,1129.3684,587.8525,330.8412,5212.3027,1064.1003
22,1554.1307,1562.6458,860.5873,693.9242,563.4435,2055.0347,15612.906200000001,1137.1606,581.178,340.613,5203.5654,1060.623
23,1554.0496,1520.9725,863.1185,713.3651,567.6417,2073.1125,15591.0306,1124.7993,564.9437,331.282,5218.471,1059.2747
24,1572.4095,1554.7085,881.3391,693.0649,574.1815,2063.3516,15677.400000000001,1135.9484,566.9987,337.8149,5232.193,1065.3899
25,1559.0273,1514.9081,873.408,701.8352,570.0328,2074.3628,15590.3163,1125.3789,564.9605,330.6546,5213.0947,1062.6534
26,1552.9762,1519.9364,859.8956,690.8189,568.9764,2085.985,15611.925500000001,1127.521,563.7432,339.6925,5237.986,1064.3943
27,1564.2246,1530.7358,868.598,688.872,560.7593,2094.1516,15643.4805,1129.9385,566.7769,325.0555,5256.365,1058.0033
28,1573.0972,1572.765,892.8204,694.424,564.8696,2070.775,15680.814,1110.4548,571.803,321.3807,5255.3887,1053.0356
29,1581.3203,1561.2354,854.8617,695.2238,567.1811,2083.5312,15656.9767,1108.9734,578.5446,325.1934,5248.598,1052.3138
30,1555.8518,1552.6691,865.7121,694.7884,574.7882,2085.941,15637.366000000002,1106.8988,574.4617,317.5098,5257.296,1051.4491
31,1557.9382,1496.4501,871.6619,705.0598,578.0524,2088.9932,15634.178800000002,1116.9736,571.1968,328.7003,5271.6133,1047.5392
32,1569.1266,1533.726,903.0145,709.1753,554.6941,2075.4583,15646.6574,1101.424,547.5275,344.9032,5263.727,1043.8809
33,1546.9652,1515.0211,889.3651,688.4128,566.7749,2102.535,15603.9292,1090.8804,578.8854,320.0113,5259.5376,1045.5404
34,1555.9653,1516.9486,869.8298,695.6464,570.7855,2095.1257,15611.5949,1102.5348,568.0044,331.382,5261.205,1044.1674
35,1542.0303,1555.0559,887.3632,675.7448,577.4869,2088.6973,15597.7306,1094.7373,573.7518,325.731,5234.8804,1042.2517
36,1572.7611,1522.2894,885.0543,683.7437,573.0986,2079.5044,15576.9352,1081.1993,577.5352,332.9741,5233.26,1035.5151
37,1541.3687,1543.4998,900.6491,699.7767,557.3711,2075.1924,15589.8426,1103.199,573.9191,321.751,5233.414,1039.7017
38,1543.7869,1546.6421,894.2629,688.8525,569.2422,2095.0493,15630.371599999999,1104.2382,586.0377,335.938,5223.229,1043.0928
39,1532.3124,1545.9261,881.0314,697.6682,555.3126,2071.6365,15559.922999999999,1101.6208,571.6987,333.56,5225.503,1043.6533
40,1535.6329,1499.4686,878.1111,693.1351,564.0661,2072.863,15503.055800000002,1112.2842,574.4004,331.7968,5210.282,1031.0156
41,1534.1279,1490.2256,904.195,685.5369,561.5228,2062.7222,15492.423700000001,1108.5251,566.1528,334.761,5208.4014,1036.253
42,1553.6024,1509.81,907.1568,687.483,570.1249,2037.8818,15557.841000000002,1116.5786,570.1985,341.6574,5220.1035,1043.2441
43,1563.7109,1522.8337,873.4274,691.8807,579.4042,2068.261,15536.3751,1109.998,571.1563,329.7464,5193.0195,1032.937
44,1583.935,1525.009,882.6902,686.9489,567.082,2075.0269,15554.219000000001,1098.886,563.8886,323.408,5220.394,1026.9504
45,1553.1907,1543.7941,895.8496,679.8203,570.9007,2064.5967,15549.8465,1097.039,557.3392,335.2324,5221.6846,1030.3992
46,1559.3824,1519.1271,908.3492,680.7018,552.1287,2058.713,15516.2094,1097.3425,576.9612,330.5428,5206.398,1026.5627
47,1573.21,1547.2408,899.8771,690.6804,553.9669,2062.1675,15537.0549,1097.5122,566.0961,335.6407,5186.8804,1023.7828
48,1568.7761,1548.7874,880.261,693.422,550.4448,2052.6108,15543.8884,1101.6575,569.9072,329.3113,5221.644,1027.0663
49,1548.8094,1558.01,886.5964,699.3545,540.8441,2059.518,15515.1116,1088.7496,566.1731,330.066,5206.166,1030.8245
50,1588.3606,1546.7896,901.4771,691.6096,558.3467,2059.954,15612.9208,1103.6758,557.7838,338.8246,5237.6924,1028.4066
51,1570.0647,1479.975,876.2535,692.933,559.4492,2042.5808,15525.339799999998,1096.3892,580.0164,336.9395,5264.5835,1026.155
52,1590.441,1513.726,933.1047,698.8853,551.1274,2058.5972,15605.5107,1095.3728,574.177,328.5954,5232.6597,1028.8242
53,1569.0367,1521.8931,900.6322,678.7614,573.2128,2052.2305,15555.734599999998,1112.2673,567.676,326.3385,5223.3516,1030.3345
54,1583.2649,1534.2029,899.2772,699.4736,563.5413,2051.4995,15575.370800000002,1101.6909,568.1641,332.6653,5214.372,1027.2191
55,1561.9105,1482.5942,881.4533,687.1404,567.2173,2054.2998,15515.886100000002,1108.5461,564.7747,339.0347,5234.9404,1033.9747
56,1561.5957,1533.0883,875.5943,700.9139,563.3384,2052.07,15544.2338,1110.5339,574.7433,338.1404,5206.0786,1028.137
57,1551.0151,1540.4279,911.3823,681.3933,568.1702,2068.18,15585.9071,1118.3176,563.9185,330.9984,5229.566,1022.5378
58,1583.2858,1548.7893,907.3328,682.5391,567.5819,2063.373,15617.716499999999,1117.5936,573.3064,326.841,5220.03,1027.0436
59,1554.6643,1570.5344,885.8136,699.7909,557.0261,2071.9556,15616.972299999998,1113.6348,586.2582,334.052,5215.9155,1027.3269
60,1550.3022,1537.8126,906.4987,700.7061,556.7565,2088.2083,15600.0352,1131.3447,568.3466,333.2875,5196.1084,1030.6636
61,1564.2235,1516.9552,891.0059,698.2919,560.0742,2082.7778,15570.8011,1124.4946,585.2776,336.8713,5176.5674,1034.2617
62,1558.5859,1553.1426,903.268,695.8172,562.2935,2080.2534,15633.3262,1127.2235,591.9306,339.0942,5189.7534,1031.9639
63,1551.529,1552.4081,910.8209,697.571,562.3025,2084.3674,15640.9745,1131.2023,583.1186,341.8116,5191.4526,1034.3905
64,1554.1365,1564.5382,924.2917,697.8715,571.6736,2094.3103,15682.949900000001,1122.0308,565.248,337.4928,5221.532,1029.8245
65,1559.5708,1576.0297,917.2128,703.9399,568.2439,2080.2644,15671.7222,1138.4841,580.4806,342.3123,5179.475,1025.7087
66,1562.5881,1562.8551,912.4714,718.7297,561.0603,2102.0537,15686.084299999999,1139.9722,572.5543,339.3526,5180.05,1034.3969
67,1560.6893,1573.5459,923.1372,709.5704,563.4959,2117.078,15722.559999999998,1141.7571,567.4662,340.0676,5197.05,1028.7024
68,1561.4103,1582.9135,940.7684,699.9268,570.0146,2112.8867,15747.9577,1146.7246,564.7054,338.7632,5195.2456,1034.5986
69,1589.4974,1558.008,939.4313,723.3298,569.2416,2125.265,15808.1881,1160.8245,576.4342,335.7143,5194.964,1035.478
70,1572.0068,1533.8488,916.1787,719.1538,554.6119,2136.916,15764.9005,1164.6316,579.9533,341.5166,5215.063,1031.02
71,1575.4094,1541.5518,946.2001,722.1862,576.431,2143.8926,15803.514400000002,1157.3839,581.8086,331.2891,5190.275,1037.0867
72,1592.9849,1556.6066,936.741,717.9011,581.4386,2145.2852,15817.532199999998,1162.0056,578.7083,334.9511,5171.2744,1039.6354
73,1569.4114,1546.752,928.5734,729.2355,585.8637,2138.2837,15819.7327,1168.8597,568.022,333.4164,5220.84,1030.4749
74,1569.8038,1573.0236,956.1772,728.6463,583.7736,2138.2134,15870.7836,1178.7437,584.1191,325.9695,5197.198,1035.1154
75,1566.9885,1538.9473,940.8491,738.5179,578.3169,2132.256,15836.434199999998,1189.4939,576.3939,337.5575,5197.092,1040.0212
76,1584.3066,1550.442,943.5819,732.2846,576.9542,2134.032,15867.221500000001,1199.9194,562.5841,345.3588,5192.279,1045.4789
77,1563.3121,1583.9268,977.3813,715.0225,581.8805,2146.838,15924.968799999999,1202.4532,574.6468,340.2712,5197.306,1041.9304
78,1567.674,1590.7913,976.7032,714.6981,584.4683,2141.859,15934.1534,1200.9003,560.9779,343.223,5213.49,1039.3683
79,1573.3787,1586.4763,966.582,724.9919,583.0728,2165.4119,15969.691499999997,1211.3596,584.4287,327.871,5203.4863,1042.6323
80,1567.1299,1544.3801,957.5991,725.819,587.7264,2160.5505,15898.2493,1209.4222,580.1585,333.8429,5187.3384,1044.2823
81,1558.0583,1533.8944,963.6884,733.0415,585.6232,2157.7427,15914.549200000001,1216.0168,573.422,325.7314,5217.2227,1050.1078
82,1575.4304,1574.6079,950.1862,737.544,580.2534,2166.856,15974.1424,1238.8784,565.0355,350.6478,5184.2427,1050.4601
83,1585.404,1587.1664,987.6787,735.0273,580.4629,2161.7856,15993.075900000003,1233.3356,550.1477,358.4595,5163.622,1049.9862
84,1591.0051,1584.8019,956.4412,727.7369,596.7905,2166.4668,15965.7863,1227.002,565.063,342.9283,5150.17,1057.3806
85,1608.1755,1562.6376,995.1109,743.2515,590.489,2187.3472,16095.069099999999,1236.157,568.0043,345.9636,5199.207,1058.7255
86,1590.3276,1589.9426,987.3211,746.2998,597.6293,2175.1914,16116.054800000004,1234.9595,587.615,337.8659,5203.2075,1065.6951
87,1551.1448,1607.2631,991.1688,748.7296,589.8298,2184.7612,16098.672400000001,1250.7434,578.5045,333.9254,5198.479,1064.1228
88,1583.3085,1599.4971,997.2505,746.1447,581.6971,2190.3328,16151.9598,1248.2441,567.7175,347.614,5227.6533,1062.5002
89,1574.0394,1612.6222,1008.7429,756.2206,585.4935,2181.9248,16164.0711,1247.7737,576.5638,335.98,5215.0947,1069.6155
90,1574.0394,1612.6222,1008.7429,756.2206,585.4935,2181.9248,16164.0711,1247.7737,576.5638,335.98,5215.0947,1069.6155
91,1574.0394,1612.6222,1008.7429,756.2206,585.4935,2181.9248,16164.0711,1247.7737,576.5638,335.98,5215.0947,1069.6155
92,1595.6841,1570.5385,1020.3229,748.3613,589.0964,2209.4263,16212.8299,1275.4844,569.2367,334.6633,5220.1143,1079.9017
93,1585.6807,1603.8416,1028.9208,745.9856,594.1887,2226.3196,16280.9859,1277.5361,579.3399,325.0454,5238.579,1075.5485
94,1601.3856,1611.6302,996.9415,744.473,591.4614,2224.06,16261.8085,1270.3093,564.5815,341.6206,5234.257,1081.0884
95,1611.0211,1610.0304,1014.3014,691.3026,637.7158,2241.9148,16335.0113,1278.6615,587.0245,346.5225,5229.5293,1086.9874
96,1606.9087,1640.8302,995.6875,758.5227,592.8947,2239.5447,16359.037,1280.638,585.7333,345.1843,5225.504,1087.5889
97,1592.2365,1610.4971,1010.6408,753.2025,598.0031,2247.7637,16371.4558,1298.3246,578.2426,341.2894,5247.3203,1093.9352
98,1611.6864,1589.6442,1038.3171,771.0632,579.7991,2253.831,16394.1009,1297.406,585.3748,345.6443,5229.632,1091.7028
99,1600.0143,1640.3477,1044.1975,763.7699,593.3915,2271.7002,16520.7842,1305.0149,589.0371,345.6922,5273.454,1094.1649
100,1608.5564,1648.6185,1004.8856,767.3875,598.2596,2293.1843,16549.7276,1308.7476,588.7648,358.0176,5277.6123,1095.6934
101,1612.054,1662.0485,1037.7697,773.6368,597.3229,2302.7063,16607.7441,1309.2732,586.501,348.0832,5278.1953,1100.1532
102,1597.9817,1619.0149,1047.2234,783.2839,591.7219,2299.0667,16567.0774,1305.741,587.3057,352.8997,5275.668,1107.1705
103,1611.9645,1660.0621,1030.876,785.0829,606.0374,2287.685,16649.898999999998,1314.7019,610.2744,349.0306,5282.384,1111.8002
104,1618.2124,1675.7139,1051.1918,791.0833,598.2036,2308.9907,16701.602300000002,1317.3608,609.787,344.3519,5270.8984,1115.8085
105,1629.0298,1679.5394,1040.4008,788.5696,588.6644,2299.6787,16673.8167,1315.7103,606.0103,347.6329,5270.1396,1108.4409
106,1632.9956,1678.1198,1027.1299,798.8058,586.4005,2291.0105,16650.5805,1308.6418,594.8532,344.1978,5276.716,1111.7096
107,1634.8368,1661.6713,1055.6952,787.736,588.4876,2293.8884,16649.7529,1315.5863,601.2582,330.6198,5271.132,1108.8413
108,1630.8822,1663.745,1019.2491,800.6672,576.4674,2296.826,16606.7896,1313.2487,605.1754,331.8881,5258.3984,1110.2421
109,1643.1614,1679.3739,982.7662,797.4081,589.5083,2282.7344,16582.5601,1310.1868,610.332,331.2036,5247.6045,1108.2809
110,1653.9758,1688.8018,1049.4292,792.5039,585.3424,2283.2856,16639.4774,1304.8945,596.7478,332.3609,5251.204,1100.9315
111,1638.6755,1683.001,1036.5951,792.4066,581.3391,2294.0625,16617.4485,1300.8816,605.0986,331.6565,5248.8643,1104.8677
112,1647.6743,1627.5004,1023.7405,791.8129,579.8853,2271.5176,16525.8425,1297.5176,601.7269,331.327,5253.789,1099.351
113,1637.104,1619.025,1018.6683,789.9844,583.2903,2275.3357,16517.6152,1299.5713,606.8428,341.0822,5249.037,1097.6742
114,1628.6909,1658.7794,1027.4325,782.0753,586.7142,2268.189,16512.9784,1284.6887,589.0216,342.314,5248.152,1096.9208
115,1638.488,1653.0332,998.2761,771.9638,594.4498,2251.7354,16446.952100000002,1284.5662,589.0144,344.1872,5219.6934,1101.5446
116,1621.187,1638.9102,1031.9645,783.7462,583.261,2251.0508,16443.437700000002,1294.1785,593.8261,331.6897,5209.9404,1103.6833
117,1620.3248,1623.2079,1031.4012,772.3428,581.953,2255.3848,16384.5889,1278.5896,600.7471,320.0777,5203.0815,1097.4785
118,1630.7583,1643.4293,1002.6317,771.5803,583.2074,2245.2385,16398.377,1291.155,593.0106,344.9347,5206.6406,1085.7906
119,1635.3995,1654.7299,991.3748,777.0243,586.4741,2241.3323,16385.149999999998,1291.5405,606.8696,345.7194,5167.829,1086.8566
120,1626.7937,1646.9244,1000.8268,773.6757,583.0114,2223.38,16278.2569,1254.8119,591.3673,333.4585,5158.7266,1085.2806
121,1607.3702,1654.4232,1004.6063,776.4234,579.6603,2214.3457,16295.118799999998,1268.582,592.6977,340.2626,5174.13,1082.6174
122,1631.1211,1588.5333,980.4327,772.6193,579.8917,2212.964,16209.8214,1265.9087,597.7754,335.1952,5173.6533,1071.7267
123,1610.5586,1622.1674,995.6479,761.3197,581.5656,2213.2468,16235.9167,1273.7263,602.2336,322.8429,5178.4805,1074.1274
124,1597.01,1637.065,960.5941,762.5028,577.9971,2203.8916,16134.3552,1265.1525,577.3533,336.4944,5147.79,1068.5044
125,1607.7957,1622.4764,1008.4858,761.9889,576.0788,2192.1619,16124.337700000002,1247.5547,570.7847,339.1733,5131.8975,1065.94
126,1601.8152,1624.6292,999.7862,749.162,582.6401,2173.3735,16091.730500000001,1259.914,573.4233,331.7239,5129.788,1065.4751
127,1604.1798,1600.3877,984.0969,758.2877,584.3554,2185.727,16039.987500000001,1256.2368,573.4507,331.9563,5105.274,1056.0352
128,1594.7666,1599.2457,990.867,752.9775,580.1125,2177.997,15990.017099999997,1241.3401,573.2211,315.4111,5106.1553,1057.9232
129,1573.4312,1599.6333,969.4235,756.9337,577.8793,2168.3914,15924.678899999999,1240.5579,572.6892,328.5454,5085.495,1051.699
130,1583.2822,1587.3142,952.7528,753.6354,582.3778,2161.1548,15895.0846,1246.3335,584.9033,320.2489,5081.3506,1041.7311
131,1581.9407,1532.2756,954.5934,761.9373,575.3832,2142.0583,15758.6784,1224.238,566.5009,331.6505,5046.8496,1041.2509
132,1566.1118,1535.3574,970.894,742.3796,564.66,2140.1655,15725.5315,1233.3071,572.9041,322.914,5042.4487,1034.3893
133,1578.3481,1561.0409,920.6712,742.735,584.5027,2129.922,15707.7978,1221.5454,568.4101,331.6232,5041.5557,1027.4435
134,1533.069,1559.1624,968.4757,746.1663,567.7242,2118.7686,15669.394,1222.134,560.3677,329.5998,5033.658,1030.2683
135,1526.2278,1552.8999,942.3968,736.91,576.3179,2109.7373,15618.2066,1227.7919,572.2615,322.2287,5028.846,1022.5888
136,1536.0913,1534.9993,958.5505,735.507,568.7738,2106.212,15590.5767,1225.0681,560.7136,339.5302,4998.882,1026.2489
137,1515.6599,1544.4583,951.7388,727.0812,573.0205,2080.332,15494.499900000003,1203.1012,572.6436,316.7188,4988.506,1021.2396
138,1505.0336,1532.0408,932.3429,715.6628,567.2148,2079.0261,15420.1722,1201.529,556.0198,318.1877,4995.012,1018.1027
139,1524.8009,1539.5933,915.9595,726.3586,571.618,2075.2852,15412.133899999997,1187.9929,567.4644,313.2863,4978.976,1010.7988
140,1501.8589,1533.5978,910.3361,724.8364,575.8059,2057.444,15344.227799999999,1183.5181,555.2154,325.699,4964.891,1011.0252
141,1500.2355,1526.208,931.1858,719.5033,567.2367,2061.9385,15314.366800000003,1177.338,547.3829,318.8151,4959.0312,1005.4918
142,1498.6006,1469.8462,934.353,714.4315,566.77,2054.9978,15222.892,1184.8818,554.5922,304.3657,4938.912,1001.1412
143,1480.0881,1467.8564,910.5223,700.808,569.0031,2043.7023,15088.9195,1174.3982,544.4091,306.7388,4899.575,991.8182
144,1510.4471,1482.8865,872.7056,704.9048,581.0092,2021.3765,15061.327500000001,1163.9476,556.4464,317.3643,4859.916,990.3235
145,1472.6709,1487.4193,920.2221,688.3422,561.124,2020.3214,15023.5979,1168.3452,543.3742,311.7416,4855.642,994.395
146,1489.92,1493.0283,885.6561,671.2966,579.8927,2004.831,14976.176099999999,1162.8645,528.6012,316.669,4860.772,982.6447
147,1478.0068,1443.1184,906.5225,683.3962,563.3618,1983.2229,14882.0079,1150.0704,537.5802,306.3197,4854.106,976.303
148,1479.4785,1467.0641,913.4169,681.7148,562.6896,1986.5684,14909.122499999998,1146.0176,528.4028,312.3839,4864.663,966.7229
149,1462.0797,1470.2491,890.7954,671.3925,574.4048,1965.667,14821.4196,1140.8906,534.514,320.7953,4826.967,963.6642
150,1457.6182,1460.0254,867.2766,668.3536,563.0775,1953.7183,14726.8828,1146.281,525.388,304.5491,4819.8813,960.7138
151,1462.2703,1468.6104,863.5763,650.8467,573.0117,1945.9841,14687.0438,1133.3362,508.6621,324.6377,4796.6973,959.411
152,1450.8511,1410.9152,846.4691,662.8272,559.1268,1936.8137,14559.8571,1131.9524,519.1968,306.4274,4779.933,955.3444
153,1435.0398,1454.1494,874.9738,659.8829,563.5154,1935.3396,14564.5228,1117.5227,521.3153,298.9687,4754.964,948.8512
154,1451.2969,1434.0278,870.3862,649.0565,551.9892,1933.4098,14515.0342,1109.481,512.4736,308.4822,4750.374,944.057
155,1423.311,1438.643,854.0058,650.656,547.4334,1908.5671,14397.493199999999,1112.856,517.9251,306.0661,4699.3447,938.685
156,1430.8297,1440.2775,858.7619,633.6847,556.7071,1889.2817,14365.886,1108.6947,525.8153,264.6083,4719.3867,937.8384
157,1415.5306,1439.8903,828.179,633.6334,549.4168,1880.1597,14266.053600000001,1104.2845,506.9358,291.6043,4688.7065,927.7127
158,1408.7628,1445.7914,868.209,619.1287,545.299,1873.2847,14249.4286,1083.0483,522.2395,289.6104,4661.535,932.5198
159,1397.2472,1440.2795,846.4493,622.3225,546.1675,1867.5787,14196.3369,1091.8389,513.4482,287.7751,4655.7393,927.4907
160,1398.2725,1439.6155,819.7116,630.7884,548.4789,1849.3936,14121.336800000001,1082.4905,512.5913,278.9086,4646.8394,914.2465
161,1376.4814,1421.5317,810.6465,623.9125,536.9424,1850.7024,13994.892800000001,1084.4304,500.3529,274.7552,4602.1616,912.9758
162,1376.6477,1392.7965,808.7219,622.4052,554.436,1828.3828,13938.296999999999,1058.6498,513.9164,269.2266,4601.9434,911.1707
163,1383.6735,1393.1362,839.071,616.3984,550.3033,1827.9678,13938.146400000001,1045.8632,500.9793,270.5831,4600.819,909.3516
164,1368.4734,1372.9127,827.3333,625.7468,540.9554,1793.8589,13763.4856,1040.2139,499.6175,254.1839,4546.7197,893.4701
165,1370.8655,1385.8518,808.5575,613.9469,550.4774,1771.4395,13723.5994,1045.4736,496.3186,274.1462,4517.0024,889.52
166,1372.322,1387.1234,810.5075,611.1208,544.0884,1780.6102,13695.5569,1029.2085,492.8121,277.0016,4501.8936,888.8688
167,1378.2192,1381.8829,776.1005,609.5546,551.0308,1771.6726,13623.7556,1025.585,511.1769,252.848,4478.6396,887.0455
168,1361.2214,1388.4187,780.6834,611.6566,542.6327,1769.4457,13616.440200000001,1023.063,491.4386,265.3874,4490.336,892.1567
169,1342.2051,1400.062,788.1429,604.1841,529.1662,1756.3665,13571.147599999998,1023.5702,486.4763,289.1871,4471.3564,880.4308
170,1364.4606,1393.7123,750.4375,599.5141,546.1663,1740.3091,13536.065500000002,1034.8733,494.3878,268.3721,4466.876,876.9564
171,1356.9326,1333.3811,778.1735,599.9425,534.3671,1738.8755,13418.2086,1028.9404,473.563,270.9116,4427.7705,875.3508
172,1352.2687,1376.281,725.6597,594.304,539.8608,1719.8761,13368.257800000001,1011.3353,478.0216,264.272,4436.9487,869.4299
173,1348.9949,1351.3131,765.7642,605.126,537.8296,1713.3005,13349.343200000001,1000.2341,484.0631,261.2789,4407.555,873.8838
174,1340.3098,1376.6044,765.0505,592.4523,538.7863,1717.2565,13313.0592,995.6462,471.6574,248.4661,4400.133,866.6967
175,1343.1863,1349.3223,760.451,589.0158,531.9547,1702.4163,13246.9494,1007.0843,472.4133,252.0205,4369.3975,869.6874
176,1335.5438,1354.2048,766.7707,578.434,539.658,1694.4926,13224.5164,1003.6298,468.7207,257.3205,4368.393,857.3485
177,1337.1683,1348.8113,775.1963,582.8346,527.3076,1689.496,13208.285399999999,996.0063,467.0909,246.9833,4379.6987,857.6921
178,1331.8943,1363.4606,768.6009,572.6874,534.5632,1677.7244,13135.4254,992.2777,456.5085,248.9438,4330.8555,857.9091
179,1326.2133,1369.0448,783.83,571.1714,542.3827,1681.8501,13154.2132,994.4508,452.5066,244.1967,4336.521,852.0458
180,1327.4197,1346.4275,748.1075,545.791,564.7643,1665.5635,13049.450800000002,992.3666,457.4455,241.3472,4311.557,848.661
181,1297.5498,1313.819,742.7188,563.3946,532.0645,1660.9863,12939.186300000001,990.5679,446.5994,247.5401,4299.0806,844.8653
182,1330.8604,1293.152,747.8651,565.3283,542.1591,1661.1256,12966.537000000002,992.8434,436.7768,242.8517,4309.142,844.4326
183,1306.7198,1328.3008,750.8475,569.4828,536.4167,1653.9268,12963.4689,988.844,448.777,246.383,4288.2715,845.499
184,1316.018,1321.8737,726.0717,570.319,532.7511,1653.7552,12909.5284,989.7212,448.5991,253.6556,4262.1836,834.5802
185,1305.6853,1345.542,728.825,568.1386,525.1445,1641.9905,12869.354299999999,982.2379,459.2184,235.7486,4241.1396,835.6839
186,1306.0349,1331.3628,732.6461,565.6835,529.4757,1628.3,12816.444400000002,983.51,471.8836,233.9573,4199.687,833.9035
187,1291.9692,1320.4633,711.63,562.5004,523.0167,1624.363,12763.540799999999,990.9544,466.9233,236.195,4199.493,836.0325
188,1300.2117,1332.8468,713.7642,573.1386,520.204,1638.2925,12796.621399999998,997.8704,463.6295,234.045,4189.0464,833.5723
189,1288.1843,1346.0886,733.859,559.795,529.6069,1618.6038,12759.2405,974.6885,455.8088,230.8712,4184.374,837.3604
190,1304.6831,1325.056,721.9144,543.8568,532.6311,1611.219,12736.0082,994.4926,457.283,234.112,4183.0146,827.7456
191,1306.7653,1325.7589,705.5908,566.5252,525.7621,1607.9316,12690.132599999997,976.7969,455.015,235.5156,4161.387,823.0842
192,1305.5162,1284.937,735.0725,562.7059,515.5764,1606.5468,12658.042,978.9185,454.8578,231.1646,4152.569,830.1773
193,1298.5676,1312.0364,732.1568,568.5312,523.1596,1590.6818,12649.9533,967.0696,455.7199,223.5288,4155.675,822.8266
194,1286.3198,1318.2892,701.6929,555.5247,520.46,1607.7167,12619.9334,974.358,464.0138,234.19,4134.33,823.0383
195,1306.0616,1305.9265,721.5548,554.0419,526.4955,1609.7886,12643.409,977.2823,459.3863,226.7749,4134.2134,821.8832
196,1275.6074,1311.4655,701.8063,548.2522,520.9681,1582.2876,12557.7056,979.189,454.9193,243.2007,4114.03,825.9795
197,1285.1782,1291.6537,708.0985,555.344,515.114,1597.5739,12545.6246,978.1294,450.562,227.5718,4112.084,824.3151
198,1286.3728,1304.9967,700.3931,541.2805,534.7781,1588.1514,12510.0835,971.0973,454.862,224.217,4083.8037,820.1309
199,1293.7924,1324.1907,701.7043,555.4453,521.1784,1582.3137,12542.426400000002,974.0697,450.9815,238.8674,4088.4424,811.4406
200,1250.3379,1304.5903,697.762,567.622,515.854,1583.2854,12483.136199999999,970.0938,445.0302,246.3342,4080.586,821.6404
201,1271.6072,1266.109,705.642,557.763,513.8767,1573.6113,12459.597500000002,967.0907,445.6842,243.3794,4096.744,818.09
202,1292.2683,1273.044,690.593,565.8809,525.3279,1569.4294,12485.8649,988.4968,436.8095,247.3646,4083.8984,812.7521
203,1271.7584,1279.4103,707.7355,551.2811,516.3401,1566.625,12455.3313,972.2594,448.115,236.8286,4091.0903,813.8876
