,electricity-load-nyiso-west,electricity-load-nyiso-centrl,electricity-load-nyiso-hud_valley,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-north,electricity-load-nyiso-longil,electricity-load-nyiso-overall,electricity-load-nyiso-capitl,electricity-load-nyiso-dunwod,electricity-load-nyiso-millwd,electricity-load-nyiso-nyc,electricity-load-nyiso-genese
848,1723.6871,1741.1501,960.197,779.7279,578.1129,2120.5808,17029.1531,1298.5715,636.9854,300.7711,5778.2256,1111.1437
849,1718.8804,1737.647,931.6733,775.1118,580.1967,2105.6438,16979.5306,1291.6473,626.5211,306.631,5796.4395,1109.1387
850,1722.2074,1687.909,948.0119,768.5195,586.8751,2129.9885,16980.8592,1284.4335,632.1339,304.2414,5803.92,1112.619
851,1737.4911,1682.5201,933.8315,768.7916,585.666,2115.0364,16974.8121,1277.2843,629.8607,307.2888,5820.448,1116.5936
852,1714.0459,1679.4989,932.3781,766.5408,584.5544,2108.1353,16898.254600000004,1264.7496,640.7468,298.9141,5790.3584,1118.3323
853,1733.601,1723.9094,921.6246,763.0598,586.6069,2122.8025,17016.318000000003,1261.6389,633.4097,298.7162,5848.844,1122.105
854,1725.3812,1732.1079,947.7271,765.4141,580.395,2117.1853,17001.8496,1258.2532,631.2407,295.9332,5832.1562,1116.0557
855,1746.0851,1741.8417,931.3342,758.7528,586.5264,2116.733,17085.7222,1253.0981,652.6326,300.4587,5868.9155,1129.3441
856,1738.5198,1725.2821,927.0822,764.7867,588.5026,2105.706,17048.7287,1259.2916,645.2981,311.5126,5859.4053,1123.3417
857,1726.0289,1703.0444,907.4641,758.8668,602.0004,2098.7844,16988.382800000003,1260.1163,655.6473,299.6285,5837.459,1139.3427
858,1743.8905,1727.352,909.4479,770.9349,600.9011,2110.4546,17042.189800000004,1249.7588,643.8381,302.1995,5841.856,1141.5564
859,1732.6965,1750.0598,899.0943,740.1798,605.1881,2111.7336,17054.779799999997,1264.7502,641.3926,299.4887,5868.3564,1141.8398
860,1771.8997,1746.9088,919.0102,747.7681,605.5076,2102.7058,17081.8292,1247.2737,648.75,302.4725,5842.4863,1147.0465
861,1742.1991,1701.0862,892.7198,739.7257,602.6864,2077.2876,16939.666600000004,1246.3375,647.7197,299.3343,5848.017,1142.5533
862,1753.4402,1687.7399,890.7293,738.3336,604.8654,2082.9707,16965.1657,1250.1687,636.4446,297.8525,5871.598,1151.0228
863,1748.5703,1663.6719,895.8741,746.8565,604.9002,2060.008,16943.859099999998,1250.7305,653.8022,290.3105,5886.004,1143.1309
864,1762.0835,1661.9565,879.7432,737.99,595.407,2072.28,16947.2146,1253.5858,650.5056,288.2907,5903.4556,1141.9167
865,1760.1573,1659.8534,900.8561,741.3799,596.624,2079.5789,16983.6786,1253.5281,636.5902,299.7445,5908.3193,1147.0469
866,1782.9165,1707.3878,872.3025,740.1773,598.1771,2065.05,16976.3775,1244.7618,630.8768,301.1653,5886.1074,1147.455
867,1783.1527,1708.714,860.4678,733.9412,598.6728,2065.1326,16979.1113,1256.2114,643.2723,305.088,5874.34,1150.1185
868,1806.0934,1720.6571,860.4915,733.7384,607.9154,2069.3936,17023.0512,1240.9104,634.1543,298.2398,5901.0625,1150.3948
869,1807.8726,1721.91,857.8691,741.5248,603.4804,2059.7654,17041.7509,1227.983,648.5327,297.6115,5921.4873,1153.7141
870,1817.312,1678.2349,883.6918,736.9287,598.165,2045.0383,16999.668899999997,1227.4171,642.1721,282.8318,5927.2534,1160.6238
871,1818.5835,1670.328,883.8335,733.0348,599.6208,2055.816,17006.488800000003,1227.8768,646.0376,299.4186,5909.4453,1162.4939
872,1816.2605,1723.7019,850.4354,739.7952,593.3379,2072.7788,17042.8551,1227.2905,629.0718,326.3993,5899.4385,1164.3453
873,1813.8557,1725.1768,874.6041,734.5756,591.304,2065.5493,17018.2814,1202.0294,646.8234,300.5463,5900.1636,1163.6532
874,1833.2848,1688.8513,841.845,745.6135,585.6846,2074.8855,16995.971500000003,1203.8978,645.1979,308.6933,5905.2754,1162.7424
875,1831.8136,1723.6017,863.7441,730.7722,590.6166,2074.3826,17032.9835,1196.789,636.5864,298.7264,5914.1133,1171.8376
876,1820.7334,1682.9172,880.2809,734.1992,588.2124,2072.7314,17014.374600000003,1190.0056,640.0496,302.4721,5930.841,1171.9318
877,1833.5667,1701.1357,862.246,737.7699,598.9721,2095.055,17057.4276,1197.078,649.6962,293.2526,5916.2603,1172.3951
878,1832.008,1736.0862,871.7028,731.7161,599.7185,2076.7969,17087.3192,1183.2178,647.9076,294.1682,5936.257,1177.7401
879,1851.8665,1738.2883,866.8467,730.3683,606.6886,2078.9277,17100.157,1174.8104,643.2865,297.0943,5936.0767,1175.903
880,1840.4526,1744.3978,867.5649,728.5109,587.6235,2066.8447,17095.4189,1159.8,652.9905,290.0863,5976.84,1180.3077
881,1840.4526,1744.3978,867.5649,728.5109,587.6235,2066.8447,17095.4189,1159.8,652.9905,290.0863,5976.84,1180.3077
882,1825.6448,1723.8359,853.1171,726.6193,575.6998,2080.9458,17065.462900000002,1149.3184,666.4387,302.7032,5978.637,1182.5029
883,1845.6399,1722.0669,867.3815,728.8652,575.5547,2093.0066,17095.5592,1153.0732,660.709,307.8276,5955.3975,1186.0371
884,1832.8254,1731.6405,858.1215,727.6579,586.7402,2108.4897,17126.8712,1155.3331,664.7183,304.3976,5972.784,1184.163
885,1854.1243,1724.6107,857.8843,744.7502,583.1436,2101.4048,17131.9476,1149.9751,669.8072,295.7452,5966.172,1184.3302
886,1849.7637,1720.8185,847.6852,741.7334,584.7116,2111.6035,17131.5223,1148.1501,649.1859,317.7675,5973.7637,1186.3392
887,1877.292,1727.5806,875.167,734.9218,584.9925,2128.767,17240.476100000003,1152.9158,678.8471,296.4022,5991.6904,1191.8997
888,1870.5002,1738.2732,858.7131,744.5866,581.5991,2128.4087,17260.126599999996,1157.3179,669.9409,303.9368,6008.1177,1198.7324
889,1874.3464,1732.6995,886.825,724.8605,590.9449,2134.8535,17293.787500000002,1165.4253,664.1728,300.575,6011.1084,1207.9762
890,1891.1484,1687.2129,883.3248,737.8555,590.447,2182.504,17327.0066,1160.9019,674.8296,294.8909,6017.0996,1206.792
891,1906.4592,1673.646,871.1917,736.9731,590.4898,2158.0747,17298.3291,1158.4486,667.9985,300.5638,6016.766,1217.7177
892,1905.5767,1704.7965,850.4879,738.0376,586.09,2164.1763,17307.9176,1169.1709,670.6514,309.8331,5993.2607,1215.8365
893,1917.2405,1711.5958,881.06,737.3082,591.0956,2182.8062,17424.288800000002,1161.2582,677.5433,309.3829,6033.16,1221.8381
894,1931.1056,1736.4884,891.9606,743.8064,582.1528,2168.9697,17444.262,1163.8823,675.1138,312.3996,6017.0454,1221.3374
895,1921.1528,1727.667,902.4653,746.0481,578.8436,2164.42,17446.0745,1169.1193,673.4441,312.9118,6026.6006,1223.4019
896,1926.513,1723.6923,896.2394,732.8103,584.2555,2174.335,17462.6496,1167.0165,677.2179,306.5421,6048.703,1225.3246
897,1934.2034,1738.1329,906.2391,729.4547,585.0682,2172.401,17480.9338,1180.6736,670.4375,298.4604,6041.0366,1224.8264
898,1933.8698,1747.1846,898.8668,733.8326,582.6916,2202.78,17561.924199999998,1178.4552,663.657,313.6721,6078.5566,1228.3579
899,1930.8848,1731.6721,865.0466,732.0657,582.9143,2197.4756,17528.1926,1197.1245,679.181,324.2732,6050.3013,1237.2535
900,1938.7654,1683.6316,877.6979,731.3752,594.2078,2186.3008,17495.2595,1182.5592,668.4533,312.6324,6084.454,1235.1819
901,1938.7654,1683.6316,877.6979,731.3752,594.2078,2186.3008,17495.2595,1182.5592,668.4533,312.6324,6084.454,1235.1819
902,1954.4216,1705.6096,881.0128,728.2549,595.4655,2207.9983,17606.801900000002,1200.5012,657.7593,316.7846,6121.17,1237.8241
903,1942.2699,1716.1915,900.6035,734.1896,589.7166,2237.0015,17619.9194,1193.9066,653.0111,330.9345,6075.6772,1246.4174
904,1936.5272,1722.8263,909.6722,738.2627,595.9873,2227.7896,17655.4081,1197.1648,664.2872,315.0586,6100.032,1247.8002
905,1935.2101,1717.1593,886.278,724.8112,599.5904,2221.7913,17590.9203,1189.6852,666.8315,326.8263,6073.224,1249.513
906,1945.1907,1706.9299,913.046,728.9354,601.7353,2228.9348,17651.5126,1188.6938,673.3425,330.5104,6081.793,1252.4008
907,1957.7653,1731.2913,930.0736,748.7413,585.9873,2216.968,17688.387600000002,1187.9664,650.9559,323.309,6104.6504,1250.6791
908,1941.3652,1728.1389,901.9794,740.1738,590.4099,2229.3564,17692.5641,1202.0065,660.0504,336.4183,6109.558,1253.1073
909,1927.9397,1718.5664,932.011,736.3348,597.8655,2253.7573,17694.9686,1209.5631,658.7752,328.1391,6073.049,1258.9675
910,1957.2233,1689.046,941.4625,738.8234,588.7678,2237.0674,17697.556099999998,1204.3344,655.9697,332.3647,6088.0986,1264.3983
911,1957.2233,1689.046,941.4625,738.8234,588.7678,2237.0674,17697.556099999998,1204.3344,655.9697,332.3647,6088.0986,1264.3983
912,1974.2692,1726.1711,936.3533,742.7299,577.6397,2256.5256,17777.266399999997,1199.9939,664.0545,334.1517,6104.342,1261.0355
913,1966.6567,1736.4879,945.9346,739.0319,571.1663,2269.588,17783.2572,1201.657,655.3642,333.7068,6098.041,1265.6228
914,1950.3008,1735.3119,952.27,739.5183,577.0012,2274.5593,17782.3825,1205.8191,660.3382,335.3475,6084.857,1267.0592
915,1966.2373,1692.0616,928.7589,749.777,579.9941,2275.858,17776.1685,1209.6265,657.9348,347.2101,6099.356,1269.3542
916,1958.3271,1729.3212,949.4117,741.3547,583.323,2284.2856,17835.6229,1222.431,653.1104,333.2864,6104.54,1276.2318
917,1972.7611,1731.2305,944.9254,750.7086,577.2874,2263.6714,17824.8525,1219.2855,663.5006,340.4152,6084.7354,1276.3314
918,1968.3091,1754.0598,969.5677,745.8942,588.8326,2284.5327,17918.851300000002,1223.61,677.4094,327.2481,6104.38,1275.0077
919,1967.5315,1748.4982,975.5065,748.47,587.4246,2287.7563,17935.4676,1222.5239,682.463,325.2861,6106.9297,1283.0778
920,2001.6274,1701.6598,997.3194,746.5226,586.5227,2309.8804,18001.406,1230.7576,672.0894,333.9865,6125.5264,1295.5138
921,1999.1002,1740.5919,983.5548,766.4237,583.1083,2338.3623,18054.331599999998,1242.9866,667.7275,335.1747,6119.169,1278.1326
922,1979.01,1751.0255,968.2296,754.1936,587.9456,2331.8613,18047.0292,1241.3079,663.1014,348.8867,6132.831,1288.6366
923,1981.6731,1762.4569,1006.0252,754.5441,579.1877,2322.7678,18081.315499999997,1239.9669,682.4723,333.9739,6124.0596,1294.188
924,1979.4423,1759.552,975.1777,763.5226,577.317,2339.2517,18091.248799999998,1237.3,676.3555,340.2124,6144.341,1298.7766
925,1993.1357,1747.2832,1008.8911,767.2034,583.4346,2331.04,18142.4019,1250.3148,689.1002,344.2251,6122.8037,1304.9701
926,1997.3701,1767.2043,1016.0468,761.9598,588.1674,2335.9617,18165.626600000003,1259.146,674.6755,337.814,6128.3,1298.981
927,1993.7317,1774.1051,981.4177,772.2328,594.6704,2336.4949,18195.7558,1266.6472,666.3983,348.3896,6159.002,1302.6661
928,1982.0588,1783.0143,1032.8943,770.3668,583.5753,2351.5718,18275.8856,1273.71,690.6293,345.9184,6152.8535,1309.2931
929,1996.688,1762.2834,1032.6904,791.6449,585.2752,2344.8232,18243.106099999997,1275.2012,675.7944,338.2054,6141.619,1298.881
930,1969.7994,1748.2241,1021.08,772.3033,593.7211,2363.6755,18226.3879,1279.3378,671.8425,352.5523,6147.577,1306.2749
931,1939.6556,1784.314,1043.5172,783.8318,583.405,2389.579,18291.3429,1293.3917,673.199,319.8861,6174.506,1306.0575
932,1937.653,1796.6014,1060.906,779.7313,579.1555,2385.331,18299.731099999997,1300.6443,676.1101,338.2294,6135.622,1309.7471
933,1947.6329,1801.2411,1059.7056,791.032,590.9163,2388.7537,18381.2894,1304.4438,678.8651,330.583,6177.768,1310.3479
934,1962.6282,1822.2585,1072.1284,798.6117,575.9861,2387.3687,18399.329999999998,1312.4067,675.8002,341.938,6134.648,1315.5555
935,1964.6326,1809.2953,1073.8286,794.0144,585.9303,2404.3354,18471.5529,1327.2413,687.9878,343.4309,6159.607,1321.2493
936,1963.3715,1812.01,1038.1207,796.7897,586.9608,2405.3228,18447.62,1329.0714,658.8765,370.9362,6165.7793,1320.3811
937,1949.6359,1849.3457,1055.8938,793.2814,590.3491,2422.7764,18525.5487,1341.0248,698.2358,346.2076,6156.2993,1322.4989
938,1951.5316,1848.1508,1080.4614,804.2919,597.8339,2429.359,18587.0235,1368.0275,681.2498,332.8792,6166.052,1327.1864
939,1934.7235,1823.939,1063.8108,836.3966,583.4219,2438.8113,18572.7471,1366.0297,679.2376,339.6431,6180.288,1326.4456
940,1944.6567,1809.549,1085.4183,818.4456,600.0471,2434.9229,18584.6907,1373.8959,671.3491,351.6565,6166.7295,1328.0201
941,1950.1672,1832.9028,1126.6993,820.1386,606.9338,2445.1077,18725.1013,1392.1888,700.0902,345.541,6172.115,1333.2169
942,1941.6521,1847.7444,1086.595,808.5858,613.8198,2449.4126,18674.6766,1388.6658,695.0531,334.1878,6170.7773,1338.1829
943,1934.9642,1848.4946,1139.2117,812.9814,610.2268,2459.9497,18696.5562,1391.2878,688.972,345.051,6131.8633,1333.5537
944,1922.5269,1868.8844,1107.9874,833.7859,613.6209,2477.03,18747.772100000002,1409.2086,685.3014,345.9411,6146.7227,1336.7628
945,1913.8948,1876.2578,1139.5874,836.3865,604.3687,2484.088,18810.458899999998,1419.8435,681.2271,344.9557,6175.111,1334.7384
946,1925.013,1874.7565,1134.5712,836.1433,618.7859,2480.2598,18856.8718,1418.1416,686.9939,347.6974,6185.5234,1348.9858
947,1923.8396,1896.7024,1120.59,842.3342,618.7274,2484.9648,18858.411099999998,1422.902,672.6715,341.5197,6192.7656,1341.3939
948,1931.6033,1889.4071,1133.2684,844.5855,613.1334,2498.9824,18893.696299999996,1440.6826,695.9092,344.302,6166.306,1335.5164
949,1920.4009,1852.5111,1118.4382,857.4881,615.1762,2490.1304,18791.398100000002,1435.044,677.7344,341.8514,6143.0166,1339.6068
950,1919.5259,1851.5402,1143.5614,859.5927,614.3684,2506.5332,18834.286,1441.4348,685.838,347.5316,6122.2715,1342.0883
951,1897.3462,1883.1152,1140.8413,859.2048,609.285,2515.1406,18847.9037,1445.0941,687.2006,348.5006,6122.6514,1339.5239
952,1900.8097,1890.2246,1144.8306,856.9041,604.3653,2526.477,18828.7104,1439.6243,699.3106,342.1581,6083.6523,1340.3538
953,1892.852,1899.4727,1132.5637,855.4616,612.5838,2507.372,18768.6789,1447.0702,676.3372,343.1903,6073.261,1328.5144
954,1897.5416,1910.867,1152.293,861.1212,610.2746,2523.8706,18787.825100000002,1447.0216,676.1572,347.9013,6027.4883,1333.2887
955,1897.9359,1886.0883,1137.9089,864.5989,612.8641,2519.4075,18721.9315,1452.2333,687.454,352.3059,5982.522,1328.6127
956,1916.4036,1883.6007,1145.487,865.2043,619.3817,2531.4976,18827.959500000004,1463.7653,692.4805,355.158,6023.212,1331.7688
957,1923.3743,1919.9493,1186.2991,855.1606,622.6336,2539.0369,18898.3359,1468.2142,710.9579,330.8463,6009.2144,1332.6493
958,1909.2529,1919.4098,1182.142,871.4352,623.1968,2569.135,18907.658700000004,1469.4181,705.6724,347.7355,5985.354,1324.907
959,1913.9445,1886.3594,1187.1052,862.1832,628.4968,2553.9995,18919.878500000003,1485.0842,714.1831,333.3853,6021.801,1333.3363
960,1920.1083,1876.2003,1201.5454,880.2139,623.7677,2594.4043,18994.835800000004,1479.154,730.8645,332.5647,6018.8506,1337.1621
961,1927.7656,1893.836,1189.71,876.9098,628.1461,2587.624,19023.049,1489.585,733.9457,334.1918,6020.199,1341.136
962,1930.1489,1928.7847,1185.4106,871.2588,630.2313,2579.689,19055.9309,1488.7201,718.7929,338.7026,6042.1514,1342.0406
963,1941.054,1919.716,1197.6831,868.9707,631.5223,2567.5747,19046.529000000002,1490.3988,702.8873,347.5946,6032.0527,1347.0748
964,1942.0515,1935.5382,1157.8967,889.0585,628.8706,2555.1145,19017.554699999997,1475.033,719.9436,353.0443,6012.1743,1348.8295
965,1938.7477,1896.2876,1220.6453,890.4076,605.0895,2546.5586,18924.6222,1470.5681,704.4222,333.6422,5973.6553,1344.5981
966,1935.5676,1935.7532,1187.7076,873.6692,618.2675,2552.4424,18940.0607,1477.7633,724.7581,346.4689,5947.45,1340.2129
967,1929.0038,1931.5002,1151.7096,891.522,605.843,2532.6924,18883.143900000003,1467.1407,707.6419,345.4164,5978.6387,1342.0352
968,1923.2769,1948.1157,1160.1462,886.8252,596.8233,2539.9058,18862.574,1461.0166,707.3264,363.9813,5935.1064,1340.0502
969,1914.9279,1920.7247,1144.6702,884.9424,613.5336,2525.189,18747.4705,1458.1605,697.181,345.4819,5911.327,1331.3323
970,1910.1545,1872.8713,1147.0068,873.8543,609.5496,2526.4473,18705.2514,1450.8135,722.7123,345.2792,5912.546,1334.0166
971,1911.8268,1873.0094,1166.4309,864.5676,615.5299,2515.392,18648.8003,1446.2324,697.8865,352.0138,5876.106,1329.805
972,1920.1841,1864.0066,1155.6027,866.661,613.8458,2498.6387,18604.0198,1437.5997,691.4435,352.2428,5880.872,1322.9229
973,1921.263,1859.0273,1158.2493,858.3378,610.197,2492.5586,18584.068099999997,1442.1412,702.03,342.7173,5877.4004,1320.1462
974,1918.6118,1850.6417,1153.5508,868.8195,607.9633,2483.2056,18507.8939,1417.285,711.2944,344.7502,5836.911,1314.8606
975,1886.8704,1873.5314,1159.1682,856.7339,610.8858,2476.5479,18457.8423,1414.3867,679.9273,348.03,5848.3413,1303.4194
976,1879.0764,1874.2346,1127.4116,865.4722,590.4701,2484.055,18398.238599999997,1407.7465,689.3629,335.7277,5847.369,1297.3126
977,1877.0554,1845.62,1137.4175,851.406,610.6003,2462.2275,18308.9499,1406.3242,701.2969,347.1762,5779.5156,1290.3103
978,1875.6548,1865.4811,1125.947,851.7446,599.976,2452.8577,18238.393799999998,1400.7333,669.825,344.7745,5759.598,1291.8018
979,1897.5211,1843.039,1116.0333,857.8604,599.4721,2431.402,18196.8125,1393.1686,691.8469,343.5897,5752.5303,1270.3491
980,1875.0435,1843.2273,1091.866,850.4375,609.2792,2425.7593,18095.916699999998,1388.4296,674.0488,342.5091,5723.8696,1271.4468
981,1862.4236,1852.3723,1118.5487,838.4756,605.6796,2424.959,18099.240899999997,1382.0345,665.9917,331.1497,5748.2793,1269.3269
982,1836.3958,1844.5923,1096.2026,830.9261,596.2161,2411.5918,17996.6775,1385.5026,688.1012,325.9925,5707.1675,1273.989
983,1851.373,1833.6898,1089.3156,832.7166,612.9896,2378.2021,17900.7846,1368.7747,671.9791,334.8828,5670.869,1255.9923
984,1841.381,1782.1829,1084.9944,822.2208,614.009,2369.0352,17809.1236,1367.0135,667.4596,330.9615,5678.7715,1251.0942
985,1811.8654,1801.5189,1083.6594,820.641,605.3557,2355.9053,17713.223599999998,1356.4547,666.6149,326.9462,5638.744,1245.5181
986,1796.9851,1806.9608,1066.5846,817.8962,609.1846,2365.6602,17647.2838,1346.9021,666.6162,327.6367,5607.1753,1235.682
987,1804.207,1807.951,1076.6846,817.1426,606.5158,2342.392,17623.171599999998,1335.3734,658.7599,326.1168,5615.7646,1232.2639
988,1784.4917,1794.414,1061.8237,819.2778,608.5835,2324.8772,17532.0265,1340.359,657.356,323.7878,5591.616,1225.4398
989,1784.9739,1759.3884,1057.2559,818.5421,596.4303,2304.7002,17364.7494,1321.956,649.7503,325.7571,5533.5913,1212.4039
990,1774.5854,1750.5261,1039.7861,822.608,596.1063,2300.9375,17318.0809,1321.9211,648.4267,323.5077,5535.408,1204.268
991,1788.4202,1762.1335,1041.417,807.8795,599.0033,2285.3555,17311.9231,1319.045,667.4716,319.0183,5517.251,1204.9282
992,1764.8438,1754.6375,1061.8264,796.9562,597.7538,2274.853,17220.3481,1316.5925,643.4619,323.3298,5484.9385,1201.1547
993,1765.3113,1690.2372,1001.4208,787.2317,599.3804,2258.0664,17048.011000000002,1323.7792,639.2118,322.4809,5469.8516,1191.0397
994,1755.4136,1720.4679,1015.0752,789.6373,594.1489,2239.9521,17014.3531,1303.1865,638.0343,318.8463,5454.0137,1185.5773
995,1722.1876,1715.4707,1028.5219,781.0084,598.2558,2225.9282,16933.5201,1295.9565,656.8528,312.4175,5424.189,1172.7317
996,1714.9309,1701.9729,1018.2936,773.9257,597.0322,2220.8013,16848.4466,1288.6267,621.2182,310.1068,5438.128,1163.4103
997,1719.0125,1709.1097,1017.007,781.6397,588.7091,2194.673,16811.571500000002,1307.0391,626.9128,307.0653,5400.7183,1159.685
998,1683.3075,1686.9944,990.3781,784.2522,578.3195,2196.8306,16664.2932,1287.7001,632.274,306.4158,5357.9575,1159.8635
999,1669.8269,1694.1317,978.3434,774.6643,576.9237,2174.86,16579.431099999998,1281.3278,619.5171,305.3796,5353.128,1151.3286
