,electricity-load-nyiso-dunwod,electricity-load-nyiso-hud_valley,electricity-load-nyiso-west,electricity-load-nyiso-millwd,electricity-load-nyiso-centrl,electricity-load-nyiso-nyc,electricity-load-nyiso-north,electricity-load-nyiso-overall,electricity-load-nyiso-genese,electricity-load-nyiso-longil,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-capitl
371,714.272,1228.3812,1675.9758,392.2144,2117.21,6214.5703,798.1416,19529.5956,1210.7048,2481.8784,1128.3323,1567.9148
372,706.8995,1242.6384,1656.7535,398.0511,2176.3193,6217.9766,803.1315,19637.8703,1214.0409,2506.3154,1125.0044,1590.7397
373,703.9496,1245.3241,1688.6149,383.9404,2153.452,6229.4736,806.6752,19677.256100000002,1218.259,2519.8171,1137.4437,1590.3065
374,720.5105,1221.3975,1669.4684,400.1511,2172.567,6239.751,804.3355,19728.381600000004,1222.4034,2528.187,1139.9465,1609.6637
375,708.0853,1236.227,1679.4384,400.2037,2160.771,6237.961,810.4305,19750.2342,1219.7908,2533.6602,1143.0562,1620.6101
376,730.9955,1242.6685,1684.7878,404.5559,2175.2554,6212.8604,827.1606,19833.586499999998,1237.3829,2557.5474,1133.5349,1626.8372
377,716.8734,1269.902,1713.2795,404.289,2195.8757,6253.039,809.9055,19965.2209,1238.0527,2558.7773,1165.6035,1639.6233
378,732.2593,1284.7218,1692.1584,409.6906,2217.1226,6238.6885,819.5693,20030.116599999998,1243.0142,2578.0732,1167.6455,1647.1732
379,732.2593,1284.7218,1692.1584,409.6906,2217.1226,6238.6885,819.5693,20030.116599999998,1243.0142,2578.0732,1167.6455,1647.1732
380,736.3319,1297.6691,1707.324,415.4807,2173.8477,6276.221,822.4521,20152.966899999996,1265.9402,2601.014,1189.987,1666.6992
381,735.5595,1325.7844,1716.88,417.6739,2225.7522,6279.42,810.5541,20265.188900000005,1279.6635,2609.7441,1187.9446,1676.2126
382,730.2528,1325.0681,1728.406,420.4427,2247.7986,6305.8315,810.7986,20418.8528,1289.7231,2654.812,1200.5066,1705.2128
383,744.7122,1349.4807,1720.1592,423.6595,2276.155,6300.1885,815.2656,20507.475100000003,1294.4478,2661.2551,1199.5038,1722.6477
384,744.7122,1349.4807,1720.1592,423.6595,2276.155,6300.1885,815.2656,20507.475100000003,1294.4478,2661.2551,1199.5038,1722.6477
385,751.2477,1360.4072,1750.8146,433.467,2290.0261,6335.1963,835.9412,20682.992400000003,1291.7007,2710.0088,1186.2234,1737.9594
386,735.8386,1369.3679,1767.2195,440.6049,2281.6125,6383.536,837.2556,20779.068300000003,1303.4373,2716.837,1200.9756,1742.3834
387,744.8872,1407.8552,1751.565,406.1744,2307.5652,6381.6543,829.5703,20832.8348,1308.1514,2736.8809,1201.5585,1756.9724
388,772.036,1388.4816,1739.1503,423.5875,2304.253,6401.921,829.0197,20898.052400000004,1310.3046,2758.4104,1216.2852,1754.6031
389,765.769,1387.945,1752.2745,440.3411,2289.147,6421.3193,820.021,20955.391499999998,1317.4324,2775.052,1228.7799,1757.3103
390,772.9781,1408.5286,1775.275,442.6715,2294.2058,6425.841,819.6563,21070.814000000002,1329.3235,2792.9385,1245.9348,1763.4609
391,772.9781,1408.5286,1775.275,442.6715,2294.2058,6425.841,819.6563,21070.814000000002,1329.3235,2792.9385,1245.9348,1763.4609
392,787.6942,1432.9655,1776.7231,465.7855,2360.1887,6517.8223,827.2383,21448.3905,1366.4841,2869.5222,1248.6228,1795.3438
393,803.7854,1450.2993,1795.3394,464.7637,2382.3184,6557.26,823.7456,21631.7577,1374.1353,2892.8447,1272.2145,1815.0514
394,803.7854,1450.2993,1795.3394,464.7637,2382.3184,6557.26,823.7456,21631.7577,1374.1353,2892.8447,1272.2145,1815.0514
395,797.2689,1465.9525,1797.9058,460.0981,2391.638,6589.758,829.4742,21713.174300000002,1372.1709,2918.9153,1267.685,1822.3076
396,806.338,1455.2036,1829.6653,454.3414,2408.149,6564.4414,822.2748,21723.539299999997,1382.3403,2918.112,1257.6106,1825.0629
397,797.8974,1463.4238,1821.3694,454.5935,2351.3865,6565.679,823.4773,21676.390199999998,1384.5176,2926.578,1270.1353,1817.3324
398,797.8974,1463.4238,1821.3694,454.5935,2351.3865,6565.679,823.4773,21676.390199999998,1384.5176,2926.578,1270.1353,1817.3324
399,803.6503,1434.5193,1818.4187,481.5891,2381.1592,6597.296,822.4865,21692.1802,1373.5393,2919.3037,1251.6243,1808.5938
400,792.6798,1475.2059,1841.3953,468.2647,2370.5735,6560.235,831.6646,21695.3491,1372.8918,2922.978,1252.4542,1807.0063
401,806.8231,1443.357,1863.6477,470.8719,2345.4177,6569.251,829.6932,21714.5865,1379.1426,2930.4177,1265.0577,1810.9069
402,788.9638,1459.6302,1829.7449,461.854,2395.4177,6588.289,829.0045,21708.110099999998,1373.5623,2917.979,1254.3975,1809.2672
403,789.5366,1466.9838,1840.3335,462.2915,2385.3738,6611.16,836.3083,21710.893200000002,1357.8372,2915.003,1246.0804,1799.9851
404,788.5681,1461.4658,1847.0398,449.873,2395.1736,6603.0796,836.3254,21741.253,1370.3186,2934.043,1250.9878,1804.3783
405,796.3983,1481.2013,1838.2666,460.326,2358.6482,6603.8677,843.666,21756.411799999998,1373.0464,2926.5745,1257.8711,1816.5457
406,793.9478,1459.227,1873.6396,483.9086,2348.9705,6590.5044,829.2548,21758.6265,1375.5918,2923.5898,1270.0193,1809.9729
407,806.6649,1466.3331,1881.5482,474.1942,2373.8303,6577.6045,839.7712,21802.1202,1380.5376,2922.9712,1260.5549,1818.1101
408,811.2363,1490.1864,1866.2067,445.8586,2398.4287,6617.592,813.3144,21800.413699999997,1378.887,2907.1367,1265.7144,1805.8525
409,817.544,1468.0942,1863.301,464.7003,2383.8582,6600.869,829.9506,21782.197999999997,1371.3168,2904.1025,1268.8125,1809.6489
410,817.544,1468.0942,1863.301,464.7003,2383.8582,6600.869,829.9506,21782.197999999997,1371.3168,2904.1025,1268.8125,1809.6489
411,817.544,1468.0942,1863.301,464.7003,2383.8582,6600.869,829.9506,21782.197999999997,1371.3168,2904.1025,1268.8125,1809.6489
412,813.4862,1444.5864,1859.6805,468.8722,2388.9536,6549.798,822.9949,21662.768500000002,1369.0088,2883.7349,1262.78,1798.873
413,821.9772,1441.447,1865.1168,464.5264,2384.185,6582.4033,818.3695,21683.3933,1365.4138,2882.756,1263.6414,1793.5569
414,809.9423,1456.9856,1831.2424,459.5009,2335.6658,6534.419,825.8158,21547.2874,1358.2302,2880.5303,1265.664,1789.2911
415,809.5154,1462.2778,1854.4779,467.0645,2331.4275,6539.343,830.6638,21576.136000000002,1352.6643,2882.081,1257.9241,1788.6967
416,806.5824,1426.8452,1845.3966,459.6386,2353.8179,6539.3276,832.827,21556.637600000002,1352.5189,2890.9724,1255.4832,1793.2278
417,806.5082,1422.969,1837.4734,473.6012,2348.1968,6528.87,819.0103,21495.916500000003,1351.5168,2872.3198,1255.9536,1779.4974
418,808.5325,1431.0725,1853.4509,473.0516,2354.82,6513.3755,816.331,21476.7818,1345.1599,2843.3271,1265.2736,1772.3872
419,811.0385,1428.1586,1824.5862,475.8097,2348.9795,6498.1836,816.1284,21414.540300000004,1346.3765,2839.3428,1250.7668,1775.1697
420,811.0385,1428.1586,1824.5862,475.8097,2348.9795,6498.1836,816.1284,21414.540300000004,1346.3765,2839.3428,1250.7668,1775.1697
421,799.8783,1440.3474,1839.6254,464.7576,2367.8613,6494.166,819.5809,21420.739000000005,1340.9735,2831.1592,1261.7068,1760.6826
422,799.8783,1440.3474,1839.6254,464.7576,2367.8613,6494.166,819.5809,21420.739000000005,1340.9735,2831.1592,1261.7068,1760.6826
423,785.8391,1427.5869,1823.2068,455.2927,2312.5234,6488.4546,821.3335,21269.8163,1339.7478,2812.537,1251.2426,1752.0519
424,799.2072,1431.1448,1830.7869,458.0454,2329.8164,6465.308,827.5781,21310.0343,1351.3268,2809.6504,1251.1973,1755.973
425,788.1476,1407.4235,1829.0981,466.9961,2321.378,6452.928,814.6647,21237.7886,1344.1536,2809.0676,1255.0104,1748.921
426,800.7034,1420.1179,1830.4628,458.7622,2317.0364,6469.9243,817.7033,21241.4484,1331.1449,2807.662,1241.6246,1746.3066
427,796.0391,1423.2644,1828.0293,459.9331,2334.4092,6429.6636,818.6338,21190.768599999996,1325.5221,2794.602,1238.032,1742.64
428,796.0391,1423.2644,1828.0293,459.9331,2334.4092,6429.6636,818.6338,21190.768599999996,1325.5221,2794.602,1238.032,1742.64
429,775.996,1391.4104,1812.7894,472.222,2315.432,6412.9834,814.2846,21063.302499999998,1319.4445,2778.598,1230.6151,1739.5271
430,777.2008,1390.8387,1812.644,469.9943,2303.6267,6417.878,807.0819,21013.1951,1311.6226,2765.6987,1234.1272,1722.4822
431,770.6749,1408.5693,1807.919,456.7888,2299.482,6380.582,810.4485,20941.0396,1311.5615,2748.4487,1228.4293,1718.1356
432,762.2334,1395.3401,1795.9861,446.7258,2258.4167,6370.1846,799.9055,20817.137300000002,1306.7524,2741.759,1222.3394,1717.4943
433,768.7157,1392.5405,1805.3619,440.8184,2283.1936,6375.982,811.9259,20836.366899999997,1300.8406,2738.6987,1216.6377,1701.6519
434,764.5542,1388.8733,1796.3945,451.0535,2279.1914,6354.1997,804.7587,20789.844599999997,1297.3896,2724.9766,1226.821,1701.6321
435,764.5542,1388.8733,1796.3945,451.0535,2279.1914,6354.1997,804.7587,20789.844599999997,1297.3896,2724.9766,1226.821,1701.6321
436,765.9142,1364.1697,1790.0074,456.7622,2235.4434,6321.6445,791.6171,20593.8327,1284.56,2688.6821,1206.6608,1688.3713
437,763.2998,1361.4335,1763.6146,444.1929,2256.626,6306.2295,800.4042,20541.209300000002,1279.5847,2684.6323,1200.5878,1680.604
438,754.6431,1382.2733,1751.3563,442.5868,2263.4128,6284.1597,813.8156,20492.619400000003,1269.4329,2680.6235,1180.2942,1670.0212
439,757.1201,1364.5155,1779.149,436.2755,2259.8774,6284.0073,808.4816,20464.601000000002,1266.606,2666.1465,1171.3528,1671.0693
440,748.9006,1341.2773,1752.6902,430.5364,2204.7988,6255.449,797.5129,20290.981300000003,1259.1509,2650.3826,1180.0643,1670.2183
441,748.9006,1341.2773,1752.6902,430.5364,2204.7988,6255.449,797.5129,20290.981300000003,1259.1509,2650.3826,1180.0643,1670.2183
442,746.3653,1349.1036,1758.9468,423.1865,2221.7522,6222.091,803.3294,20241.114100000003,1256.2188,2634.8613,1173.1877,1652.0715
443,747.7213,1314.7432,1737.3268,432.4092,2204.4243,6219.0645,800.9161,20137.024999999998,1249.9423,2613.7026,1167.3569,1649.4178
444,737.1486,1314.0933,1759.6007,428.0577,2193.3198,6191.459,822.7496,20078.2925,1242.1648,2595.6523,1164.4324,1629.6143
445,732.9292,1315.751,1739.8416,424.7318,2200.2659,6141.295,808.0999,20017.4077,1242.1953,2600.3958,1172.4867,1639.4155
446,731.1373,1335.7716,1722.7183,417.5359,2221.1921,6167.0684,802.5892,20006.7012,1238.7853,2571.9185,1163.8293,1634.1553
447,724.1918,1321.5146,1725.2913,417.1014,2204.4834,6110.688,817.2741,19869.3496,1225.5999,2556.027,1140.1407,1627.0374
448,724.9487,1298.6947,1703.001,428.3412,2133.6624,6071.882,803.3593,19686.6191,1214.511,2542.3994,1149.3455,1616.4739
449,733.3863,1293.2426,1701.3698,422.4114,2127.788,6036.75,800.5673,19592.3597,1200.8156,2531.2827,1137.433,1607.313
450,721.6682,1273.1014,1684.1464,413.2682,2126.6326,6020.9805,806.4683,19495.809000000005,1204.8137,2512.878,1136.9434,1594.9083
451,715.6425,1285.3134,1674.8237,411.623,2104.4004,5997.5176,798.2886,19391.4829,1197.5778,2500.6484,1128.4517,1577.1958
452,716.14,1283.1069,1697.4805,411.2394,2141.7236,5981.248,810.4652,19410.4448,1201.1599,2478.643,1112.0957,1577.1426
453,716.14,1283.1069,1697.4805,411.2394,2141.7236,5981.248,810.4652,19410.4448,1201.1599,2478.643,1112.0957,1577.1426
454,698.523,1261.8289,1687.2556,410.9578,2142.7983,5892.185,785.8655,19206.790100000002,1185.7942,2458.0596,1115.4836,1568.0386
455,703.817,1263.4617,1676.6268,395.8357,2097.5908,5913.6895,780.6722,19147.858200000002,1184.0168,2439.5967,1126.7225,1565.8285
456,697.2955,1269.9537,1685.0127,396.6102,2129.1462,5867.733,779.4999,19085.569399999997,1180.1978,2420.0674,1103.5797,1556.4733
457,692.3187,1268.3035,1676.1619,392.3912,2129.9316,5828.3164,782.392,18989.778099999996,1172.6902,2410.0464,1099.6277,1537.5985
458,690.325,1244.5771,1659.1239,396.4469,2098.316,5844.054,798.0381,18927.173700000003,1167.427,2394.511,1090.3484,1544.0063
459,675.2428,1222.174,1650.1848,409.3894,2028.531,5802.329,808.8261,18759.122399999997,1154.9448,2396.5222,1074.3938,1536.5845
460,671.0242,1217.1372,1636.5558,385.3409,2045.5588,5756.9893,781.7163,18591.951800000003,1140.4246,2357.7163,1075.5908,1523.8976
461,671.856,1223.001,1632.2323,391.336,2047.8203,5729.043,780.454,18567.6817,1132.2639,2344.889,1080.56,1534.2262
462,672.4539,1213.2407,1617.0553,392.3284,2054.492,5696.133,780.2518,18458.7694,1128.1561,2326.4456,1081.3582,1496.8544
463,667.5483,1202.9098,1629.5868,395.9697,2043.8894,5699.376,790.9938,18455.8764,1126.8943,2320.9062,1072.3016,1505.5005
464,661.7725,1200.0803,1625.3561,387.4691,2051.0095,5664.841,773.0975,18384.422800000004,1120.7867,2321.4814,1086.5745,1491.9542
465,658.5913,1209.0132,1627.9294,380.7233,2053.9788,5645.301,777.6077,18344.6519,1121.7571,2301.787,1074.9904,1492.9727
466,655.116,1206.3972,1593.0435,381.9655,2039.3813,5632.2217,769.9699,18218.3932,1115.4211,2293.6003,1069.4908,1461.7859
467,648.3262,1186.4893,1607.2029,375.0936,2029.3164,5476.083,775.2704,17896.032799999997,1097.9622,2216.9546,1023.1507,1460.1835
468,650.6945,1177.4802,1596.2888,363.6489,2040.3911,5460.104,780.726,17851.936700000002,1093.2859,2217.038,1018.5681,1453.7112
469,628.6668,1154.3369,1587.7217,386.8787,2030.5227,5416.662,769.0748,17758.060400000002,1096.8027,2206.0513,1032.0249,1449.3179
470,629.6768,1157.3843,1571.6089,387.9618,1989.2537,5405.4746,770.0754,17672.936099999995,1089.8745,2190.7747,1026.6611,1454.1903
471,628.7814,1159.5599,1573.5132,375.0467,1970.4465,5381.51,763.5254,17610.8635,1094.6931,2190.1997,1030.7343,1442.8533
472,632.5853,1155.4125,1579.8008,375.5786,2011.9712,5373.3447,756.6247,17619.836000000003,1090.2361,2175.1943,1032.4066,1436.6812
473,630.2784,1149.5273,1599.3123,370.6484,2012.7017,5363.329,778.8121,17626.3436,1092.6938,2176.7505,1015.5598,1436.7303
474,625.853,1169.9479,1565.0413,377.0206,2019.9609,5347.291,781.2674,17595.1336,1087.7094,2166.4043,1012.3949,1442.2429
475,618.0472,1136.2461,1583.2783,365.2615,1968.3845,5329.5986,778.5383,17469.221600000004,1087.0171,2164.3257,1010.6646,1427.8597
476,628.0615,1147.832,1560.5295,362.7235,2003.8672,5319.857,751.7523,17484.683,1086.3953,2167.6323,1021.8414,1434.191
477,624.0746,1156.7528,1562.9147,368.9179,2003.1196,5307.2627,756.4373,17482.3478,1084.122,2150.1733,1014.5637,1454.0092
478,620.6152,1143.216,1560.6777,365.704,2007.1238,5303.426,781.3037,17447.6995,1085.5946,2147.4932,1000.6193,1431.926
479,623.5343,1132.8424,1565.7843,366.9652,1951.0054,5280.379,757.1561,17343.8926,1082.2227,2139.1926,1017.8597,1426.9509
480,618.1411,1157.4595,1572.1082,363.8832,1987.7095,5262.3203,765.6583,17388.038999999997,1089.5521,2127.0054,1014.2714,1429.93
481,618.1411,1157.4595,1572.1082,363.8832,1987.7095,5262.3203,765.6583,17388.038999999997,1089.5521,2127.0054,1014.2714,1429.93
482,616.2921,1119.1632,1551.7076,370.4222,1982.4792,5233.455,774.8391,17283.5718,1077.3508,2129.273,998.9084,1429.6812
483,617.5549,1150.5168,1569.5767,362.6779,1944.6458,5242.37,773.6625,17280.2815,1077.6531,2115.605,1008.6821,1417.3367
484,602.0479,1149.7681,1554.7435,363.1606,1979.3577,5242.729,776.642,17285.954299999998,1074.0519,2118.0051,1000.6832,1424.7653
485,602.0479,1149.7681,1554.7435,363.1606,1979.3577,5242.729,776.642,17285.954299999998,1074.0519,2118.0051,1000.6832,1424.7653
486,616.2003,1146.8514,1554.8541,362.7714,2002.8977,5206.788,769.3732,17264.437399999995,1079.6316,2113.336,997.1199,1414.6138
487,604.7798,1153.6118,1577.2334,367.0804,1999.4456,5165.4126,772.787,17246.376,1077.0145,2100.5981,1002.2269,1426.1859
488,611.6714,1151.7515,1552.4619,359.9522,1954.9102,5197.287,754.4823,17208.962,1081.0935,2115.9578,1012.0685,1417.3257
489,608.0013,1145.6394,1557.2002,361.0223,1977.8079,5166.3945,742.6238,17195.8298,1077.6101,2116.8203,1032.2327,1410.4773
490,604.3534,1146.2642,1556.3076,369.1639,1973.0637,5137.0205,749.3292,17162.6522,1082.7546,2120.1606,1012.3179,1411.9166
491,611.235,1156.667,1559.6306,373.7161,1977.3835,5133.248,770.127,17177.925499999998,1080.1553,2099.4575,989.21,1427.0955
492,609.6245,1182.503,1538.4932,366.7215,1982.561,5144.158,736.3762,17172.6377,1081.3816,2096.868,1019.3256,1414.6251
493,613.553,1116.1207,1553.8524,367.3285,1994.6594,5169.4395,774.3685,17181.1513,1073.935,2106.3704,989.8347,1421.6892
494,603.4229,1147.4755,1550.1821,371.6402,1978.3657,5112.2803,760.8762,17122.0805,1077.6826,2101.3215,996.1948,1422.6387
495,603.4229,1147.4755,1550.1821,371.6402,1978.3657,5112.2803,760.8762,17122.0805,1077.6826,2101.3215,996.1948,1422.6387
496,604.7626,1157.1901,1549.238,371.7629,1930.8569,5108.1455,771.2664,17062.232,1070.3677,2090.339,986.3859,1421.917
497,597.8417,1149.8873,1549.2668,373.6448,1968.668,5089.0093,749.8279,17074.0394,1077.8267,2091.5107,1008.8184,1417.7378
498,601.8033,1163.6279,1559.5778,362.6144,1984.9326,5081.377,743.9544,17072.7959,1077.1537,2088.8687,992.3087,1416.5774
499,605.889,1158.0864,1559.2886,352.2101,1979.2207,5105.0806,761.6158,17080.4999,1075.87,2083.1323,989.739,1410.3674
500,601.166,1142.0428,1550.6896,359.5205,1968.9578,5091.339,768.0461,17042.5168,1072.6056,2083.6616,988.2542,1416.2336
501,601.0876,1135.9999,1560.7865,369.6257,1980.0039,5089.278,763.2852,17064.2124,1077.3522,2077.8452,987.1347,1421.8135
502,601.3971,1156.0442,1558.3064,362.9226,1995.2341,5069.912,748.0048,17054.999,1071.1261,2073.5525,1002.2284,1416.2708
503,606.4268,1142.699,1567.2999,372.897,1957.6294,5068.212,749.4402,17045.9185,1078.1195,2088.854,991.9379,1422.4028
504,596.2522,1152.1208,1559.3336,368.4077,1971.4724,5084.372,751.9115,17058.3952,1074.1405,2089.705,988.6331,1422.0464
505,607.4899,1158.8726,1561.1503,364.7488,1965.196,5073.974,745.708,17050.0424,1080.3712,2080.5579,996.5982,1415.3755
506,598.095,1148.8511,1563.1488,369.5087,1967.707,5085.935,745.6621,17061.8753,1082.8525,2086.5728,988.9827,1424.5596
507,609.6079,1147.3606,1568.1427,371.3654,1993.0422,5074.543,747.9728,17093.3567,1075.7389,2088.4844,994.0951,1423.0037
508,609.6079,1147.3606,1568.1427,371.3654,1993.0422,5074.543,747.9728,17093.3567,1075.7389,2088.4844,994.0951,1423.0037
509,606.0789,1157.3004,1571.699,363.858,1992.1768,5073.537,752.9069,17125.8583,1084.6045,2097.7473,996.1232,1429.8263
510,599.9374,1148.8772,1571.4473,366.5333,2007.1604,5065.9736,743.3158,17122.422199999997,1084.737,2105.3704,1006.3022,1422.7676
511,600.0465,1150.8413,1573.755,368.9678,2007.4497,5075.7695,759.6677,17139.6718,1086.8088,2106.2815,990.0831,1420.0009
512,600.0465,1150.8413,1573.755,368.9678,2007.4497,5075.7695,759.6677,17139.6718,1086.8088,2106.2815,990.0831,1420.0009
513,604.2494,1140.6409,1566.5227,383.0807,1955.9424,5070.7773,759.6408,17119.2168,1090.3049,2109.4429,1005.8568,1432.758
514,605.8535,1166.4031,1567.4673,375.6997,2019.2422,5072.2646,756.6779,17193.7084,1085.2699,2104.236,1000.8538,1439.7404
515,605.8535,1166.4031,1567.4673,375.6997,2019.2422,5072.2646,756.6779,17193.7084,1085.2699,2104.236,1000.8538,1439.7404
516,607.9952,1174.4928,1570.2441,373.363,2026.0768,5084.5176,769.6231,17273.9496,1098.3915,2123.1248,995.5363,1450.5844
517,607.0358,1160.9794,1585.0101,377.3353,1974.2917,5068.2207,768.7979,17212.2549,1093.6036,2122.7986,1001.6032,1452.5786
518,602.5184,1162.6755,1576.7242,379.8217,2016.3079,5080.328,751.5118,17262.702800000003,1094.0397,2135.9685,1015.2939,1447.5132
519,605.902,1169.0873,1572.6226,378.9821,2030.254,5080.1074,755.9857,17290.912,1099.3429,2135.4912,1019.0728,1444.064
520,611.9283,1184.1088,1601.322,374.4704,2044.1686,5092.534,769.6994,17377.713499999998,1101.5209,2137.5044,1003.4008,1457.0559
521,617.1554,1188.9078,1595.5237,365.5259,2055.7283,5114.0684,754.9075,17440.7999,1111.4949,2146.108,1020.4982,1470.8818
522,611.6789,1172.8271,1590.6047,382.8624,2010.9211,5106.073,753.8494,17390.4542,1113.9476,2154.1772,1019.3563,1474.1565
523,611.6789,1172.8271,1590.6047,382.8624,2010.9211,5106.073,753.8494,17390.4542,1113.9476,2154.1772,1019.3563,1474.1565
524,611.1469,1191.519,1608.512,374.8069,2043.5061,5144.256,756.9713,17540.1348,1118.2375,2174.2354,1030.3839,1486.5598
525,619.0025,1184.0813,1579.6694,385.7177,2029.8035,5131.0576,748.9561,17523.2974,1126.5779,2179.4673,1040.2305,1498.7336
526,625.453,1187.738,1600.6003,397.6346,2115.8213,5175.29,760.5285,17702.7486,1128.9277,2192.4438,1023.9049,1494.4065
527,625.453,1187.738,1600.6003,397.6346,2115.8213,5175.29,760.5285,17702.7486,1128.9277,2192.4438,1023.9049,1494.4065
528,647.1293,1210.6233,1632.435,382.041,2115.118,5212.8984,759.689,17909.2778,1144.0519,2213.0083,1070.7494,1521.5342
529,637.9776,1220.7722,1638.9114,395.3483,2143.0518,5234.91,767.7555,18039.3833,1154.2236,2241.4756,1078.178,1526.7793
530,649.2108,1226.3053,1653.9084,391.2255,2141.229,5265.2715,764.0411,18121.148599999997,1158.4958,2251.3477,1075.4929,1544.6206
531,645.522,1206.9805,1649.273,406.9786,2096.7698,5257.29,763.4628,18070.072900000003,1162.4568,2245.777,1078.4674,1557.095
532,645.522,1206.9805,1649.273,406.9786,2096.7698,5257.29,763.4628,18070.072900000003,1162.4568,2245.777,1078.4674,1557.095
533,656.4265,1242.1708,1651.4946,393.9324,2167.0425,5298.058,781.8024,18278.360099999998,1173.2966,2277.862,1082.1519,1554.1224
534,664.9431,1289.7802,1666.9861,380.631,2182.0454,5325.3145,774.8508,18428.863299999997,1187.9854,2278.3716,1101.1776,1576.7776
535,663.6459,1238.7168,1679.991,414.2291,2200.372,5391.338,771.5806,18532.618199999997,1183.7217,2299.5908,1105.3342,1584.0981
536,659.8758,1266.5459,1703.8451,399.4326,2183.5586,5413.1553,770.4024,18632.093299999997,1197.7085,2326.5884,1120.5065,1590.4742
537,654.5254,1274.4056,1706.344,414.3695,2215.4773,5425.328,785.6066,18710.8385,1210.3417,2324.2478,1119.311,1580.8816
538,663.6976,1296.8289,1700.7777,405.0079,2253.893,5470.212,790.7207,18860.3963,1221.6268,2352.7693,1104.1373,1600.7251
539,683.0701,1289.5922,1732.76,406.283,2261.6816,5520.25,791.6101,19061.0974,1237.1716,2382.046,1136.0674,1620.5654
540,680.3294,1310.8555,1744.4172,413.3515,2290.7988,5571.4746,778.8626,19228.1041,1255.9727,2405.0027,1140.0485,1636.9906
541,696.9233,1314.3379,1742.2512,426.4342,2262.5432,5618.287,783.9844,19318.095999999998,1267.9869,2417.916,1145.6736,1641.7583
542,704.1369,1306.6211,1749.567,430.5078,2299.6743,5636.499,792.2961,19431.787399999997,1278.9515,2431.3774,1153.4725,1648.6838
543,697.0969,1349.46,1763.2329,410.3867,2328.1345,5654.6045,768.5985,19538.0529,1292.0986,2442.287,1179.31,1652.8433
544,701.1718,1333.9966,1785.8662,429.979,2338.3896,5715.466,788.122,19679.727,1297.6953,2447.5977,1173.2974,1668.1454
545,732.5085,1339.9099,1785.0896,433.2816,2344.86,5722.937,786.7085,19814.6958,1313.791,2492.9387,1182.7152,1679.9558
546,732.5085,1339.9099,1785.0896,433.2816,2344.86,5722.937,786.7085,19814.6958,1313.791,2492.9387,1182.7152,1679.9558
547,732.5085,1339.9099,1785.0896,433.2816,2344.86,5722.937,786.7085,19814.6958,1313.791,2492.9387,1182.7152,1679.9558
548,740.38,1399.309,1819.2874,427.1115,2399.6924,5846.4106,804.4712,20202.8944,1333.6377,2530.1753,1195.6852,1706.7341
549,735.5555,1349.7704,1823.5769,469.1749,2393.5742,5940.621,786.5149,20295.4129,1338.4974,2533.5898,1205.1202,1719.4177
550,726.8562,1360.5525,1852.2627,461.5739,2381.3494,5926.7373,768.5745,20308.428599999996,1348.9602,2554.1792,1201.8442,1725.5385
551,752.6877,1397.409,1872.7874,453.996,2412.0364,5948.3975,769.3955,20463.389399999996,1359.3014,2569.1382,1198.8033,1729.437
552,752.6877,1397.409,1872.7874,453.996,2412.0364,5948.3975,769.3955,20463.389399999996,1359.3014,2569.1382,1198.8033,1729.437
553,745.7982,1410.2052,1878.733,446.9371,2445.115,6083.843,799.052,20735.254399999998,1384.8005,2597.0864,1210.7277,1732.9563
554,745.4262,1418.5928,1874.4622,454.5125,2393.9392,6114.533,804.3187,20731.142099999997,1381.4286,2597.3306,1201.5492,1745.0491
555,749.6029,1406.5063,1882.3878,452.1692,2438.5925,6172.2783,801.6555,20858.6438,1373.8972,2608.9731,1210.8972,1761.6838
556,737.4902,1420.4208,1887.4844,463.4311,2434.1567,6168.9897,812.4023,20874.6618,1374.1172,2621.2727,1197.008,1757.8887
557,763.2493,1409.8696,1893.4445,450.5206,2450.1855,6195.01,810.9384,20921.6327,1376.0089,2610.9272,1205.9973,1755.4814
558,768.4025,1414.6797,1890.5306,449.921,2455.889,6209.973,808.6504,20944.0579,1386.7007,2607.3176,1201.2358,1750.7576
559,768.4025,1414.6797,1890.5306,449.921,2455.889,6209.973,808.6504,20944.0579,1386.7007,2607.3176,1201.2358,1750.7576
560,779.6254,1403.976,1895.8937,459.4495,2430.7498,6247.1484,811.6923,20997.864599999997,1384.0068,2636.6333,1202.499,1746.1904
561,770.9332,1400.9058,1900.3701,462.6105,2440.23,6238.536,813.5159,20977.324,1376.3037,2622.734,1201.1682,1750.0166
562,753.7933,1406.5454,1876.403,464.817,2432.7434,6282.5938,801.0275,21006.776899999997,1383.432,2628.9434,1213.7239,1762.7542
563,753.4515,1410.7054,1912.19,472.8855,2421.4658,6261.9136,801.9859,21003.244499999997,1384.6143,2620.81,1209.0103,1754.2122
564,765.5283,1430.6746,1925.6996,454.2937,2438.1978,6328.2935,797.3809,21096.0794,1377.1516,2624.9895,1213.6029,1740.267
565,775.1979,1397.4216,1885.2819,438.0442,2430.086,6315.297,794.3848,20985.2469,1384.3691,2625.6294,1208.9972,1730.5378
566,782.674,1371.7253,1872.8755,461.3067,2404.3638,6350.251,797.51,20983.228499999997,1381.1494,2621.9395,1203.7717,1735.6616
567,776.8016,1395.5825,1917.7375,458.0502,2408.4927,6371.876,787.418,21063.6429,1390.1737,2621.2358,1213.1829,1723.092
