,electricity-load-nyiso-dunwod,electricity-load-nyiso-hud_valley,electricity-load-nyiso-west,electricity-load-nyiso-millwd,electricity-load-nyiso-centrl,electricity-load-nyiso-nyc,electricity-load-nyiso-north,electricity-load-nyiso-overall,electricity-load-nyiso-genese,electricity-load-nyiso-longil,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-capitl
174,721.3291,1288.9989,1745.3318,417.0039,2119.118,6051.582,799.8289,19631.661099999998,1209.4756,2518.812,1144.0955,1616.0854
175,708.5432,1290.0751,1729.381,408.6506,2116.8423,6054.972,776.5911,19518.999700000004,1203.3323,2500.2148,1127.5267,1602.8706
176,708.5432,1290.0751,1729.381,408.6506,2116.8423,6054.972,776.5911,19518.999700000004,1203.3323,2500.2148,1127.5267,1602.8706
177,717.879,1273.7085,1719.5854,394.6824,2131.1619,5984.5737,780.5701,19392.7611,1198.0471,2484.934,1119.6736,1587.9454
178,707.272,1285.697,1703.7075,402.3519,2136.3828,5958.662,783.4318,19339.863799999996,1194.1006,2471.3687,1101.8345,1595.055
179,704.0331,1289.3143,1728.9688,398.7605,2124.1357,5937.2227,779.017,19324.0992,1187.0674,2472.2183,1123.2471,1580.1143
180,690.072,1280.8636,1695.5988,387.4903,2145.249,5924.916,777.796,19219.6472,1181.4941,2458.647,1096.3284,1581.192
181,690.072,1280.8636,1695.5988,387.4903,2145.249,5924.916,777.796,19219.6472,1181.4941,2458.647,1096.3284,1581.192
182,690.7251,1264.7267,1652.5618,379.7973,2114.3298,5820.289,800.8242,18938.449099999998,1165.0394,2412.761,1072.4729,1564.9219
183,675.1849,1267.3761,1650.451,366.0294,2049.127,5835.211,808.4838,18826.9185,1149.4241,2393.1992,1066.4325,1565.9995
184,675.1849,1267.3761,1650.451,366.0294,2049.127,5835.211,808.4838,18826.9185,1149.4241,2393.1992,1066.4325,1565.9995
185,694.1654,1238.1235,1615.7212,390.0881,2094.0347,5765.371,787.7772,18744.3004,1154.1753,2374.6304,1057.5176,1572.696
186,691.93,1230.8053,1613.9479,382.5111,2098.4812,5769.9395,766.0742,18728.1372,1154.3616,2372.415,1095.2605,1552.4109
187,692.2345,1221.2184,1631.6027,378.5906,2107.5022,5746.283,787.3167,18710.612699999998,1150.7427,2365.842,1072.2233,1557.0566
188,685.3904,1202.1624,1631.4436,388.7628,2101.2246,5722.8926,773.1877,18637.914299999997,1150.1342,2356.0317,1070.8844,1555.7999
189,685.3904,1202.1624,1631.4436,388.7628,2101.2246,5722.8926,773.1877,18637.914299999997,1150.1342,2356.0317,1070.8844,1555.7999
190,673.3147,1230.513,1604.3807,385.9631,2080.1958,5694.0156,775.1724,18566.269500000002,1143.3782,2353.45,1078.4392,1547.4468
191,675.9041,1215.3851,1601.8062,374.383,2081.6055,5661.0205,776.4772,18493.3759,1143.6796,2343.1426,1078.1774,1541.7947
192,656.807,1219.2344,1595.9188,385.0417,2077.259,5663.0713,780.6124,18458.777000000002,1139.4402,2325.9138,1075.6527,1539.8257
193,662.9762,1191.8137,1589.47,387.2373,2038.4878,5652.075,775.6536,18388.582000000002,1138.1854,2333.9734,1076.9408,1541.7688
194,657.6868,1219.9781,1610.8556,375.3655,2074.651,5623.961,770.7897,18432.9582,1141.9978,2324.2725,1075.283,1558.1172
195,656.5285,1202.21,1591.1595,378.2014,2055.4285,5603.427,782.0534,18330.5128,1138.5167,2313.3066,1074.1892,1535.492
196,668.8712,1208.1323,1605.6528,379.0495,2073.649,5581.789,767.6177,18315.3641,1133.5803,2297.4536,1072.9059,1526.6628
197,668.8712,1208.1323,1605.6528,379.0495,2073.649,5581.789,767.6177,18315.3641,1133.5803,2297.4536,1072.9059,1526.6628
198,667.4757,1184.992,1589.007,382.297,2017.489,5559.9126,766.9757,18186.5263,1129.0393,2282.8337,1076.3627,1530.1416
199,653.7348,1207.8394,1590.1174,372.1358,2064.6602,5529.3203,797.448,18199.0725,1125.3362,2280.969,1049.092,1528.4194
200,651.0438,1211.4976,1589.0831,367.1279,2060.1753,5531.1455,792.6303,18191.0808,1123.2148,2274.6099,1057.2717,1533.2809
201,654.9063,1188.6013,1573.7384,389.7721,2063.6548,5529.1187,784.6449,18190.161,1123.8231,2283.9177,1069.8314,1528.1523
202,654.9063,1188.6013,1573.7384,389.7721,2063.6548,5529.1187,784.6449,18190.161,1123.8231,2283.9177,1069.8314,1528.1523
203,648.3973,1192.2197,1587.9802,378.8791,2061.961,5494.534,773.4235,18107.801099999997,1116.8279,2272.2559,1067.6737,1513.6488
204,642.3643,1171.4752,1577.5549,389.8236,2058.0977,5469.1987,781.5803,18063.6894,1118.7306,2269.0312,1060.6521,1525.1808
205,651.4004,1188.2136,1584.7375,383.308,2064.089,5461.2256,798.321,18079.8371,1118.3564,2263.4434,1044.4038,1522.3384
206,633.1458,1189.1174,1575.4105,372.5739,1995.5347,5465.259,788.0763,17971.951699999998,1115.8881,2261.2004,1064.0276,1511.718
207,649.0001,1185.9714,1584.1736,379.689,2027.5923,5446.207,806.1013,18020.167500000003,1119.5669,2250.4778,1049.4257,1521.9624
208,649.0001,1185.9714,1584.1736,379.689,2027.5923,5446.207,806.1013,18020.167500000003,1119.5669,2250.4778,1049.4257,1521.9624
209,643.0864,1172.5706,1579.542,370.9191,2027.4595,5400.523,787.2946,17904.8314,1115.9441,2241.4377,1049.2386,1516.8158
210,644.9022,1198.0894,1585.8544,367.1368,1993.2783,5396.38,795.2387,17880.476799999997,1110.5396,2235.3066,1039.6912,1514.0596
211,653.0042,1192.5386,1565.1733,371.0696,2049.4058,5360.89,775.8084,17874.4373,1112.8091,2232.2793,1050.7,1510.759
212,640.9211,1189.8593,1577.9291,367.2657,2044.4531,5365.3623,783.6224,17877.4093,1113.2865,2239.2124,1048.1711,1507.3263
213,640.9211,1189.8593,1577.9291,367.2657,2044.4531,5365.3623,783.6224,17877.4093,1113.2865,2239.2124,1048.1711,1507.3263
214,643.2051,1162.3033,1562.3702,379.3836,2032.8662,5343.405,780.0308,17803.1719,1111.3289,2223.2332,1051.1442,1513.9014
215,642.1386,1174.7106,1573.4126,377.9117,2003.1135,5342.375,792.3315,17789.332000000002,1111.1091,2218.9905,1045.0497,1508.1892
216,647.4738,1178.1816,1546.4608,375.4039,2030.8867,5320.133,767.7597,17779.5771,1109.8743,2227.8403,1061.5396,1514.0234
217,643.2269,1167.6279,1557.9034,377.6317,2042.8369,5306.996,785.9324,17785.4941,1108.4907,2224.0483,1049.6476,1521.1523
218,649.4534,1168.8888,1559.7285,380.2356,2037.249,5306.787,790.6304,17771.0513,1109.6155,2219.2598,1044.559,1504.6443
219,649.4534,1168.8888,1559.7285,380.2356,2037.249,5306.787,790.6304,17771.0513,1109.6155,2219.2598,1044.559,1504.6443
220,641.7473,1193.2944,1550.343,358.2875,2065.475,5304.954,791.8021,17776.056,1111.3799,2211.3657,1027.5109,1519.8962
221,648.4489,1179.6864,1548.9402,361.6496,2054.645,5281.03,771.3591,17733.2786,1106.0181,2206.8076,1055.2206,1519.4731
222,642.7731,1157.1207,1563.6764,380.3666,2054.8032,5294.9824,783.0421,17767.7666,1109.7628,2214.1382,1055.0781,1512.023
223,645.2734,1172.4818,1579.2572,375.8343,2006.3438,5282.3887,797.692,17724.32,1102.2993,2208.6147,1032.7972,1521.3376
224,638.5977,1176.6561,1554.09,388.9835,2005.5869,5272.9824,798.1658,17684.9659,1105.1162,2202.4028,1037.9468,1504.4377
225,642.0098,1181.577,1573.2456,378.5012,2026.2563,5272.0894,777.7625,17736.288,1110.412,2208.0278,1055.4943,1510.9121
226,643.6733,1188.3177,1569.4636,388.0368,2023.6587,5269.627,783.5862,17749.1831,1107.2336,2201.9182,1052.3601,1521.3079
227,643.6733,1188.3177,1569.4636,388.0368,2023.6587,5269.627,783.5862,17749.1831,1107.2336,2201.9182,1052.3601,1521.3079
228,634.5232,1181.9348,1572.5481,376.9056,2026.1782,5260.7666,789.4288,17709.976199999997,1103.7615,2202.0903,1050.7117,1511.1274
229,638.7123,1168.3479,1566.7883,381.6367,2045.6685,5253.791,796.5358,17700.110699999997,1101.4116,2200.753,1036.6343,1509.8313
230,642.3355,1174.6799,1560.8318,376.5541,2063.2441,5239.9634,789.811,17713.896,1106.2275,2206.6414,1044.9537,1508.6536
231,631.8878,1189.993,1575.198,377.3449,1999.0044,5255.1567,800.3362,17683.293999999998,1103.4398,2198.666,1041.1145,1511.1527
232,630.504,1173.256,1564.9707,385.3378,2000.9905,5251.83,803.7133,17672.7808,1102.2576,2211.4402,1027.9363,1520.5444
233,633.6372,1191.7322,1556.1407,374.2414,2026.8008,5243.3086,785.9869,17644.6234,1103.8462,2199.6328,1038.5144,1490.7822
234,632.207,1184.454,1574.2795,382.5297,2033.4065,5233.608,794.6268,17689.2849,1100.2916,2206.7568,1032.2141,1514.9109
235,629.7548,1187.1018,1555.3358,383.0537,2005.6113,5238.168,796.7352,17637.467099999998,1097.9409,2204.3926,1032.3396,1507.0334
236,625.8569,1175.8959,1564.2415,382.3126,2027.501,5249.7153,779.3641,17689.5589,1105.4015,2208.5933,1055.0916,1515.5852
237,625.8569,1175.8959,1564.2415,382.3126,2027.501,5249.7153,779.3641,17689.5589,1105.4015,2208.5933,1055.0916,1515.5852
238,626.9735,1202.0747,1558.5638,371.6883,2045.0879,5244.2075,783.9124,17708.025999999998,1103.8611,2217.4287,1046.3547,1507.8734
239,635.5556,1193.4045,1549.5452,375.0101,2047.021,5242.9043,780.5517,17691.559299999997,1104.8342,2212.455,1033.8612,1516.4165
240,631.9318,1189.3252,1576.9817,372.896,2026.1289,5255.9326,776.5822,17716.532900000002,1110.6454,2213.936,1051.252,1510.9211
241,627.932,1189.9641,1564.7185,373.1328,1997.6333,5256.182,787.5389,17678.271499999995,1103.941,2220.375,1046.3444,1510.5095
242,627.1871,1193.5039,1564.4602,374.2901,1997.5186,5256.358,764.6067,17690.5942,1106.7753,2222.0977,1063.2184,1520.5782
243,632.0254,1188.0823,1569.3444,372.9909,2035.1079,5250.3525,800.5411,17746.828400000002,1105.9585,2217.7656,1058.7487,1515.9111
244,629.8154,1184.5576,1563.2021,381.0454,2041.3813,5264.891,797.3457,17799.694499999998,1107.5458,2231.461,1074.9839,1523.4653
245,638.6881,1209.1094,1581.8354,386.829,2051.5027,5269.0664,784.3119,17881.692300000002,1111.7151,2219.6497,1101.104,1527.8806
246,644.0504,1177.3184,1563.449,386.2025,2045.2944,5286.229,792.4612,17871.115599999997,1114.8214,2230.341,1093.3589,1537.5894
247,644.0504,1177.3184,1563.449,386.2025,2045.2944,5286.229,792.4612,17871.115599999997,1114.8214,2230.341,1093.3589,1537.5894
248,646.7681,1199.0402,1572.5626,383.4484,2065.755,5285.194,796.4907,17913.349599999998,1112.967,2226.31,1084.4044,1540.4092
249,646.7681,1199.0402,1572.5626,383.4484,2065.755,5285.194,796.4907,17913.349599999998,1112.967,2226.31,1084.4044,1540.4092
250,640.6212,1196.8672,1584.637,387.1119,2018.9363,5308.2817,794.5465,17932.5851,1120.448,2236.1895,1101.0496,1543.8962
251,649.4503,1203.5424,1578.1116,385.2659,2035.294,5291.7925,792.584,17965.1596,1131.1128,2245.3723,1105.2633,1547.3705
252,648.8753,1197.8373,1577.2915,385.8024,2056.1038,5314.2305,802.8832,18008.4037,1128.4695,2241.7598,1102.6064,1552.544
253,648.6785,1214.013,1583.2,387.73,2089.7397,5294.9473,795.851,18042.842399999998,1125.7839,2252.4858,1100.831,1549.5822
254,642.964,1220.065,1586.8335,396.3904,2092.3223,5298.8584,794.9999,18060.5107,1126.0244,2248.667,1105.4385,1547.9473
255,634.0608,1188.4398,1583.0397,404.5812,2091.0947,5339.769,787.9473,18116.0754,1132.2341,2259.7134,1125.0558,1570.1396
256,621.0371,1248.5101,1588.8402,397.163,2049.789,5354.408,786.7595,18169.2189,1143.0701,2267.761,1122.8079,1589.073
257,641.1753,1238.7415,1597.9373,395.8636,2116.392,5370.68,797.8917,18271.0633,1145.1007,2276.0857,1119.9902,1571.2053
258,634.9996,1248.3251,1609.3274,397.8983,2117.8657,5363.565,807.327,18295.373499999998,1150.6172,2277.3755,1124.376,1563.6967
259,643.7816,1246.3989,1620.9612,409.0765,2085.5322,5374.323,816.363,18321.737200000003,1149.3792,2287.1963,1112.7793,1575.946
260,639.8311,1235.4586,1622.349,408.472,2113.2332,5397.81,791.9055,18376.5748,1153.1245,2292.3057,1152.4375,1569.6477
261,639.8311,1235.4586,1622.349,408.472,2113.2332,5397.81,791.9055,18376.5748,1153.1245,2292.3057,1152.4375,1569.6477
262,639.8311,1235.4586,1622.349,408.472,2113.2332,5397.81,791.9055,18376.5748,1153.1245,2292.3057,1152.4375,1569.6477
263,651.4592,1250.6116,1617.8365,409.464,2125.858,5433.2725,800.7075,18493.368700000003,1169.0632,2311.518,1142.1785,1581.3997
264,651.4592,1250.6116,1617.8365,409.464,2125.858,5433.2725,800.7075,18493.368700000003,1169.0632,2311.518,1142.1785,1581.3997
265,653.7693,1243.269,1631.2234,414.5191,2171.875,5467.3223,817.3715,18618.5647,1176.3987,2303.2988,1147.694,1591.8236
266,654.0648,1260.3693,1625.1399,417.5206,2173.228,5452.795,819.347,18633.6642,1170.815,2308.6084,1161.0428,1590.7334
267,661.9623,1244.712,1621.518,412.6082,2154.9023,5461.139,802.2006,18644.3545,1178.8085,2314.3154,1189.2937,1602.8945
268,677.0332,1263.0759,1637.917,418.5188,2168.9817,5474.885,819.6179,18764.495000000003,1184.9237,2332.9646,1176.5315,1610.0457
269,673.4241,1252.765,1661.0009,423.5277,2136.146,5510.7695,812.8417,18784.916500000003,1189.0751,2324.1914,1193.1172,1608.0579
270,664.3964,1259.8547,1652.3035,419.609,2170.3464,5492.958,826.9352,18807.894200000002,1192.7738,2335.6338,1178.4015,1614.6819
271,678.7352,1269.8965,1651.7401,422.9795,2187.8826,5516.923,807.1636,18895.1946,1191.2114,2345.4133,1201.9988,1621.2506
272,671.3381,1269.4729,1666.2754,421.2627,2193.1592,5514.287,817.2413,18927.5964,1193.5762,2356.1357,1199.426,1625.4219
273,676.2355,1260.4485,1615.6185,432.7375,2179.3398,5530.8867,811.2206,18898.2523,1200.8125,2347.525,1209.2102,1634.2175
274,675.6318,1262.0789,1629.8206,429.2032,2204.103,5533.95,825.8854,18932.8043,1201.6465,2348.1694,1194.6702,1627.6453
275,675.6318,1262.0789,1629.8206,429.2032,2204.103,5533.95,825.8854,18932.8043,1201.6465,2348.1694,1194.6702,1627.6453
276,686.152,1262.9768,1639.8162,435.6834,2223.912,5566.1997,818.1188,19031.322600000003,1205.9424,2348.1206,1206.4644,1637.9363
277,686.1948,1291.1766,1658.704,436.8755,2182.0454,5630.6777,818.3976,19131.790100000002,1207.3694,2359.5896,1218.1125,1642.647
278,676.0618,1261.9652,1666.7457,436.0638,2210.1782,5642.0815,818.6263,19149.2397,1206.0732,2367.138,1218.0428,1646.2632
279,677.0568,1272.2974,1654.9276,434.9025,2214.0203,5647.8584,820.3958,19173.7863,1212.9349,2379.4656,1206.9534,1652.9736
280,682.0322,1284.2323,1685.4309,439.0473,2237.516,5679.1377,818.0091,19286.1003,1223.3303,2376.4602,1212.7122,1648.1921
281,679.1539,1280.7594,1672.2949,442.2341,2228.1848,5698.823,820.5916,19336.055800000002,1233.0579,2382.5942,1234.4724,1663.8896
282,676.718,1326.8069,1681.0605,426.0236,2249.0818,5739.3667,839.8794,19421.3028,1238.2827,2372.5117,1205.4692,1666.1023
283,674.764,1285.299,1687.4288,430.6876,2245.44,5740.5273,826.9629,19391.119,1238.3784,2384.4775,1210.7905,1666.363
284,699.4816,1308.4863,1690.2402,423.8788,2263.0898,5731.4346,820.5658,19422.770500000002,1233.906,2385.6592,1211.9802,1654.048
285,686.3226,1308.3461,1678.0764,438.0295,2266.185,5777.8477,829.7274,19468.5247,1236.986,2384.6316,1204.78,1657.5924
286,686.3226,1308.3461,1678.0764,438.0295,2266.185,5777.8477,829.7274,19468.5247,1236.986,2384.6316,1204.78,1657.5924
287,686.9059,1298.6721,1688.1495,430.0819,2241.7068,5799.9355,821.798,19476.744399999996,1238.4293,2392.8132,1211.6194,1666.6328
288,686.9059,1298.6721,1688.1495,430.0819,2241.7068,5799.9355,821.798,19476.744399999996,1238.4293,2392.8132,1211.6194,1666.6328
289,704.705,1294.8148,1694.156,433.4446,2219.1917,5801.238,828.5734,19472.195,1243.6538,2394.9104,1195.6902,1661.8171
290,708.7437,1307.7991,1697.6025,417.3649,2247.3784,5829.8203,824.1721,19531.878800000002,1246.2764,2394.8438,1206.8046,1651.073
291,689.7086,1304.5242,1696.5963,432.8139,2264.2695,5832.4155,819.9664,19547.5507,1251.2139,2407.2139,1208.0934,1640.7351
292,698.7482,1310.9166,1686.095,433.5033,2264.5454,5861.1123,807.1784,19570.1883,1254.571,2394.4348,1213.0457,1646.0376
293,701.9908,1279.2069,1703.1763,439.0194,2271.401,5865.1953,812.6129,19596.252999999997,1248.7153,2406.6123,1214.2922,1654.0306
294,703.9783,1316.7133,1690.3405,425.5782,2221.467,5884.6206,815.7165,19573.907599999995,1250.2712,2410.5518,1205.7994,1648.8708
295,707.0927,1308.9178,1700.5283,422.6581,2236.6208,5921.9316,810.8182,19632.0582,1258.0288,2411.3457,1214.8658,1639.2504
296,715.0452,1286.9292,1675.8423,430.3827,2246.6274,5918.294,834.4819,19622.245399999996,1258.5581,2403.713,1204.2938,1648.0778
297,715.0452,1286.9292,1675.8423,430.3827,2246.6274,5918.294,834.4819,19622.245399999996,1258.5581,2403.713,1204.2938,1648.0778
298,710.3239,1304.9135,1684.758,433.0254,2235.9985,5976.119,813.4061,19685.507600000004,1268.836,2404.9087,1203.1985,1650.02
299,714.2949,1277.3801,1685.5647,430.2143,2252.177,5939.964,806.811,19628.8365,1269.4265,2402.182,1210.5688,1640.2532
300,731.3853,1302.7328,1701.3345,420.1166,2244.2322,5974.6904,811.611,19679.270500000002,1259.8516,2400.5457,1200.5369,1632.2335
301,723.9639,1291.0938,1684.2131,425.099,2251.6086,5998.7393,801.5843,19687.6934,1258.9443,2413.7568,1197.2449,1641.4454
302,723.9639,1291.0938,1684.2131,425.099,2251.6086,5998.7393,801.5843,19687.6934,1258.9443,2413.7568,1197.2449,1641.4454
303,720.0698,1253.2744,1689.2031,431.6202,2173.4136,6035.1772,809.2942,19597.363,1252.9962,2414.6082,1181.774,1635.9321
304,737.8466,1270.9755,1697.6627,423.9481,2171.1907,6015.7812,798.1412,19592.542200000004,1247.3417,2408.9604,1189.7551,1630.939
305,734.8748,1292.0977,1696.0643,417.373,2211.087,6031.789,802.4666,19648.0193,1254.8563,2410.363,1180.891,1616.1566
306,730.1228,1268.4796,1702.167,426.3855,2199.2925,6048.2017,793.9098,19622.324099999998,1254.6616,2403.0833,1179.9425,1616.0778
307,730.1228,1268.4796,1702.167,426.3855,2199.2925,6048.2017,793.9098,19622.324099999998,1254.6616,2403.0833,1179.9425,1616.0778
308,730.3814,1247.9935,1693.1779,418.5247,2159.6946,6092.959,796.5975,19597.140499999998,1259.5757,2397.5393,1184.2307,1616.4662
309,735.8219,1271.3795,1709.8516,425.688,2175.4644,6076.632,799.7618,19662.9594,1247.2947,2415.6414,1187.6278,1617.7963
310,738.2405,1264.894,1707.7572,426.6698,2170.9475,6094.741,785.7085,19610.6202,1249.6112,2395.7097,1178.677,1597.6638
311,724.4962,1262.8115,1699.5436,423.5106,2173.407,6100.1245,788.7888,19597.839,1246.3818,2400.1055,1177.8965,1600.773
312,731.5641,1266.1476,1690.9531,418.4073,2121.2024,6135.699,796.7037,19561.336000000003,1240.5073,2402.8296,1165.0144,1592.3075
313,729.261,1257.357,1691.1279,418.851,2114.1177,6126.672,790.2221,19520.3036,1239.5532,2399.3274,1161.5848,1592.2295
314,735.4277,1263.5619,1702.6697,423.6748,2112.9697,6139.4023,788.4567,19520.959899999998,1242.5908,2385.4536,1149.8807,1576.872
315,731.1133,1255.519,1694.4752,417.0709,2109.641,6138.2256,792.5936,19510.0132,1237.1371,2397.434,1153.474,1583.3295
316,730.8936,1252.6154,1697.5679,418.2922,2112.9487,6131.5005,800.0273,19500.766600000003,1233.1608,2396.8228,1156.6367,1570.3007
317,742.0153,1253.7517,1695.8586,428.2398,2094.4355,6147.1523,798.5232,19517.382499999996,1228.9843,2391.5254,1146.362,1590.5344
318,740.7899,1237.7076,1680.711,403.8804,2096.3855,6155.135,797.3665,19451.4162,1225.0796,2395.4937,1144.5873,1574.2797
319,734.6248,1239.5419,1707.5106,422.1106,2086.3667,6124.6504,794.4939,19432.342800000002,1226.7814,2394.2373,1149.9302,1552.095
320,740.0701,1246.1425,1700.791,413.6122,2093.2188,6188.1787,802.5526,19484.8992,1230.182,2391.005,1127.228,1551.9183
321,737.1184,1225.1265,1698.9009,416.7929,2085.9043,6163.5977,799.7131,19420.095400000002,1220.9807,2382.7551,1142.22,1546.9858
322,737.1184,1225.1265,1698.9009,416.7929,2085.9043,6163.5977,799.7131,19420.095400000002,1220.9807,2382.7551,1142.22,1546.9858
323,733.108,1242.435,1678.272,421.1934,2110.3271,6181.495,790.3781,19456.163600000003,1222.3569,2390.851,1140.992,1544.7551
324,733.108,1242.435,1678.272,421.1934,2110.3271,6181.495,790.3781,19456.163600000003,1222.3569,2390.851,1140.992,1544.7551
325,717.2996,1231.9045,1668.7207,413.58,2068.819,6188.547,810.3954,19364.518100000005,1226.2477,2389.8572,1118.7343,1530.4127
326,717.2996,1231.9045,1668.7207,413.58,2068.819,6188.547,810.3954,19364.518100000005,1226.2477,2389.8572,1118.7343,1530.4127
327,742.0831,1199.7544,1688.7618,406.0408,2105.3245,6169.135,791.9713,19360.851100000003,1220.7661,2396.2222,1121.9879,1518.804
328,744.4088,1211.8794,1685.6162,405.5785,2067.598,6218.574,810.4276,19409.800199999998,1220.2019,2398.8857,1120.6599,1525.9702
329,744.8794,1230.7056,1678.7607,413.4146,2109.048,6204.821,796.8279,19433.9355,1216.9539,2404.1401,1110.9446,1523.4397
330,735.9552,1206.102,1647.7709,401.8581,2101.8328,6240.979,799.6362,19395.2212,1214.8146,2404.9438,1110.1731,1531.1555
331,727.1958,1221.9468,1665.5195,400.7691,2098.4011,6216.5854,801.229,19352.518999999997,1211.1462,2382.2676,1113.1917,1514.2668
332,728.1589,1200.1633,1679.1252,400.183,2046.2891,6207.675,797.0555,19298.4992,1210.2146,2387.1057,1112.1476,1530.3813
333,736.1089,1201.2925,1677.2559,410.3807,2074.6086,6226.246,796.9622,19327.3532,1211.72,2374.4155,1100.0654,1518.2975
334,736.1089,1201.2925,1677.2559,410.3807,2074.6086,6226.246,796.9622,19327.3532,1211.72,2374.4155,1100.0654,1518.2975
335,723.7584,1215.113,1664.915,393.5135,2034.3645,6229.971,800.0131,19278.0571,1207.26,2391.3232,1100.3376,1517.4878
336,723.7584,1215.113,1664.915,393.5135,2034.3645,6229.971,800.0131,19278.0571,1207.26,2391.3232,1100.3376,1517.4878
337,723.7584,1215.113,1664.915,393.5135,2034.3645,6229.971,800.0131,19278.0571,1207.26,2391.3232,1100.3376,1517.4878
338,731.4159,1186.9293,1652.3257,390.2624,2081.0857,6236.784,809.3027,19248.4873,1207.9026,2373.6895,1072.9218,1505.8677
339,718.0416,1169.8945,1670.0225,405.4415,2071.6782,6186.737,804.4661,19177.611100000002,1200.2709,2377.7993,1073.4631,1499.7964
340,727.3794,1172.2522,1668.8662,393.4299,2064.4814,6193.79,800.6853,19186.589,1204.0897,2379.3813,1084.0236,1498.21
341,735.4027,1161.0225,1654.4663,404.5628,2073.2422,6158.3027,796.5546,19126.5311,1202.5171,2366.022,1075.4702,1498.968
342,722.2052,1172.7693,1645.2122,386.6025,2061.5696,6204.242,788.1016,19157.373400000004,1203.0652,2391.2788,1085.6992,1496.6278
343,725.1002,1158.5043,1645.8132,398.3059,2017.3398,6190.934,803.4912,19073.1938,1196.8169,2378.3813,1065.7875,1492.7195
344,706.0222,1163.0009,1655.6584,409.0415,2023.2805,6185.8086,802.2289,19107.781099999997,1193.6702,2385.0955,1071.2642,1512.7102
345,728.5649,1183.6692,1659.3926,392.1695,2062.7502,6185.9897,800.7133,19127.680299999996,1196.2673,2368.2935,1070.3619,1479.5082
346,728.5649,1183.6692,1659.3926,392.1695,2062.7502,6185.9897,800.7133,19127.680299999996,1196.2673,2368.2935,1070.3619,1479.5082
347,729.9788,1157.4233,1657.0095,389.8161,2053.0134,6185.9854,783.2551,19104.697399999997,1199.7327,2364.4614,1108.5608,1475.4609
348,721.4747,1152.1122,1665.8606,391.3341,2059.6755,6169.843,785.1561,19094.9128,1203.7166,2362.1436,1101.3925,1482.2039
349,735.7931,1134.8876,1639.3433,387.7371,2071.3557,6174.8467,789.8526,19095.5882,1197.4897,2380.6958,1095.7739,1487.8127
350,715.2607,1136.8324,1645.2224,386.0968,2074.6426,6174.1465,774.8575,19078.189999999995,1209.8416,2361.7974,1110.3595,1489.1326
351,728.6002,1136.3474,1654.7516,397.0569,2087.8918,6196.442,780.4399,19139.1105,1197.0237,2378.7515,1096.319,1485.4865
352,731.994,1139.2072,1649.7292,387.9791,2037.7922,6194.664,777.2041,19078.4821,1201.3876,2369.394,1105.6182,1483.5125
353,731.994,1139.2072,1649.7292,387.9791,2037.7922,6194.664,777.2041,19078.4821,1201.3876,2369.394,1105.6182,1483.5125
354,720.4849,1140.595,1655.2788,399.5746,2029.3118,6174.58,790.9399,19065.1021,1200.3943,2370.8315,1099.1245,1483.9868
355,720.6427,1151.8829,1668.3564,387.7094,2076.588,6168.1875,808.0386,19118.0854,1201.5166,2368.6538,1079.6802,1486.8293
356,712.2656,1130.2728,1640.3285,397.3377,2063.236,6197.799,788.1819,19098.857,1197.1392,2387.2122,1090.6097,1494.4744
357,712.2656,1130.2728,1640.3285,397.3377,2063.236,6197.799,788.1819,19098.857,1197.1392,2387.2122,1090.6097,1494.4744
358,726.3458,1136.6593,1669.355,399.2183,2091.9207,6178.6455,784.9326,19182.4851,1203.5913,2394.5713,1096.1931,1501.0522
359,726.3458,1136.6593,1669.355,399.2183,2091.9207,6178.6455,784.9326,19182.4851,1203.5913,2394.5713,1096.1931,1501.0522
360,708.8976,1165.7748,1651.9537,383.8567,2110.0603,6198.5605,789.1182,19226.958600000005,1200.6125,2406.8848,1104.598,1506.6415
361,715.7741,1149.6389,1646.9609,387.437,2115.0344,6212.3755,798.1973,19244.5034,1197.935,2411.2974,1101.9855,1507.8674
362,709.4852,1153.2582,1664.0181,386.6233,2076.9075,6200.718,801.0659,19210.747300000003,1197.2969,2415.8923,1095.9564,1509.5255
363,713.4431,1176.7454,1653.2968,384.3424,2082.292,6218.5117,798.8019,19287.458899999998,1197.9524,2431.488,1100.3179,1530.2673
364,723.8332,1178.2964,1668.275,403.2864,2111.693,6185.6914,793.3216,19320.7832,1199.8252,2436.3984,1094.6609,1525.5017
365,717.3543,1193.224,1644.0858,394.2434,2124.9954,6216.4346,792.5706,19334.9287,1201.819,2423.103,1098.0356,1529.063
366,709.3848,1195.0684,1653.0962,389.6694,2130.5088,6210.064,796.9452,19375.143,1199.2322,2445.1172,1101.6101,1544.4467
367,709.3848,1195.0684,1653.0962,389.6694,2130.5088,6210.064,796.9452,19375.143,1199.2322,2445.1172,1101.6101,1544.4467
368,701.9426,1213.2772,1646.8528,389.4382,2143.946,6205.6133,799.5737,19430.361100000002,1208.6798,2466.7192,1107.7158,1546.6025
369,704.8998,1229.2123,1649.3623,401.181,2146.5725,6202.104,810.3129,19515.723500000004,1205.0208,2497.379,1105.8464,1563.8325
370,704.8998,1229.2123,1649.3623,401.181,2146.5725,6202.104,810.3129,19515.723500000004,1205.0208,2497.379,1105.8464,1563.8325
