,size,usmv,vlue,mtum
0,0.0,-0.15745588734361604,0.0,0.0
1,0.0,-0.08887218859854329,0.0,0.46953786424008825
2,0.0,0.08887218859854329,0.0,-0.24455266079925764
3,0.0,-0.021827525133133463,0.13514426671079605,0.0
4,0.0,0.0233866158403373,0.13512600520471096,0.0
5,0.0,-0.07795751319417121,0.0,0.24315138325459174
6,0.0,-0.38987875264862026,0.0,-0.3980423098646213
7,0.0,0.0779879119132687,0.13510774863512154,-0.3021413855384125
8,0.0,0.07798183027318828,0.0,0.09184381370008765
9,0.0,0.5457026056294723,0.7427665016193075,0.3154297756813307
10,0.21372088134352651,0.0810504134012291,0.06749687829454842,0.0
11,0.0,0.15117264022190824,0.0,-0.14298250311028937
12,0.0,0.313181923082162,0.0,0.38824800424386297
13,0.0,-0.07789678679692713,0.2024633042179147,0.1401247112218229
14,0.0,0.17292265026025433,0.20242232112543945,-0.24523113156948995
15,0.8544270518742181,0.1386280960868902,0.0,0.10510642034766704
16,0.0,0.2335993781308332,0.0,0.07006480997784337
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,-0.350373150986627
19,0.0,-0.15572685541087594,0.5409412374310918,-0.2102828311816296
20,0.0,0.0,0.0,-0.14021312417789034
21,0.0,0.0,0.0,0.49065994745944863
22,0.0,-0.0015573910276955871,0.0,-0.016818641783267196
23,0.0,0.29586075451693006,0.40315486074682383,0.15696299069212216
24,0.0,0.08251396709191283,0.0,0.2101797044202769
25,0.0,0.09029050196751598,0.0,-0.35032405332913186
26,0.0,0.15565413682328,0.13479813998973356,-0.3504468232815583
27,0.0,0.0,0.0,-0.35056967931357264
28,0.0,-0.04046774487864724,0.13477997189959012,0.0
29,2.132879127861642,-0.11362973064077408,-0.006738567178032895,-0.288260336847479
30,0.0,0.3097273879024698,0.0,-0.062432284667401916
31,0.15339187820018196,0.0,0.4109695232994426,0.07014836381902256
32,0.05964604335506607,0.0,0.0,0.0
33,0.0,0.31118718159994785,0.5387205517495275,-0.22800017637258918
34,0.0,-0.15558148611738432,0.1346348032997824,-0.12279086100619452
35,0.0,-0.15560569548256353,0.0,-1.1233589610739614
36,0.0,-0.23345395226836985,0.0,-0.14050864151293752
37,0.0,0.23345395226836985,0.0,-0.9841136742512191
38,0.0,-0.15562991238304846,0.0,0.0
39,0.0,0.295676127863409,0.0,0.0
40,0.0,-0.295676127863409,-0.7865235527511061,-0.3207490925536405
41,-0.6392499684979569,0.2630004318096013,0.24787554619098984,0.0
42,0.0,0.04823517605601069,0.0,-0.31240721267433713
43,0.0,-0.07779982110012185,0.0,0.21109664786589377
44,0.0,0.11980920787024729,0.33668900355099396,0.28139289668605016
45,0.0,-0.043565323876393336,0.0,-0.5628649976223699
46,-0.21317416409871726,-0.3096796707593441,0.0673241997093399,-0.28155134978735674
47,0.0,-0.15565413682328,0.0,-0.4224757139308366
48,0.0,-0.23352664255860134,-0.2693239983964091,-0.6692851228224939
49,0.0,0.1556904876256482,0.0,-0.13250111376716944
50,0.0,0.15566625187091176,0.2693239983964091,-0.25518458372353336
51,0.0,-0.2335084657429931,0.0,-0.24819774718753962
52,0.0,-0.3114294637436288,0.0,0.0
53,0.0,0.3098725576586858,0.0,0.2714631279845392
54,0.0,-0.3877450803786431,-0.8081896991631865,-0.5169010172094701
55,0.0,0.0,-0.13476180870775067,-0.2821869507263486
56,0.0,-0.5452775208132365,0.0,-1.2708276209059122
57,0.0,-0.4676174974154179,-0.8089524507486345,0.0
58,0.0,0.6234414167023417,0.5393743388593109,-0.49464722062797506
59,0.0,0.31157501420420175,0.0,0.0
60,0.0,0.280334534378035,0.0,0.07067887058020972
61,0.0,0.07007135602687953,0.40433992059707435,-0.31809426461482104
62,0.0,-0.19465478036284622,0.0,-0.495014506960878
63,0.0,0.15572685541087594,0.0,0.6010571715586721
64,-1.0131983269108247,0.077854334579186,0.5388657007667774,0.494717137904388
65,0.0,0.028026076709153358,0.13467106612541357,-0.8482364260622433
66,0.0,-0.2631646577269109,0.1346529322709955,-0.0707188572128814
67,0.0,0.0015573910276955871,0.0,-0.21218658353117092
68,0.0,0.15572685541087594,0.0,0.4243281534668242
69,-0.0533546752166103,-0.15572685541087594,0.0,-0.6365597697000069
70,0.0,-0.15575111004206832,0.0,0.0
71,0.0,0.1308325625428708,-0.2693239983964091,-0.07146144675651556
72,0.0,0.02491854749919753,0.0,-0.3177468730619637
73,0.0,0.25226532840250115,0.13467106612541357,0.5957810107943828
74,0.0,0.21484250414616213,0.2692877355707779,0.6293591281307798
75,0.0,0.1478720053755822,0.0,0.08341338902795314
76,0.0,0.08560011522273925,0.0,0.21203661244939553
77,0.0,0.07781192860800701,0.0,-0.3534193357159765
78,0.0,0.15560569548256353,0.13461667920999787,0.0
79,0.0,-0.245868094562951,0.0,0.6360649000622942
80,1.1731457645804966,-0.06692393474772018,0.13459855999808923,0.062171304572089525
81,0.0,0.0015564214450591862,-0.4038500425078695,-0.062171304572089525
82,0.0,0.15718608919890187,0.0,1.3061975627284284
83,0.0,0.15404951866671013,0.0,0.13687544426499443
84,0.0,0.0,0.0,0.11005120213880559
85,0.0,0.0,0.0,-0.07054424890906574
86,0.0,0.06534717243589228,0.0,0.0
87,0.0,-0.2209528679184558,0.20194540811058204,0.0
88,0.0,0.24584590564824538,0.20190463439728745,-0.07054922575200351
89,0.0,0.014002061414331024,0.0,-0.5073955299268462
90,0.0,-0.10424227158001287,0.06729248681924815,0.0614092577819747
91,0.0,-0.297227923872434,0.0672879588456965,-0.1800033252532529
92,0.0,0.18052592230066722,0.0,0.0
93,0.0,-0.3501877431171252,-0.12515922490319298,-1.422106037135329
94,0.0,0.15565413682328,0.25972156110842803,-0.21211157148126603
95,0.0,-0.46703511396106734,0.0,-0.31825173981037125
96,0.0,-0.31147796545294426,-0.6743392639547707,-0.3891119453403036
97,0.0,-0.545319999490701,0.0,-0.49545246439386403
98,0.0,-0.23379963477943022,0.0,0.5945135073046615
99,0.0,0.0,-0.8324466058100555,-0.06792651485820755
100,0.0,0.054558137555282826,-0.3517754926933847,-0.29581716167559335
101,0.0,-0.21045493419169503,0.0,0.0
102,0.0,0.3117692932503857,0.4690064965204854,0.0
103,0.0,0.0,0.1778414898101488,0.30006270403326596
104,0.0,-0.1558724966139735,0.0,-0.3566884067378595
105,0.0,-0.3118179008732014,-0.06736047963240566,-0.5324383962879153
106,0.0,-0.15594541941954532,-0.07814384129467555,-0.13669547562855655
107,0.0,0.6127255329504422,0.41355407202647854,0.848909407781484
108,0.0,0.16675848812131022,0.0,0.7407022577758937
109,0.0,0.07791499478049246,0.2868279341594615,0.461688522585213
110,0.0,-0.3896356955594982,0.0,-1.0608579798985218
