,pandemic_susceptible,pandemic_recovered,pandemic_infected
664,0.47892125,0.45005625,0.008557500000000001
665,0.47800875,0.454355,0.007859999999999999
666,0.477175,0.45849875,0.007172499999999999
667,0.47639,0.4623475,0.00657125
668,0.4756625,0.46595375,0.006017499999999999
669,0.47502749999999994,0.46950125,0.0054825
670,0.47436625,0.472825,0.0050575
671,0.47382250000000004,0.47584750000000003,0.0046275
672,0.47335249999999995,0.47863375,0.00424875
673,0.47287625,0.48136,0.00395875
674,0.47250375,0.48387875,0.00358375
675,0.47207375,0.48627250000000005,0.00336625
676,0.47177375,0.48853875,0.00307125
677,0.47146000000000005,0.49061000000000005,0.00280125
678,0.47116375,0.49266750000000004,0.00257125
679,0.47087749999999995,0.49454875,0.00236375
680,0.470605,0.49633999999999995,0.00218125
681,0.47032875,0.49807625,0.0020375
682,0.4700775,0.49968375,0.00186875
683,0.46988500000000005,0.50117875,0.00171375
684,0.46970500000000004,0.50259,0.0015574999999999999
685,0.46954250000000003,0.5038825,0.0014575
686,0.46935625,0.50513625,0.0013449999999999998
687,0.4692,0.50635625,0.00122625
688,0.46905749999999996,0.507455,0.0011425
689,0.46892749999999994,0.50843375,0.00107625
690,0.46882250000000003,0.50937375,0.0009699999999999999
691,0.46871499999999994,0.51026625,0.00090875
692,0.46862125,0.51109875,0.00086
693,0.46854625,0.5119100000000001,0.00076875
694,0.46847,0.51268625,0.00069875
695,0.46839250000000004,0.51341,0.0006425
696,0.46832749999999995,0.51402875,0.0005875
697,0.4682625,0.5146525,0.000545
698,0.46820125,0.5153025,0.000495
699,0.468145,0.51585375,0.0004675
700,0.468105,0.5163399999999999,0.00042
701,0.46805125,0.5168775,0.0003925
702,0.46800375,0.5173300000000001,0.00036375
703,0.46795625,0.5177575,0.00032875
704,0.46792625,0.5181899999999999,0.00028875
705,0.46787875,0.5185675000000001,0.0002725
706,0.4678625,0.51893875,0.00025125
707,0.46782625,0.51927625,0.00025125
708,0.46779625,0.51960625,0.00023375
709,0.467765,0.51986375,0.0002275
710,0.4677425,0.52013625,0.00020625
711,0.4677175,0.5203725,0.00019875
712,0.4677,0.52058625,0.00017749999999999998
713,0.46768125,0.52082125,0.0001625
714,0.46766625,0.52102375,0.00013375
715,0.46765375,0.52122125,0.0001225
716,0.46763875,0.52141625,0.00011875
717,0.467625,0.52159125,0.00011375
718,0.46762125,0.5217425,0.0001
719,0.46761,0.5219,0.0001
720,0.46759625,0.52205375,0.0001025
721,0.46758,0.52223625,9.75e-05
722,0.467575,0.52236,8.375e-05
723,0.4675675,0.52246875,7.25e-05
724,0.46755625,0.52255875,7.25e-05
725,0.46754875,0.522675,7e-05
726,0.46754375,0.522775,5.9999999999999995e-05
727,0.46753500000000003,0.52287125,5.9999999999999995e-05
728,0.4675275,0.5229675,5.25e-05
729,0.46752,0.52305,5.375e-05
730,0.46751625,0.52310875,5.125e-05
731,0.4675125,0.52317125,4.2499999999999996e-05
732,0.46751125,0.52324625,3.5e-05
733,0.46750625,0.52330625,3.5e-05
734,0.4675,0.52337625,3.625e-05
735,0.46748875,0.5234325,3.5e-05
736,0.46748125,0.52347625,3.5e-05
737,0.46747875,0.5235225,3.375e-05
738,0.46747625,0.5235825,3.125e-05
739,0.4674725,0.52363125,2.9999999999999997e-05
740,0.46747,0.52366375,2.5e-05
741,0.46746625,0.52369625,2.25e-05
742,0.46745875,0.52372625,2.375e-05
743,0.467455,0.52376875,2e-05
744,0.46745249999999994,0.52380875,2e-05
745,0.46745,0.52383,1.875e-05
746,0.46744625,0.52385125,1.4999999999999999e-05
747,0.46744375,0.52388375,1.4999999999999999e-05
748,0.46744250000000004,0.5239075,1.375e-05
749,0.46744250000000004,0.52394375,1e-05
750,0.46743999999999997,0.52395875,1.125e-05
751,0.4674375,0.52398125,1.125e-05
752,0.46743375,0.52399625,1.25e-05
753,0.46743,0.5240100000000001,1.4999999999999999e-05
754,0.46742875,0.52402875,1.4999999999999999e-05
755,0.46742875,0.5240524999999999,1.25e-05
756,0.46742749999999994,0.52406375,1.25e-05
757,0.46742749999999994,0.52408125,1.125e-05
758,0.46742749999999994,0.52409875,1e-05
759,0.46742749999999994,0.52410875,8.75e-06
760,0.46742625,0.5241125,8.75e-06
761,0.467425,0.52412375,8.75e-06
762,0.467425,0.52413,5e-06
763,0.467425,0.5241375,5e-06
764,0.467425,0.5241475,5e-06
765,0.467425,0.52415625,3.75e-06
766,0.467425,0.52415875,2.5e-06
767,0.99936875,1.25e-06,0.00062625
768,0.99914125,4.2499999999999996e-05,0.00073625
769,0.99869,0.00012375,0.0010199999999999999
770,0.9978375,0.00022999999999999998,0.00161875
771,0.9960625,0.0004,0.002975
772,0.9922274999999999,0.00078375,0.0059524999999999995
773,0.9845725000000001,0.00148875,0.01187875
774,0.97050625,0.0028825,0.02257
775,0.9485775,0.00545,0.0385275
776,0.92142375,0.00951875,0.056260000000000004
777,0.8916975,0.015247499999999999,0.07311875
778,0.8629325000000001,0.02267125,0.0858025
779,0.8365325000000001,0.03131375,0.09437125
780,0.8127449999999999,0.041272500000000004,0.0986775
781,0.79183375,0.0518625,0.09982
782,0.7729125,0.06309875,0.0990375
783,0.75629125,0.0747375,0.0963375
784,0.74152625,0.0864775,0.09253125
785,0.7280949999999999,0.09867375,0.08803875
786,0.7163025,0.1108075,0.08284125
787,0.7059125,0.12277,0.077675
788,0.6964024999999999,0.13440125,0.07231749999999999
789,0.687685,0.146075,0.06737625
790,0.6799350000000001,0.15729125,0.06237125
791,0.672555,0.16828875,0.057935
792,0.66591625,0.179285,0.05358875
793,0.65977875,0.18982375,0.04954375
794,0.6542675,0.20012625,0.04562375
795,0.6489975,0.21002875,0.04215125
796,0.64426,0.21936625,0.03892875
797,0.63974,0.22856125,0.03592375
798,0.63551875,0.23742,0.0333325
799,0.63154375,0.24597,0.03098625
800,0.62790125,0.2539825,0.0287575
801,0.62445375,0.261685,0.02679875
802,0.6210175,0.2691325,0.025215
803,0.61787375,0.276215,0.02363625
804,0.61478875,0.28327875,0.02210375
805,0.611925,0.28986875,0.020775
806,0.60923125,0.296145,0.01945125
807,0.60660625,0.30238000000000004,0.0182475
808,0.60421375,0.308195,0.01724625
809,0.6018899999999999,0.31375,0.01609625
810,0.5997725,0.31916125,0.01513875
811,0.597675,0.32432625,0.01424125
812,0.59565625,0.3292175,0.01352625
813,0.5937899999999999,0.333935,0.0128
814,0.59202,0.3384975,0.01209
815,0.59035125,0.34291375,0.01143375
816,0.58880875,0.347055,0.010790000000000001
817,0.58735375,0.3511475,0.01012625
818,0.5859274999999999,0.35498125,0.00954875
819,0.58465,0.3585525,0.00902875
820,0.58343,0.3620775,0.00849375
821,0.5822825,0.36538000000000004,0.008015000000000001
822,0.58115375,0.36847625,0.00757625
823,0.5800875,0.37140875,0.00714625
824,0.57907625,0.37432750000000004,0.00681625
825,0.5780824999999999,0.37696875,0.006432500000000001
826,0.577175,0.37962375,0.00607375
827,0.576275,0.382175,0.0057775
828,0.5755125,0.3845975,0.00541625
829,0.57476625,0.38693249999999996,0.005157500000000001
830,0.5740575,0.38907625,0.00489875
831,0.573405,0.391075,0.00459875
832,0.57280875,0.39307,0.00432375
833,0.57222875,0.39503875,0.00406625
834,0.57166375,0.3968025,0.0038450000000000003
835,0.5711575,0.39855875,0.0036
836,0.570665,0.4001775,0.0034100000000000003
837,0.57026625,0.4017575,0.00315625
838,0.56980375,0.4032475,0.00302125
839,0.56939375,0.4046775,0.00283875
840,0.56905625,0.40598625,0.0026575
841,0.56867375,0.40724,0.00255875
842,0.56830375,0.40845875,0.00242875
843,0.56800875,0.4095925,0.00222125
844,0.56772125,0.4106925,0.002075
845,0.56742,0.41171,0.00196625
846,0.5671425,0.41265749999999995,0.001855
847,0.56689,0.413545,0.0017625
848,0.5666675,0.41445249999999995,0.00165625
849,0.56641375,0.41529750000000004,0.0015925000000000002
850,0.5661975,0.41608875,0.00156375
851,0.56595625,0.41690125,0.0014824999999999999
852,0.56573875,0.41764750000000006,0.0014025
853,0.5655225,0.41832749999999996,0.00131625
854,0.5653425,0.41899875,0.00124875
855,0.56519625,0.41957875,0.001135
856,0.56504375,0.42013500000000004,0.00108375
857,0.56489375,0.42069875,0.00100625
858,0.56473875,0.42118,0.0009675
859,0.56461125,0.42167875,0.00092625
860,0.56447375,0.42217375,0.00087625
861,0.5643425,0.42263,0.00081375
862,0.56421625,0.4230325,0.00077875
863,0.56412375,0.4234675,0.0007075
864,0.56404125,0.4238675,0.000655
865,0.56397,0.42421375,0.0006175
866,0.56387125,0.42456375,0.00060875
867,0.5637875,0.42489875,0.00058625
868,0.5637025,0.425195,0.0005549999999999999
869,0.56360625,0.4254925,0.00054875
870,0.5635425000000001,0.42577875,0.0005025
871,0.56348,0.42605249999999995,0.00047000000000000004
872,0.5634100000000001,0.42631,0.0004475
873,0.56335,0.42655875,0.00041875
874,0.56328625,0.4267825,0.0003925
875,0.56322875,0.42702875,0.00036875
876,0.56318375,0.42723249999999996,0.00035875
877,0.5631325,0.42743125,0.00034125
878,0.5630925,0.427655,0.00031749999999999997
879,0.56305875,0.42783000000000004,0.00028875
880,0.56302125,0.42802875,0.000265
881,0.5629850000000001,0.42817625,0.00024125
882,0.56294875,0.42831875,0.00023375
883,0.56291375,0.42846125,0.00022
884,0.56287875,0.42858875,0.000215
885,0.56285125,0.42870125,0.00020375
886,0.56282,0.42881625,0.00019875
887,0.56279875,0.42891,0.00018
888,0.5627825,0.42902125,0.000165
889,0.562755,0.42910875,0.00015875
890,0.562735,0.429225,0.00015
891,0.5627225,0.42929625,0.0001325
892,0.562705,0.42939375,0.00011625
893,0.56269375,0.42947125,0.00011125
894,0.5626800000000001,0.429565,0.00010125
895,0.56266375,0.42962875,9.75e-05
896,0.56265625,0.42969250000000003,9.499999999999999e-05
897,0.56265,0.42975625,7.875e-05
898,0.56263625,0.4298075,7.5e-05
899,0.562625,0.42986625,6.75e-05
900,0.5626175,0.42990625,6.375e-05
901,0.5626125,0.42994875,5.375e-05
902,0.5626074999999999,0.42999125,5e-05
903,0.56260125,0.43002875,4.5e-05
904,0.562595,0.43007375,3.5e-05
905,0.5625925,0.43011499999999997,2.9999999999999997e-05
906,0.5625875,0.43016125,2.75e-05
907,0.56258625,0.4302,2.625e-05
908,0.56258375,0.43022625,2.25e-05
909,0.56257625,0.430255,2.25e-05
910,0.56257,0.43027250000000006,2.625e-05
911,0.56256875,0.430305,2.25e-05
912,0.56256875,0.43032875,2e-05
913,0.56256625,0.43035500000000004,1.875e-05
914,0.56256125,0.43037875,1.875e-05
915,0.56255875,0.43040249999999997,1.75e-05
916,0.562555,0.43042749999999996,1.75e-05
917,0.56255375,0.43044875,1.375e-05
918,0.56254875,0.43046625,1.75e-05
919,0.56254375,0.43048875,1.875e-05
920,0.5625425000000001,0.4305,1.625e-05
921,0.56254125,0.43051375,1.25e-05
922,0.5625399999999999,0.43052250000000003,1.125e-05
923,0.56253875,0.43053625,1.25e-05
924,0.5625375,0.4305475,1.125e-05
925,0.5625375,0.43055625,7.499999999999999e-06
926,0.5625375,0.4305675,6.25e-06
927,0.56253375,0.43057625,7.499999999999999e-06
928,0.5625325,0.43058625,7.499999999999999e-06
929,0.56253,0.43059250000000004,8.75e-06
930,0.56252875,0.43060249999999994,8.75e-06
931,0.56252625,0.43061125,8.75e-06
932,0.562525,0.43061499999999997,1e-05
933,0.562525,0.43061750000000004,8.75e-06
934,0.56252375,0.43063125,1e-05
935,0.56252375,0.4306325,7.499999999999999e-06
936,0.56252,0.4306325,1.125e-05
937,0.56251875,0.4306375,1e-05
938,0.56251875,0.43064625,1e-05
939,0.5625175,0.43065249999999994,1.125e-05
940,0.56251625,0.430655,1e-05
941,0.562515,0.43065875,1e-05
942,0.5625125,0.4306625,7.499999999999999e-06
943,0.5625100000000001,0.43066499999999996,1e-05
944,0.5625100000000001,0.43066625,1e-05
945,0.5625100000000001,0.43066875,7.499999999999999e-06
946,0.56250875,0.43067125,5e-06
947,0.56250625,0.43067375,5e-06
948,0.562505,0.43067625,5e-06
949,0.562505,0.43067875,3.75e-06
950,0.562505,0.43068249999999997,3.75e-06
951,0.562505,0.43068625,3.75e-06
952,0.562505,0.43069125,3.75e-06
953,0.562505,0.430695,2.5e-06
954,0.562505,0.43069875,1.25e-06
955,0.562505,0.43070375,1.25e-06
956,0.56250375,0.43070625,2.5e-06
957,0.56250375,0.43070625,2.5e-06
958,0.56250125,0.43070749999999997,3.75e-06
959,0.56250125,0.43070875,2.5e-06
960,0.56250125,0.43071125,1.25e-06
961,0.56250125,0.43071375,1.25e-06
962,0.5625,0.43071625,2.5e-06
963,0.5625,0.43071750000000003,2.5e-06
964,0.5625,0.43071875,2.5e-06
965,0.5625,0.43072,1.25e-06
966,0.5625,0.43072125,1.25e-06
967,0.5625,0.43072250000000006,1.25e-06
968,0.5625,0.43072250000000006,1.25e-06
969,0.5625,0.43072250000000006,1.25e-06
970,0.5625,0.43072375,1.25e-06
971,0.5625,0.43072375,1.25e-06
972,0.5625,0.43072375,1.25e-06
973,0.5625,0.43072375,1.25e-06
974,0.5625,0.430725,1.25e-06
975,0.99937125,1.25e-06,0.0006225
976,0.9992075,4.875e-05,0.0006675
977,0.99902125,0.0001125,0.0006925
978,0.99873625,0.0001875,0.00084625
979,0.9982850000000001,0.000285,0.00110125
980,0.9975475,0.000395,0.00161375
981,0.99636375,0.0005725,0.00241625
982,0.99465125,0.00086,0.00351
983,0.99186625,0.00128,0.00543125
984,0.98767625,0.001935,0.008217499999999999
985,0.9816174999999999,0.002855,0.0122625
986,0.9730200000000001,0.00422125,0.01786125
987,0.9615925,0.00615875,0.02497625
988,0.94751375,0.00889,0.03330125
989,0.9308725,0.01241875,0.04238375
990,0.912795,0.01688625,0.051085000000000005
991,0.89414875,0.02230875,0.05876
992,0.87575875,0.02866125,0.0648525
993,0.85797875,0.03563875,0.06962625
994,0.84091,0.04330375,0.07258875
995,0.82513625,0.05166375,0.07389125
996,0.810645,0.0604825,0.07384500000000001
997,0.79696875,0.069645,0.07275875
998,0.78468625,0.079055,0.0710875
999,0.7734225,0.08853125,0.06856875
